Date,Team 1,Team 2,FT,HT
2008-08-02,Albion Rvs,Forfar,1-3,1-1
2008-08-02,Berwick,East Stirling,2-1,2-1
2008-08-02,Cowdenbeath,Annan Athletic,1-4,1-1
2008-08-02,Dumbarton,Montrose,1-1,0-1
2008-08-02,Stenhousemuir,Elgin,3-0,1-0
2008-08-09,Annan Athletic,Stenhousemuir,1-1,1-1
2008-08-09,East Stirling,Albion Rvs,1-0,1-0
2008-08-09,Elgin,Dumbarton,1-1,1-0
2008-08-09,Forfar,Cowdenbeath,0-1,0-0
2008-08-09,Montrose,Berwick,1-1,1-0
2008-08-16,Annan Athletic,East Stirling,2-1,0-1
2008-08-16,Berwick,Dumbarton,1-2,1-0
2008-08-16,Cowdenbeath,Albion Rvs,2-1,1-0
2008-08-16,Forfar,Elgin,0-1,0-0
2008-08-16,Stenhousemuir,Montrose,2-2,0-2
2008-08-23,Albion Rvs,Berwick,2-0,1-0
2008-08-23,Dumbarton,Stenhousemuir,1-2,0-1
2008-08-23,East Stirling,Forfar,0-3,0-1
2008-08-23,Elgin,Cowdenbeath,0-2,0-0
2008-08-23,Montrose,Annan Athletic,1-1,1-0
2008-08-30,Annan Athletic,Albion Rvs,2-4,1-2
2008-08-30,Berwick,Forfar,2-2,1-1
2008-08-30,Dumbarton,East Stirling,1-1,1-0
2008-08-30,Montrose,Elgin,1-0,0-0
2008-08-30,Stenhousemuir,Cowdenbeath,1-0,0-0
2008-09-13,Albion Rvs,Dumbarton,1-3,0-2
2008-09-13,Cowdenbeath,Berwick,2-1,2-0
2008-09-13,East Stirling,Stenhousemuir,0-2,0-1
2008-09-13,Elgin,Annan Athletic,1-2,0-1
2008-09-13,Forfar,Montrose,0-1,0-0
2008-09-20,Annan Athletic,Forfar,1-3,1-1
2008-09-20,Dumbarton,Cowdenbeath,2-1,1-0
2008-09-20,Elgin,Albion Rvs,1-6,0-2
2008-09-20,Montrose,East Stirling,3-0,1-0
2008-09-20,Stenhousemuir,Berwick,2-0,1-0
2008-09-27,Albion Rvs,Stenhousemuir,1-2,0-1
2008-09-27,Berwick,Annan Athletic,3-0,1-0
2008-09-27,Cowdenbeath,Montrose,2-1,1-1
2008-09-27,East Stirling,Elgin,5-2,3-1
2008-09-27,Forfar,Dumbarton,2-2,0-1
2008-10-04,Albion Rvs,Montrose,0-1,0-0
2008-10-04,Berwick,Elgin,1-1,1-0
2008-10-04,Cowdenbeath,East Stirling,0-0,0-0
2008-10-04,Dumbarton,Annan Athletic,4-1,4-0
2008-10-04,Stenhousemuir,Forfar,1-1,0-0
2008-10-18,Annan Athletic,Cowdenbeath,0-1,0-1
2008-10-18,East Stirling,Berwick,1-0,1-0
2008-10-18,Elgin,Stenhousemuir,4-2,1-2
2008-10-18,Forfar,Albion Rvs,0-0,0-0
2008-10-18,Montrose,Dumbarton,1-2,0-1
2008-11-01,Albion Rvs,Cowdenbeath,3-1,1-0
2008-11-01,Dumbarton,Berwick,5-2,3-1
2008-11-01,Elgin,Forfar,0-1,0-1
2008-11-01,Montrose,Stenhousemuir,0-3,0-2
2008-11-08,Annan Athletic,Montrose,1-2,1-1
2008-11-08,Berwick,Albion Rvs,0-3,0-1
2008-11-08,Cowdenbeath,Elgin,4-1,3-1
2008-11-08,Forfar,East Stirling,2-3,2-2
2008-11-08,Stenhousemuir,Dumbarton,1-1,0-0
2008-11-12,East Stirling,Annan Athletic,2-1,0-1
2008-11-15,Albion Rvs,Annan Athletic,0-1,0-1
2008-11-15,Cowdenbeath,Stenhousemuir,1-2,0-2
2008-11-15,East Stirling,Dumbarton,5-2,2-0
2008-11-15,Elgin,Montrose,1-2,0-0
2008-11-15,Forfar,Berwick,2-1,1-1
2008-11-22,Annan Athletic,Elgin,5-0,1-0
2008-11-22,Berwick,Cowdenbeath,2-3,1-1
2008-11-22,Dumbarton,Albion Rvs,1-1,1-1
2008-11-22,Montrose,Forfar,1-0,1-0
2008-11-22,Stenhousemuir,East Stirling,1-1,0-1
2008-12-06,Berwick,Stenhousemuir,3-2,2-1
2008-12-06,East Stirling,Montrose,5-0,1-0
2008-12-13,Annan Athletic,Berwick,1-2,1-1
2008-12-13,Dumbarton,Forfar,3-0,1-0
2008-12-13,Elgin,East Stirling,0-4,0-1
2008-12-13,Montrose,Cowdenbeath,0-1,0-1
2008-12-13,Stenhousemuir,Albion Rvs,1-0,0-0
2008-12-20,Annan Athletic,Dumbarton,2-1,1-1
2008-12-20,East Stirling,Cowdenbeath,1-4,1-1
2008-12-20,Elgin,Berwick,0-2,0-1
2008-12-20,Forfar,Stenhousemuir,1-0,0-0
2008-12-20,Montrose,Albion Rvs,1-2,1-0
2008-12-27,Berwick,Montrose,3-2,0-2
2008-12-27,Stenhousemuir,Annan Athletic,0-0,0-0
2009-01-03,East Stirling,Stenhousemuir,0-3,0-2
2009-01-10,Cowdenbeath,Dumbarton,2-0,1-0
2009-01-10,Montrose,Elgin,3-1,1-1
2009-01-13,Cowdenbeath,Berwick,2-0,1-0
2009-01-17,Albion Rvs,Berwick,2-1,1-1
