Round,Date,Team 1,FT,HT,Team 2
?,(Sat) 29 Jul 2000 (W30),Dunfermline Athletic (1),0-0,0-0,Aberdeen FC (1)
?,(Sat) 29 Jul 2000 (W30),Motherwell FC (1),0-2,0-1,Dundee FC (1)
?,(Sat) 29 Jul 2000 (W30),Rangers FC (1),2-1,0-1,St Johnstone FC (1)
?,(Sat) 29 Jul 2000 (W30),Saint Mirren FC (1),0-1,0-0,Kilmarnock FC (1)
?,(Sun) 30 Jul 2000 (W30),Dundee United (1),1-2,0-1,Celtic FC (1)
?,(Sun) 30 Jul 2000 (W30),Heart of Midlothian FC (1),0-0,0-0,Hibernian FC (1)
?,(Sat) 5 Aug 2000 (W31),Aberdeen FC (2),2-1,1-1,Saint Mirren FC (2)
?,(Sat) 5 Aug 2000 (W31),Celtic FC (2),1-0,1-0,Motherwell FC (2)
?,(Sat) 5 Aug 2000 (W31),Dundee FC (2),3-0,1-0,Dunfermline Athletic (2)
?,(Sat) 5 Aug 2000 (W31),Hibernian FC (2),3-0,2-0,Dundee United (2)
?,(Sat) 5 Aug 2000 (W31),Kilmarnock FC (2),2-4,2-1,Rangers FC (2)
?,(Sun) 6 Aug 2000 (W31),St Johnstone FC (2),2-2,1-0,Heart of Midlothian FC (2)
?,(Sat) 12 Aug 2000 (W32),Dundee United (3),1-1,0-1,Motherwell FC (3)
?,(Sat) 12 Aug 2000 (W32),Dunfermline Athletic (3),1-1,1-0,St Johnstone FC (3)
?,(Sat) 12 Aug 2000 (W32),Hibernian FC (3),5-1,2-1,Dundee FC (3)
?,(Sun) 13 Aug 2000 (W32),Aberdeen FC (3),1-1,1-1,Heart of Midlothian FC (3)
?,(Sun) 13 Aug 2000 (W32),Celtic FC (3),2-1,0-1,Kilmarnock FC (3)
?,(Sun) 13 Aug 2000 (W32),Saint Mirren FC (3),1-3,0-1,Rangers FC (3)
?,(Wed) 16 Aug 2000 (W33),Kilmarnock FC (4),0-1,0-1,Hibernian FC (4)
?,(Wed) 16 Aug 2000 (W33),Motherwell FC (4),0-1,0-0,Dunfermline Athletic (4)
?,(Sat) 19 Aug 2000 (W33),Aberdeen FC (4),0-2,0-1,Hibernian FC (5)
?,(Sat) 19 Aug 2000 (W33),Dundee United (4),1-2,0-2,St Johnstone FC (4)
?,(Sat) 19 Aug 2000 (W33),Heart of Midlothian FC (4),2-4,0-3,Celtic FC (4)
?,(Sat) 19 Aug 2000 (W33),Kilmarnock FC (5),3-2,1-1,Motherwell FC (5)
?,(Sat) 19 Aug 2000 (W33),Rangers FC (4),4-1,3-1,Dunfermline Athletic (5)
?,(Sat) 19 Aug 2000 (W33),Saint Mirren FC (4),2-1,0-0,Dundee FC (4)
?,(Sat) 26 Aug 2000 (W34),Dunfermline Athletic (6),1-0,1-0,Dundee United (5)
?,(Sat) 26 Aug 2000 (W34),Hibernian FC (6),2-0,1-0,Saint Mirren FC (5)
?,(Sat) 26 Aug 2000 (W34),St Johnstone FC (5),1-1,1-1,Kilmarnock FC (6)
?,(Sun) 27 Aug 2000 (W34),Celtic FC (5),6-2,3-1,Rangers FC (5)
