Date,Team 1,FT,Team 2
Sat Aug 23 1947,Rochdale,2-2,Barrow
Sat Aug 23 1947,Carlisle United,4-2,Darlington
Sat Aug 23 1947,Rotherham United,0-0,Gateshead
Sat Aug 23 1947,Crewe Alexandra,3-2,Tranmere Rovers
Sat Aug 23 1947,New Brighton,0-2,Bradford City
Sat Aug 23 1947,Halifax Town,0-1,Wrexham
Sat Aug 23 1947,Lincoln City,2-3,Hull City
Sat Aug 23 1947,Southport,0-4,Stockport County
Sat Aug 23 1947,Accrington Stanley,4-2,Hartlepool United
Sat Aug 23 1947,Chester,2-1,Oldham Athletic
Sat Aug 23 1947,Mansfield Town,1-2,York City
Mon Aug 25 1947,York City,2-2,Carlisle United
Mon Aug 25 1947,Stockport County,2-1,Halifax Town
Tue Aug 26 1947,Southport,1-1,Lincoln City
Tue Aug 26 1947,Oldham Athletic,1-5,Rotherham United
Wed Aug 27 1947,Crewe Alexandra,0-0,Mansfield Town
Wed Aug 27 1947,Hartlepool United,1-1,Tranmere Rovers
Wed Aug 27 1947,Bradford City,1-0,Wrexham
Wed Aug 27 1947,Gateshead,1-2,Darlington
Thu Aug 28 1947,Barrow,1-0,Chester
Thu Aug 28 1947,Hull City,0-0,Rochdale
Sat Aug 30 1947,Oldham Athletic,1-1,Mansfield Town
Sat Aug 30 1947,Hartlepool United,2-2,Rotherham United
Sat Aug 30 1947,Stockport County,1-1,Lincoln City
Sat Aug 30 1947,Tranmere Rovers,2-3,Chester
Sat Aug 30 1947,Darlington,0-1,Crewe Alexandra
Sat Aug 30 1947,Wrexham,5-1,Rochdale
Sat Aug 30 1947,Gateshead,1-3,Carlisle United
Sat Aug 30 1947,York City,6-0,Halifax Town
Sat Aug 30 1947,Barrow,1-1,New Brighton
Sat Aug 30 1947,Bradford City,4-2,Southport
Sat Aug 30 1947,Hull City,4-2,Accrington Stanley
Mon Sep 1 1947,Mansfield Town,3-1,Crewe Alexandra
Mon Sep 1 1947,Darlington,1-1,Gateshead
Mon Sep 1 1947,Rotherham United,4-1,Oldham Athletic
Mon Sep 1 1947,Halifax Town,4-0,Stockport County
Tue Sep 2 1947,Rochdale,1-0,Hull City
Tue Sep 2 1947,Tranmere Rovers,1-0,Hartlepool United
Wed Sep 3 1947,New Brighton,0-1,Accrington Stanley
Wed Sep 3 1947,Chester,0-0,Barrow
Wed Sep 3 1947,Lincoln City,3-1,Southport
Wed Sep 3 1947,Wrexham,4-2,Bradford City
Thu Sep 4 1947,Carlisle United,1-1,York City
Sat Sep 6 1947,Carlisle United,1-1,Hartlepool United
Sat Sep 6 1947,York City,1-0,Oldham Athletic
Sat Sep 6 1947,Rochdale,2-1,Halifax Town
Sat Sep 6 1947,Accrington Stanley,5-2,Stockport County
Sat Sep 6 1947,Mansfield Town,1-3,Tranmere Rovers
Sat Sep 6 1947,Chester,1-1,Darlington
Sat Sep 6 1947,Lincoln City,3-0,Bradford City
Sat Sep 6 1947,New Brighton,1-1,Wrexham
Sat Sep 6 1947,Southport,1-2,Barrow
Sat Sep 6 1947,Crewe Alexandra,0-1,Gateshead
Sat Sep 6 1947,Rotherham United,0-0,Hull City
Mon Sep 8 1947,Mansfield Town,2-3,Carlisle United
Mon Sep 8 1947,Southport,2-0,Darlington
Mon Sep 8 1947,Stockport County,0-1,Wrexham
Tue Sep 9 1947,Rochdale,1-3,Accrington Stanley
Tue Sep 9 1947,Tranmere Rovers,3-0,Gateshead
Wed Sep 10 1947,Chester,4-2,Crewe Alexandra
Wed Sep 10 1947,York City,2-0,Rotherham United
Wed Sep 10 1947,Lincoln City,1-2,New Brighton
Thu Sep 11 1947,Hull City,1-2,Halifax Town
Thu Sep 11 1947,Barrow,0-1,Bradford City
Sat Sep 13 1947,Darlington,1-2,Mansfield Town
Sat Sep 13 1947,Stockport County,0-0,Hull City
Sat Sep 13 1947,Wrexham,2-0,Southport
Sat Sep 13 1947,Oldham Athletic,1-1,Rochdale
Sat Sep 13 1947,Hartlepool United,0-1,Crewe Alexandra
Sat Sep 13 1947,Barrow,0-1,Lincoln City
Sat Sep 13 1947,Bradford City,1-2,Accrington Stanley
Sat Sep 13 1947,Halifax Town,1-2,New Brighton
Sat Sep 13 1947,Gateshead,2-1,Chester
Sat Sep 13 1947,Rotherham United,7-2,Carlisle United
Sat Sep 13 1947,Tranmere Rovers,4-2,York City
Mon Sep 15 1947,Rotherham United,0-2,Southport
Mon Sep 15 1947,Halifax Town,0-2,Hull City
Tue Sep 16 1947,Oldham Athletic,0-2,Hartlepool United
Wed Sep 17 1947,Bradford City,1-1,Barrow
Wed Sep 17 1947,Crewe Alexandra,1-0,Chester
Wed Sep 17 1947,Wrexham,2-0,Stockport County
Sat Sep 20 1947,Carlisle United,4-0,Stockport County
Sat Sep 20 1947,Crewe Alexandra,3-3,Rotherham United
Sat Sep 20 1947,York City,0-2,Darlington
