Date,Team 1,FT,Team 2
Sat Sep 1 1900,Leicester City,2-2,Stockport County
Sat Sep 1 1900,Glossop North End,1-0,Manchester United
Sat Sep 1 1900,Walsall,3-0,Barnsley
Sat Sep 1 1900,Middlesbrough,2-0,Lincoln City
Sat Sep 1 1900,Burton Swifts,0-4,Chesterfield
Sat Sep 1 1900,Port Vale,2-2,Birmingham City
Sat Sep 1 1900,Arsenal,2-1,Gainsborough Trinity
Sat Sep 1 1900,Burnley,3-0,Grimsby Town
Sat Sep 1 1900,New Brighton Tower,0-0,Blackpool
Mon Sep 3 1900,Port Vale,0-1,Stockport County
Mon Sep 3 1900,Burnley,2-1,Burton Swifts
Sat Sep 8 1900,Manchester United,4-0,Middlesbrough
Sat Sep 8 1900,Chesterfield,0-1,Glossop North End
Sat Sep 8 1900,Blackpool,1-1,Gainsborough Trinity
Sat Sep 8 1900,Stockport County,0-5,New Brighton Tower
Sat Sep 8 1900,Barnsley,3-2,Burton Swifts
Sat Sep 8 1900,Arsenal,1-1,Walsall
Sat Sep 8 1900,Lincoln City,2-0,Burnley
Sat Sep 8 1900,Grimsby Town,6-1,Port Vale
Sat Sep 8 1900,Birmingham City,0-0,Leicester City
Sat Sep 15 1900,Leicester City,4-0,Grimsby Town
Sat Sep 15 1900,Walsall,1-2,Blackpool
Sat Sep 15 1900,Barnsley,4-1,Chesterfield
Sat Sep 15 1900,Port Vale,2-0,Lincoln City
Sat Sep 15 1900,Burnley,1-0,Manchester United
Sat Sep 15 1900,Burton Swifts,1-0,Arsenal
Sat Sep 15 1900,Gainsborough Trinity,2-0,Stockport County
Sat Sep 15 1900,New Brighton Tower,0-0,Birmingham City
Sat Sep 15 1900,Middlesbrough,2-2,Glossop North End
Sat Sep 22 1900,Birmingham City,6-0,Gainsborough Trinity
Sat Sep 22 1900,Glossop North End,0-1,Burnley
Sat Sep 22 1900,Manchester United,4-0,Port Vale
Sat Sep 22 1900,Grimsby Town,5-2,New Brighton Tower
Sat Sep 22 1900,Stockport County,4-1,Walsall
Sat Sep 22 1900,Lincoln City,1-0,Leicester City
Sat Sep 22 1900,Blackpool,2-0,Burton Swifts
Sat Sep 22 1900,Arsenal,1-2,Barnsley
Sat Sep 22 1900,Chesterfield,2-3,Middlesbrough
Mon Sep 24 1900,Walsall,1-5,Burton Swifts
Sat Sep 29 1900,Arsenal,1-0,Chesterfield
Sat Sep 29 1900,Leicester City,1-0,Manchester United
Sat Sep 29 1900,Barnsley,0-1,Blackpool
Sat Sep 29 1900,Port Vale,0-0,Glossop North End
Sat Sep 29 1900,Walsall,2-2,Birmingham City
Sat Sep 29 1900,Burton Swifts,3-2,Stockport County
Sat Sep 29 1900,New Brighton Tower,2-0,Lincoln City
Sat Sep 29 1900,Gainsborough Trinity,0-1,Grimsby Town
Sat Sep 29 1900,Burnley,2-0,Middlesbrough
Mon Oct 1 1900,Burton Swifts,0-1,Leicester City
Sat Oct 6 1900,Stockport County,2-1,Barnsley
Sat Oct 6 1900,Manchester United,1-0,New Brighton Tower
Sat Oct 6 1900,Blackpool,1-1,Arsenal
Sat Oct 6 1900,Birmingham City,2-0,Burton Swifts
Sat Oct 6 1900,Middlesbrough,4-0,Port Vale
Sat Oct 6 1900,Glossop North End,3-1,Leicester City
Sat Oct 6 1900,Chesterfield,1-3,Burnley
Sat Oct 6 1900,Lincoln City,6-0,Gainsborough Trinity
Sat Oct 6 1900,Grimsby Town,0-0,Walsall
Sat Oct 13 1900,Arsenal,2-0,Stockport County
Sat Oct 13 1900,Blackpool,1-1,Chesterfield
Sat Oct 13 1900,New Brighton Tower,1-0,Glossop North End
Sat Oct 13 1900,Burton Swifts,1-2,Grimsby Town
Sat Oct 13 1900,Port Vale,1-0,Burnley
Sat Oct 13 1900,Walsall,3-0,Lincoln City
Sat Oct 13 1900,Leicester City,1-0,Middlesbrough
Sat Oct 13 1900,Gainsborough Trinity,0-1,Manchester United
Sat Oct 13 1900,Barnsley,1-2,Birmingham City
Sat Oct 20 1900,Manchester United,1-1,Walsall
Sat Oct 20 1900,Chesterfield,1-1,Port Vale
Sat Oct 20 1900,Burnley,0-0,Leicester City
Sat Oct 20 1900,Lincoln City,2-1,Burton Swifts
Sat Oct 20 1900,Birmingham City,2-1,Arsenal
Sat Oct 20 1900,Middlesbrough,2-1,New Brighton Tower
Sat Oct 20 1900,Stockport County,0-1,Blackpool
Sat Oct 20 1900,Glossop North End,3-1,Gainsborough Trinity
Sat Oct 20 1900,Grimsby Town,1-0,Barnsley
Wed Oct 24 1900,Gainsborough Trinity,4-2,Barnsley
Sat Oct 27 1900,Blackpool,0-0,Birmingham City
Sat Oct 27 1900,New Brighton Tower,2-1,Burnley
Sat Oct 27 1900,Stockport County,3-1,Chesterfield
Sat Oct 27 1900,Leicester City,0-0,Port Vale
Sat Oct 27 1900,Barnsley,0-0,Lincoln City
