Date,Team 1,FT,Team 2
Sat Aug 27 1921,Bristol Rovers,1-3,Plymouth Argyle
Sat Aug 27 1921,Brighton & Hove Albion,0-0,Southend United
Sat Aug 27 1921,Millwall,0-0,Northampton Town
Sat Aug 27 1921,Brentford,0-1,Merthyr Town
Sat Aug 27 1921,Watford,0-0,Swansea City
Sat Aug 27 1921,Southampton,2-0,Gillingham
Sat Aug 27 1921,Reading,1-0,Newport County
Sat Aug 27 1921,Norwich City,0-1,Luton Town
Sat Aug 27 1921,Queens Park Rangers,0-0,Swindon Town
Sat Aug 27 1921,Charlton Athletic,1-0,Exeter City
Sat Aug 27 1921,Aberdare Athletic,0-0,Portsmouth
Mon Aug 29 1921,Southend United,1-1,Brentford
Mon Aug 29 1921,Plymouth Argyle,1-1,Norwich City
Mon Aug 29 1921,Newport County,0-1,Queens Park Rangers
Mon Aug 29 1921,Luton Town,0-0,Southampton
Mon Aug 29 1921,Merthyr Town,2-0,Reading
Mon Aug 29 1921,Swindon Town,4-2,Northampton Town
Mon Aug 29 1921,Swansea City,1-2,Aberdare Athletic
Wed Aug 31 1921,Gillingham,2-0,Charlton Athletic
Wed Aug 31 1921,Portsmouth,1-0,Bristol Rovers
Wed Aug 31 1921,Exeter City,0-3,Brighton & Hove Albion
Wed Aug 31 1921,Watford,0-1,Millwall
Sat Sep 3 1921,Northampton Town,0-3,Millwall
Sat Sep 3 1921,Luton Town,2-1,Norwich City
Sat Sep 3 1921,Gillingham,2-0,Southampton
Sat Sep 3 1921,Swansea City,3-0,Watford
Sat Sep 3 1921,Swindon Town,2-0,Queens Park Rangers
Sat Sep 3 1921,Plymouth Argyle,1-0,Bristol Rovers
Sat Sep 3 1921,Portsmouth,2-2,Aberdare Athletic
Sat Sep 3 1921,Exeter City,1-0,Charlton Athletic
Sat Sep 3 1921,Southend United,1-2,Brighton & Hove Albion
Sat Sep 3 1921,Newport County,1-0,Reading
Sat Sep 3 1921,Merthyr Town,2-0,Brentford
Mon Sep 5 1921,Charlton Athletic,0-0,Gillingham
Mon Sep 5 1921,Millwall,0-0,Watford
Mon Sep 5 1921,Aberdare Athletic,2-1,Swansea City
Mon Sep 5 1921,Queens Park Rangers,2-1,Newport County
Mon Sep 5 1921,Northampton Town,2-1,Swindon Town
