Round,Date,Team 1,FT,HT,Team 2
?,(Sat) 6 Aug 2016 (W31),Ayr United (1),0-2,0-1,Raith Rovers (1)
?,(Sat) 6 Aug 2016 (W31),Dundee United (1),1-1,0-1,Queen of the South (1)
?,(Sat) 6 Aug 2016 (W31),Dunfermline Athletic (1),4-3,2-1,Dumbarton (1)
?,(Sat) 6 Aug 2016 (W31),Falkirk (1),1-2,1-1,Hibernian FC (1)
?,(Sat) 6 Aug 2016 (W31),Saint Mirren FC (1),1-1,0-1,Greenock Morton (1)
?,(Sat) 13 Aug 2016 (W32),Dumbarton (2),1-0,0-0,Dundee United (2)
?,(Sat) 13 Aug 2016 (W32),Hibernian FC (2),2-1,1-0,Dunfermline Athletic (2)
?,(Sat) 13 Aug 2016 (W32),Greenock Morton (2),1-1,1-0,Falkirk (2)
?,(Sat) 13 Aug 2016 (W32),Queen of the South (2),4-1,2-0,Ayr United (2)
?,(Sat) 13 Aug 2016 (W32),Raith Rovers (2),3-1,1-0,Saint Mirren FC (2)
?,(Sat) 20 Aug 2016 (W33),Dundee United (3),3-0,2-0,Ayr United (3)
?,(Sat) 20 Aug 2016 (W33),Greenock Morton (3),1-1,0-1,Dumbarton (3)
?,(Sat) 20 Aug 2016 (W33),Queen of the South (3),2-0,1-0,Falkirk (3)
?,(Sat) 20 Aug 2016 (W33),Raith Rovers (3),2-0,0-0,Dunfermline Athletic (3)
?,(Sat) 20 Aug 2016 (W33),Saint Mirren FC (3),0-2,0-2,Hibernian FC (3)
?,(Sat) 27 Aug 2016 (W34),Ayr United (4),1-1,1-0,Saint Mirren FC (4)
?,(Sat) 27 Aug 2016 (W34),Dundee United (4),2-2,2-1,Raith Rovers (4)
?,(Sat) 27 Aug 2016 (W34),Dunfermline Athletic (4),0-1,0-1,Queen of the South (4)
?,(Sat) 27 Aug 2016 (W34),Falkirk (4),1-0,0-0,Dumbarton (4)
?,(Sat) 27 Aug 2016 (W34),Hibernian FC (4),4-0,2-0,Greenock Morton (4)
?,(Sat) 10 Sep 2016 (W36),Ayr United (5),2-1,0-0,Greenock Morton (5)
?,(Sat) 10 Sep 2016 (W36),Dumbarton (5),0-1,0-1,Hibernian FC (5)
?,(Sat) 10 Sep 2016 (W36),Dunfermline Athletic (5),1-3,0-1,Dundee United (5)
?,(Sat) 10 Sep 2016 (W36),Raith Rovers (5),0-2,0-1,Falkirk (5)
?,(Sat) 10 Sep 2016 (W36),Saint Mirren FC (5),1-3,1-2,Queen of the South (5)
?,(Sat) 17 Sep 2016 (W37),Dumbarton (6),1-1,1-1,Saint Mirren FC (6)
?,(Sat) 17 Sep 2016 (W37),Falkirk (6),3-1,1-1,Dundee United (6)
?,(Sat) 17 Sep 2016 (W37),Hibernian FC (6),1-2,0-0,Ayr United (6)
?,(Sat) 17 Sep 2016 (W37),Greenock Morton (6),2-1,1-1,Dunfermline Athletic (6)
?,(Sat) 17 Sep 2016 (W37),Queen of the South (6),3-1,0-0,Raith Rovers (6)
?,(Sat) 24 Sep 2016 (W38),Dundee United (7),2-1,0-0,Greenock Morton (7)
?,(Sat) 24 Sep 2016 (W38),Dunfermline Athletic (7),4-3,1-2,Saint Mirren FC (7)
?,(Sat) 24 Sep 2016 (W38),Falkirk (7),2-0,0-0,Ayr United (7)
?,(Sat) 24 Sep 2016 (W38),Queen of the South (7),0-0,0-0,Hibernian FC (7)
?,(Sat) 24 Sep 2016 (W38),Raith Rovers (7),3-2,3-0,Dumbarton (7)
?,(Sat) 1 Oct 2016 (W39),Ayr United (8),0-0,0-0,Dunfermline Athletic (8)
?,(Sat) 1 Oct 2016 (W39),Dumbarton (8),0-0,0-0,Queen of the South (8)
?,(Sat) 1 Oct 2016 (W39),Greenock Morton (8),1-0,1-0,Raith Rovers (8)
?,(Sat) 1 Oct 2016 (W39),Saint Mirren FC (8),1-1,0-1,Falkirk (8)
?,(Sun) 2 Oct 2016 (W39),Hibernian FC (8),1-1,1-0,Dundee United (8)
?,(Sat) 15 Oct 2016 (W41),Dumbarton (9),0-3,0-1,Ayr United (9)
?,(Sat) 15 Oct 2016 (W41),Falkirk (9),2-1,1-0,Dunfermline Athletic (9)
?,(Sat) 15 Oct 2016 (W41),Queen of the South (9),0-5,0-3,Greenock Morton (9)
?,(Sat) 15 Oct 2016 (W41),Raith Rovers (9),0-0,0-0,Hibernian FC (9)
?,(Sat) 15 Oct 2016 (W41),Saint Mirren FC (9),0-2,0-1,Dundee United (9)
?,(Sat) 22 Oct 2016 (W42),Ayr United (10),1-0,0-0,Queen of the South (10)
?,(Sat) 22 Oct 2016 (W42),Dundee United (10),2-1,0-0,Dumbarton (10)
?,(Sat) 22 Oct 2016 (W42),Dunfermline Athletic (10),1-3,1-0,Hibernian FC (10)
?,(Sat) 22 Oct 2016 (W42),Falkirk (10),2-4,1-2,Raith Rovers (10)
?,(Sat) 29 Oct 2016 (W43),Dumbarton (11),2-2,1-0,Dunfermline Athletic (11)
?,(Sat) 29 Oct 2016 (W43),Dundee United (11),1-0,0-0,Falkirk (11)
?,(Sat) 29 Oct 2016 (W43),Hibernian FC (11),2-0,2-0,Saint Mirren FC (10)
?,(Sat) 29 Oct 2016 (W43),Greenock Morton (10),2-1,0-1,Ayr United (11)
?,(Sat) 29 Oct 2016 (W43),Raith Rovers (11),1-0,0-0,Queen of the South (11)
?,(Tue) 1 Nov 2016 (W44),Greenock Morton (11),3-1,2-0,Saint Mirren FC (11)
?,(Sat) 5 Nov 2016 (W44),Ayr United (12),0-3,0-1,Hibernian FC (12)
?,(Sat) 5 Nov 2016 (W44),Dunfermline Athletic (12),0-0,0-0,Raith Rovers (12)
?,(Sat) 5 Nov 2016 (W44),Falkirk (12),1-1,0-0,Greenock Morton (12)
?,(Sat) 5 Nov 2016 (W44),Queen of the South (12),1-4,1-2,Dundee United (12)
?,(Sat) 5 Nov 2016 (W44),Saint Mirren FC (12),0-1,0-0,Dumbarton (12)
?,(Tue) 8 Nov 2016 (W45),Dundee United (13),1-0,0-0,Dunfermline Athletic (13)
?,(Sat) 12 Nov 2016 (W45),Dumbarton (13),0-2,0-0,Greenock Morton (13)
?,(Sat) 12 Nov 2016 (W45),Hibernian FC (13),1-1,0-0,Falkirk (13)
?,(Sat) 19 Nov 2016 (W46),Ayr United (13),0-1,0-1,Falkirk (14)
?,(Sat) 19 Nov 2016 (W46),Dumbarton (14),0-0,0-0,Raith Rovers (13)
?,(Sat) 19 Nov 2016 (W46),Hibernian FC (14),4-0,2-0,Queen of the South (13)
?,(Sat) 19 Nov 2016 (W46),Greenock Morton (14),0-0,0-0,Dundee United (14)
?,(Sat) 19 Nov 2016 (W46),Saint Mirren FC (13),0-1,0-1,Dunfermline Athletic (14)
?,(Tue) 22 Nov 2016 (W47),Raith Rovers (14),1-1,1-0,Ayr United (14)
?,(Fri) 2 Dec 2016 (W48),Dundee United (15),1-0,0-0,Hibernian FC (15)
