Date,Team 1,FT,Team 2
Sat Aug 27 1932,Walsall,1-0,Hull City
Sat Aug 27 1932,Wrexham,3-0,Barnsley
Sat Aug 27 1932,Rochdale,0-1,Carlisle United
Sat Aug 27 1932,Gateshead,4-0,Doncaster Rovers
Sat Aug 27 1932,Stockport County,5-1,Darlington
Sat Aug 27 1932,Rotherham United,1-0,New Brighton
Sat Aug 27 1932,Crewe Alexandra,1-0,York City
Sat Aug 27 1932,Mansfield Town,1-0,Chester
Sat Aug 27 1932,Accrington Stanley,4-1,Halifax Town
Sat Aug 27 1932,Tranmere Rovers,3-3,Hartlepool United
Sat Aug 27 1932,Southport,3-0,Barrow
Mon Aug 29 1932,Barnsley,2-1,Tranmere Rovers
Mon Aug 29 1932,Barrow,1-1,Rochdale
Mon Aug 29 1932,Hull City,4-1,Wrexham
Mon Aug 29 1932,Accrington Stanley,5-1,Rotherham United
Mon Aug 29 1932,Doncaster Rovers,3-2,Walsall
Wed Aug 31 1932,New Brighton,1-0,Mansfield Town
Wed Aug 31 1932,Chester,1-1,Southport
Wed Aug 31 1932,Halifax Town,4-0,Hartlepool United
Wed Aug 31 1932,York City,2-2,Stockport County
Wed Aug 31 1932,Darlington,1-3,Gateshead
Thu Sep 1 1932,Carlisle United,2-0,Crewe Alexandra
Sat Sep 3 1932,Doncaster Rovers,1-1,Stockport County
Sat Sep 3 1932,Hartlepool United,3-1,Wrexham
Sat Sep 3 1932,Hull City,1-1,Gateshead
Sat Sep 3 1932,Carlisle United,0-0,Southport
Sat Sep 3 1932,Barrow,1-0,Mansfield Town
Sat Sep 3 1932,Darlington,3-4,Crewe Alexandra
Sat Sep 3 1932,Halifax Town,4-1,Tranmere Rovers
Sat Sep 3 1932,Barnsley,2-1,Walsall
Sat Sep 3 1932,York City,2-6,Rochdale
Sat Sep 3 1932,New Brighton,2-2,Accrington Stanley
Sat Sep 3 1932,Chester,1-0,Rotherham United
Mon Sep 5 1932,Walsall,2-0,Doncaster Rovers
Mon Sep 5 1932,Southport,2-1,Chester
Mon Sep 5 1932,Tranmere Rovers,3-0,Barnsley
Mon Sep 5 1932,Crewe Alexandra,1-0,Carlisle United
Mon Sep 5 1932,Stockport County,2-0,York City
Mon Sep 5 1932,Rotherham United,2-3,Accrington Stanley
Mon Sep 5 1932,Mansfield Town,5-0,New Brighton
Tue Sep 6 1932,Rochdale,0-0,Barrow
Wed Sep 7 1932,Gateshead,3-0,Darlington
Wed Sep 7 1932,Wrexham,3-1,Hull City
Wed Sep 7 1932,Hartlepool United,1-1,Halifax Town
Sat Sep 10 1932,Rotherham United,1-0,Barrow
Sat Sep 10 1932,Stockport County,3-5,Hull City
Sat Sep 10 1932,Walsall,4-1,Hartlepool United
Sat Sep 10 1932,Tranmere Rovers,2-3,New Brighton
Sat Sep 10 1932,Mansfield Town,3-1,Carlisle United
Sat Sep 10 1932,Southport,5-1,York City
Sat Sep 10 1932,Accrington Stanley,1-4,Chester
Sat Sep 10 1932,Rochdale,1-4,Crewe Alexandra
Sat Sep 10 1932,Darlington,2-2,Doncaster Rovers
Sat Sep 10 1932,Gateshead,1-1,Barnsley
Sat Sep 10 1932,Wrexham,5-2,Halifax Town
Wed Sep 14 1932,Chester,2-2,Stockport County
Sat Sep 17 1932,Carlisle United,0-0,Rotherham United
Sat Sep 17 1932,Chester,3-0,New Brighton
Sat Sep 17 1932,Doncaster Rovers,1-0,Rochdale
Sat Sep 17 1932,Wrexham,1-1,Tranmere Rovers
Sat Sep 17 1932,Hull City,3-1,Darlington
Sat Sep 17 1932,Crewe Alexandra,1-1,Southport
Sat Sep 17 1932,Halifax Town,4-0,Walsall
Sat Sep 17 1932,Hartlepool United,2-2,Gateshead
Sat Sep 17 1932,York City,4-3,Mansfield Town
Sat Sep 17 1932,Barnsley,2-2,Stockport County
Sat Sep 17 1932,Barrow,5-0,Accrington Stanley
Wed Sep 21 1932,Chester,1-0,Walsall
Sat Sep 24 1932,New Brighton,1-2,Barrow
Sat Sep 24 1932,Southport,2-0,Rochdale
Sat Sep 24 1932,Wrexham,1-2,Chester
Sat Sep 24 1932,Mansfield Town,4-0,Crewe Alexandra
Sat Sep 24 1932,Accrington Stanley,3-1,Carlisle United
Sat Sep 24 1932,Walsall,3-2,Tranmere Rovers
Sat Sep 24 1932,Rotherham United,1-0,York City
Sat Sep 24 1932,Doncaster Rovers,1-1,Hull City
Sat Sep 24 1932,Stockport County,6-2,Hartlepool United
Sat Sep 24 1932,Darlington,1-1,Barnsley
Sat Sep 24 1932,Gateshead,3-0,Halifax Town
Tue Sep 27 1932,Accrington Stanley,1-1,Southport
Thu Sep 29 1932,Carlisle United,2-1,Stockport County
Sat Oct 1 1932,Barrow,2-3,Chester
Sat Oct 1 1932,Hartlepool United,2-1,Darlington
Sat Oct 1 1932,Carlisle United,1-3,New Brighton
Sat Oct 1 1932,Wrexham,3-0,Walsall
Sat Oct 1 1932,York City,0-0,Accrington Stanley
Sat Oct 1 1932,Hull City,4-0,Southport
Sat Oct 1 1932,Barnsley,2-3,Doncaster Rovers
Sat Oct 1 1932,Halifax Town,1-3,Stockport County
Sat Oct 1 1932,Crewe Alexandra,8-0,Rotherham United
Sat Oct 1 1932,Tranmere Rovers,4-2,Gateshead
Sat Oct 1 1932,Rochdale,2-1,Mansfield Town
Sat Oct 8 1932,Walsall,1-1,Barrow
Sat Oct 8 1932,Doncaster Rovers,4-1,Hartlepool United
Sat Oct 8 1932,Gateshead,4-4,Wrexham
Sat Oct 8 1932,Rotherham United,2-0,Rochdale
Sat Oct 8 1932,Chester,4-0,Carlisle United
Sat Oct 8 1932,Mansfield Town,4-0,Southport
Sat Oct 8 1932,Stockport County,3-0,Tranmere Rovers
Sat Oct 8 1932,New Brighton,0-1,York City
Sat Oct 8 1932,Darlington,2-1,Halifax Town
Sat Oct 8 1932,Accrington Stanley,2-0,Crewe Alexandra
Sat Oct 8 1932,Hull City,5-1,Barnsley
Sat Oct 15 1932,Southport,2-0,Rotherham United
Sat Oct 15 1932,Barnsley,6-2,Mansfield Town
Sat Oct 15 1932,Carlisle United,0-1,Barrow
Sat Oct 15 1932,Hartlepool United,0-1,Hull City
Sat Oct 15 1932,Wrexham,2-0,Stockport County
Sat Oct 15 1932,Walsall,2-0,Gateshead
Sat Oct 15 1932,York City,3-1,Chester
Sat Oct 15 1932,Rochdale,2-0,Accrington Stanley
Sat Oct 15 1932,Halifax Town,0-0,Doncaster Rovers
Sat Oct 15 1932,Crewe Alexandra,4-0,New Brighton
Sat Oct 15 1932,Tranmere Rovers,3-1,Darlington
Sat Oct 22 1932,Chester,1-2,Tranmere Rovers
Sat Oct 22 1932,York City,2-2,Gateshead
