Date,Team 1,FT,Team 2
Sat Aug 27 1932,Torquay United,3-3,Coventry City
Sat Aug 27 1932,Norwich City,1-2,Watford
Sat Aug 27 1932,Queens Park Rangers,2-3,Brentford
Sat Aug 27 1932,AFC Bournemouth,5-1,Swindon Town
Sat Aug 27 1932,Bristol Rovers,2-3,Crystal Palace
Sat Aug 27 1932,Aldershot,1-2,Southend United
Sat Aug 27 1932,Brighton & Hove Albion,1-0,Gillingham
Sat Aug 27 1932,Exeter City,2-0,Bristol City
Sat Aug 27 1932,Reading,4-2,Cardiff City
Sat Aug 27 1932,Luton Town,2-1,Northampton Town
Sat Aug 27 1932,Newport County,0-2,Leyton Orient
Mon Aug 29 1932,Leyton Orient,0-0,Luton Town
Mon Aug 29 1932,Cardiff City,3-0,AFC Bournemouth
Mon Aug 29 1932,Southend United,2-2,Bristol Rovers
Mon Aug 29 1932,Coventry City,2-3,Brentford
Mon Aug 29 1932,Northampton Town,5-3,Exeter City
Wed Aug 31 1932,Crystal Palace,5-0,Brighton & Hove Albion
Wed Aug 31 1932,Swindon Town,2-0,Newport County
Wed Aug 31 1932,Watford,1-1,Reading
Wed Aug 31 1932,Bristol City,2-0,Torquay United
Wed Aug 31 1932,Gillingham,0-2,Norwich City
Thu Sep 1 1932,Queens Park Rangers,2-2,Aldershot
Sat Sep 3 1932,Gillingham,2-0,Bristol Rovers
Sat Sep 3 1932,Cardiff City,4-2,Norwich City
Sat Sep 3 1932,Bristol City,5-2,Luton Town
Sat Sep 3 1932,Watford,0-4,Brighton & Hove Albion
Sat Sep 3 1932,Brentford,3-1,Torquay United
Sat Sep 3 1932,Coventry City,4-0,Exeter City
Sat Sep 3 1932,Northampton Town,8-0,Newport County
Sat Sep 3 1932,Swindon Town,0-1,Reading
Sat Sep 3 1932,Crystal Palace,3-0,Aldershot
Sat Sep 3 1932,Leyton Orient,1-1,AFC Bournemouth
Sat Sep 3 1932,Southend United,0-1,Queens Park Rangers
Mon Sep 5 1932,Newport County,1-2,Swindon Town
Mon Sep 5 1932,Luton Town,4-1,Leyton Orient
Mon Sep 5 1932,Norwich City,2-0,Gillingham
Wed Sep 7 1932,Bristol Rovers,3-1,Southend United
Wed Sep 7 1932,Aldershot,2-0,Queens Park Rangers
Wed Sep 7 1932,Reading,2-0,Watford
Wed Sep 7 1932,Exeter City,3-1,Northampton Town
Wed Sep 7 1932,Torquay United,0-0,Bristol City
Wed Sep 7 1932,AFC Bournemouth,3-2,Cardiff City
Wed Sep 7 1932,Brighton & Hove Albion,1-2,Crystal Palace
Thu Sep 8 1932,Brentford,2-1,Coventry City
Sat Sep 10 1932,Torquay United,8-1,Southend United
Sat Sep 10 1932,Aldershot,3-0,Gillingham
Sat Sep 10 1932,Bristol Rovers,2-0,Watford
Sat Sep 10 1932,Brighton & Hove Albion,1-0,Cardiff City
Sat Sep 10 1932,Newport County,1-1,Bristol City
