Date,Team 1,FT,Team 2
Sat Aug 27 1988,Cardiff City,1-2,Fulham
Sat Aug 27 1988,Gillingham,2-3,Swansea City
Sat Aug 27 1988,Southend United,2-0,Bolton Wanderers
Sat Aug 27 1988,Bristol Rovers,3-2,Wigan Athletic
Sat Aug 27 1988,Preston North End,1-3,Port Vale
Sat Aug 27 1988,Chesterfield,2-1,Aldershot
Sat Aug 27 1988,Chester,1-1,Blackpool
Sat Aug 27 1988,Brentford,1-0,Huddersfield Town
Sat Aug 27 1988,Mansfield Town,1-1,Northampton Town
Sat Aug 27 1988,Bury,3-1,Wolverhampton Wanderers
Sat Aug 27 1988,Reading,1-3,Sheffield United
Sat Aug 27 1988,Notts County,0-0,Bristol City
Sat Sep 3 1988,Northampton Town,1-0,Brentford
Sat Sep 3 1988,Port Vale,1-2,Chester
Sat Sep 3 1988,Blackpool,0-1,Notts County
Sat Sep 3 1988,Wigan Athletic,0-0,Mansfield Town
Sat Sep 3 1988,Huddersfield Town,2-0,Preston North End
Sat Sep 3 1988,Sheffield United,4-1,Bristol Rovers
Sat Sep 3 1988,Fulham,1-0,Southend United
Sat Sep 3 1988,Aldershot,0-2,Gillingham
Sat Sep 3 1988,Bolton Wanderers,4-0,Cardiff City
Sat Sep 3 1988,Swansea City,1-1,Bury
Sat Sep 3 1988,Bristol City,4-0,Chesterfield
Sat Sep 3 1988,Wolverhampton Wanderers,2-1,Reading
Fri Sep 9 1988,Southend United,0-2,Swansea City
Sat Sep 10 1988,Reading,1-1,Bolton Wanderers
Sat Sep 10 1988,Chesterfield,0-3,Wolverhampton Wanderers
Sat Sep 10 1988,Notts County,0-1,Northampton Town
Sat Sep 10 1988,Preston North End,1-0,Blackpool
Sat Sep 10 1988,Chester,2-0,Bristol City
Sat Sep 10 1988,Gillingham,2-1,Sheffield United
Sat Sep 10 1988,Bury,0-0,Port Vale
Sat Sep 10 1988,Cardiff City,3-0,Huddersfield Town
Sat Sep 10 1988,Brentford,1-1,Wigan Athletic
Sat Sep 10 1988,Mansfield Town,3-1,Fulham
Sat Sep 10 1988,Bristol Rovers,2-2,Aldershot
Sat Sep 17 1988,Northampton Town,3-0,Chesterfield
Sat Sep 17 1988,Blackpool,1-1,Mansfield Town
Sat Sep 17 1988,Port Vale,6-1,Cardiff City
Sat Sep 17 1988,Fulham,1-0,Bury
Sat Sep 17 1988,Wigan Athletic,3-0,Reading
Sat Sep 17 1988,Aldershot,2-2,Southend United
Sat Sep 17 1988,Wolverhampton Wanderers,0-0,Notts County
Sat Sep 17 1988,Bristol City,1-1,Preston North End
Sat Sep 17 1988,Bolton Wanderers,1-1,Bristol Rovers
Sat Sep 17 1988,Sheffield United,6-1,Chester
Sat Sep 17 1988,Swansea City,1-1,Brentford
Sat Sep 17 1988,Huddersfield Town,1-1,Gillingham
Mon Sep 19 1988,Port Vale,5-0,Chesterfield
Tue Sep 20 1988,Wolverhampton Wanderers,1-0,Aldershot
Tue Sep 20 1988,Mansfield Town,2-1,Gillingham
Tue Sep 20 1988,Sheffield United,4-0,Northampton Town
Tue Sep 20 1988,Preston North End,3-3,Chester
Tue Sep 20 1988,Bolton Wanderers,3-2,Fulham
Tue Sep 20 1988,Blackpool,2-2,Bristol City
Tue Sep 20 1988,Huddersfield Town,3-1,Notts County
Wed Sep 21 1988,Bristol Rovers,1-2,Brentford
Wed Sep 21 1988,Reading,4-0,Southend United
Fri Sep 23 1988,Southend United,0-0,Cardiff City
Sat Sep 24 1988,Chesterfield,0-2,Blackpool
