Date,Team 1,FT,Team 2
Sat Aug 29 1925,Barrow,2-3,New Brighton
Sat Aug 29 1925,Wrexham,3-2,Southport
Sat Aug 29 1925,Grimsby Town,3-0,Doncaster Rovers
Sat Aug 29 1925,Rochdale,6-0,Hartlepool United
Sat Aug 29 1925,Chesterfield,1-0,Halifax Town
Sat Aug 29 1925,Tranmere Rovers,2-1,Durham City
Sat Aug 29 1925,Ashington,3-3,Wigan Borough
Sat Aug 29 1925,Walsall,3-3,Accrington Stanley
Sat Aug 29 1925,Bradford Park Avenue,6-1,Rotherham United
Sat Aug 29 1925,Nelson,2-1,Crewe Alexandra
Sat Aug 29 1925,Coventry City,3-2,Lincoln City
Mon Aug 31 1925,Ashington,5-1,Nelson
Mon Aug 31 1925,Wigan Borough,5-1,Coventry City
Mon Aug 31 1925,Bradford Park Avenue,1-0,Chesterfield
Mon Aug 31 1925,Grimsby Town,5-1,Walsall
Mon Aug 31 1925,Doncaster Rovers,5-2,Crewe Alexandra
Mon Aug 31 1925,Rotherham United,2-0,Tranmere Rovers
Tue Sep 1 1925,Halifax Town,1-1,Rochdale
Wed Sep 2 1925,Durham City,2-1,Barrow
Wed Sep 2 1925,Accrington Stanley,1-2,Hartlepool United
Wed Sep 2 1925,New Brighton,2-2,Wrexham
Sat Sep 5 1925,Rotherham United,2-1,Grimsby Town
Sat Sep 5 1925,Durham City,4-1,Walsall
Sat Sep 5 1925,Accrington Stanley,2-0,Chesterfield
Sat Sep 5 1925,Southport,1-2,Coventry City
Sat Sep 5 1925,Halifax Town,1-2,Bradford Park Avenue
Sat Sep 5 1925,Doncaster Rovers,1-1,Wrexham
Sat Sep 5 1925,Hartlepool United,3-2,Tranmere Rovers
Sat Sep 5 1925,Wigan Borough,2-2,Rochdale
Sat Sep 5 1925,Crewe Alexandra,4-1,Barrow
Sat Sep 5 1925,New Brighton,1-1,Ashington
Sat Sep 5 1925,Lincoln City,1-0,Nelson
Mon Sep 7 1925,Walsall,2-2,Grimsby Town
Mon Sep 7 1925,Halifax Town,2-1,Hartlepool United
Mon Sep 7 1925,Coventry City,0-0,Wigan Borough
Mon Sep 7 1925,Chesterfield,1-1,Bradford Park Avenue
Mon Sep 7 1925,Lincoln City,3-0,Southport
Mon Sep 7 1925,Crewe Alexandra,2-2,Doncaster Rovers
Tue Sep 8 1925,Nelson,3-3,Barrow
Tue Sep 8 1925,Rochdale,2-2,Rotherham United
Wed Sep 9 1925,Durham City,5-1,Accrington Stanley
Wed Sep 9 1925,Wrexham,1-2,New Brighton
Wed Sep 9 1925,Ashington,2-0,Coventry City
Sat Sep 12 1925,Ashington,2-0,Crewe Alexandra
Sat Sep 12 1925,Chesterfield,2-0,Durham City
Sat Sep 12 1925,Wigan Borough,3-1,New Brighton
Sat Sep 12 1925,Walsall,1-2,Hartlepool United
Sat Sep 12 1925,Tranmere Rovers,3-5,Rochdale
Sat Sep 12 1925,Bradford Park Avenue,3-0,Accrington Stanley
Sat Sep 12 1925,Barrow,3-0,Lincoln City
Sat Sep 12 1925,Coventry City,4-0,Doncaster Rovers
Sat Sep 12 1925,Grimsby Town,1-0,Halifax Town
Sat Sep 12 1925,Wrexham,2-2,Rotherham United
Sat Sep 12 1925,Nelson,3-3,Southport
Mon Sep 14 1925,Grimsby Town,8-0,Tranmere Rovers
Mon Sep 14 1925,Barrow,1-4,Durham City
Mon Sep 14 1925,Bradford Park Avenue,8-0,Walsall
Tue Sep 15 1925,Nelson,2-2,Ashington
Tue Sep 15 1925,Southport,3-2,Lincoln City
Tue Sep 15 1925,Rochdale,2-1,Halifax Town
Wed Sep 16 1925,Hartlepool United,5-1,Accrington Stanley
Wed Sep 16 1925,Wrexham,1-0,Wigan Borough
Sat Sep 19 1925,Hartlepool United,2-1,Chesterfield
Sat Sep 19 1925,Lincoln City,2-0,Ashington
Sat Sep 19 1925,Crewe Alexandra,3-1,Wigan Borough
Sat Sep 19 1925,Wrexham,3-1,Coventry City
Sat Sep 19 1925,Doncaster Rovers,1-1,Nelson
Sat Sep 19 1925,New Brighton,3-2,Tranmere Rovers
Sat Sep 19 1925,Accrington Stanley,1-0,Grimsby Town
Sat Sep 19 1925,Rochdale,2-0,Walsall
Sat Sep 19 1925,Southport,2-0,Barrow
Sat Sep 19 1925,Halifax Town,5-1,Rotherham United
Sat Sep 19 1925,Durham City,2-1,Bradford Park Avenue
Mon Sep 21 1925,Lincoln City,2-1,Chesterfield
Thu Sep 24 1925,Doncaster Rovers,2-0,New Brighton
Thu Sep 24 1925,Walsall,3-1,Bradford Park Avenue
Sat Sep 26 1925,Grimsby Town,3-1,Durham City
Sat Sep 26 1925,Nelson,5-1,Wrexham
Sat Sep 26 1925,Rotherham United,3-1,Accrington Stanley
Sat Sep 26 1925,Bradford Park Avenue,4-0,Hartlepool United
Sat Sep 26 1925,Ashington,1-1,Southport
Sat Sep 26 1925,Coventry City,4-1,Halifax Town
Sat Sep 26 1925,Barrow,0-2,Doncaster Rovers
Sat Sep 26 1925,Walsall,1-3,Tranmere Rovers
Sat Sep 26 1925,Chesterfield,1-2,Rochdale
Sat Sep 26 1925,Wigan Borough,3-3,Lincoln City
Sat Sep 26 1925,New Brighton,2-3,Crewe Alexandra
Mon Sep 28 1925,Barrow,1-0,Nelson
Tue Sep 29 1925,Accrington Stanley,3-1,Durham City
Thu Oct 1 1925,Tranmere Rovers,0-0,Grimsby Town
Sat Oct 3 1925,Coventry City,1-0,Nelson
Sat Oct 3 1925,Southport,3-1,Wigan Borough
Sat Oct 3 1925,Lincoln City,3-1,New Brighton
Sat Oct 3 1925,Rochdale,2-0,Bradford Park Avenue
Sat Oct 3 1925,Durham City,5-1,Rotherham United
Sat Oct 3 1925,Hartlepool United,1-1,Grimsby Town
Sat Oct 3 1925,Accrington Stanley,0-1,Halifax Town
Sat Oct 3 1925,Doncaster Rovers,2-1,Ashington
Sat Oct 3 1925,Wrexham,0-0,Barrow
Sat Oct 3 1925,Crewe Alexandra,2-1,Walsall
Sat Oct 3 1925,Tranmere Rovers,0-4,Chesterfield
Sat Oct 10 1925,New Brighton,1-0,Southport
Sat Oct 10 1925,Chesterfield,4-0,Walsall
Sat Oct 10 1925,Ashington,2-2,Wrexham
Sat Oct 10 1925,Halifax Town,2-1,Durham City
Sat Oct 10 1925,Barrow,1-4,Coventry City
Sat Oct 10 1925,Crewe Alexandra,3-1,Lincoln City
Sat Oct 10 1925,Wigan Borough,0-1,Doncaster Rovers
Sat Oct 10 1925,Nelson,1-0,Accrington Stanley
Sat Oct 10 1925,Rotherham United,1-0,Hartlepool United
Sat Oct 10 1925,Bradford Park Avenue,3-0,Tranmere Rovers
Sat Oct 10 1925,Grimsby Town,3-0,Rochdale
Sat Oct 17 1925,Hartlepool United,2-0,Barrow
Sat Oct 17 1925,Rotherham United,1-1,Doncaster Rovers
Sat Oct 17 1925,Bradford Park Avenue,4-1,Lincoln City
Sat Oct 17 1925,Rochdale,1-3,Ashington
Sat Oct 17 1925,Accrington Stanley,3-1,Coventry City
Sat Oct 17 1925,Halifax Town,2-1,Wrexham
Sat Oct 17 1925,Grimsby Town,3-2,Southport
Sat Oct 17 1925,Tranmere Rovers,5-1,Wigan Borough
Sat Oct 17 1925,Durham City,0-2,Nelson
Sat Oct 17 1925,Chesterfield,4-2,Crewe Alexandra
Sat Oct 17 1925,Walsall,3-1,New Brighton
Sat Oct 24 1925,Lincoln City,4-1,Grimsby Town
Sat Oct 24 1925,Wrexham,5-6,Accrington Stanley
Sat Oct 24 1925,New Brighton,1-2,Chesterfield
Sat Oct 24 1925,Ashington,1-0,Tranmere Rovers
Sat Oct 24 1925,Nelson,5-2,Hartlepool United
Sat Oct 24 1925,Southport,1-1,Rotherham United
Sat Oct 24 1925,Crewe Alexandra,1-2,Bradford Park Avenue
Sat Oct 24 1925,Wigan Borough,2-0,Walsall
Sat Oct 24 1925,Doncaster Rovers,2-2,Halifax Town
Sat Oct 24 1925,Coventry City,3-1,Durham City
Sat Oct 24 1925,Barrow,1-3,Rochdale
Sat Oct 31 1925,Grimsby Town,2-0,Coventry City
Sat Oct 31 1925,Rochdale,2-0,Crewe Alexandra
Sat Oct 31 1925,Rotherham United,1-3,Nelson
Sat Oct 31 1925,Hartlepool United,6-1,New Brighton
Sat Oct 31 1925,Tranmere Rovers,2-0,Lincoln City
Sat Oct 31 1925,Walsall,2-2,Southport
Sat Oct 31 1925,Bradford Park Avenue,1-1,Wrexham
Sat Oct 31 1925,Halifax Town,3-2,Barrow
Sat Oct 31 1925,Chesterfield,2-2,Doncaster Rovers
Sat Oct 31 1925,Durham City,2-0,Wigan Borough
Sat Oct 31 1925,Accrington Stanley,2-1,Ashington
Mon Nov 2 1925,Rotherham United,0-4,Rochdale
Sat Nov 7 1925,Doncaster Rovers,0-3,Bradford Park Avenue
Sat Nov 7 1925,Wrexham,4-1,Grimsby Town
Sat Nov 7 1925,Coventry City,7-0,Rotherham United
Sat Nov 7 1925,Southport,1-3,Chesterfield
Sat Nov 7 1925,Crewe Alexandra,1-1,Tranmere Rovers
Sat Nov 7 1925,New Brighton,3-0,Rochdale
Sat Nov 7 1925,Barrow,1-2,Accrington Stanley
Sat Nov 7 1925,Nelson,1-1,Halifax Town
Sat Nov 7 1925,Wigan Borough,1-0,Hartlepool United
Sat Nov 7 1925,Lincoln City,5-1,Walsall
Sat Nov 7 1925,Ashington,0-1,Durham City
Sat Nov 14 1925,Halifax Town,1-0,Crewe Alexandra
Sat Nov 14 1925,Walsall,0-2,Nelson
Sat Nov 14 1925,Rochdale,1-2,Wrexham
Sat Nov 14 1925,Accrington Stanley,3-1,Lincoln City
Sat Nov 14 1925,Tranmere Rovers,2-1,Coventry City
Sat Nov 14 1925,Durham City,3-2,Southport
Sat Nov 14 1925,Rotherham United,1-0,New Brighton
Sat Nov 14 1925,Grimsby Town,1-1,Wigan Borough
Sat Nov 14 1925,Hartlepool United,2-1,Doncaster Rovers
Sat Nov 14 1925,Chesterfield,3-1,Barrow
Sat Nov 14 1925,Bradford Park Avenue,1-0,Ashington
Sat Nov 21 1925,Southport,1-1,Hartlepool United
Sat Nov 21 1925,Lincoln City,1-0,Durham City
Sat Nov 21 1925,Wrexham,0-2,Tranmere Rovers
Sat Nov 21 1925,New Brighton,2-1,Halifax Town
Sat Nov 21 1925,Wigan Borough,0-1,Rotherham United
Sat Nov 21 1925,Coventry City,2-0,Walsall
Sat Nov 21 1925,Doncaster Rovers,2-2,Rochdale
Sat Nov 21 1925,Ashington,4-2,Grimsby Town
Sat Nov 21 1925,Barrow,0-1,Bradford Park Avenue
Sat Nov 21 1925,Crewe Alexandra,3-0,Accrington Stanley
Sat Dec 5 1925,Lincoln City,0-2,Rochdale
Sat Dec 5 1925,Doncaster Rovers,1-1,Walsall
Sat Dec 5 1925,Barrow,1-2,Rotherham United
Sat Dec 5 1925,Crewe Alexandra,2-1,Hartlepool United
Sat Dec 5 1925,Wigan Borough,5-0,Accrington Stanley
Sat Dec 5 1925,Nelson,1-1,Grimsby Town
Sat Dec 5 1925,Coventry City,2-2,Bradford Park Avenue
Sat Dec 5 1925,Wrexham,1-1,Chesterfield
Sat Dec 5 1925,New Brighton,1-2,Durham City
Sat Dec 5 1925,Southport,2-1,Tranmere Rovers
Sat Dec 5 1925,Ashington,0-1,Halifax Town
Sat Dec 12 1925,Hartlepool United,3-2,Coventry City
Sat Dec 12 1925,Walsall,2-0,Ashington
Sat Dec 12 1925,Halifax Town,1-1,Nelson
Wed Dec 16 1925,Bradford Park Avenue,1-0,New Brighton
Sat Dec 19 1925,Coventry City,2-2,Rochdale
Sat Dec 19 1925,New Brighton,1-4,Grimsby Town
Sat Dec 19 1925,Lincoln City,0-1,Halifax Town
Sat Dec 19 1925,Crewe Alexandra,3-1,Rotherham United
Sat Dec 19 1925,Ashington,0-0,Chesterfield
Sat Dec 19 1925,Wrexham,2-2,Hartlepool United
Sat Dec 19 1925,Doncaster Rovers,4-1,Durham City
Sat Dec 19 1925,Barrow,5-2,Walsall
Sat Dec 19 1925,Nelson,7-0,Tranmere Rovers
Sat Dec 19 1925,Southport,1-3,Accrington Stanley
Sat Dec 19 1925,Wigan Borough,1-3,Bradford Park Avenue
Fri Dec 25 1925,Coventry City,2-1,Crewe Alexandra
Fri Dec 25 1925,Southport,3-3,Doncaster Rovers
Fri Dec 25 1925,Ashington,1-4,Barrow
Fri Dec 25 1925,Rotherham United,0-1,Chesterfield
Fri Dec 25 1925,Nelson,7-0,Wigan Borough
Fri Dec 25 1925,Accrington Stanley,4-3,Tranmere Rovers
Fri Dec 25 1925,Grimsby Town,3-0,Bradford Park Avenue
Fri Dec 25 1925,Hartlepool United,1-1,Durham City
Fri Dec 25 1925,Lincoln City,3-2,Wrexham
Sat Dec 26 1925,Rochdale,5-0,Durham City
Sat Dec 26 1925,Wrexham,1-1,Lincoln City
Sat Dec 26 1925,Chesterfield,6-1,Rotherham United
Sat Dec 26 1925,Bradford Park Avenue,0-1,Grimsby Town
Sat Dec 26 1925,New Brighton,0-0,Nelson
Sat Dec 26 1925,Crewe Alexandra,2-1,Coventry City
Sat Dec 26 1925,Wigan Borough,4-1,Barrow
Sat Dec 26 1925,Hartlepool United,2-1,Ashington
Sat Dec 26 1925,Tranmere Rovers,2-2,Accrington Stanley
Sat Dec 26 1925,Halifax Town,5-0,Walsall
Sat Dec 26 1925,Doncaster Rovers,6-1,Southport
Fri Jan 1 1926,Chesterfield,2-0,Lincoln City
Fri Jan 1 1926,Tranmere Rovers,3-1,Rotherham United
Fri Jan 1 1926,Southport,0-0,Crewe Alexandra
Fri Jan 1 1926,Wigan Borough,6-0,Wrexham
Fri Jan 1 1926,Durham City,0-2,Rochdale
Fri Jan 1 1926,Hartlepool United,1-1,Halifax Town
Fri Jan 1 1926,New Brighton,2-1,Doncaster Rovers
Fri Jan 1 1926,Barrow,2-3,Ashington
Sat Jan 2 1926,Rotherham United,2-3,Bradford Park Avenue
Sat Jan 2 1926,New Brighton,2-1,Barrow
Sat Jan 2 1926,Hartlepool United,4-2,Rochdale
Sat Jan 2 1926,Southport,0-1,Wrexham
Sat Jan 2 1926,Lincoln City,0-3,Coventry City
Sat Jan 2 1926,Crewe Alexandra,1-4,Nelson
Sat Jan 2 1926,Halifax Town,2-0,Chesterfield
Sat Jan 2 1926,Wigan Borough,0-2,Ashington
Sat Jan 2 1926,Accrington Stanley,5-2,Walsall
Sat Jan 2 1926,Durham City,2-1,Tranmere Rovers
Sat Jan 9 1926,Bradford Park Avenue,3-0,Nelson
Sat Jan 9 1926,Walsall,5-1,Wrexham
Sat Jan 9 1926,Coventry City,2-0,Barrow
Sat Jan 9 1926,Tranmere Rovers,1-0,Doncaster Rovers
Sat Jan 9 1926,Halifax Town,0-0,Ashington
Sat Jan 9 1926,Durham City,1-1,Crewe Alexandra
Sat Jan 9 1926,Hartlepool United,4-2,Lincoln City
Sat Jan 16 1926,Ashington,1-1,New Brighton
Sat Jan 16 1926,Grimsby Town,3-0,Rotherham United
Sat Jan 16 1926,Walsall,0-1,Durham City
Sat Jan 16 1926,Rochdale,2-1,Wigan Borough
Sat Jan 16 1926,Barrow,0-1,Crewe Alexandra
Sat Jan 16 1926,Wrexham,0-2,Doncaster Rovers
Sat Jan 16 1926,Tranmere Rovers,2-0,Hartlepool United
Sat Jan 16 1926,Coventry City,0-0,Southport
Sat Jan 16 1926,Chesterfield,7-2,Accrington Stanley
Sat Jan 16 1926,Bradford Park Avenue,2-2,Halifax Town
Sat Jan 16 1926,Nelson,5-2,Lincoln City
Wed Jan 20 1926,Accrington Stanley,0-2,New Brighton
Sat Jan 23 1926,New Brighton,4-2,Wigan Borough
Sat Jan 23 1926,Halifax Town,0-2,Grimsby Town
Sat Jan 23 1926,Rochdale,3-2,Tranmere Rovers
Sat Jan 23 1926,Lincoln City,4-3,Barrow
Sat Jan 23 1926,Southport,2-1,Nelson
Sat Jan 23 1926,Doncaster Rovers,8-1,Coventry City
Sat Jan 23 1926,Durham City,5-2,Chesterfield
Sat Jan 23 1926,Rotherham United,6-2,Wrexham
Sat Jan 23 1926,Hartlepool United,9-3,Walsall
Sat Jan 23 1926,Accrington Stanley,1-4,Bradford Park Avenue
Sat Jan 23 1926,Crewe Alexandra,2-1,Ashington
Mon Jan 25 1926,Rochdale,3-1,Southport
Mon Jan 25 1926,Walsall,3-1,Halifax Town
Sat Jan 30 1926,Walsall,1-5,Rochdale
Sat Jan 30 1926,Coventry City,2-0,Wrexham
Sat Jan 30 1926,Barrow,0-3,Southport
Sat Jan 30 1926,Rotherham United,1-1,Halifax Town
Sat Jan 30 1926,Bradford Park Avenue,2-1,Durham City
Sat Jan 30 1926,Ashington,4-1,Lincoln City
Sat Jan 30 1926,Nelson,5-3,Doncaster Rovers
Sat Jan 30 1926,Wigan Borough,3-1,Crewe Alexandra
Sat Jan 30 1926,Chesterfield,5-2,Hartlepool United
Sat Jan 30 1926,Grimsby Town,5-2,Accrington Stanley
Sat Feb 6 1926,Halifax Town,1-0,Coventry City
Sat Feb 6 1926,Wrexham,3-2,Nelson
Sat Feb 6 1926,Southport,1-1,Ashington
Sat Feb 6 1926,Crewe Alexandra,4-1,New Brighton
Sat Feb 6 1926,Accrington Stanley,2-3,Rotherham United
Sat Feb 6 1926,Lincoln City,2-1,Wigan Borough
Sat Feb 6 1926,Durham City,0-0,Grimsby Town
Sat Feb 6 1926,Tranmere Rovers,2-1,Walsall
Sat Feb 6 1926,Rochdale,2-4,Chesterfield
Sat Feb 6 1926,Doncaster Rovers,0-1,Barrow
Sat Feb 6 1926,Hartlepool United,0-3,Bradford Park Avenue
Sat Feb 13 1926,Rotherham United,2-0,Durham City
Sat Feb 13 1926,Wigan Borough,3-1,Southport
Sat Feb 13 1926,Bradford Park Avenue,3-1,Rochdale
Sat Feb 13 1926,Ashington,6-1,Doncaster Rovers
Sat Feb 13 1926,Grimsby Town,2-0,Hartlepool United
Sat Feb 13 1926,Chesterfield,4-0,Tranmere Rovers
