Round,Date,Team 1,FT,HT,Team 2
?,(Sat) 7 Aug 2004 (31),Aberdeen FC (1),0-0,0-0,Rangers FC (1)
?,(Sat) 7 Aug 2004 (31),Dundee FC (1),0-1,0-0,Heart of Midlothian FC (1)
?,(Sat) 7 Aug 2004 (31),Dunfermline Athletic (1),1-1,0-0,Dundee United (1)
?,(Sat) 7 Aug 2004 (31),Hibernian FC (1),0-1,0-0,Kilmarnock FC (1)
?,(Sat) 7 Aug 2004 (31),Livingston FC (1),3-0,1-0,Inverness Caledonian Thistle (1)
?,(Sun) 8 Aug 2004 (31),Celtic FC (1),2-0,1-0,Motherwell FC (1)
?,(Sat) 14 Aug 2004 (32),Heart of Midlothian FC (2),0-0,0-0,Aberdeen FC (2)
?,(Sat) 14 Aug 2004 (32),Kilmarnock FC (2),2-4,2-3,Celtic FC (2)
?,(Sat) 14 Aug 2004 (32),Motherwell FC (2),1-2,1-1,Hibernian FC (2)
?,(Sat) 14 Aug 2004 (32),Rangers FC (2),4-0,2-0,Livingston FC (2)
?,(Sun) 15 Aug 2004 (32),Dundee United (2),1-2,0-1,Dundee FC (2)
?,(Sun) 15 Aug 2004 (32),Inverness Caledonian Thistle (2),2-0,1-0,Dunfermline Athletic (2)
?,(Sat) 21 Aug 2004 (33),Dundee FC (3),1-2,0-1,Motherwell FC (3)
?,(Sat) 21 Aug 2004 (33),Dunfermline Athletic (3),0-1,0-1,Aberdeen FC (3)
?,(Sat) 21 Aug 2004 (33),Heart of Midlothian FC (3),3-0,1-0,Kilmarnock FC (3)
?,(Sat) 21 Aug 2004 (33),Livingston FC (3),1-1,0-0,Dundee United (3)
?,(Sat) 21 Aug 2004 (33),Rangers FC (3),4-1,2-1,Hibernian FC (3)
?,(Sun) 22 Aug 2004 (33),Inverness Caledonian Thistle (3),1-3,1-1,Celtic FC (3)
?,(Sat) 28 Aug 2004 (34),Aberdeen FC (4),2-0,0-0,Livingston FC (4)
?,(Sat) 28 Aug 2004 (34),Dundee United (4),2-1,0-0,Inverness Caledonian Thistle (4)
?,(Sat) 28 Aug 2004 (34),Hibernian FC (4),4-4,2-1,Dundee FC (4)
?,(Sat) 28 Aug 2004 (34),Motherwell FC (4),2-0,0-0,Heart of Midlothian FC (4)
?,(Sun) 29 Aug 2004 (34),Celtic FC (4),1-0,0-0,Rangers FC (4)
?,(Sun) 29 Aug 2004 (34),Kilmarnock FC (4),1-0,1-0,Dunfermline Athletic (4)
?,(Sat) 11 Sep 2004 (36),Celtic FC (5),3-0,2-0,Dundee FC (5)
?,(Sat) 11 Sep 2004 (36),Dundee United (5),1-1,0-1,Aberdeen FC (5)
?,(Sat) 11 Sep 2004 (36),Dunfermline Athletic (5),1-1,1-0,Motherwell FC (5)
?,(Sat) 11 Sep 2004 (36),Inverness Caledonian Thistle (5),1-2,1-1,Hibernian FC (5)
?,(Sat) 11 Sep 2004 (36),Livingston FC (5),0-2,0-0,Kilmarnock FC (5)
?,(Sun) 12 Sep 2004 (36),Heart of Midlothian FC (5),0-0,0-0,Rangers FC (5)
?,(Sat) 18 Sep 2004 (37),Dundee FC (6),0-0,0-0,Livingston FC (6)
?,(Sat) 18 Sep 2004 (37),Kilmarnock FC (6),0-1,0-0,Aberdeen FC (6)
?,(Sat) 18 Sep 2004 (37),Motherwell FC (6),4-2,0-1,Dundee United (6)
?,(Sun) 19 Sep 2004 (37),Dunfermline Athletic (6),1-0,0-0,Heart of Midlothian FC (6)
?,(Sun) 19 Sep 2004 (37),Hibernian FC (6),2-2,2-2,Celtic FC (6)
?,(Sun) 19 Sep 2004 (37),Rangers FC (6),1-0,1-0,Inverness Caledonian Thistle (6)
?,(Sat) 25 Sep 2004 (38),Aberdeen FC (7),0-1,0-0,Hibernian FC (7)
?,(Sat) 25 Sep 2004 (38),Celtic FC (7),3-0,2-0,Dunfermline Athletic (7)
?,(Sat) 25 Sep 2004 (38),Heart of Midlothian FC (7),1-0,1-0,Inverness Caledonian Thistle (7)
?,(Sat) 25 Sep 2004 (38),Kilmarnock FC (7),5-2,4-1,Dundee United (7)
?,(Sat) 25 Sep 2004 (38),Livingston FC (7),2-3,2-1,Motherwell FC (7)
?,(Sun) 26 Sep 2004 (38),Dundee FC (7),0-2,0-0,Rangers FC (7)
?,(Sat) 2 Oct 2004 (39),Aberdeen FC (8),1-1,1-1,Dundee FC (8)
?,(Sat) 2 Oct 2004 (39),Dunfermline Athletic (8),1-1,0-1,Hibernian FC (8)
?,(Sun) 3 Oct 2004 (39),Dundee United (8),0-3,0-3,Celtic FC (8)
?,(Sun) 3 Oct 2004 (39),Heart of Midlothian FC (8),0-0,0-0,Livingston FC (8)
?,(Sun) 3 Oct 2004 (39),Inverness Caledonian Thistle (8),1-1,0-1,Motherwell FC (8)
?,(Sun) 3 Oct 2004 (39),Rangers FC (8),2-0,1-0,Kilmarnock FC (8)
?,(Sat) 16 Oct 2004 (41),Celtic FC (9),3-0,1-0,Heart of Midlothian FC (9)
?,(Sat) 16 Oct 2004 (41),Dundee FC (9),3-1,1-1,Kilmarnock FC (9)
?,(Sat) 16 Oct 2004 (41),Hibernian FC (9),2-0,1-0,Dundee United (9)
