Date,Team 1,Team 2,FT,HT
2004-08-07,Airdrie Utd,St Johnstone,1-0,0-0
2004-08-07,Clyde,Partick,2-1,2-0
2004-08-07,Hamilton,Raith Rvs,2-0,0-0
2004-08-07,Queen of Sth,Ross County,0-1,0-1
2004-08-07,St Mirren,Falkirk,2-0,0-0
2004-08-14,Falkirk,Hamilton,1-1,0-1
2004-08-14,Partick,Airdrie Utd,3-2,1-1
2004-08-14,Raith Rvs,Clyde,2-3,0-2
2004-08-14,Ross County,St Mirren,1-1,1-0
2004-08-14,St Johnstone,Queen of Sth,1-3,0-2
2004-08-21,Airdrie Utd,Raith Rvs,1-1,0-1
2004-08-21,Clyde,Ross County,1-0,0-0
2004-08-21,Hamilton,Partick,0-1,0-1
2004-08-21,Queen of Sth,Falkirk,1-3,1-1
2004-08-21,St Mirren,St Johnstone,2-1,0-1
2004-08-28,Falkirk,Airdrie Utd,5-0,2-0
2004-08-28,Queen of Sth,Clyde,0-1,0-1
2004-08-28,Ross County,Partick,0-1,0-0
2004-08-28,St Johnstone,Raith Rvs,1-0,0-0
2004-08-28,St Mirren,Hamilton,1-0,1-0
2004-09-04,Airdrie Utd,Queen of Sth,0-1,0-1
2004-09-04,Clyde,St Mirren,0-0,0-0
2004-09-04,Hamilton,St Johnstone,1-1,0-0
2004-09-04,Partick,Falkirk,1-4,0-2
2004-09-04,Raith Rvs,Ross County,1-2,0-1
2004-09-11,Clyde,Airdrie Utd,1-2,1-1
2004-09-11,Falkirk,Raith Rvs,4-2,0-1
2004-09-11,Queen of Sth,Hamilton,1-1,0-1
2004-09-11,Ross County,St Johnstone,0-1,0-1
2004-09-11,St Mirren,Partick,2-1,0-1
2004-09-18,Airdrie Utd,Ross County,1-2,1-1
2004-09-18,Hamilton,Clyde,0-1,0-1
2004-09-18,Partick,Queen of Sth,1-2,1-0
2004-09-18,Raith Rvs,St Mirren,0-3,0-1
2004-09-18,St Johnstone,Falkirk,1-2,0-2
2004-09-25,Falkirk,Clyde,1-1,1-0
2004-09-25,Hamilton,Ross County,1-2,1-1
2004-09-25,Raith Rvs,Queen of Sth,1-2,1-1
2004-09-25,St Johnstone,Partick,2-1,0-0
2004-09-25,St Mirren,Airdrie Utd,1-1,1-0
2004-10-02,Airdrie Utd,Hamilton,0-2,0-0
2004-10-02,Clyde,St Johnstone,1-0,1-0
2004-10-02,Partick,Raith Rvs,2-0,2-0
2004-10-02,Queen of Sth,St Mirren,2-1,2-0
2004-10-02,Ross County,Falkirk,0-1,0-1
2004-10-16,Airdrie Utd,Partick,4-2,2-1
2004-10-16,Clyde,Raith Rvs,2-0,2-0
2004-10-16,Hamilton,Falkirk,0-1,0-0
2004-10-16,Queen of Sth,St Johnstone,0-1,0-0
2004-10-16,St Mirren,Ross County,3-2,1-1
2004-10-23,Falkirk,St Mirren,0-0,0-0
2004-10-23,Partick,Clyde,0-0,0-0
2004-10-23,Raith Rvs,Hamilton,2-2,1-1
2004-10-23,Ross County,Queen of Sth,1-0,0-0
2004-10-23,St Johnstone,Airdrie Utd,1-1,0-0
2004-10-30,Airdrie Utd,Falkirk,1-3,0-2
2004-10-30,Clyde,Queen of Sth,2-0,2-0
2004-10-30,Hamilton,St Mirren,2-2,1-1
2004-10-30,Partick,Ross County,4-0,2-0
2004-10-30,Raith Rvs,St Johnstone,1-0,1-0
2004-11-06,Queen of Sth,Airdrie Utd,1-0,0-0
2004-11-06,St Johnstone,Hamilton,3-0,1-0
2004-11-06,St Mirren,Clyde,0-0,0-0
2004-11-13,Airdrie Utd,Clyde,3-1,2-0
2004-11-13,Hamilton,Queen of Sth,1-0,0-0
2004-11-13,Partick,St Mirren,0-3,0-0
2004-11-13,Raith Rvs,Falkirk,0-2,0-1
2004-11-13,St Johnstone,Ross County,1-1,1-0
2004-11-20,Clyde,Hamilton,2-1,1-1
2004-11-20,Falkirk,St Johnstone,3-1,1-1
2004-11-20,Queen of Sth,Partick,1-0,0-0
2004-11-20,Ross County,Airdrie Utd,1-2,1-1
2004-11-20,St Mirren,Raith Rvs,1-0,0-0
2004-11-23,Falkirk,Partick,3-0,0-0
2004-11-23,Ross County,Raith,1-1,1-0
2004-11-27,Falkirk,Ross County,2-2,0-1
2004-11-27,Hamilton,Airdrie Utd,1-3,1-2
2004-11-27,Raith Rvs,Partick,0-0,0-0
2004-11-27,St Johnstone,Clyde,3-0,0-0
2004-11-27,St Mirren,Queen of Sth,2-2,0-0
2004-12-04,Airdrie Utd,St Mirren,3-2,1-1
2004-12-04,Clyde,Falkirk,0-2,0-2
2004-12-04,Partick,St Johnstone,0-4,0-2
2004-12-04,Queen of Sth,Raith Rvs,2-0,1-0
2004-12-04,Ross County,Hamilton,1-1,0-0
2004-12-11,Airdrie Utd,St Johnstone,0-0,0-0
2004-12-11,Clyde,Partick,1-1,1-1
2004-12-11,Hamilton,Raith Rvs,1-0,0-0
2004-12-11,Queen of Sth,Ross County,1-0,1-0
2004-12-11,St Mirren,Falkirk,0-1,0-0
2004-12-18,Falkirk,Queen of Sth,4-2,3-2
2004-12-18,Partick,Hamilton,0-1,0-1
2004-12-18,Raith Rvs,Airdrie Utd,0-2,0-0
2004-12-18,Ross County,Clyde,0-1,0-0
2004-12-18,St Johnstone,St Mirren,1-0,1-0
2004-12-26,Falkirk,Airdrie Utd,1-0,1-0
2004-12-26,St Johnstone,Raith Rvs,2-0,2-0
2004-12-26,St Mirren,Hamilton,0-1,0-0
2004-12-27,Ross County,Partick,2-1,1-0
2004-12-29,Airdrie Utd,Queen of Sth,2-0,1-0
2004-12-29,Hamilton,St Johnstone,0-3,0-2
2004-12-29,Partick,Falkirk,2-1,1-1
2004-12-29,Raith Rvs,Ross County,1-4,1-0
2005-01-01,Clyde,Airdrie Utd,1-0,0-0
2005-01-01,Falkirk,Raith Rvs,2-0,2-0
2005-01-01,Queen of Sth,Hamilton,1-2,0-1
2005-01-01,St Mirren,Partick,1-1,0-1
2005-01-03,Ross County,St Johnstone,4-0,3-0
2005-01-15,Airdrie Utd,Ross County,2-1,1-0
2005-01-15,Hamilton,Clyde,0-1,0-0
2005-01-15,Partick,Queen of Sth,3-1,2-1
2005-01-15,Raith Rvs,St Mirren,2-0,0-0
2005-01-15,St Johnstone,Falkirk,0-3,0-1
2005-01-22,Hamilton,Ross County,0-1,0-0
2005-01-22,Raith Rvs,Queen of Sth,0-1,0-0
2005-01-22,St Johnstone,Partick,1-1,0-0
2005-01-22,St Mirren,Airdrie Utd,1-0,0-0
2005-01-29,Partick,Raith Rvs,4-1,1-1
2005-01-29,Queen of Sth,St Mirren,0-0,0-0
2005-01-29,Ross County,Falkirk,0-1,0-1
2005-02-12,Falkirk,Hamilton,1-1,1-1
2005-02-12,Partick,Airdrie Utd,1-1,1-1
2005-02-12,Raith Rvs,Clyde,3-3,1-1
2005-02-12,St Johnstone,Queen of Sth,0-0,0-0
2005-02-19,Airdrie Utd,Raith Rvs,2-1,1-1
2005-02-19,Clyde,Ross County,1-0,0-0
2005-02-19,Hamilton,Partick,1-0,0-0
2005-02-19,Queen of Sth,Falkirk,1-1,1-0
2005-02-19,St Mirren,St Johnstone,1-1,0-1
2005-03-01,Ross County,St Mirren,0-1,0-1
2005-03-02,Queen of Sth,Clyde,0-1,0-1
2005-03-05,Falkirk,Partick,2-1,2-1
2005-03-05,Queen of Sth,Airdrie Utd,0-0,0-0
2005-03-05,Ross County,Raith Rvs,2-0,0-0
2005-03-05,St Johnstone,Hamilton,0-2,0-1
2005-03-05,St Mirren,Clyde,0-0,0-0
2005-03-08,Airdrie Utd,Hamilton,1-0,0-0
2005-03-08,Clyde,St Mirren,0-0,0-0
2005-03-12,Airdrie Utd,Falkirk,2-2,0-1
2005-03-12,Clyde,Queen of Sth,0-1,0-0
2005-03-12,Hamilton,St Mirren,0-0,0-0
2005-03-12,Partick,Ross County,0-0,0-0
2005-03-12,Raith Rvs,St Johnstone,1-2,1-1
2005-03-15,Falkirk,Clyde,0-0,0-0
2005-03-19,Airdrie Utd,Clyde,2-4,2-3
2005-03-19,Hamilton,Queen of Sth,1-1,0-1
2005-03-19,Partick,St Mirren,0-0,0-0
2005-03-19,Raith Rvs,Falkirk,3-3,1-2
2005-03-19,St Johnstone,Ross County,0-2,0-0
2005-03-22,Clyde,St Johnstone,1-1,0-0
2005-04-02,Clyde,Hamilton,1-3,0-0
2005-04-02,Falkirk,St Johnstone,3-0,1-0
2005-04-02,Queen of Sth,Partick,3-1,2-0
2005-04-02,Ross County,Airdrie Utd,3-1,1-1
2005-04-02,St Mirren,Raith Rvs,3-0,3-0
2005-04-09,Falkirk,Ross County,1-0,0-0
