Date,Team 1,Team 2,FT,HT
2004-08-07,Aberdeen,Rangers,0-0,0-0
2004-08-07,Dundee,Hearts,0-1,0-0
2004-08-07,Dunfermline,Dundee United,1-1,0-0
2004-08-07,Hibernian,Kilmarnock,0-1,0-0
2004-08-07,Livingston,Inverness C,3-0,1-0
2004-08-08,Celtic,Motherwell,2-0,1-0
2004-08-14,Hearts,Aberdeen,0-0,0-0
2004-08-14,Kilmarnock,Celtic,2-4,2-3
2004-08-14,Motherwell,Hibernian,1-2,1-1
2004-08-14,Rangers,Livingston,4-0,2-0
2004-08-15,Dundee United,Dundee,1-2,0-1
2004-08-15,Inverness C,Dunfermline,2-0,1-0
2004-08-21,Dundee,Motherwell,1-2,0-1
2004-08-21,Dunfermline,Aberdeen,0-1,0-1
2004-08-21,Hearts,Kilmarnock,3-0,1-0
2004-08-21,Livingston,Dundee United,1-1,0-0
2004-08-21,Rangers,Hibernian,4-1,2-1
2004-08-22,Inverness C,Celtic,1-3,1-1
2004-08-28,Aberdeen,Livingston,2-0,0-0
2004-08-28,Dundee United,Inverness C,2-1,0-0
2004-08-28,Hibernian,Dundee,4-4,2-1
2004-08-28,Motherwell,Hearts,2-0,0-0
2004-08-29,Celtic,Rangers,1-0,0-0
2004-08-29,Kilmarnock,Dunfermline,1-0,1-0
2004-09-11,Celtic,Dundee,3-0,2-0
2004-09-11,Dundee United,Aberdeen,1-1,0-1
2004-09-11,Dunfermline,Motherwell,1-1,1-0
2004-09-11,Inverness C,Hibernian,1-2,1-1
2004-09-11,Livingston,Kilmarnock,0-2,0-0
2004-09-12,Hearts,Rangers,0-0,0-0
2004-09-18,Dundee,Livingston,0-0,0-0
2004-09-18,Kilmarnock,Aberdeen,0-1,0-0
2004-09-18,Motherwell,Dundee United,4-2,0-1
2004-09-19,Dunfermline,Hearts,1-0,0-0
2004-09-19,Hibernian,Celtic,2-2,2-2
2004-09-19,Rangers,Inverness C,1-0,1-0
2004-09-25,Aberdeen,Hibernian,0-1,0-0
2004-09-25,Celtic,Dunfermline,3-0,2-0
2004-09-25,Hearts,Inverness C,1-0,1-0
2004-09-25,Kilmarnock,Dundee United,5-2,4-1
2004-09-25,Livingston,Motherwell,2-3,2-1
2004-09-26,Dundee,Rangers,0-2,0-0
2004-10-02,Aberdeen,Dundee,1-1,1-1
2004-10-02,Dunfermline,Hibernian,1-1,0-1
2004-10-03,Dundee United,Celtic,0-3,0-3
2004-10-03,Hearts,Livingston,0-0,0-0
2004-10-03,Inverness C,Motherwell,1-1,0-1
2004-10-03,Rangers,Kilmarnock,2-0,1-0
2004-10-16,Celtic,Hearts,3-0,1-0
2004-10-16,Dundee,Kilmarnock,3-1,1-1
2004-10-16,Hibernian,Dundee United,2-0,1-0
2004-10-16,Inverness C,Aberdeen,1-3,1-1
2004-10-16,Livingston,Dunfermline,2-0,2-0
2004-10-17,Motherwell,Rangers,0-2,0-1
2004-10-23,Aberdeen,Motherwell,2-1,0-1
2004-10-23,Dundee,Dunfermline,1-2,0-1
2004-10-23,Kilmarnock,Inverness C,2-2,2-1
2004-10-24,Hearts,Hibernian,2-1,1-0
2004-10-24,Livingston,Celtic,2-4,1-4
2004-10-24,Rangers,Dundee United,1-1,0-0
2004-10-27,Celtic,Aberdeen,2-3,1-2
2004-10-27,Dundee United,Hearts,1-1,0-1
2004-10-27,Dunfermline,Rangers,1-2,1-0
2004-10-27,Hibernian,Livingston,2-1,2-0
2004-10-27,Inverness C,Dundee,2-1,1-0
2004-10-27,Motherwell,Kilmarnock,0-1,0-0
2004-10-30,Dundee United,Dunfermline,1-2,1-1
2004-10-30,Hearts,Dundee,3-0,1-0
2004-10-30,Inverness C,Livingston,2-0,1-0
2004-10-30,Kilmarnock,Hibernian,3-1,3-0
2004-10-30,Motherwell,Celtic,2-3,0-1
2004-10-31,Rangers,Aberdeen,5-0,1-0
2004-11-06,Celtic,Kilmarnock,2-1,1-0
2004-11-06,Dundee,Dundee United,1-0,0-0
2004-11-06,Dunfermline,Inverness C,1-1,1-0
2004-11-06,Hibernian,Motherwell,1-0,0-0
2004-11-07,Aberdeen,Hearts,0-1,0-0
2004-11-07,Livingston,Rangers,1-4,0-1
2004-11-13,Aberdeen,Dunfermline,2-1,1-0
2004-11-13,Celtic,Inverness C,3-0,1-0
2004-11-13,Dundee United,Livingston,1-0,0-0
2004-11-13,Kilmarnock,Hearts,1-1,1-0
2004-11-13,Motherwell,Dundee,3-0,1-0
2004-11-14,Hibernian,Rangers,0-1,0-0
2004-11-20,Dundee,Hibernian,1-4,0-2
2004-11-20,Dunfermline,Kilmarnock,4-1,2-0
2004-11-20,Hearts,Motherwell,0-1,0-1
2004-11-20,Livingston,Aberdeen,0-2,0-2
2004-11-20,Rangers,Celtic,2-0,2-0
2004-11-23,Inverness C,Dundee United,1-1,0-0
2004-11-27,Aberdeen,Dundee United,1-0,1-0
2004-11-27,Hibernian,Inverness C,2-1,1-1
2004-11-27,Kilmarnock,Livingston,1-3,1-2
2004-11-27,Motherwell,Dunfermline,2-1,1-0
2004-11-28,Dundee,Celtic,2-2,1-0
2004-11-28,Rangers,Hearts,3-2,1-1
2004-12-04,Aberdeen,Kilmarnock,3-2,2-2
2004-12-04,Celtic,Hibernian,2-1,1-0
2004-12-04,Dundee United,Motherwell,0-1,0-1
2004-12-04,Hearts,Dunfermline,3-0,1-0
2004-12-04,Livingston,Dundee,1-0,1-0
2004-12-05,Inverness C,Rangers,1-1,1-0
2004-12-11,Dundee United,Kilmarnock,3-0,2-0
2004-12-11,Hibernian,Aberdeen,2-1,1-1
2004-12-11,Inverness C,Hearts,1-1,0-0
2004-12-11,Motherwell,Livingston,2-0,1-0
2004-12-11,Rangers,Dundee,3-0,2-0
2004-12-12,Dunfermline,Celtic,0-2,0-2
2004-12-18,Celtic,Dundee United,1-0,1-0
2004-12-18,Dundee,Aberdeen,1-0,0-0
2004-12-18,Hibernian,Dunfermline,2-1,0-0
2004-12-18,Motherwell,Inverness C,1-2,0-2
2004-12-19,Kilmarnock,Rangers,0-1,0-1
2004-12-26,Hearts,Celtic,0-2,0-1
2004-12-27,Aberdeen,Inverness C,0-0,0-0
2004-12-27,Dundee United,Hibernian,1-4,1-2
2004-12-27,Dunfermline,Livingston,0-0,0-0
2004-12-27,Kilmarnock,Dundee,3-1,2-1
2004-12-27,Rangers,Motherwell,4-1,2-0
2005-01-01,Dundee United,Rangers,1-1,1-0
2005-01-01,Dunfermline,Dundee,3-1,2-1
2005-01-02,Celtic,Livingston,2-1,1-1
2005-01-02,Hibernian,Hearts,1-1,1-0
2005-01-03,Inverness C,Kilmarnock,0-2,0-0
2005-01-03,Motherwell,Aberdeen,0-0,0-0
2005-01-15,Dundee,Inverness C,3-1,1-0
2005-01-15,Hearts,Dundee United,3-2,1-1
2005-01-15,Kilmarnock,Motherwell,2-0,2-0
2005-01-15,Livingston,Hibernian,0-2,0-0
2005-01-15,Rangers,Dunfermline,3-0,2-0
2005-01-16,Aberdeen,Celtic,0-1,0-1
