Date,Team 1,FT,Team 2
Sat Aug 19 1950,Oldham Athletic,4-5,Rotherham United
Sat Aug 19 1950,Scunthorpe United,0-0,Shrewsbury Town
Sat Aug 19 1950,Wrexham,2-2,Mansfield Town
Sat Aug 19 1950,Halifax Town,0-2,New Brighton
Sat Aug 19 1950,Hartlepool United,0-2,Crewe Alexandra
Sat Aug 19 1950,Lincoln City,2-1,Chester
Sat Aug 19 1950,Southport,1-0,Carlisle United
Sat Aug 19 1950,Gateshead,7-0,Accrington Stanley
Sat Aug 19 1950,Tranmere Rovers,7-2,York City
Sat Aug 19 1950,Darlington,0-2,Rochdale
Sat Aug 19 1950,Bradford Park Avenue,5-0,Barrow
Sat Aug 19 1950,Stockport County,3-1,Bradford City
Mon Aug 21 1950,York City,3-0,Hartlepool United
Mon Aug 21 1950,Rotherham United,0-0,Stockport County
Mon Aug 21 1950,Mansfield Town,2-1,Darlington
Mon Aug 21 1950,Shrewsbury Town,2-1,Wrexham
Mon Aug 21 1950,Bradford Park Avenue,0-1,Rochdale
Tue Aug 22 1950,New Brighton,1-0,Southport
Wed Aug 23 1950,Accrington Stanley,1-0,Crewe Alexandra
Wed Aug 23 1950,Chester,3-1,Oldham Athletic
Wed Aug 23 1950,Bradford City,2-2,Tranmere Rovers
Wed Aug 23 1950,Lincoln City,2-1,Scunthorpe United
Thu Aug 24 1950,Carlisle United,3-0,Gateshead
Thu Aug 24 1950,Barrow,2-0,Halifax Town
Sat Aug 26 1950,Mansfield Town,1-1,Scunthorpe United
Sat Aug 26 1950,Accrington Stanley,3-1,Southport
Sat Aug 26 1950,Chester,3-1,Darlington
Sat Aug 26 1950,York City,1-3,Bradford Park Avenue
Sat Aug 26 1950,Shrewsbury Town,1-2,Lincoln City
Sat Aug 26 1950,Rochdale,1-1,Stockport County
Sat Aug 26 1950,Carlisle United,3-1,Tranmere Rovers
Sat Aug 26 1950,Rotherham United,5-0,Wrexham
Sat Aug 26 1950,Crewe Alexandra,0-1,Gateshead
Sat Aug 26 1950,New Brighton,1-0,Hartlepool United
Sat Aug 26 1950,Barrow,2-1,Oldham Athletic
Sat Aug 26 1950,Bradford City,2-0,Halifax Town
Mon Aug 28 1950,Stockport County,1-3,Rotherham United
Mon Aug 28 1950,Hartlepool United,4-1,York City
Mon Aug 28 1950,Halifax Town,0-0,Barrow
Mon Aug 28 1950,Gateshead,4-3,Carlisle United
Tue Aug 29 1950,Rochdale,1-2,Bradford Park Avenue
Tue Aug 29 1950,Southport,0-1,New Brighton
Tue Aug 29 1950,Oldham Athletic,1-0,Chester
Tue Aug 29 1950,Tranmere Rovers,3-1,Bradford City
Wed Aug 30 1950,Wrexham,1-0,Shrewsbury Town
Wed Aug 30 1950,Scunthorpe United,1-1,Lincoln City
Wed Aug 30 1950,Crewe Alexandra,3-0,Accrington Stanley
Wed Aug 30 1950,Darlington,1-2,Mansfield Town
Sat Sep 2 1950,Gateshead,4-0,New Brighton
Sat Sep 2 1950,Oldham Athletic,2-2,York City
Sat Sep 2 1950,Bradford Park Avenue,0-2,Carlisle United
Sat Sep 2 1950,Stockport County,0-3,Chester
Sat Sep 2 1950,Tranmere Rovers,1-1,Accrington Stanley
Sat Sep 2 1950,Scunthorpe United,0-0,Rotherham United
Sat Sep 2 1950,Southport,2-0,Crewe Alexandra
Sat Sep 2 1950,Halifax Town,1-1,Rochdale
Sat Sep 2 1950,Wrexham,1-0,Barrow
Sat Sep 2 1950,Mansfield Town,1-1,Lincoln City
Sat Sep 2 1950,Hartlepool United,1-1,Bradford City
Sat Sep 2 1950,Darlington,2-1,Shrewsbury Town
Mon Sep 4 1950,York City,3-0,Accrington Stanley
Mon Sep 4 1950,Rotherham United,1-2,Tranmere Rovers
Mon Sep 4 1950,Crewe Alexandra,0-2,Stockport County
Mon Sep 4 1950,Mansfield Town,3-2,Bradford Park Avenue
Mon Sep 4 1950,Gateshead,5-0,Halifax Town
Tue Sep 5 1950,Rochdale,5-0,Shrewsbury Town
Tue Sep 5 1950,New Brighton,2-2,Darlington
Wed Sep 6 1950,Bradford City,0-0,Lincoln City
Wed Sep 6 1950,Scunthorpe United,1-0,Oldham Athletic
Wed Sep 6 1950,Chester,0-0,Wrexham
Thu Sep 7 1950,Carlisle United,1-0,Hartlepool United
Thu Sep 7 1950,Barrow,3-1,Southport
Sat Sep 9 1950,Bradford City,2-2,Gateshead
Sat Sep 9 1950,Rochdale,3-1,Hartlepool United
Sat Sep 9 1950,Lincoln City,3-0,Darlington
Sat Sep 9 1950,New Brighton,0-2,Crewe Alexandra
Sat Sep 9 1950,Carlisle United,1-0,Oldham Athletic
Sat Sep 9 1950,Rotherham United,3-0,Mansfield Town
Sat Sep 9 1950,Accrington Stanley,3-3,Bradford Park Avenue
Sat Sep 9 1950,Southport,0-1,Tranmere Rovers
Sat Sep 9 1950,Chester,2-1,Halifax Town
Sat Sep 9 1950,Shrewsbury Town,0-3,Stockport County
Sat Sep 9 1950,Barrow,1-0,Scunthorpe United
Sat Sep 9 1950,York City,3-0,Wrexham
Mon Sep 11 1950,Shrewsbury Town,0-2,Rochdale
Mon Sep 11 1950,Hartlepool United,3-3,Carlisle United
Mon Sep 11 1950,Halifax Town,1-0,Gateshead
Mon Sep 11 1950,Stockport County,3-0,Crewe Alexandra
Tue Sep 12 1950,Tranmere Rovers,2-1,Rotherham United
Tue Sep 12 1950,Oldham Athletic,3-4,Scunthorpe United
Tue Sep 12 1950,Southport,4-1,Barrow
Wed Sep 13 1950,Lincoln City,1-4,Bradford City
Wed Sep 13 1950,Darlington,5-3,New Brighton
Wed Sep 13 1950,Bradford Park Avenue,1-0,Mansfield Town
Wed Sep 13 1950,Wrexham,2-0,Chester
Sat Sep 16 1950,Hartlepool United,1-2,Chester
Sat Sep 16 1950,Wrexham,2-1,Carlisle United
Sat Sep 16 1950,Halifax Town,3-1,Shrewsbury Town
Sat Sep 16 1950,Scunthorpe United,0-1,York City
Sat Sep 16 1950,New Brighton,1-1,Tranmere Rovers
Sat Sep 16 1950,Oldham Athletic,2-1,Accrington Stanley
Sat Sep 16 1950,Rotherham United,0-1,Darlington
Sat Sep 16 1950,Bradford Park Avenue,2-0,Southport
Sat Sep 16 1950,Crewe Alexandra,1-1,Bradford City
Sat Sep 16 1950,Stockport County,2-0,Lincoln City
Sat Sep 16 1950,Mansfield Town,4-0,Barrow
Sat Sep 16 1950,Gateshead,4-1,Rochdale
Mon Sep 18 1950,Gateshead,2-0,Stockport County
Tue Sep 19 1950,Barrow,1-2,Tranmere Rovers
Sat Sep 23 1950,Accrington Stanley,1-0,Wrexham
Sat Sep 23 1950,Darlington,2-1,Stockport County
Sat Sep 23 1950,Southport,1-4,Oldham Athletic
Sat Sep 23 1950,York City,1-1,Mansfield Town
Sat Sep 23 1950,Rochdale,1-1,Crewe Alexandra
Sat Sep 23 1950,Shrewsbury Town,1-0,Hartlepool United
Sat Sep 23 1950,Tranmere Rovers,2-2,Bradford Park Avenue
Sat Sep 23 1950,Lincoln City,3-1,Halifax Town
Sat Sep 23 1950,Carlisle United,3-1,Scunthorpe United
Sat Sep 23 1950,Bradford City,3-0,New Brighton
Sat Sep 23 1950,Chester,2-2,Gateshead
Sat Sep 23 1950,Barrow,0-2,Rotherham United
Tue Sep 26 1950,Accrington Stanley,2-0,York City
Sat Sep 30 1950,Bradford Park Avenue,3-1,Bradford City
Sat Sep 30 1950,Barrow,1-0,Stockport County
Sat Sep 30 1950,Gateshead,3-0,Shrewsbury Town
Sat Sep 30 1950,New Brighton,1-5,Rochdale
Sat Sep 30 1950,Scunthorpe United,3-0,Accrington Stanley
Sat Sep 30 1950,Crewe Alexandra,3-0,Chester
Sat Sep 30 1950,Wrexham,3-3,Southport
Sat Sep 30 1950,Mansfield Town,2-1,Carlisle United
Sat Sep 30 1950,Oldham Athletic,3-4,Tranmere Rovers
Sat Sep 30 1950,Halifax Town,2-2,Darlington
Sat Sep 30 1950,Rotherham United,3-1,York City
Sat Sep 30 1950,Hartlepool United,2-2,Lincoln City
Sat Oct 7 1950,Lincoln City,1-2,Southport
Sat Oct 7 1950,Crewe Alexandra,2-0,Mansfield Town
Sat Oct 7 1950,Hartlepool United,4-1,Wrexham
Sat Oct 7 1950,Bradford City,5-1,Barrow
Sat Oct 7 1950,Shrewsbury Town,0-1,Accrington Stanley
Sat Oct 7 1950,Darlington,1-1,Tranmere Rovers
Sat Oct 7 1950,Stockport County,2-1,Bradford Park Avenue
Sat Oct 7 1950,Halifax Town,3-0,Oldham Athletic
Sat Oct 7 1950,Gateshead,1-0,Scunthorpe United
Sat Oct 7 1950,Chester,1-1,Carlisle United
Sat Oct 7 1950,Rochdale,0-1,York City
Sat Oct 7 1950,New Brighton,2-4,Rotherham United
Sat Oct 14 1950,Mansfield Town,4-0,New Brighton
