Date,Team 1,FT,Team 2
Sat Aug 18 1956,Norwich City,1-0,Crystal Palace
Sat Aug 18 1956,Millwall,1-0,Walsall
Sat Aug 18 1956,Colchester United,3-2,Southend United
Sat Aug 18 1956,Brentford,4-1,Plymouth Argyle
Sat Aug 18 1956,Southampton,3-0,AFC Bournemouth
Sat Aug 18 1956,Swindon Town,1-2,Aldershot
Sat Aug 18 1956,Brighton & Hove Albion,4-3,Shrewsbury Town
Sat Aug 18 1956,Gillingham,0-3,Watford
Sat Aug 18 1956,Reading,1-0,Queens Park Rangers
Sat Aug 18 1956,Newport County,3-0,Northampton Town
Sat Aug 18 1956,Coventry City,1-0,Exeter City
Sat Aug 18 1956,Torquay United,4-1,Ipswich Town
Mon Aug 20 1956,Plymouth Argyle,1-2,Queens Park Rangers
Mon Aug 20 1956,Shrewsbury Town,2-0,Millwall
Mon Aug 20 1956,Coventry City,2-1,Southampton
Tue Aug 21 1956,Watford,2-1,Brighton & Hove Albion
Tue Aug 21 1956,Brentford,4-1,Swindon Town
Wed Aug 22 1956,AFC Bournemouth,1-0,Ipswich Town
Wed Aug 22 1956,Aldershot,0-0,Gillingham
Wed Aug 22 1956,Southend United,3-3,Newport County
Wed Aug 22 1956,Exeter City,0-0,Norwich City
Wed Aug 22 1956,Crystal Palace,2-4,Colchester United
Thu Aug 23 1956,Walsall,0-1,Torquay United
Thu Aug 23 1956,Northampton Town,3-0,Reading
Sat Aug 25 1956,Exeter City,0-4,Southampton
Sat Aug 25 1956,Shrewsbury Town,1-0,Gillingham
Sat Aug 25 1956,Queens Park Rangers,1-1,Newport County
Sat Aug 25 1956,AFC Bournemouth,0-0,Torquay United
Sat Aug 25 1956,Aldershot,0-2,Brentford
Sat Aug 25 1956,Crystal Palace,1-1,Coventry City
Sat Aug 25 1956,Ipswich Town,0-2,Millwall
Sat Aug 25 1956,Southend United,0-0,Norwich City
Sat Aug 25 1956,Northampton Town,1-0,Colchester United
Sat Aug 25 1956,Watford,3-4,Swindon Town
Sat Aug 25 1956,Plymouth Argyle,0-6,Reading
Sat Aug 25 1956,Walsall,3-2,Brighton & Hove Albion
Mon Aug 27 1956,Queens Park Rangers,3-0,Plymouth Argyle
Mon Aug 27 1956,Colchester United,3-3,Crystal Palace
Mon Aug 27 1956,Millwall,0-0,Shrewsbury Town
Wed Aug 29 1956,Swindon Town,1-3,Brentford
Wed Aug 29 1956,Reading,1-1,Northampton Town
Wed Aug 29 1956,Ipswich Town,1-0,AFC Bournemouth
Wed Aug 29 1956,Gillingham,6-2,Aldershot
Wed Aug 29 1956,Southampton,1-1,Coventry City
Wed Aug 29 1956,Norwich City,1-0,Exeter City
Wed Aug 29 1956,Torquay United,2-0,Walsall
Wed Aug 29 1956,Brighton & Hove Albion,2-2,Watford
Thu Aug 30 1956,Newport County,2-1,Southend United
Sat Sep 1 1956,Millwall,3-4,AFC Bournemouth
Sat Sep 1 1956,Swindon Town,1-2,Shrewsbury Town
Sat Sep 1 1956,Brentford,1-5,Watford
Sat Sep 1 1956,Gillingham,2-1,Walsall
Sat Sep 1 1956,Reading,2-1,Aldershot
Sat Sep 1 1956,Coventry City,2-0,Southend United
Sat Sep 1 1956,Southampton,3-0,Crystal Palace
Sat Sep 1 1956,Newport County,4-1,Plymouth Argyle
Sat Sep 1 1956,Norwich City,2-1,Northampton Town
Sat Sep 1 1956,Exeter City,1-1,Torquay United
Sat Sep 1 1956,Brighton & Hove Albion,3-2,Ipswich Town
Sat Sep 1 1956,Colchester United,1-1,Queens Park Rangers
Tue Sep 4 1956,Watford,4-1,Torquay United
Tue Sep 4 1956,Brentford,2-5,Brighton & Hove Albion
Wed Sep 5 1956,Exeter City,2-0,Newport County
Wed Sep 5 1956,Gillingham,3-0,Swindon Town
Wed Sep 5 1956,Southend United,0-1,Plymouth Argyle
Wed Sep 5 1956,AFC Bournemouth,6-1,Shrewsbury Town
Wed Sep 5 1956,Aldershot,3-0,Millwall
Wed Sep 5 1956,Crystal Palace,1-1,Reading
Wed Sep 5 1956,Southampton,2-1,Colchester United
Wed Sep 5 1956,Norwich City,3-0,Coventry City
Thu Sep 6 1956,Northampton Town,3-0,Queens Park Rangers
Thu Sep 6 1956,Walsall,2-0,Ipswich Town
Sat Sep 8 1956,Crystal Palace,0-0,Exeter City
Sat Sep 8 1956,Watford,3-0,Aldershot
Sat Sep 8 1956,Shrewsbury Town,3-2,Brentford
Sat Sep 8 1956,Plymouth Argyle,2-2,Colchester United
Sat Sep 8 1956,Queens Park Rangers,3-1,Norwich City
Sat Sep 8 1956,Ipswich Town,1-1,Gillingham
Sat Sep 8 1956,Northampton Town,4-0,Coventry City
Sat Sep 8 1956,Reading,0-0,Newport County
Sat Sep 8 1956,Southend United,1-2,Southampton
Sat Sep 8 1956,Walsall,1-2,Swindon Town
Sat Sep 8 1956,AFC Bournemouth,1-1,Brighton & Hove Albion
Sat Sep 8 1956,Torquay United,7-2,Millwall
Mon Sep 10 1956,Coventry City,3-2,Norwich City
Mon Sep 10 1956,Queens Park Rangers,1-0,Northampton Town
Mon Sep 10 1956,Colchester United,3-1,Southampton
Mon Sep 10 1956,Millwall,1-5,Aldershot
Mon Sep 10 1956,Shrewsbury Town,0-0,AFC Bournemouth
Mon Sep 10 1956,Plymouth Argyle,0-0,Southend United
Wed Sep 12 1956,Torquay United,3-0,Watford
Wed Sep 12 1956,Reading,1-2,Crystal Palace
Wed Sep 12 1956,Ipswich Town,2-2,Walsall
Wed Sep 12 1956,Swindon Town,2-3,Gillingham
Wed Sep 12 1956,Brighton & Hove Albion,1-2,Brentford
Thu Sep 13 1956,Newport County,1-1,Exeter City
Sat Sep 15 1956,Brighton & Hove Albion,6-0,Torquay United
Sat Sep 15 1956,Crystal Palace,2-2,Millwall
Sat Sep 15 1956,Aldershot,1-1,Shrewsbury Town
