Date,Team 1,FT,Team 2
Sat Aug 18 1956,Bradford City,3-1,Southport
Sat Aug 18 1956,Derby County,5-3,Gateshead
Sat Aug 18 1956,Crewe Alexandra,2-0,Bradford Park Avenue
Sat Aug 18 1956,Stockport County,2-1,Mansfield Town
Sat Aug 18 1956,Scunthorpe United,1-2,Darlington
Sat Aug 18 1956,Halifax Town,1-0,Hull City
Sat Aug 18 1956,Rochdale,1-0,Barrow
Sat Aug 18 1956,Carlisle United,2-2,Oldham Athletic
Sat Aug 18 1956,Wrexham,2-2,Chester
Sat Aug 18 1956,Hartlepool United,5-1,Chesterfield
Sat Aug 18 1956,Accrington Stanley,3-0,York City
Mon Aug 20 1956,Barrow,3-1,Accrington Stanley
Mon Aug 20 1956,Gateshead,1-2,Bradford City
Mon Aug 20 1956,York City,2-2,Workington
Mon Aug 20 1956,Mansfield Town,2-3,Rochdale
Mon Aug 20 1956,Hull City,4-1,Tranmere Rovers
Mon Aug 20 1956,Bradford Park Avenue,3-2,Stockport County
Tue Aug 21 1956,Oldham Athletic,4-3,Halifax Town
Tue Aug 21 1956,Southport,2-2,Scunthorpe United
Wed Aug 22 1956,Chesterfield,2-0,Crewe Alexandra
Wed Aug 22 1956,Chester,2-2,Derby County
Wed Aug 22 1956,Wrexham,2-2,Hartlepool United
Wed Aug 22 1956,Darlington,0-1,Carlisle United
Sat Aug 25 1956,Oldham Athletic,2-4,Accrington Stanley
Sat Aug 25 1956,Mansfield Town,5-1,Carlisle United
Sat Aug 25 1956,Chester,0-1,Hartlepool United
Sat Aug 25 1956,Gateshead,4-2,Wrexham
Sat Aug 25 1956,Barrow,1-2,Scunthorpe United
Sat Aug 25 1956,Darlington,3-0,Crewe Alexandra
Sat Aug 25 1956,York City,1-0,Tranmere Rovers
Sat Aug 25 1956,Chesterfield,1-1,Bradford City
Sat Aug 25 1956,Hull City,2-0,Rochdale
Sat Aug 25 1956,Southport,0-1,Stockport County
Sat Aug 25 1956,Workington,3-1,Halifax Town
Sat Aug 25 1956,Bradford Park Avenue,3-2,Derby County
Mon Aug 27 1956,Stockport County,4-0,Bradford Park Avenue
Mon Aug 27 1956,Halifax Town,1-1,Oldham Athletic
Mon Aug 27 1956,Hartlepool United,2-1,Wrexham
Tue Aug 28 1956,Tranmere Rovers,2-4,Hull City
Wed Aug 29 1956,Bradford City,3-1,Gateshead
Wed Aug 29 1956,Derby County,3-0,Chester
Wed Aug 29 1956,Rochdale,0-0,Mansfield Town
Wed Aug 29 1956,Workington,3-2,York City
Wed Aug 29 1956,Crewe Alexandra,0-4,Chesterfield
Wed Aug 29 1956,Accrington Stanley,4-1,Barrow
Thu Aug 30 1956,Scunthorpe United,1-0,Southport
Sat Sep 1 1956,Scunthorpe United,1-1,Hull City
Sat Sep 1 1956,Carlisle United,1-2,Southport
Sat Sep 1 1956,Stockport County,2-1,Chesterfield
Sat Sep 1 1956,Derby County,1-1,Darlington
Sat Sep 1 1956,Bradford City,1-0,Chester
Sat Sep 1 1956,Tranmere Rovers,2-1,Oldham Athletic
Sat Sep 1 1956,Wrexham,2-0,Bradford Park Avenue
Sat Sep 1 1956,Crewe Alexandra,1-1,Barrow
Sat Sep 1 1956,Accrington Stanley,3-3,Mansfield Town
Sat Sep 1 1956,Halifax Town,0-0,York City
Sat Sep 1 1956,Rochdale,0-0,Workington
Sat Sep 1 1956,Gateshead,4-3,Hartlepool United
Mon Sep 3 1956,Stockport County,2-1,Oldham Athletic
Mon Sep 3 1956,York City,2-0,Carlisle United
Mon Sep 3 1956,Hull City,0-2,Workington
Mon Sep 3 1956,Barrow,1-0,Halifax Town
Mon Sep 3 1956,Mansfield Town,3-1,Bradford City
Mon Sep 3 1956,Crewe Alexandra,0-3,Gateshead
Mon Sep 3 1956,Bradford Park Avenue,1-2,Scunthorpe United
