Date,Team 1,FT,Team 2
Sat Aug 27 1927,Doncaster Rovers,3-0,Lincoln City
Sat Aug 27 1927,Crewe Alexandra,1-1,Halifax Town
Sat Aug 27 1927,Wigan Borough,0-2,Hartlepool United
Sat Aug 27 1927,Nelson,1-4,Accrington Stanley
Sat Aug 27 1927,Ashington,2-2,Bradford City
Sat Aug 27 1927,Barrow,1-3,Rochdale
Sat Aug 27 1927,Bradford Park Avenue,4-0,Durham City
Sat Aug 27 1927,Chesterfield,0-1,Wrexham
Sat Aug 27 1927,Stockport County,2-0,Rotherham United
Sat Aug 27 1927,Tranmere Rovers,1-0,Southport
Sat Aug 27 1927,Darlington,3-0,New Brighton
Mon Aug 29 1927,Ashington,0-2,Crewe Alexandra
Mon Aug 29 1927,Chesterfield,4-2,Durham City
Mon Aug 29 1927,Rotherham United,2-1,Tranmere Rovers
Mon Aug 29 1927,Lincoln City,4-1,Wigan Borough
Mon Aug 29 1927,Halifax Town,5-2,Barrow
Tue Aug 30 1927,Southport,2-1,Bradford Park Avenue
Tue Aug 30 1927,Rochdale,2-1,Stockport County
Wed Aug 31 1927,Bradford City,0-1,Darlington
Wed Aug 31 1927,Wrexham,2-0,Crewe Alexandra
Wed Aug 31 1927,New Brighton,3-1,Doncaster Rovers
Sat Sep 3 1927,Southport,4-0,Stockport County
Sat Sep 3 1927,Durham City,1-3,Tranmere Rovers
Sat Sep 3 1927,New Brighton,6-0,Ashington
Sat Sep 3 1927,Rotherham United,3-0,Barrow
Sat Sep 3 1927,Wrexham,1-1,Bradford Park Avenue
Sat Sep 3 1927,Lincoln City,1-0,Darlington
Sat Sep 3 1927,Accrington Stanley,2-4,Wigan Borough
Sat Sep 3 1927,Hartlepool United,1-0,Doncaster Rovers
Sat Sep 3 1927,Bradford City,4-1,Crewe Alexandra
Sat Sep 3 1927,Rochdale,1-0,Nelson
Sat Sep 3 1927,Halifax Town,1-2,Chesterfield
Mon Sep 5 1927,Doncaster Rovers,5-1,New Brighton
Mon Sep 5 1927,Crewe Alexandra,1-1,Wrexham
Mon Sep 5 1927,Bradford Park Avenue,5-3,Southport
Mon Sep 5 1927,Halifax Town,6-1,Ashington
Wed Sep 7 1927,Durham City,2-0,Chesterfield
Wed Sep 7 1927,Wigan Borough,1-3,Lincoln City
Sat Sep 10 1927,Halifax Town,2-1,Bradford City
Sat Sep 10 1927,Bradford Park Avenue,1-0,Chesterfield
Sat Sep 10 1927,Nelson,6-1,Rotherham United
Sat Sep 10 1927,Stockport County,2-1,Durham City
Sat Sep 10 1927,Doncaster Rovers,0-0,Accrington Stanley
Sat Sep 10 1927,Barrow,3-1,Southport
Sat Sep 10 1927,Darlington,5-0,Hartlepool United
Sat Sep 10 1927,Wigan Borough,1-2,Rochdale
Sat Sep 10 1927,Tranmere Rovers,2-1,Wrexham
Sat Sep 10 1927,Ashington,4-5,Lincoln City
Sat Sep 10 1927,Crewe Alexandra,1-1,New Brighton
Mon Sep 12 1927,Ashington,3-3,Halifax Town
Mon Sep 12 1927,Nelson,4-0,Barrow
Wed Sep 14 1927,Wrexham,3-2,Hartlepool United
Sat Sep 17 1927,Southport,1-2,Nelson
Sat Sep 17 1927,Durham City,4-1,Barrow
Sat Sep 17 1927,Hartlepool United,4-1,Ashington
Sat Sep 17 1927,Lincoln City,5-2,Crewe Alexandra
Sat Sep 17 1927,Rotherham United,3-1,Rochdale
Sat Sep 17 1927,Bradford City,2-3,Bradford Park Avenue
Sat Sep 17 1927,Wrexham,1-0,Stockport County
Sat Sep 17 1927,New Brighton,3-1,Halifax Town
Sat Sep 17 1927,Wigan Borough,1-1,Doncaster Rovers
Sat Sep 17 1927,Chesterfield,2-2,Tranmere Rovers
Sat Sep 17 1927,Accrington Stanley,0-0,Darlington
Mon Sep 19 1927,Halifax Town,2-1,Darlington
Sat Sep 24 1927,Crewe Alexandra,4-0,Hartlepool United
Sat Sep 24 1927,Darlington,1-0,Wigan Borough
Sat Sep 24 1927,Stockport County,3-0,Chesterfield
Sat Sep 24 1927,Tranmere Rovers,2-2,Bradford Park Avenue
Sat Sep 24 1927,Rochdale,5-1,Southport
Sat Sep 24 1927,Bradford City,3-1,New Brighton
Sat Sep 24 1927,Doncaster Rovers,2-0,Rotherham United
Sat Sep 24 1927,Ashington,1-1,Accrington Stanley
Sat Sep 24 1927,Nelson,2-1,Durham City
Sat Sep 24 1927,Barrow,2-2,Wrexham
Sat Sep 24 1927,Halifax Town,3-1,Lincoln City
Tue Sep 27 1927,Accrington Stanley,2-2,Hartlepool United
Thu Sep 29 1927,Barrow,3-1,Nelson
Sat Oct 1 1927,Bradford Park Avenue,2-0,Stockport County
Sat Oct 1 1927,Accrington Stanley,5-0,Crewe Alexandra
Sat Oct 1 1927,Doncaster Rovers,5-0,Darlington
Sat Oct 1 1927,Lincoln City,2-2,Bradford City
Sat Oct 1 1927,Chesterfield,6-0,Barrow
Sat Oct 1 1927,Durham City,3-2,Rochdale
Sat Oct 1 1927,Wrexham,5-2,Nelson
Sat Oct 1 1927,Southport,1-1,Rotherham United
Sat Oct 1 1927,New Brighton,0-1,Tranmere Rovers
Sat Oct 1 1927,Hartlepool United,0-1,Halifax Town
Sat Oct 1 1927,Wigan Borough,0-0,Ashington
Sat Oct 8 1927,Rotherham United,1-1,Durham City
Sat Oct 8 1927,Halifax Town,3-1,Accrington Stanley
Sat Oct 8 1927,Darlington,3-1,Southport
Sat Oct 8 1927,Rochdale,3-0,Wrexham
Sat Oct 8 1927,Crewe Alexandra,1-2,Wigan Borough
Sat Oct 8 1927,Nelson,3-3,Chesterfield
Sat Oct 8 1927,New Brighton,2-3,Lincoln City
Sat Oct 8 1927,Bradford City,2-1,Hartlepool United
Sat Oct 8 1927,Ashington,1-2,Doncaster Rovers
Sat Oct 8 1927,Stockport County,1-0,Tranmere Rovers
Sat Oct 8 1927,Barrow,0-0,Bradford Park Avenue
Sat Oct 15 1927,Wigan Borough,1-3,Halifax Town
Sat Oct 15 1927,Accrington Stanley,1-1,Bradford City
Sat Oct 15 1927,Durham City,0-0,Southport
Sat Oct 15 1927,Hartlepool United,3-3,New Brighton
Sat Oct 15 1927,Tranmere Rovers,5-0,Barrow
Sat Oct 15 1927,Darlington,5-1,Ashington
Sat Oct 15 1927,Doncaster Rovers,3-1,Crewe Alexandra
Sat Oct 15 1927,Wrexham,3-2,Rotherham United
Sat Oct 15 1927,Bradford Park Avenue,3-2,Nelson
Sat Oct 15 1927,Lincoln City,2-0,Stockport County
Sat Oct 15 1927,Chesterfield,1-3,Rochdale
Sat Oct 22 1927,Rochdale,0-3,Lincoln City
Sat Oct 22 1927,Chesterfield,1-3,Darlington
Sat Oct 22 1927,Nelson,0-3,New Brighton
Sat Oct 22 1927,Barrow,0-0,Bradford City
Sat Oct 22 1927,Rotherham United,5-0,Hartlepool United
Sat Oct 22 1927,Durham City,3-0,Wigan Borough
Sat Oct 22 1927,Wrexham,1-2,Doncaster Rovers
Sat Oct 22 1927,Stockport County,3-0,Halifax Town
Sat Oct 22 1927,Southport,5-0,Accrington Stanley
