Date,Team 1,FT,Team 2
Sat Aug 27 1927,South Shields,1-5,Leeds United
Sat Aug 27 1927,Grimsby Town,2-2,Leyton Orient
Sat Aug 27 1927,Notts County,1-2,Bristol City
Sat Aug 27 1927,Southampton,3-6,Stoke City
Sat Aug 27 1927,Blackpool,2-2,Swansea City
Sat Aug 27 1927,Barnsley,1-1,Hull City
Sat Aug 27 1927,Wolverhampton Wanderers,2-2,Manchester City
Sat Aug 27 1927,Oldham Athletic,3-1,West Bromwich Albion
Sat Aug 27 1927,Reading,1-2,Chelsea
Sat Aug 27 1927,Port Vale,2-2,Nottingham Forest
Sat Aug 27 1927,Fulham,2-2,Preston North End
Mon Aug 29 1927,Leeds United,2-2,Barnsley
Mon Aug 29 1927,Nottingham Forest,7-0,Fulham
Mon Aug 29 1927,Manchester City,7-4,Swansea City
Mon Aug 29 1927,Blackpool,1-2,Oldham Athletic
Mon Aug 29 1927,Preston North End,4-2,Hull City
Mon Aug 29 1927,Leyton Orient,2-0,Southampton
Tue Aug 30 1927,Grimsby Town,3-3,Reading
Wed Aug 31 1927,Bristol City,4-0,Port Vale
Wed Aug 31 1927,West Bromwich Albion,2-4,Stoke City
Sat Sep 3 1927,Nottingham Forest,7-2,South Shields
Sat Sep 3 1927,Hull City,2-0,Wolverhampton Wanderers
Sat Sep 3 1927,Preston North End,1-2,Barnsley
Sat Sep 3 1927,Stoke City,3-0,Notts County
Sat Sep 3 1927,Bristol City,2-1,Oldham Athletic
Sat Sep 3 1927,Manchester City,1-0,Port Vale
Sat Sep 3 1927,Chelsea,3-0,Blackpool
Sat Sep 3 1927,Leeds United,2-0,Southampton
Sat Sep 3 1927,Leyton Orient,3-0,Reading
Sat Sep 3 1927,Swansea City,2-1,Fulham
Sat Sep 3 1927,West Bromwich Albion,3-1,Grimsby Town
Mon Sep 5 1927,Oldham Athletic,6-0,Blackpool
Mon Sep 5 1927,Hull City,0-0,Preston North End
Mon Sep 5 1927,Swansea City,5-3,Manchester City
Mon Sep 5 1927,Wolverhampton Wanderers,2-1,South Shields
Mon Sep 5 1927,Stoke City,1-1,West Bromwich Albion
Mon Sep 5 1927,Southampton,1-3,Leyton Orient
Wed Sep 7 1927,Chelsea,5-0,Notts County
Sat Sep 10 1927,Reading,1-4,West Bromwich Albion
Sat Sep 10 1927,Fulham,1-1,Chelsea
Sat Sep 10 1927,Notts County,0-0,Southampton
Sat Sep 10 1927,Blackpool,0-1,Leyton Orient
Sat Sep 10 1927,Grimsby Town,1-4,Bristol City
Sat Sep 10 1927,Oldham Athletic,3-1,Stoke City
Sat Sep 10 1927,Leeds United,4-0,Nottingham Forest
Sat Sep 10 1927,South Shields,0-1,Manchester City
Sat Sep 10 1927,Barnsley,3-3,Swansea City
Sat Sep 10 1927,Wolverhampton Wanderers,2-3,Preston North End
Sat Sep 10 1927,Port Vale,1-2,Hull City
Mon Sep 12 1927,South Shields,2-2,Wolverhampton Wanderers
Wed Sep 14 1927,Reading,2-2,Grimsby Town
Thu Sep 15 1927,Fulham,2-0,Nottingham Forest
Sat Sep 17 1927,Swansea City,6-0,Wolverhampton Wanderers
Sat Sep 17 1927,West Bromwich Albion,6-3,Blackpool
Sat Sep 17 1927,Preston North End,4-0,Port Vale
Sat Sep 17 1927,Stoke City,0-0,Grimsby Town
Sat Sep 17 1927,Bristol City,4-1,Reading
Sat Sep 17 1927,Fulham,3-1,Barnsley
Sat Sep 17 1927,Hull City,1-0,South Shields
Sat Sep 17 1927,Southampton,5-2,Oldham Athletic
Sat Sep 17 1927,Manchester City,2-1,Leeds United
Sat Sep 17 1927,Leyton Orient,2-1,Chelsea
Sat Sep 17 1927,Nottingham Forest,2-1,Notts County
Mon Sep 19 1927,Port Vale,5-1,Bristol City
Sat Sep 24 1927,Wolverhampton Wanderers,3-1,Fulham
Sat Sep 24 1927,Chelsea,1-1,West Bromwich Albion
Sat Sep 24 1927,Oldham Athletic,0-0,Notts County
Sat Sep 24 1927,Reading,1-1,Stoke City
Sat Sep 24 1927,Grimsby Town,2-2,Southampton
Sat Sep 24 1927,Barnsley,4-2,Leyton Orient
Sat Sep 24 1927,Nottingham Forest,4-5,Manchester City
Sat Sep 24 1927,Port Vale,2-0,Swansea City
Sat Sep 24 1927,Blackpool,6-2,Bristol City
Sat Sep 24 1927,Leeds United,2-0,Hull City
Sat Sep 24 1927,South Shields,2-3,Preston North End
Mon Sep 26 1927,Barnsley,2-1,Leeds United
Sat Oct 1 1927,Fulham,4-0,Port Vale
Sat Oct 1 1927,Bristol City,1-1,Chelsea
Sat Oct 1 1927,West Bromwich Albion,4-1,Leyton Orient
Sat Oct 1 1927,Notts County,3-2,Grimsby Town
Sat Oct 1 1927,Manchester City,3-1,Oldham Athletic
Sat Oct 1 1927,Stoke City,2-0,Blackpool
Sat Oct 1 1927,Southampton,0-0,Reading
Sat Oct 1 1927,Barnsley,2-2,Wolverhampton Wanderers
Sat Oct 1 1927,Preston North End,5-1,Leeds United
Sat Oct 1 1927,Hull City,2-0,Nottingham Forest
Sat Oct 1 1927,Swansea City,6-3,South Shields
Thu Oct 6 1927,Notts County,0-1,Chelsea
Sat Oct 8 1927,Chelsea,1-0,Stoke City
Sat Oct 8 1927,Reading,2-2,Notts County
Sat Oct 8 1927,Port Vale,2-1,Barnsley
Sat Oct 8 1927,Grimsby Town,1-2,Oldham Athletic
Sat Oct 8 1927,Leeds United,5-0,Swansea City
Sat Oct 8 1927,Nottingham Forest,3-1,Preston North End
Sat Oct 8 1927,South Shields,2-1,Fulham
Sat Oct 8 1927,Leyton Orient,4-2,Bristol City
Sat Oct 8 1927,Manchester City,2-1,Hull City
Sat Oct 8 1927,Blackpool,1-0,Southampton
Sat Oct 8 1927,Wolverhampton Wanderers,4-1,West Bromwich Albion
Sat Oct 15 1927,Hull City,0-1,Grimsby Town
Sat Oct 15 1927,Oldham Athletic,3-2,Reading
Sat Oct 15 1927,Preston North End,1-0,Manchester City
Sat Oct 15 1927,Notts County,3-1,Blackpool
Sat Oct 15 1927,Barnsley,0-0,South Shields
Sat Oct 15 1927,Southampton,2-4,Chelsea
Sat Oct 15 1927,Wolverhampton Wanderers,2-1,Port Vale
Sat Oct 15 1927,Fulham,1-1,Leeds United
Sat Oct 15 1927,Stoke City,2-0,Leyton Orient
Sat Oct 15 1927,Bristol City,0-1,West Bromwich Albion
Sat Oct 15 1927,Swansea City,2-0,Nottingham Forest
Sat Oct 22 1927,West Bromwich Albion,5-2,Swansea City
Sat Oct 22 1927,Grimsby Town,3-2,Leeds United
Sat Oct 22 1927,Reading,0-2,Nottingham Forest
Sat Oct 22 1927,Chelsea,2-0,Hull City
Sat Oct 22 1927,Stoke City,0-0,Barnsley
Sat Oct 22 1927,Oldham Athletic,2-2,South Shields
Sat Oct 22 1927,Bristol City,3-0,Fulham
Sat Oct 22 1927,Southampton,4-1,Wolverhampton Wanderers
Sat Oct 22 1927,Blackpool,2-2,Manchester City
Sat Oct 22 1927,Notts County,2-4,Port Vale
Sat Oct 22 1927,Leyton Orient,1-1,Preston North End
Sat Oct 29 1927,Leeds United,1-0,Oldham Athletic
Sat Oct 29 1927,Manchester City,4-1,Reading
Sat Oct 29 1927,Preston North End,0-3,Chelsea
Sat Oct 29 1927,Port Vale,4-0,Southampton
Sat Oct 29 1927,Fulham,3-1,West Bromwich Albion
Sat Oct 29 1927,Barnsley,2-3,Bristol City
Sat Oct 29 1927,Hull City,2-2,Blackpool
Sat Oct 29 1927,Swansea City,5-0,Leyton Orient
Sat Oct 29 1927,South Shields,2-3,Notts County
Sat Oct 29 1927,Wolverhampton Wanderers,1-2,Stoke City
Sat Oct 29 1927,Nottingham Forest,5-2,Grimsby Town
Sat Nov 5 1927,Leyton Orient,3-2,Fulham
Sat Nov 5 1927,Southampton,3-5,South Shields
Sat Nov 5 1927,Stoke City,0-2,Port Vale
Sat Nov 5 1927,Grimsby Town,4-1,Manchester City
Sat Nov 5 1927,Bristol City,4-1,Wolverhampton Wanderers
Sat Nov 5 1927,Notts County,2-2,Leeds United
Sat Nov 5 1927,Blackpool,4-1,Preston North End
Sat Nov 5 1927,Reading,3-0,Hull City
Sat Nov 5 1927,Chelsea,4-0,Swansea City
