Date,Team 1,FT,Team 2
Sat Aug 8 2009,Lincoln City,1-0,Barnet
Sat Aug 8 2009,Rotherham United,1-0,Accrington
Sat Aug 8 2009,Aldershot,3-1,Darlington
Sat Aug 8 2009,Cheltenham,2-1,Grimsby Town
Sat Aug 8 2009,Port Vale,1-1,Rochdale
Sat Aug 8 2009,Shrewsbury Town,3-1,Burton Albion
Sat Aug 8 2009,Morecambe,2-2,Hereford United
Sat Aug 8 2009,Torquay United,2-0,Chesterfield
Sat Aug 8 2009,Northampton Town,0-0,Macclesfield
Sat Aug 8 2009,Bury,0-3,AFC Bournemouth
Sat Aug 8 2009,Crewe Alexandra,1-2,Dagenham and Redbridge
Sat Aug 8 2009,Notts County,5-0,Bradford City
Sat Aug 15 2009,Burton Albion,5-2,Morecambe
Sat Aug 15 2009,Accrington,1-0,Lincoln City
Sat Aug 15 2009,Hereford United,1-1,Cheltenham
Sat Aug 15 2009,AFC Bournemouth,1-0,Rotherham United
Sat Aug 15 2009,Rochdale,1-0,Aldershot
Sat Aug 15 2009,Chesterfield,1-0,Northampton Town
Sat Aug 15 2009,Barnet,2-2,Shrewsbury Town
Sat Aug 15 2009,Dagenham and Redbridge,5-3,Torquay United
Sat Aug 15 2009,Grimsby Town,0-4,Crewe Alexandra
Sat Aug 15 2009,Bradford City,0-0,Port Vale
Sat Aug 15 2009,Macclesfield,0-4,Notts County
Sat Aug 15 2009,Darlington,0-1,Bury
Tue Aug 18 2009,AFC Bournemouth,1-0,Aldershot
Tue Aug 18 2009,Bradford City,0-2,Lincoln City
Tue Aug 18 2009,Grimsby Town,1-2,Rotherham United
Tue Aug 18 2009,Rochdale,0-1,Cheltenham
Tue Aug 18 2009,Accrington,0-3,Northampton Town
Tue Aug 18 2009,Dagenham and Redbridge,5-0,Shrewsbury Town
Tue Aug 18 2009,Hereford United,1-3,Bury
Tue Aug 18 2009,Darlington,0-1,Crewe Alexandra
Tue Aug 18 2009,Macclesfield,2-0,Port Vale
Tue Aug 18 2009,Burton Albion,0-2,Torquay United
Tue Aug 18 2009,Barnet,2-0,Morecambe
Wed Aug 19 2009,Chesterfield,2-1,Notts County
Sat Aug 22 2009,Shrewsbury Town,1-1,Chesterfield
Sat Aug 22 2009,Northampton Town,2-0,AFC Bournemouth
Sat Aug 22 2009,Cheltenham,4-5,Bradford City
Sat Aug 22 2009,Crewe Alexandra,1-0,Hereford United
Sat Aug 22 2009,Bury,0-1,Grimsby Town
Sat Aug 22 2009,Port Vale,1-0,Darlington
Sat Aug 22 2009,Notts County,3-0,Dagenham and Redbridge
Sat Aug 22 2009,Morecambe,2-2,Macclesfield
Sat Aug 22 2009,Torquay United,0-1,Barnet
Sat Aug 22 2009,Lincoln City,0-2,Burton Albion
Sat Aug 22 2009,Aldershot,3-1,Accrington
Sun Aug 23 2009,Rotherham United,2-1,Rochdale
Sat Aug 29 2009,Chesterfield,1-1,Morecambe
Sat Aug 29 2009,Accrington,1-3,Shrewsbury Town
Sat Aug 29 2009,AFC Bournemouth,1-0,Crewe Alexandra
Sat Aug 29 2009,Macclesfield,1-3,Rotherham United
Sat Aug 29 2009,Bradford City,2-0,Torquay United
Sat Aug 29 2009,Grimsby Town,1-2,Aldershot
Sat Aug 29 2009,Barnet,1-0,Notts County
Sat Aug 29 2009,Dagenham and Redbridge,3-0,Lincoln City
Sat Aug 29 2009,Burton Albion,3-2,Northampton Town
Sat Aug 29 2009,Rochdale,3-0,Bury
Sat Aug 29 2009,Hereford United,2-2,Port Vale
Sat Aug 29 2009,Darlington,1-1,Cheltenham
Fri Sep 4 2009,Northampton Town,1-3,Barnet
Fri Sep 4 2009,Morecambe,3-3,Rochdale
Sat Sep 5 2009,Rotherham United,3-1,Chesterfield
Sat Sep 5 2009,Port Vale,4-0,Grimsby Town
Sat Sep 5 2009,Cheltenham,1-1,Dagenham and Redbridge
Sat Sep 5 2009,Crewe Alexandra,2-1,Macclesfield
Sat Sep 5 2009,Aldershot,2-2,Hereford United
