Date,Team 1,Team 2,FT,HT
1997-08-02,Aberdeen,Kilmarnock,0-0,0-0
1997-08-02,Dunfermline,Motherwell,0-2,0-0
1997-08-02,St Johnstone,Dundee United,1-1,0-1
1997-08-03,Hibernian,Celtic,2-1,1-1
1997-08-04,Rangers,Hearts,3-1,2-0
1997-08-16,Celtic,Dunfermline,1-2,1-0
1997-08-16,Hearts,Aberdeen,4-1,3-1
1997-08-16,Motherwell,St Johnstone,0-1,0-0
1997-08-17,Dundee United,Hibernian,1-1,1-0
1997-08-23,Aberdeen,Motherwell,1-3,1-2
1997-08-23,Dunfermline,Hearts,2-1,0-0
1997-08-23,Hibernian,Kilmarnock,4-0,2-0
1997-08-23,Rangers,Dundee United,5-1,3-0
1997-08-23,St Johnstone,Celtic,0-2,0-1
1997-08-30,Aberdeen,Dundee United,1-1,1-1
1997-08-30,Dunfermline,St Johnstone,2-2,1-0
1997-08-30,Hibernian,Hearts,0-1,0-1
1997-09-13,Dundee United,Kilmarnock,1-2,0-1
1997-09-13,Hibernian,Dunfermline,5-2,3-1
1997-09-13,Motherwell,Celtic,2-3,1-0
1997-09-13,Rangers,Aberdeen,3-3,1-0
1997-09-13,St Johnstone,Hearts,1-2,0-1
1997-09-20,Celtic,Aberdeen,2-0,2-0
1997-09-20,Hearts,Dundee United,2-1,1-1
1997-09-20,Motherwell,Hibernian,1-1,0-0
1997-09-20,St Johnstone,Rangers,0-2,0-1
1997-09-21,Dunfermline,Kilmarnock,1-1,0-0
1997-09-24,Kilmarnock,Rangers,0-3,0-0
1997-09-27,Aberdeen,Dunfermline,1-2,1-1
1997-09-27,Dundee United,Celtic,1-2,0-2
1997-09-27,Hibernian,St Johnstone,1-1,1-1
1997-09-27,Kilmarnock,Hearts,0-3,0-3
1997-09-27,Rangers,Motherwell,2-2,1-2
1997-10-04,Celtic,Kilmarnock,4-0,4-0
1997-10-04,Dunfermline,Dundee United,3-3,0-3
1997-10-04,Hibernian,Rangers,3-4,2-1
1997-10-04,Motherwell,Hearts,1-4,1-3
1997-10-04,St Johnstone,Aberdeen,1-0,1-0
1997-10-08,Kilmarnock,Motherwell,2-1,2-1
1997-10-18,Aberdeen,Hibernian,2-0,2-0
1997-10-18,Dundee United,Motherwell,4-0,2-0
1997-10-18,Hearts,Celtic,1-2,0-2
1997-10-18,Kilmarnock,St Johnstone,0-1,0-1
1997-10-18,Rangers,Dunfermline,7-0,3-0
1997-10-25,Celtic,St Johnstone,2-0,2-0
1997-10-25,Dundee United,Rangers,2-1,1-0
1997-10-25,Kilmarnock,Hibernian,2-1,0-0
1997-10-25,Motherwell,Aberdeen,1-2,0-1
1997-10-26,Hearts,Dunfermline,3-1,1-0
1997-11-01,Aberdeen,Hearts,1-4,1-0
1997-11-01,Dunfermline,Celtic,0-2,0-0
1997-11-01,Hibernian,Dundee United,1-3,0-1
1997-11-01,Rangers,Kilmarnock,4-1,1-1
1997-11-01,St Johnstone,Motherwell,4-3,2-0
1997-11-08,Hearts,Hibernian,2-0,1-0
1997-11-08,Motherwell,Kilmarnock,0-1,0-0
1997-11-08,Rangers,Celtic,1-0,1-0
1997-11-08,St Johnstone,Dunfermline,0-2,0-1
1997-11-09,Dundee United,Aberdeen,5-0,3-0
1997-11-15,Aberdeen,Rangers,1-1,1-0
1997-11-15,Celtic,Motherwell,0-2,0-1
1997-11-15,Dunfermline,Hibernian,2-1,1-0
1997-11-15,Hearts,St Johnstone,2-1,0-0
1997-11-15,Kilmarnock,Dundee United,1-3,1-0
1997-11-19,Celtic,Rangers,1-1,0-0
1997-11-22,Celtic,Dundee United,4-0,1-0
1997-11-22,Dunfermline,Aberdeen,1-1,0-0
1997-11-22,Motherwell,Rangers,1-1,0-1
1997-11-22,St Johnstone,Hibernian,1-0,1-0
1997-11-23,Hearts,Kilmarnock,5-3,2-1
1997-11-29,Hibernian,Motherwell,1-1,0-0
1997-11-29,Kilmarnock,Dunfermline,2-1,2-1
1997-11-29,Rangers,St Johnstone,3-2,2-1
1997-12-06,Aberdeen,St Johnstone,1-1,0-0
1997-12-06,Dundee United,Dunfermline,0-0,0-0
1997-12-06,Hearts,Motherwell,2-0,1-0
1997-12-06,Kilmarnock,Celtic,0-0,0-0
1997-12-07,Rangers,Hibernian,1-0,0-0
1997-12-09,Aberdeen,Celtic,0-2,0-1
1997-12-09,Dundee United,Hearts,0-0,0-0
1997-12-13,Celtic,Hearts,1-0,0-0
1997-12-13,Dunfermline,Rangers,0-0,0-0
1997-12-13,Hibernian,Aberdeen,2-2,1-1
1997-12-13,Motherwell,Dundee United,1-0,0-0
1997-12-13,St Johnstone,Kilmarnock,1-1,0-0
1997-12-20,Celtic,Hibernian,5-0,2-0
1997-12-20,Dundee United,St Johnstone,2-1,2-0
1997-12-20,Hearts,Rangers,2-5,1-2
1997-12-20,Kilmarnock,Aberdeen,1-0,1-0
1997-12-20,Motherwell,Dunfermline,2-0,0-0
1997-12-27,Aberdeen,Motherwell,3-0,0-0
1997-12-27,Dunfermline,Hearts,1-3,1-2
1997-12-27,Hibernian,Kilmarnock,0-1,0-1
1997-12-27,Rangers,Dundee United,4-1,2-1
1997-12-27,St Johnstone,Celtic,1-0,0-0
1998-01-01,Hearts,Hibernian,2-2,2-0
1998-01-02,Celtic,Rangers,2-0,0-0
1998-01-03,Aberdeen,Dundee United,1-0,1-0
1998-01-03,Dunfermline,St Johnstone,0-1,0-1
1998-01-03,Kilmarnock,Motherwell,4-1,3-1
1998-01-10,Dundee United,Kilmarnock,1-1,1-0
1998-01-10,Hibernian,Dunfermline,1-0,1-0
1998-01-10,Motherwell,Celtic,1-1,0-0
1998-01-10,Rangers,Aberdeen,2-0,2-0
1998-01-12,St Johnstone,Hearts,2-3,0-2
1998-01-17,Hibernian,St Johnstone,0-1,0-0
1998-01-17,Kilmarnock,Hearts,2-2,1-2
1998-01-17,Rangers,Motherwell,1-0,1-0
1998-01-27,Dundee United,Celtic,1-2,1-0
1998-01-28,Aberdeen,Dunfermline,2-0,1-0
1998-01-31,Dunfermline,Kilmarnock,3-2,1-1
1998-01-31,Hearts,Dundee United,2-0,1-0
1998-01-31,Motherwell,Hibernian,6-2,3-2
1998-01-31,St Johnstone,Rangers,2-0,1-0
1998-02-02,Celtic,Aberdeen,3-1,2-1
1998-02-07,Aberdeen,Hibernian,3-0,1-0
1998-02-07,Dundee United,Motherwell,1-0,0-0
1998-02-07,Kilmarnock,St Johnstone,1-0,0-0
1998-02-07,Rangers,Dunfermline,1-1,0-0
1998-02-08,Hearts,Celtic,1-1,0-1
1998-02-21,Celtic,Kilmarnock,4-0,2-0
1998-02-21,Dunfermline,Dundee United,2-2,0-1
1998-02-21,Hibernian,Rangers,1-2,1-1
1998-02-21,Motherwell,Hearts,2-4,2-1
1998-02-21,St Johnstone,Aberdeen,0-1,0-1
1998-02-24,Dundee United,Hibernian,1-1,0-0
1998-02-24,Kilmarnock,Rangers,1-1,1-0
1998-02-25,Celtic,Dunfermline,5-1,3-0
1998-02-25,Hearts,Aberdeen,3-1,1-0
1998-02-25,Motherwell,St Johnstone,2-1,2-0
1998-02-28,Aberdeen,Kilmarnock,0-0,0-0
1998-02-28,Hibernian,Celtic,0-1,0-1
1998-02-28,Rangers,Hearts,2-2,1-1
1998-02-28,St Johnstone,Dundee United,1-1,0-1
1998-03-07,Dunfermline,Motherwell,2-1,1-1
1998-03-14,Dunfermline,Aberdeen,3-3,0-1
1998-03-14,Hearts,Kilmarnock,1-1,1-1
1998-03-14,Motherwell,Rangers,2-1,1-1
1998-03-14,St Johnstone,Hibernian,1-1,0-0
1998-03-15,Celtic,Dundee United,1-1,1-0
1998-03-21,Aberdeen,Celtic,0-1,0-1
1998-03-21,Dundee United,Hearts,0-1,0-1
1998-03-21,Hibernian,Motherwell,1-0,1-0
1998-03-21,Kilmarnock,Dunfermline,3-0,0-0
1998-03-21,Rangers,St Johnstone,2-1,1-1
1998-03-28,Celtic,Hearts,0-0,0-0
1998-03-28,Dunfermline,Rangers,2-3,1-1
1998-03-28,Hibernian,Aberdeen,1-1,0-0
1998-03-28,Motherwell,Dundee United,1-0,0-0
1998-03-28,St Johnstone,Kilmarnock,1-0,1-0
1998-04-01,Rangers,Hibernian,3-0,0-0
1998-04-04,Aberdeen,St Johnstone,0-1,0-1
1998-04-07,Dundee United,Dunfermline,2-2,0-2
1998-04-08,Hearts,Motherwell,1-1,0-0
1998-04-08,Kilmarnock,Celtic,1-2,1-1
1998-04-11,Dundee United,Aberdeen,0-0,0-0
1998-04-11,Hibernian,Hearts,2-1,0-0
1998-04-11,Motherwell,Kilmarnock,1-1,0-1
1998-04-11,St Johnstone,Dunfermline,0-0,0-0
1998-04-12,Rangers,Celtic,2-0,1-0
1998-04-18,Celtic,Motherwell,4-1,2-1
1998-04-18,Dunfermline,Hibernian,1-1,1-0
1998-04-18,Hearts,St Johnstone,1-1,0-0
1998-04-18,Kilmarnock,Dundee United,1-0,1-0
1998-04-19,Aberdeen,Rangers,1-0,1-0
1998-04-25,Celtic,Hibernian,0-0,0-0
1998-04-25,Dundee United,St Johnstone,0-2,0-0
1998-04-25,Hearts,Rangers,0-3,0-0
1998-04-25,Kilmarnock,Aberdeen,2-1,1-1
1998-04-25,Motherwell,Dunfermline,1-3,1-2
1998-05-02,Aberdeen,Hearts,2-2,1-2
1998-05-02,Hibernian,Dundee United,1-2,1-0
1998-05-02,Rangers,Kilmarnock,0-1,0-0
1998-05-02,St Johnstone,Motherwell,3-2,1-1
1998-05-03,Dunfermline,Celtic,1-1,0-1
1998-05-09,Celtic,St Johnstone,2-0,1-0
1998-05-09,Dundee United,Rangers,1-2,0-1
1998-05-09,Hearts,Dunfermline,2-0,1-0
1998-05-09,Kilmarnock,Hibernian,1-1,1-0
1998-05-09,Motherwell,Aberdeen,1-2,0-2
