Round,Date,Team 1,FT,HT,Team 2
?,(Sat) 8 Aug 2015 (W32),Airdrieonians (1),0-1,0-1,Forfar Athletic (1)
?,(Sat) 8 Aug 2015 (W32),Albion Rovers (1),3-0,2-0,Ayr United (1)
?,(Sat) 8 Aug 2015 (W32),Brechin City (1),1-6,0-4,Dunfermline Athletic (1)
?,(Sat) 8 Aug 2015 (W32),Cowdenbeath (1),1-2,0-1,Stranraer (1)
?,(Sat) 8 Aug 2015 (W32),Peterhead (1),2-2,0-2,Stenhousemuir (1)
?,(Sat) 15 Aug 2015 (W33),Ayr United (2),2-1,1-0,Brechin City (2)
?,(Sat) 15 Aug 2015 (W33),Dunfermline Athletic (2),7-1,4-0,Cowdenbeath (2)
?,(Sat) 15 Aug 2015 (W33),Forfar Athletic (2),4-0,0-0,Albion Rovers (2)
?,(Sat) 15 Aug 2015 (W33),Stenhousemuir (2),2-1,1-0,Airdrieonians (2)
?,(Sat) 15 Aug 2015 (W33),Stranraer (2),0-4,0-1,Peterhead (2)
?,(Sat) 22 Aug 2015 (W34),Brechin City (3),1-2,0-2,Airdrieonians (3)
?,(Sat) 22 Aug 2015 (W34),Cowdenbeath (3),1-0,1-0,Albion Rovers (3)
?,(Sat) 22 Aug 2015 (W34),Forfar Athletic (3),4-1,4-1,Stenhousemuir (3)
?,(Sat) 22 Aug 2015 (W34),Peterhead (3),2-1,1-1,Dunfermline Athletic (3)
?,(Sat) 22 Aug 2015 (W34),Stranraer (3),1-2,0-1,Ayr United (3)
?,(Sat) 29 Aug 2015 (W35),Airdrieonians (4),1-0,0-0,Peterhead (4)
?,(Sat) 29 Aug 2015 (W35),Albion Rovers (4),3-1,2-1,Brechin City (4)
?,(Sat) 29 Aug 2015 (W35),Ayr United (4),2-2,1-1,Forfar Athletic (4)
?,(Sat) 29 Aug 2015 (W35),Dunfermline Athletic (4),3-1,2-0,Stranraer (4)
?,(Sat) 29 Aug 2015 (W35),Stenhousemuir (4),4-2,2-0,Cowdenbeath (4)
?,(Tue) 1 Sep 2015 (W36),Ayr United (5),5-2,3-1,Stenhousemuir (5)
?,(Sat) 5 Sep 2015 (W36),Airdrieonians (5),3-2,1-1,Cowdenbeath (5)
?,(Sat) 5 Sep 2015 (W36),Forfar Athletic (5),0-4,0-2,Dunfermline Athletic (5)
?,(Sat) 5 Sep 2015 (W36),Peterhead (5),1-1,1-1,Albion Rovers (5)
?,(Sat) 5 Sep 2015 (W36),Stranraer (5),1-0,0-0,Brechin City (5)
?,(Sat) 12 Sep 2015 (W37),Albion Rovers (6),1-3,0-2,Airdrieonians (6)
?,(Sat) 12 Sep 2015 (W37),Brechin City (6),0-2,0-1,Forfar Athletic (6)
?,(Sat) 12 Sep 2015 (W37),Cowdenbeath (6),2-2,1-1,Peterhead (6)
?,(Sat) 12 Sep 2015 (W37),Dunfermline Athletic (6),0-2,0-1,Ayr United (6)
?,(Sat) 12 Sep 2015 (W37),Stenhousemuir (6),1-0,0-0,Stranraer (6)
?,(Sat) 19 Sep 2015 (W38),Airdrieonians (7),1-2,1-1,Ayr United (7)
?,(Sat) 19 Sep 2015 (W38),Cowdenbeath (7),2-1,1-0,Forfar Athletic (7)
?,(Sat) 19 Sep 2015 (W38),Peterhead (7),2-3,2-2,Brechin City (7)
?,(Sat) 19 Sep 2015 (W38),Stenhousemuir (7),0-5,0-3,Dunfermline Athletic (7)
?,(Sat) 19 Sep 2015 (W38),Stranraer (7),0-1,0-0,Albion Rovers (7)
?,(Sat) 26 Sep 2015 (W39),Albion Rovers (8),2-0,1-0,Stenhousemuir (8)
?,(Sat) 26 Sep 2015 (W39),Ayr United (8),1-1,0-0,Peterhead (8)
?,(Sat) 26 Sep 2015 (W39),Brechin City (8),2-0,0-0,Cowdenbeath (8)
?,(Sat) 26 Sep 2015 (W39),Dunfermline Athletic (8),1-1,0-1,Airdrieonians (8)
?,(Sat) 26 Sep 2015 (W39),Forfar Athletic (8),1-2,0-1,Stranraer (8)
?,(Sat) 3 Oct 2015 (W40),Airdrieonians (9),0-1,0-0,Stranraer (9)
?,(Sat) 3 Oct 2015 (W40),Ayr United (9),5-0,2-0,Cowdenbeath (9)
