Round,Date,Team 1,FT,HT,Team 2
?,(Sat) 4 Aug 2018 (W31),Celtic FC (1),3-1,2-0,Livingston FC (1)
?,(Sat) 4 Aug 2018 (W31),Hamilton Academical FC (1),1-4,1-1,Heart of Midlothian FC (1)
?,(Sat) 4 Aug 2018 (W31),Kilmarnock FC (1),2-0,0-0,St Johnstone FC (1)
?,(Sat) 4 Aug 2018 (W31),Saint Mirren FC (1),2-1,1-1,Dundee FC (1)
?,(Sun) 5 Aug 2018 (W31),Aberdeen FC (1),1-1,0-1,Rangers FC (1)
?,(Sun) 5 Aug 2018 (W31),Hibernian FC (1),3-0,2-0,Motherwell FC (1)
?,(Sat) 11 Aug 2018 (W32),Dundee FC (2),0-1,0-0,Aberdeen FC (2)
?,(Sat) 11 Aug 2018 (W32),Heart of Midlothian FC (2),1-0,0-0,Celtic FC (2)
?,(Sat) 11 Aug 2018 (W32),Livingston FC (2),0-0,0-0,Kilmarnock FC (2)
?,(Sat) 11 Aug 2018 (W32),Motherwell FC (2),0-1,0-0,Hamilton Academical FC (2)
?,(Sun) 12 Aug 2018 (W32),Rangers FC (2),2-0,2-0,Saint Mirren FC (2)
?,(Sun) 12 Aug 2018 (W32),St Johnstone FC (2),1-1,1-0,Hibernian FC (2)
?,(Sat) 25 Aug 2018 (W34),Hibernian FC (3),1-1,0-1,Aberdeen FC (3)
?,(Sat) 25 Aug 2018 (W34),Kilmarnock FC (3),0-1,0-0,Heart of Midlothian FC (3)
?,(Sat) 25 Aug 2018 (W34),St Johnstone FC (3),1-0,0-0,Dundee FC (3)
?,(Sat) 25 Aug 2018 (W34),Saint Mirren FC (3),0-2,0-2,Livingston FC (3)
?,(Sun) 26 Aug 2018 (W34),Celtic FC (3),1-0,0-0,Hamilton Academical FC (3)
?,(Sun) 26 Aug 2018 (W34),Motherwell FC (3),3-3,2-3,Rangers FC (3)
?,(Sat) 1 Sep 2018 (W35),Aberdeen FC (4),0-2,0-1,Kilmarnock FC (4)
?,(Sat) 1 Sep 2018 (W35),Dundee FC (4),1-3,0-0,Motherwell FC (4)
?,(Sat) 1 Sep 2018 (W35),Hamilton Academical FC (4),1-2,0-2,St Johnstone FC (4)
?,(Sat) 1 Sep 2018 (W35),Heart of Midlothian FC (4),4-1,4-1,Saint Mirren FC (4)
?,(Sat) 1 Sep 2018 (W35),Livingston FC (4),2-1,0-0,Hibernian FC (4)
?,(Sun) 2 Sep 2018 (W35),Celtic FC (4),1-0,0-0,Rangers FC (4)
?,(Fri) 14 Sep 2018 (W37),Saint Mirren FC (5),0-0,0-0,Celtic FC (5)
?,(Sat) 15 Sep 2018 (W37),Hibernian FC (5),3-2,2-2,Kilmarnock FC (5)
?,(Sat) 15 Sep 2018 (W37),Livingston FC (5),1-0,1-0,Hamilton Academical FC (5)
?,(Sat) 15 Sep 2018 (W37),Motherwell FC (5),0-1,0-1,Heart of Midlothian FC (5)
?,(Sat) 15 Sep 2018 (W37),Rangers FC (5),4-0,3-0,Dundee FC (5)
?,(Sat) 15 Sep 2018 (W37),St Johnstone FC (5),1-1,1-0,Aberdeen FC (5)
?,(Sat) 22 Sep 2018 (W38),Aberdeen FC (6),1-0,1-0,Motherwell FC (6)
?,(Sat) 22 Sep 2018 (W38),Dundee FC (6),0-3,0-0,Hibernian FC (6)
?,(Sat) 22 Sep 2018 (W38),Hamilton Academical FC (6),3-0,2-0,Saint Mirren FC (6)
?,(Sat) 22 Sep 2018 (W38),Heart of Midlothian FC (6),0-0,0-0,Livingston FC (6)
?,(Sun) 23 Sep 2018 (W38),Kilmarnock FC (6),2-1,0-1,Celtic FC (6)
?,(Sun) 23 Sep 2018 (W38),Rangers FC (6),5-1,2-0,St Johnstone FC (6)
?,(Sat) 29 Sep 2018 (W39),Celtic FC (7),1-0,0-0,Aberdeen FC (7)
?,(Sat) 29 Sep 2018 (W39),Hamilton Academical FC (7),0-2,0-1,Dundee FC (7)
?,(Sat) 29 Sep 2018 (W39),Heart of Midlothian FC (7),2-1,1-0,St Johnstone FC (7)
?,(Sat) 29 Sep 2018 (W39),Kilmarnock FC (7),3-1,2-1,Motherwell FC (7)
?,(Sat) 29 Sep 2018 (W39),Saint Mirren FC (7),0-1,0-1,Hibernian FC (7)
?,(Sun) 30 Sep 2018 (W39),Livingston FC (7),1-0,1-0,Rangers FC (7)
?,(Sat) 6 Oct 2018 (W40),Aberdeen FC (8),4-1,3-0,Saint Mirren FC (8)
?,(Sat) 6 Oct 2018 (W40),Dundee FC (8),1-2,1-1,Kilmarnock FC (8)
?,(Sat) 6 Oct 2018 (W40),Hibernian FC (8),6-0,3-0,Hamilton Academical FC (8)
?,(Sat) 6 Oct 2018 (W40),Motherwell FC (8),1-1,1-0,Livingston FC (8)
?,(Sun) 7 Oct 2018 (W40),Rangers FC (8),3-1,3-0,Heart of Midlothian FC (8)
?,(Sun) 7 Oct 2018 (W40),St Johnstone FC (8),0-6,0-5,Celtic FC (8)
?,(Sat) 20 Oct 2018 (W42),Celtic FC (9),4-2,2-0,Hibernian FC (9)
?,(Sat) 20 Oct 2018 (W42),Heart of Midlothian FC (9),2-1,2-0,Aberdeen FC (9)
?,(Sat) 20 Oct 2018 (W42),Livingston FC (9),4-0,2-0,Dundee FC (9)
?,(Sat) 20 Oct 2018 (W42),Motherwell FC (9),0-1,0-0,St Johnstone FC (9)
?,(Sat) 20 Oct 2018 (W42),Saint Mirren FC (9),1-2,1-0,Kilmarnock FC (9)
?,(Sun) 21 Oct 2018 (W42),Hamilton Academical FC (9),1-4,0-1,Rangers FC (9)
?,(Tue) 23 Oct 2018 (W43),Dundee FC (10),0-3,0-2,Heart of Midlothian FC (10)
?,(Sat) 27 Oct 2018 (W43),Kilmarnock FC (10),1-1,1-1,Hamilton Academical FC (10)
?,(Sat) 27 Oct 2018 (W43),St Johnstone FC (10),2-0,0-0,Saint Mirren FC (10)
?,(Wed) 31 Oct 2018 (W44),Aberdeen FC (10),3-0,2-0,Hamilton Academical FC (11)
?,(Wed) 31 Oct 2018 (W44),Dundee FC (11),0-5,0-4,Celtic FC (10)
?,(Wed) 31 Oct 2018 (W44),Heart of Midlothian FC (11),0-0,0-0,Hibernian FC (10)
?,(Wed) 31 Oct 2018 (W44),Livingston FC (10),0-1,0-1,St Johnstone FC (11)
?,(Wed) 31 Oct 2018 (W44),Rangers FC (10),1-1,1-1,Kilmarnock FC (11)
?,(Wed) 31 Oct 2018 (W44),Saint Mirren FC (11),0-2,0-1,Motherwell FC (10)
?,(Sat) 3 Nov 2018 (W44),Celtic FC (11),5-0,3-0,Heart of Midlothian FC (12)
?,(Sat) 3 Nov 2018 (W44),Hamilton Academical FC (12),1-0,0-0,Livingston FC (11)
?,(Sat) 3 Nov 2018 (W44),Hibernian FC (11),0-1,0-0,St Johnstone FC (12)
?,(Sat) 3 Nov 2018 (W44),Motherwell FC (11),1-0,0-0,Dundee FC (12)
?,(Sat) 3 Nov 2018 (W44),Saint Mirren FC (12),0-2,0-0,Rangers FC (11)
?,(Sun) 4 Nov 2018 (W44),Kilmarnock FC (12),1-2,1-0,Aberdeen FC (11)
?,(Fri) 9 Nov 2018 (W45),Aberdeen FC (12),1-0,1-0,Hibernian FC (12)
?,(Sat) 10 Nov 2018 (W45),Dundee FC (13),1-1,1-1,Saint Mirren FC (13)
?,(Sat) 10 Nov 2018 (W45),Heart of Midlothian FC (13),0-1,0-0,Kilmarnock FC (13)
?,(Sat) 10 Nov 2018 (W45),St Johnstone FC (13),4-0,2-0,Hamilton Academical FC (13)
?,(Sun) 11 Nov 2018 (W45),Livingston FC (12),0-0,0-0,Celtic FC (12)
?,(Sun) 11 Nov 2018 (W45),Rangers FC (12),7-1,3-1,Motherwell FC (12)
?,(Sat) 24 Nov 2018 (W47),Hamilton Academical FC (14),0-3,0-1,Celtic FC (13)
?,(Sat) 24 Nov 2018 (W47),Hibernian FC (13),2-2,2-1,Dundee FC (14)
?,(Sat) 24 Nov 2018 (W47),Motherwell FC (13),3-0,2-0,Aberdeen FC (13)
?,(Sat) 24 Nov 2018 (W47),Rangers FC (13),3-0,1-0,Livingston FC (13)
?,(Sat) 24 Nov 2018 (W47),St Johnstone FC (14),0-0,0-0,Kilmarnock FC (14)
?,(Sat) 24 Nov 2018 (W47),Saint Mirren FC (14),2-0,0-0,Heart of Midlothian FC (14)
?,(Sat) 1 Dec 2018 (W48),Kilmarnock FC (15),3-0,2-0,Hibernian FC (14)
?,(Sat) 1 Dec 2018 (W48),Livingston FC (14),2-0,1-0,Motherwell FC (14)
?,(Sat) 1 Dec 2018 (W48),Saint Mirren FC (15),1-3,1-2,Hamilton Academical FC (15)
?,(Sun) 2 Dec 2018 (W48),Heart of Midlothian FC (15),1-2,1-2,Rangers FC (14)
?,(Wed) 5 Dec 2018 (W49),Dundee FC (15),4-0,1-0,Hamilton Academical FC (16)
?,(Wed) 5 Dec 2018 (W49),Hibernian FC (15),2-2,0-1,Saint Mirren FC (16)
?,(Wed) 5 Dec 2018 (W49),Kilmarnock FC (16),2-0,2-0,Livingston FC (15)
?,(Wed) 5 Dec 2018 (W49),Motherwell FC (15),1-1,0-1,Celtic FC (14)
?,(Wed) 5 Dec 2018 (W49),Rangers FC (15),0-1,0-1,Aberdeen FC (14)
?,(Wed) 5 Dec 2018 (W49),St Johnstone FC (15),2-2,1-2,Heart of Midlothian FC (16)
?,(Sat) 8 Dec 2018 (W49),Aberdeen FC (15),0-2,0-0,St Johnstone FC (16)
?,(Sat) 8 Dec 2018 (W49),Celtic FC (15),5-1,4-0,Kilmarnock FC (17)
?,(Sat) 8 Dec 2018 (W49),Hamilton Academical FC (17),0-1,0-0,Hibernian FC (16)
?,(Sat) 8 Dec 2018 (W49),Heart of Midlothian FC (17),1-0,1-0,Motherwell FC (16)
?,(Sat) 8 Dec 2018 (W49),Livingston FC (16),3-1,0-1,Saint Mirren FC (17)
?,(Sun) 9 Dec 2018 (W49),Dundee FC (16),1-1,1-1,Rangers FC (16)
?,(Tue) 11 Dec 2018 (W50),Aberdeen FC (16),3-2,1-2,Livingston FC (17)
?,(Fri) 14 Dec 2018 (W50),Livingston FC (18),5-0,0-0,Heart of Midlothian FC (18)
?,(Sat) 15 Dec 2018 (W50),Kilmarnock FC (18),3-1,0-0,Dundee FC (17)
?,(Sat) 15 Dec 2018 (W50),St Johnstone FC (17),1-2,0-2,Motherwell FC (17)
?,(Sat) 15 Dec 2018 (W50),Saint Mirren FC (18),1-2,1-1,Aberdeen FC (17)
?,(Sun) 16 Dec 2018 (W50),Hibernian FC (17),2-0,1-0,Celtic FC (16)
?,(Sun) 16 Dec 2018 (W50),Rangers FC (17),1-0,1-0,Hamilton Academical FC (18)
?,(Tue) 18 Dec 2018 (W51),Aberdeen FC (18),5-1,2-0,Dundee FC (18)
?,(Wed) 19 Dec 2018 (W51),Celtic FC (17),3-0,3-0,Motherwell FC (18)
?,(Wed) 19 Dec 2018 (W51),Hibernian FC (18),0-0,0-0,Rangers FC (18)
?,(Sat) 22 Dec 2018 (W51),Aberdeen FC (19),2-0,1-0,Heart of Midlothian FC (19)
?,(Sat) 22 Dec 2018 (W51),Celtic FC (18),3-0,1-0,Dundee FC (19)
?,(Sat) 22 Dec 2018 (W51),Hamilton Academical FC (19),1-1,1-1,Kilmarnock FC (19)
?,(Sat) 22 Dec 2018 (W51),Hibernian FC (19),1-1,0-0,Livingston FC (19)
?,(Sat) 22 Dec 2018 (W51),Motherwell FC (19),0-1,0-0,Saint Mirren FC (19)
?,(Sun) 23 Dec 2018 (W51),St Johnstone FC (18),1-2,1-0,Rangers FC (19)
?,(Wed) 26 Dec 2018 (W52),Aberdeen FC (20),3-4,1-1,Celtic FC (19)
?,(Wed) 26 Dec 2018 (W52),Dundee FC (20),0-0,0-0,Livingston FC (20)
?,(Wed) 26 Dec 2018 (W52),Heart of Midlothian FC (20),2-0,2-0,Hamilton Academical FC (20)
?,(Wed) 26 Dec 2018 (W52),Motherwell FC (20),0-1,0-1,Kilmarnock FC (20)
?,(Wed) 26 Dec 2018 (W52),Rangers FC (20),1-1,1-0,Hibernian FC (20)
?,(Wed) 26 Dec 2018 (W52),Saint Mirren FC (20),0-1,0-0,St Johnstone FC (19)
?,(Sat) 29 Dec 2018 (W52),Dundee FC (21),0-2,0-1,St Johnstone FC (20)
?,(Sat) 29 Dec 2018 (W52),Hamilton Academical FC (21),1-2,1-1,Motherwell FC (21)
?,(Sat) 29 Dec 2018 (W52),Hibernian FC (21),0-1,0-1,Heart of Midlothian FC (21)
?,(Sat) 29 Dec 2018 (W52),Kilmarnock FC (21),2-1,2-1,Saint Mirren FC (21)
?,(Sat) 29 Dec 2018 (W52),Livingston FC (21),1-2,0-0,Aberdeen FC (21)
?,(Sat) 29 Dec 2018 (W52),Rangers FC (21),1-0,1-0,Celtic FC (20)
?,(Wed) 23 Jan 2019 (W4),Celtic FC (21),4-0,2-0,Saint Mirren FC (22)
?,(Wed) 23 Jan 2019 (W4),Hamilton Academical FC (22),0-3,0-1,Aberdeen FC (22)
?,(Wed) 23 Jan 2019 (W4),Heart of Midlothian FC (22),1-2,1-1,Dundee FC (22)
?,(Wed) 23 Jan 2019 (W4),Kilmarnock FC (22),2-1,1-1,Rangers FC (22)
?,(Wed) 23 Jan 2019 (W4),Motherwell FC (22),1-0,1-0,Hibernian FC (22)
?,(Wed) 23 Jan 2019 (W4),St Johnstone FC (21),1-0,0-0,Livingston FC (22)
?,(Sat) 26 Jan 2019 (W4),Aberdeen FC (23),0-0,0-0,Kilmarnock FC (23)
?,(Sat) 26 Jan 2019 (W4),Celtic FC (22),3-0,1-0,Hamilton Academical FC (23)
?,(Sat) 26 Jan 2019 (W4),Dundee FC (23),0-1,0-0,Motherwell FC (23)
?,(Sat) 26 Jan 2019 (W4),Heart of Midlothian FC (23),2-0,0-0,St Johnstone FC (22)
?,(Sun) 27 Jan 2019 (W4),Livingston FC (23),0-3,0-1,Rangers FC (23)
?,(Sun) 27 Jan 2019 (W4),Saint Mirren FC (23),1-3,1-0,Hibernian FC (23)
?,(Wed) 30 Jan 2019 (W5),Celtic FC (23),2-0,0-0,St Johnstone FC (23)
?,(Fri) 1 Feb 2019 (W5),Kilmarnock FC (24),1-2,1-2,Heart of Midlothian FC (24)
?,(Sat) 2 Feb 2019 (W5),Hamilton Academical FC (24),1-1,0-0,Dundee FC (24)
?,(Sat) 2 Feb 2019 (W5),Hibernian FC (24),1-2,1-2,Aberdeen FC (24)
?,(Sat) 2 Feb 2019 (W5),Motherwell FC (24),3-0,3-0,Livingston FC (24)
?,(Sat) 2 Feb 2019 (W5),Rangers FC (24),4-0,1-0,Saint Mirren FC (24)
?,(Sun) 3 Feb 2019 (W5),St Johnstone FC (24),0-2,0-0,Celtic FC (24)
?,(Wed) 6 Feb 2019 (W6),Aberdeen FC (25),2-4,1-3,Rangers FC (25)
?,(Wed) 6 Feb 2019 (W6),Celtic FC (25),2-0,1-0,Hibernian FC (25)
?,(Wed) 6 Feb 2019 (W6),Dundee FC (25),2-2,2-1,Kilmarnock FC (25)
?,(Wed) 6 Feb 2019 (W6),Hamilton Academical FC (25),2-1,0-0,St Johnstone FC (25)
?,(Wed) 6 Feb 2019 (W6),Heart of Midlothian FC (25),0-0,0-0,Livingston FC (25)
?,(Wed) 6 Feb 2019 (W6),Saint Mirren FC (25),1-2,0-1,Motherwell FC (25)
?,(Sat) 16 Feb 2019 (W7),Aberdeen FC (26),2-2,1-1,Saint Mirren FC (26)
?,(Sat) 16 Feb 2019 (W7),Hibernian FC (26),2-0,2-0,Hamilton Academical FC (26)
?,(Sat) 16 Feb 2019 (W7),Livingston FC (26),1-2,1-0,Dundee FC (26)
?,(Sat) 16 Feb 2019 (W7),Rangers FC (26),0-0,0-0,St Johnstone FC (26)
?,(Sun) 17 Feb 2019 (W7),Kilmarnock FC (26),0-1,0-0,Celtic FC (26)
?,(Sun) 17 Feb 2019 (W7),Motherwell FC (26),2-1,1-1,Heart of Midlothian FC (26)
?,(Fri) 22 Feb 2019 (W8),Dundee FC (27),2-4,1-2,Hibernian FC (27)
