Date,Team 1,FT,Team 2
Sat Aug 19 1961,Southend United,2-1,Bradford Park Avenue
Sat Aug 19 1961,Halifax Town,3-1,Barnsley
Sat Aug 19 1961,Swindon Town,1-3,Portsmouth
Sat Aug 19 1961,Queens Park Rangers,3-0,Brentford
Sat Aug 19 1961,Lincoln City,0-2,AFC Bournemouth
Sat Aug 19 1961,Torquay United,1-2,Crystal Palace
Sat Aug 19 1961,Newport County,0-2,Grimsby Town
Sat Aug 19 1961,Shrewsbury Town,4-2,Port Vale
Sat Aug 19 1961,Watford,0-0,Northampton Town
Sat Aug 19 1961,Notts County,1-0,Bristol City
Sat Aug 19 1961,Peterborough United,3-2,Hull City
Sat Aug 19 1961,Reading,4-0,Coventry City
Mon Aug 21 1961,Newport County,0-2,Barnsley
Mon Aug 21 1961,Queens Park Rangers,3-6,Reading
Mon Aug 21 1961,Port Vale,4-0,Hull City
Mon Aug 21 1961,Coventry City,2-1,Swindon Town
Tue Aug 22 1961,Bristol City,1-0,Northampton Town
Tue Aug 22 1961,Watford,2-3,Peterborough United
Tue Aug 22 1961,Brentford,0-2,Halifax Town
Tue Aug 22 1961,Grimsby Town,2-3,Torquay United
Wed Aug 23 1961,Bradford Park Avenue,2-0,Lincoln City
Wed Aug 23 1961,Crystal Palace,4-1,Notts County
Wed Aug 23 1961,Portsmouth,1-0,Southend United
Wed Aug 23 1961,AFC Bournemouth,0-0,Shrewsbury Town
Fri Aug 25 1961,Coventry City,3-0,Newport County
Sat Aug 26 1961,Barnsley,2-4,Queens Park Rangers
Sat Aug 26 1961,Brentford,1-2,Reading
Sat Aug 26 1961,Watford,3-3,Lincoln City
Sat Aug 26 1961,Grimsby Town,3-1,Southend United
Sat Aug 26 1961,Hull City,1-0,Northampton Town
Sat Aug 26 1961,Bristol City,0-1,Shrewsbury Town
Sat Aug 26 1961,Crystal Palace,3-1,Swindon Town
Sat Aug 26 1961,Bradford Park Avenue,3-2,Notts County
Sat Aug 26 1961,Port Vale,0-1,Peterborough United
Sat Aug 26 1961,AFC Bournemouth,3-1,Torquay United
Sat Aug 26 1961,Portsmouth,1-1,Halifax Town
Mon Aug 28 1961,Southend United,2-2,Portsmouth
Mon Aug 28 1961,Halifax Town,1-0,Brentford
Mon Aug 28 1961,Peterborough United,4-3,Watford
Tue Aug 29 1961,Swindon Town,3-3,Coventry City
Tue Aug 29 1961,Northampton Town,0-1,Bristol City
Wed Aug 30 1961,Shrewsbury Town,2-2,AFC Bournemouth
Wed Aug 30 1961,Lincoln City,3-2,Bradford Park Avenue
Wed Aug 30 1961,Torquay United,1-2,Grimsby Town
Wed Aug 30 1961,Barnsley,1-1,Newport County
Wed Aug 30 1961,Reading,0-2,Queens Park Rangers
Thu Aug 31 1961,Notts County,0-0,Crystal Palace
Thu Aug 31 1961,Hull City,3-1,Port Vale
Sat Sep 2 1961,Barnsley,2-3,Reading
Sat Sep 2 1961,Notts County,2-0,Grimsby Town
Sat Sep 2 1961,Swindon Town,1-1,AFC Bournemouth
Sat Sep 2 1961,Lincoln City,0-3,Hull City
Sat Sep 2 1961,Northampton Town,1-1,Port Vale
Sat Sep 2 1961,Halifax Town,1-1,Crystal Palace
Sat Sep 2 1961,Queens Park Rangers,0-1,Portsmouth
Sat Sep 2 1961,Newport County,6-1,Brentford
Sat Sep 2 1961,Southend United,2-0,Coventry City
Sat Sep 2 1961,Torquay United,3-4,Watford
Sat Sep 2 1961,Shrewsbury Town,4-1,Bradford Park Avenue
Sat Sep 2 1961,Peterborough United,3-4,Bristol City
Mon Sep 4 1961,Queens Park Rangers,6-1,Swindon Town
Mon Sep 4 1961,Coventry City,3-1,Halifax Town
Mon Sep 4 1961,Port Vale,0-0,Southend United
Tue Sep 5 1961,Watford,1-1,Shrewsbury Town
Tue Sep 5 1961,Bristol City,1-2,Newport County
Tue Sep 5 1961,Grimsby Town,1-0,Brentford
Wed Sep 6 1961,Bradford Park Avenue,1-3,Reading
Wed Sep 6 1961,AFC Bournemouth,1-1,Hull City
Wed Sep 6 1961,Crystal Palace,1-4,Northampton Town
Wed Sep 6 1961,Portsmouth,0-0,Lincoln City
Thu Sep 7 1961,Torquay United,6-2,Barnsley
Thu Sep 7 1961,Notts County,2-2,Peterborough United
Fri Sep 8 1961,Reading,2-1,Newport County
Sat Sep 9 1961,Northampton Town,2-2,Lincoln City
Sat Sep 9 1961,Watford,2-0,Swindon Town
Sat Sep 9 1961,AFC Bournemouth,2-1,Halifax Town
Sat Sep 9 1961,Crystal Palace,2-2,Queens Park Rangers
Sat Sep 9 1961,Hull City,4-0,Torquay United
Sat Sep 9 1961,Bradford Park Avenue,6-2,Peterborough United
Sat Sep 9 1961,Grimsby Town,2-1,Shrewsbury Town
Sat Sep 9 1961,Portsmouth,3-2,Barnsley
Sat Sep 9 1961,Coventry City,2-2,Notts County
Sat Sep 9 1961,Bristol City,0-1,Port Vale
Sat Sep 9 1961,Brentford,0-0,Southend United
Sat Sep 16 1961,Shrewsbury Town,1-1,Coventry City
Sat Sep 16 1961,Torquay United,1-2,Northampton Town
Sat Sep 16 1961,Lincoln City,1-1,Bristol City
Sat Sep 16 1961,Notts County,3-1,Brentford
Sat Sep 16 1961,Swindon Town,1-1,Hull City
Sat Sep 16 1961,Peterborough United,2-1,Grimsby Town
Sat Sep 16 1961,Barnsley,0-3,Crystal Palace
Sat Sep 16 1961,Halifax Town,2-0,Watford
Sat Sep 16 1961,Queens Park Rangers,1-1,AFC Bournemouth
Sat Sep 16 1961,Southend United,0-2,Reading
Sat Sep 16 1961,Port Vale,3-2,Bradford Park Avenue
Sat Sep 16 1961,Portsmouth,2-2,Newport County
Mon Sep 18 1961,Northampton Town,0-3,AFC Bournemouth
Mon Sep 18 1961,Newport County,1-2,Bradford Park Avenue
Mon Sep 18 1961,Southend United,1-0,Bristol City
Tue Sep 19 1961,Brentford,2-1,Coventry City
Tue Sep 19 1961,Swindon Town,1-1,Barnsley
Wed Sep 20 1961,Shrewsbury Town,3-4,Peterborough United
Wed Sep 20 1961,Torquay United,0-2,Portsmouth
Wed Sep 20 1961,Reading,1-2,Grimsby Town
Wed Sep 20 1961,Crystal Palace,1-3,Lincoln City
Thu Sep 21 1961,Notts County,2-3,Port Vale
Thu Sep 21 1961,Hull City,1-0,Watford
Sat Sep 23 1961,Coventry City,1-3,Peterborough United
Sat Sep 23 1961,Crystal Palace,1-2,Portsmouth
Sat Sep 23 1961,Newport County,0-3,Southend United
Sat Sep 23 1961,Hull City,1-2,Halifax Town
Sat Sep 23 1961,Bradford Park Avenue,2-0,Bristol City
Sat Sep 23 1961,Reading,4-2,Notts County
Sat Sep 23 1961,Northampton Town,1-2,Swindon Town
Sat Sep 23 1961,Brentford,4-0,Shrewsbury Town
Sat Sep 23 1961,Grimsby Town,1-1,Port Vale
Sat Sep 23 1961,Watford,3-2,Queens Park Rangers
Sat Sep 23 1961,Lincoln City,1-3,Torquay United
Sat Sep 23 1961,AFC Bournemouth,5-0,Barnsley
Mon Sep 25 1961,Coventry City,2-0,Brentford
Mon Sep 25 1961,Port Vale,1-0,Notts County
Mon Sep 25 1961,Queens Park Rangers,6-2,Halifax Town
Mon Sep 25 1961,Peterborough United,0-3,Shrewsbury Town
Tue Sep 26 1961,Grimsby Town,4-0,Reading
Tue Sep 26 1961,Bristol City,3-2,Southend United
Tue Sep 26 1961,Watford,1-1,Hull City
Wed Sep 27 1961,Portsmouth,2-0,Torquay United
Wed Sep 27 1961,AFC Bournemouth,3-2,Northampton Town
Wed Sep 27 1961,Lincoln City,3-2,Crystal Palace
Wed Sep 27 1961,Barnsley,6-2,Swindon Town
Fri Sep 29 1961,Bristol City,3-0,Grimsby Town
Sat Sep 30 1961,Shrewsbury Town,4-1,Reading
Sat Sep 30 1961,Swindon Town,4-0,Lincoln City
Sat Sep 30 1961,Queens Park Rangers,1-1,Hull City
Sat Sep 30 1961,Crystal Palace,2-2,Southend United
Sat Sep 30 1961,Port Vale,2-0,Coventry City
Sat Sep 30 1961,Torquay United,1-3,Bradford Park Avenue
Sat Sep 30 1961,Barnsley,3-0,Watford
Sat Sep 30 1961,Notts County,8-1,Newport County
Sat Sep 30 1961,Peterborough United,6-0,Brentford
Sat Sep 30 1961,Halifax Town,1-3,Northampton Town
Sat Sep 30 1961,Portsmouth,1-1,AFC Bournemouth
Mon Oct 2 1961,Southend United,1-1,Shrewsbury Town
Mon Oct 2 1961,Newport County,2-3,Peterborough United
Tue Oct 3 1961,Swindon Town,0-0,Grimsby Town
Tue Oct 3 1961,Watford,3-2,Crystal Palace
Tue Oct 3 1961,Bristol City,3-0,Brentford
Tue Oct 3 1961,Northampton Town,3-1,Barnsley
Wed Oct 4 1961,AFC Bournemouth,2-1,Notts County
Wed Oct 4 1961,Reading,0-0,Port Vale
Fri Oct 6 1961,Coventry City,2-2,Torquay United
Fri Oct 6 1961,Reading,3-2,Halifax Town
Sat Oct 7 1961,Newport County,2-4,Queens Park Rangers
Sat Oct 7 1961,Bristol City,1-1,Hull City
Sat Oct 7 1961,Brentford,1-0,Swindon Town
Sat Oct 7 1961,Port Vale,1-3,Watford
Sat Oct 7 1961,Grimsby Town,4-1,Lincoln City
Sat Oct 7 1961,Bradford Park Avenue,1-2,Northampton Town
Sat Oct 7 1961,Notts County,2-1,Portsmouth
Sat Oct 7 1961,Peterborough United,1-2,AFC Bournemouth
Sat Oct 7 1961,Shrewsbury Town,1-5,Crystal Palace
Sat Oct 7 1961,Southend United,1-2,Barnsley
Mon Oct 9 1961,Queens Park Rangers,1-3,Lincoln City
Mon Oct 9 1961,Port Vale,2-1,Reading
Mon Oct 9 1961,Peterborough United,2-1,Newport County
Mon Oct 9 1961,Coventry City,3-0,Bradford Park Avenue
Tue Oct 10 1961,Brentford,0-2,Bristol City
Tue Oct 10 1961,Grimsby Town,0-1,Swindon Town
Wed Oct 11 1961,Portsmouth,2-1,Hull City
Wed Oct 11 1961,Crystal Palace,1-1,Watford
Wed Oct 11 1961,Torquay United,2-3,Halifax Town
Wed Oct 11 1961,Barnsley,3-2,Northampton Town
Thu Oct 12 1961,Notts County,3-2,AFC Bournemouth
Fri Oct 13 1961,Swindon Town,4-1,Reading
Sat Oct 14 1961,Queens Park Rangers,5-3,Southend United
Sat Oct 14 1961,Lincoln City,1-2,Coventry City
Sat Oct 14 1961,Halifax Town,0-0,Newport County
