Date,Team 1,FT,Team 2
Sat Aug 31 1929,Wigan Borough,0-2,York City
Sat Aug 31 1929,Lincoln City,0-0,Rochdale
Sat Aug 31 1929,Carlisle United,2-0,Crewe Alexandra
Sat Aug 31 1929,Halifax Town,1-2,Port Vale
Sat Aug 31 1929,Nelson,2-2,Southport
Sat Aug 31 1929,Tranmere Rovers,5-4,Rotherham United
Sat Aug 31 1929,Doncaster Rovers,3-1,Accrington Stanley
Sat Aug 31 1929,Barrow,3-0,New Brighton
Sat Aug 31 1929,Wrexham,1-1,Stockport County
Sat Aug 31 1929,Hartlepool United,2-5,Darlington
Sat Aug 31 1929,Chesterfield,1-2,South Shields
Mon Sep 2 1929,Hartlepool United,2-2,Accrington Stanley
Mon Sep 2 1929,New Brighton,0-1,Port Vale
Mon Sep 2 1929,Stockport County,5-0,Barrow
Mon Sep 2 1929,Tranmere Rovers,3-3,Halifax Town
Mon Sep 2 1929,Crewe Alexandra,2-1,Wigan Borough
Mon Sep 2 1929,Doncaster Rovers,1-0,South Shields
Mon Sep 2 1929,Rotherham United,1-0,Lincoln City
Tue Sep 3 1929,Southport,4-3,Carlisle United
Tue Sep 3 1929,Rochdale,2-1,Chesterfield
Wed Sep 4 1929,York City,0-0,Wrexham
Wed Sep 4 1929,Darlington,6-1,Nelson
Sat Sep 7 1929,Rotherham United,2-0,Halifax Town
Sat Sep 7 1929,Darlington,6-2,Doncaster Rovers
Sat Sep 7 1929,Accrington Stanley,3-0,Chesterfield
Sat Sep 7 1929,Crewe Alexandra,4-0,Nelson
Sat Sep 7 1929,Southport,1-1,Hartlepool United
Sat Sep 7 1929,Rochdale,2-1,Tranmere Rovers
Sat Sep 7 1929,South Shields,3-1,Lincoln City
Sat Sep 7 1929,New Brighton,2-1,Wrexham
Sat Sep 7 1929,Port Vale,5-0,Barrow
Sat Sep 7 1929,Stockport County,1-1,Wigan Borough
Sat Sep 7 1929,York City,2-2,Carlisle United
Mon Sep 9 1929,Port Vale,5-1,New Brighton
Mon Sep 9 1929,Barrow,1-4,Stockport County
Mon Sep 9 1929,Accrington Stanley,3-0,Hartlepool United
Mon Sep 9 1929,Lincoln City,1-1,Rotherham United
Mon Sep 9 1929,Halifax Town,0-1,Tranmere Rovers
Wed Sep 11 1929,Wrexham,1-1,York City
Wed Sep 11 1929,South Shields,2-1,Doncaster Rovers
Wed Sep 11 1929,Nelson,0-1,Darlington
Thu Sep 12 1929,Carlisle United,4-0,Southport
Sat Sep 14 1929,Nelson,3-1,York City
Sat Sep 14 1929,Wrexham,0-2,Port Vale
Sat Sep 14 1929,Halifax Town,2-3,Rochdale
Sat Sep 14 1929,South Shields,1-5,Tranmere Rovers
Sat Sep 14 1929,Chesterfield,4-1,Darlington
Sat Sep 14 1929,Southport,0-3,Crewe Alexandra
Sat Sep 14 1929,Carlisle United,1-5,Stockport County
Sat Sep 14 1929,Lincoln City,3-3,Accrington Stanley
Sat Sep 14 1929,Doncaster Rovers,0-0,Hartlepool United
Sat Sep 14 1929,Wigan Borough,5-0,New Brighton
Sat Sep 14 1929,Barrow,5-1,Rotherham United
Mon Sep 16 1929,Halifax Town,1-0,Doncaster Rovers
Mon Sep 16 1929,Lincoln City,3-2,Port Vale
Tue Sep 17 1929,Rochdale,4-1,Darlington
Wed Sep 18 1929,York City,3-0,New Brighton
Sat Sep 21 1929,New Brighton,2-1,Carlisle United
