Date,Team 1,FT,Team 2
Sat Aug 9 2003,Hull City,4-1,Darlington
Sat Aug 9 2003,Carlisle United,1-2,York City
Sat Aug 9 2003,Leyton Orient,1-3,Doncaster Rovers
Sat Aug 9 2003,Rochdale,1-3,Yeovil
Sat Aug 9 2003,Lincoln City,0-1,Oxford United
Sat Aug 9 2003,Scunthorpe United,1-2,Bristol Rovers
Sat Aug 9 2003,Southend United,2-0,Cheltenham
Sat Aug 9 2003,Huddersfield Town,2-2,Cambridge United
Sat Aug 9 2003,Northampton Town,0-1,Torquay United
Sat Aug 9 2003,Macclesfield,0-0,Boston United
Sat Aug 9 2003,Swansea City,4-2,Bury
Sat Aug 9 2003,Kidderminster Harriers,2-1,Mansfield Town
Sat Aug 16 2003,Torquay United,1-0,Lincoln City
Sat Aug 16 2003,Cheltenham,3-4,Swansea City
Sat Aug 16 2003,York City,1-0,Northampton Town
Sat Aug 16 2003,Bristol Rovers,0-0,Rochdale
Sat Aug 16 2003,Oxford United,2-1,Hull City
Sat Aug 16 2003,Yeovil,3-0,Carlisle United
Sat Aug 16 2003,Boston United,2-2,Huddersfield Town
Sat Aug 16 2003,Darlington,0-2,Kidderminster Harriers
Sat Aug 16 2003,Cambridge United,3-1,Macclesfield
Sat Aug 16 2003,Mansfield Town,1-1,Leyton Orient
Sat Aug 16 2003,Bury,2-3,Scunthorpe United
Sat Aug 16 2003,Doncaster Rovers,2-0,Southend United
Fri Aug 22 2003,Northampton Town,1-0,Darlington
Fri Aug 22 2003,Swansea City,3-0,Boston United
Sat Aug 23 2003,Huddersfield Town,0-1,York City
Sat Aug 23 2003,Kidderminster Harriers,0-2,Bury
Sat Aug 23 2003,Macclesfield,1-1,Torquay United
Sat Aug 23 2003,Leyton Orient,2-0,Yeovil
Sat Aug 23 2003,Lincoln City,0-0,Doncaster Rovers
Sat Aug 23 2003,Southend United,0-3,Mansfield Town
Sat Aug 23 2003,Scunthorpe United,1-1,Oxford United
Sat Aug 23 2003,Carlisle United,0-2,Bristol Rovers
Sat Aug 23 2003,Hull City,3-3,Cheltenham
Sat Aug 23 2003,Rochdale,2-2,Cambridge United
Mon Aug 25 2003,Cambridge United,0-2,Hull City
Mon Aug 25 2003,Doncaster Rovers,1-1,Huddersfield Town
Mon Aug 25 2003,Darlington,2-1,Leyton Orient
Mon Aug 25 2003,Bristol Rovers,2-2,Macclesfield
Mon Aug 25 2003,Torquay United,1-3,Rochdale
Mon Aug 25 2003,Bury,2-1,Lincoln City
Mon Aug 25 2003,Boston United,1-0,Carlisle United
Mon Aug 25 2003,Cheltenham,2-1,Kidderminster Harriers
Mon Aug 25 2003,Oxford United,3-0,Swansea City
Mon Aug 25 2003,Yeovil,0-2,Northampton Town
Tue Aug 26 2003,York City,2-0,Southend United
Tue Aug 26 2003,Mansfield Town,5-0,Scunthorpe United
Sat Aug 30 2003,Carlisle United,0-0,Cambridge United
Sat Aug 30 2003,Huddersfield Town,2-1,Bristol Rovers
Sat Aug 30 2003,Kidderminster Harriers,1-1,Oxford United
Sat Aug 30 2003,Scunthorpe United,2-1,Torquay United
Sat Aug 30 2003,Lincoln City,3-0,York City
Sat Aug 30 2003,Hull City,2-1,Boston United
Sat Aug 30 2003,Leyton Orient,1-4,Cheltenham
Sat Aug 30 2003,Rochdale,4-2,Darlington
Sat Aug 30 2003,Swansea City,4-1,Mansfield Town
Sat Aug 30 2003,Northampton Town,1-0,Doncaster Rovers
Sat Aug 30 2003,Southend United,1-0,Bury
Sat Aug 30 2003,Macclesfield,4-1,Yeovil
Fri Sep 5 2003,Cheltenham,4-3,Northampton Town
Fri Sep 5 2003,Cambridge United,0-0,Lincoln City
Sat Sep 6 2003,Bristol Rovers,1-0,Kidderminster Harriers
Sat Sep 6 2003,York City,1-2,Rochdale
Sat Sep 6 2003,Yeovil,2-0,Swansea City
