Date,Team 1,Team 2,FT,HT
2010-08-14,Aberdeen,Hamilton,4-0,2-0
2010-08-14,Hearts,St Johnstone,1-1,1-1
2010-08-14,Inverness C,Celtic,0-1,0-0
2010-08-14,Rangers,Kilmarnock,2-1,1-0
2010-08-14,St Mirren,Dundee United,1-1,0-0
2010-08-15,Motherwell,Hibernian,2-3,1-1
2010-08-21,Hamilton,Hearts,0-4,0-2
2010-08-21,St Johnstone,Aberdeen,0-1,0-0
2010-08-22,Celtic,St Mirren,4-0,2-0
2010-08-22,Dundee United,Inverness C,0-4,0-1
2010-08-22,Hibernian,Rangers,0-3,0-0
2010-08-22,Kilmarnock,Motherwell,0-1,0-1
2010-08-28,Aberdeen,Kilmarnock,0-1,0-0
2010-08-28,Inverness C,Hamilton,0-1,0-1
2010-08-28,Rangers,St Johnstone,2-1,1-1
2010-08-29,Hearts,Dundee United,1-1,1-0
2010-08-29,Motherwell,Celtic,0-1,0-0
2010-08-29,St Mirren,Hibernian,1-0,0-0
2010-09-11,Celtic,Hearts,3-0,2-0
2010-09-11,Dundee United,Aberdeen,3-1,3-1
2010-09-11,Hamilton,Rangers,1-2,0-1
2010-09-11,Hibernian,Inverness C,1-1,1-0
2010-09-11,Kilmarnock,St Mirren,2-1,1-0
2010-09-11,St Johnstone,Motherwell,0-2,0-2
2010-09-18,Hibernian,Hamilton,1-1,1-1
2010-09-18,Inverness C,Hearts,1-3,1-1
2010-09-18,Motherwell,Aberdeen,1-1,1-0
2010-09-18,Rangers,Dundee United,4-0,1-0
2010-09-18,St Johnstone,St Mirren,2-1,2-1
2010-09-19,Kilmarnock,Celtic,1-2,1-1
2010-09-25,Celtic,Hibernian,2-1,1-0
2010-09-25,Dundee United,St Johnstone,1-0,0-0
2010-09-25,Hamilton,Kilmarnock,2-2,2-0
2010-09-25,Hearts,Motherwell,0-2,0-0
2010-09-25,St Mirren,Inverness C,1-2,0-1
2010-09-26,Aberdeen,Rangers,2-3,2-1
2010-10-02,Celtic,Hamilton,3-1,1-1
2010-10-02,Hearts,Rangers,1-2,1-0
2010-10-02,Inverness C,Aberdeen,2-0,1-0
2010-10-02,Kilmarnock,Dundee United,1-2,0-1
2010-10-02,Motherwell,St Mirren,3-1,1-0
2010-10-02,St Johnstone,Hibernian,2-0,0-0
2010-10-16,Aberdeen,Hearts,0-1,0-0
2010-10-16,Hibernian,Kilmarnock,2-1,2-1
2010-10-16,Inverness C,St Johnstone,1-1,0-1
2010-10-16,Rangers,Motherwell,4-1,0-1
2010-10-16,St Mirren,Hamilton,2-2,0-1
2010-10-17,Dundee United,Celtic,1-2,1-1
2010-10-23,Aberdeen,Hibernian,4-2,2-0
2010-10-23,Hamilton,St Johnstone,1-2,0-1
2010-10-23,Hearts,St Mirren,3-0,2-0
2010-10-23,Kilmarnock,Inverness C,1-2,0-1
2010-10-23,Motherwell,Dundee United,2-1,1-0
2010-10-24,Celtic,Rangers,1-3,1-0
2010-10-30,Dundee United,Hibernian,1-0,0-0
2010-10-30,Motherwell,Hamilton,0-1,0-1
2010-10-30,Rangers,Inverness C,1-1,1-0
2010-10-30,St Johnstone,Celtic,0-3,0-2
2010-10-30,St Mirren,Aberdeen,2-1,1-0
2010-10-31,Hearts,Kilmarnock,0-3,0-1
2010-11-06,Celtic,Aberdeen,9-0,4-0
2010-11-06,Hamilton,Dundee United,0-1,0-0
2010-11-06,Inverness C,Motherwell,1-2,0-2
2010-11-06,St Johnstone,Kilmarnock,0-3,0-1
2010-11-07,Hibernian,Hearts,0-2,0-1
2010-11-07,St Mirren,Rangers,1-3,0-0
2010-11-09,Aberdeen,Inverness C,1-2,0-1
2010-11-10,Dundee United,St Mirren,1-2,0-1
2010-11-10,Hearts,Celtic,2-0,1-0
2010-11-10,Kilmarnock,Hamilton,3-0,1-0
2010-11-10,Motherwell,St Johnstone,4-0,3-0
2010-11-10,Rangers,Hibernian,0-3,0-2
2010-11-13,Dundee United,Kilmarnock,1-1,1-1
2010-11-13,Hamilton,Inverness C,1-3,1-0
2010-11-13,Hibernian,Motherwell,2-1,2-1
2010-11-13,Rangers,Aberdeen,2-0,2-0
2010-11-13,St Johnstone,Hearts,0-2,0-0
2010-11-14,St Mirren,Celtic,0-1,0-0
2010-11-20,Aberdeen,St Johnstone,0-1,0-0
2010-11-20,Celtic,Dundee United,1-1,1-0
2010-11-20,Hearts,Hamilton,2-0,1-0
2010-11-20,Inverness C,Hibernian,4-2,1-0
2010-11-20,Kilmarnock,Rangers,2-3,1-1
2010-11-20,St Mirren,Motherwell,1-1,1-0
2010-11-27,Celtic,Inverness C,2-2,1-0
2010-11-27,Hamilton,St Mirren,0-0,0-0
2010-11-27,Hibernian,St Johnstone,0-0,0-0
2010-11-27,Kilmarnock,Aberdeen,2-0,1-0
2010-12-11,Hearts,Aberdeen,5-0,2-0
2010-12-11,Inverness C,Rangers,1-1,1-0
2010-12-11,St Mirren,St Johnstone,1-2,0-0
2010-12-14,Motherwell,Hearts,1-2,1-1
2010-12-18,Hearts,Inverness C,1-1,1-1
2010-12-18,Kilmarnock,Hibernian,2-1,2-0
2010-12-21,Celtic,Kilmarnock,1-1,0-0
2010-12-26,Celtic,St Johnstone,2-0,0-0
2010-12-26,Hibernian,Aberdeen,1-2,1-1
2010-12-26,Inverness C,St Mirren,1-2,1-1
2010-12-26,Motherwell,Rangers,1-4,0-2
2010-12-29,Celtic,Motherwell,1-0,1-0
2010-12-29,Hamilton,Aberdeen,0-1,0-0
2010-12-29,Hibernian,Dundee United,2-2,1-2
2010-12-29,Inverness C,Kilmarnock,1-3,0-1
2010-12-29,St Mirren,Hearts,0-2,0-0
2011-01-01,Aberdeen,Dundee United,1-1,1-0
2011-01-01,Hamilton,Motherwell,0-0,0-0
2011-01-01,Hearts,Hibernian,1-0,0-0
2011-01-02,Rangers,Celtic,0-2,0-0
2011-01-02,St Johnstone,Inverness C,1-0,0-0
2011-01-03,St Mirren,Kilmarnock,0-2,0-0
2011-01-12,Dundee United,Motherwell,2-0,0-0
2011-01-12,Hamilton,Celtic,1-1,1-0
2011-01-15,Aberdeen,St Mirren,2-0,0-0
2011-01-15,Hibernian,Celtic,0-3,0-1
2011-01-15,Kilmarnock,St Johnstone,1-1,1-0
2011-01-15,Motherwell,Inverness C,0-0,0-0
2011-01-15,Rangers,Hamilton,4-0,3-0
2011-01-18,Kilmarnock,Hearts,1-2,1-0
2011-01-18,Rangers,Inverness C,1-0,1-0
2011-01-22,Celtic,Aberdeen,1-0,1-0
2011-01-22,Hearts,Rangers,1-0,0-0
2011-01-22,Inverness C,Hamilton,1-1,1-1
2011-01-22,Kilmarnock,Dundee United,1-1,1-0
2011-01-22,Motherwell,Hibernian,2-0,2-0
2011-01-22,St Johnstone,St Mirren,0-0,0-0
2011-01-26,Celtic,Hearts,4-0,1-0
2011-01-26,Hibernian,Rangers,0-2,0-2
2011-01-26,Inverness C,Aberdeen,0-2,0-1
2011-01-26,St Johnstone,Motherwell,1-0,0-0
2011-01-26,St Mirren,Dundee United,1-1,1-0
2011-01-29,Hamilton,Kilmarnock,1-1,0-1
2011-01-29,Hearts,St Johnstone,1-0,1-0
2011-01-30,Dundee United,Hibernian,3-0,1-0
2011-02-01,Aberdeen,Celtic,0-3,0-1
2011-02-01,St Johnstone,Hamilton,2-0,1-0
2011-02-02,Hibernian,St Mirren,2-0,0-0
2011-02-02,Motherwell,Kilmarnock,0-1,0-0
2011-02-02,Rangers,Hearts,1-0,1-0
2011-02-12,Hamilton,Hearts,0-2,0-1
2011-02-12,Hibernian,Kilmarnock,2-1,0-0
2011-02-12,Rangers,Motherwell,6-0,3-0
2011-02-12,St Mirren,Inverness C,3-3,2-2
2011-02-13,Dundee United,Celtic,1-3,0-2
2011-02-15,Aberdeen,Motherwell,1-2,1-1
2011-02-19,Aberdeen,Kilmarnock,5-0,2-0
2011-02-19,Hearts,Dundee United,2-1,1-1
2011-02-19,Inverness C,St Johnstone,2-0,1-0
2011-02-19,Motherwell,Hamilton,1-0,1-0
2011-02-20,Celtic,Rangers,3-0,2-0
2011-02-20,St Mirren,Hibernian,0-1,0-0
2011-02-22,Aberdeen,Hamilton,1-0,1-0
2011-02-22,St Johnstone,Dundee United,0-0,0-0
2011-02-23,Motherwell,St Mirren,0-1,0-0
