Date,Team 1,FT,Team 2
Sat Aug 20 1955,York City,1-3,Wrexham
Sat Aug 20 1955,Chester,0-0,Tranmere Rovers
Sat Aug 20 1955,Crewe Alexandra,3-1,Stockport County
Sat Aug 20 1955,Bradford Park Avenue,2-0,Scunthorpe United
Sat Aug 20 1955,Derby County,4-0,Mansfield Town
Sat Aug 20 1955,Grimsby Town,1-1,Rochdale
Sat Aug 20 1955,Hartlepool United,3-0,Darlington
Sat Aug 20 1955,Oldham Athletic,1-1,Bradford City
Sat Aug 20 1955,Workington,2-0,Halifax Town
Sat Aug 20 1955,Accrington Stanley,2-2,Gateshead
Sat Aug 20 1955,Barrow,0-2,Southport
Sat Aug 20 1955,Carlisle United,1-1,Chesterfield
Mon Aug 22 1955,Gateshead,3-3,Tranmere Rovers
Mon Aug 22 1955,Mansfield Town,3-2,Scunthorpe United
Mon Aug 22 1955,Stockport County,0-0,Oldham Athletic
Mon Aug 22 1955,Halifax Town,2-2,Carlisle United
Tue Aug 23 1955,Southport,2-5,Derby County
Tue Aug 23 1955,Grimsby Town,6-1,Chester
Wed Aug 24 1955,Crewe Alexandra,1-2,York City
Wed Aug 24 1955,Accrington Stanley,3-0,Rochdale
Wed Aug 24 1955,Workington,5-1,Hartlepool United
Wed Aug 24 1955,Bradford City,4-3,Wrexham
Wed Aug 24 1955,Chesterfield,2-1,Darlington
Thu Aug 25 1955,Barrow,2-2,Bradford Park Avenue
Sat Aug 27 1955,Tranmere Rovers,0-1,Carlisle United
Sat Aug 27 1955,Chesterfield,1-0,Grimsby Town
Sat Aug 27 1955,Scunthorpe United,2-1,Oldham Athletic
Sat Aug 27 1955,Gateshead,3-2,Barrow
Sat Aug 27 1955,Stockport County,4-0,Hartlepool United
Sat Aug 27 1955,Rochdale,4-2,Bradford Park Avenue
Sat Aug 27 1955,Darlington,2-0,Accrington Stanley
Sat Aug 27 1955,Halifax Town,2-4,York City
Sat Aug 27 1955,Southport,1-0,Chester
Sat Aug 27 1955,Mansfield Town,1-1,Crewe Alexandra
Sat Aug 27 1955,Bradford City,2-0,Workington
Sat Aug 27 1955,Wrexham,3-1,Derby County
Mon Aug 29 1955,Hartlepool United,1-0,Workington
Mon Aug 29 1955,Bradford Park Avenue,3-2,Barrow
Mon Aug 29 1955,York City,1-1,Crewe Alexandra
Mon Aug 29 1955,Rochdale,1-1,Accrington Stanley
Tue Aug 30 1955,Tranmere Rovers,1-1,Gateshead
Tue Aug 30 1955,Carlisle United,2-2,Halifax Town
Tue Aug 30 1955,Oldham Athletic,3-2,Stockport County
Wed Aug 31 1955,Scunthorpe United,3-0,Mansfield Town
Wed Aug 31 1955,Derby County,2-0,Southport
Wed Aug 31 1955,Darlington,2-1,Chesterfield
Wed Aug 31 1955,Chester,2-0,Grimsby Town
Wed Aug 31 1955,Wrexham,2-1,Bradford City
Sat Sep 3 1955,Chester,3-0,Gateshead
Sat Sep 3 1955,Derby County,4-1,Halifax Town
Sat Sep 3 1955,Accrington Stanley,3-1,Stockport County
