Date,Team 1,FT,Team 2
Sat Aug 21 1948,Reading,5-1,Crystal Palace
Sat Aug 21 1948,Torquay United,3-1,Notts County
Sat Aug 21 1948,Aldershot,1-1,Leyton Orient
Sat Aug 21 1948,Southend United,1-0,Bristol City
Sat Aug 21 1948,Exeter City,5-1,Northampton Town
Sat Aug 21 1948,Brighton & Hove Albion,1-1,Swindon Town
Sat Aug 21 1948,Bristol Rovers,1-6,Ipswich Town
Sat Aug 21 1948,Newport County,1-2,AFC Bournemouth
Sat Aug 21 1948,Millwall,1-1,Port Vale
Sat Aug 21 1948,Swansea City,2-0,Watford
Sat Aug 21 1948,Norwich City,1-2,Walsall
Mon Aug 23 1948,Port Vale,3-0,Reading
Wed Aug 25 1948,Norwich City,2-1,Northampton Town
Wed Aug 25 1948,Watford,2-2,Newport County
Wed Aug 25 1948,Exeter City,0-0,Southend United
Wed Aug 25 1948,Swindon Town,3-1,Aldershot
Wed Aug 25 1948,AFC Bournemouth,1-0,Bristol Rovers
Wed Aug 25 1948,Crystal Palace,1-1,Swansea City
Wed Aug 25 1948,Bristol City,1-1,Brighton & Hove Albion
Wed Aug 25 1948,Ipswich Town,5-1,Torquay United
Thu Aug 26 1948,Notts County,2-0,Walsall
Thu Aug 26 1948,Leyton Orient,2-2,Millwall
Sat Aug 28 1948,Swindon Town,2-1,Southend United
Sat Aug 28 1948,Port Vale,3-0,Aldershot
Sat Aug 28 1948,Notts County,4-1,Bristol Rovers
Sat Aug 28 1948,Exeter City,4-1,Norwich City
Sat Aug 28 1948,Bristol City,3-0,Northampton Town
Sat Aug 28 1948,Ipswich Town,5-1,Newport County
Sat Aug 28 1948,Crystal Palace,1-1,Millwall
Sat Aug 28 1948,Watford,4-1,Reading
Sat Aug 28 1948,AFC Bournemouth,1-1,Swansea City
Sat Aug 28 1948,Leyton Orient,0-3,Brighton & Hove Albion
Sat Aug 28 1948,Walsall,1-1,Torquay United
Mon Aug 30 1948,Bristol Rovers,4-0,AFC Bournemouth
Mon Aug 30 1948,Millwall,0-0,Leyton Orient
Tue Aug 31 1948,Southend United,0-0,Exeter City
Wed Sep 1 1948,Reading,1-2,Port Vale
Wed Sep 1 1948,Torquay United,1-1,Ipswich Town
Wed Sep 1 1948,Brighton & Hove Albion,0-0,Bristol City
Wed Sep 1 1948,Aldershot,1-2,Swindon Town
Thu Sep 2 1948,Walsall,3-2,Notts County
Thu Sep 2 1948,Newport County,1-1,Watford
Thu Sep 2 1948,Northampton Town,1-0,Norwich City
Thu Sep 2 1948,Swansea City,3-0,Crystal Palace
Sat Sep 4 1948,Southend United,2-2,Leyton Orient
Sat Sep 4 1948,Northampton Town,0-1,Swindon Town
Sat Sep 4 1948,Swansea City,2-0,Ipswich Town
Sat Sep 4 1948,Norwich City,4-0,Bristol City
Sat Sep 4 1948,Brighton & Hove Albion,1-0,Port Vale
