Date,Team 1,FT,Team 2
Sat Aug 31 1946,Oldham Athletic,0-2,Carlisle United
Sat Aug 31 1946,Stockport County,4-1,Halifax Town
Sat Aug 31 1946,Darlington,4-2,Southport
Sat Aug 31 1946,Hull City,0-0,Lincoln City
Sat Aug 31 1946,Gateshead,2-1,Crewe Alexandra
Sat Aug 31 1946,York City,4-4,Chester
Sat Aug 31 1946,Bradford City,3-1,Accrington Stanley
Sat Aug 31 1946,Wrexham,3-2,New Brighton
Sat Aug 31 1946,Tranmere Rovers,1-4,Rotherham United
Sat Aug 31 1946,Doncaster Rovers,2-1,Rochdale
Sat Aug 31 1946,Hartlepool United,1-1,Barrow
Mon Sep 2 1946,Halifax Town,1-1,Oldham Athletic
Mon Sep 2 1946,Hull City,2-2,Crewe Alexandra
Tue Sep 3 1946,Southport,1-2,Tranmere Rovers
Tue Sep 3 1946,Rochdale,0-1,Wrexham
Wed Sep 4 1946,New Brighton,0-0,Bradford City
Wed Sep 4 1946,Gateshead,0-1,Hartlepool United
Wed Sep 4 1946,Chester,1-3,Doncaster Rovers
Wed Sep 4 1946,York City,2-3,Rotherham United
Wed Sep 4 1946,Lincoln City,2-0,Darlington
Thu Sep 5 1946,Barrow,1-3,Accrington Stanley
Sat Sep 7 1946,Accrington Stanley,2-3,Oldham Athletic
Sat Sep 7 1946,Barrow,0-0,Bradford City
Sat Sep 7 1946,Rotherham United,4-1,Darlington
Sat Sep 7 1946,Lincoln City,4-0,Gateshead
Sat Sep 7 1946,Halifax Town,0-0,Wrexham
Sat Sep 7 1946,New Brighton,2-5,Doncaster Rovers
Sat Sep 7 1946,Rochdale,0-1,York City
Sat Sep 7 1946,Chester,4-1,Tranmere Rovers
Sat Sep 7 1946,Carlisle United,1-1,Stockport County
Sat Sep 7 1946,Crewe Alexandra,1-1,Hartlepool United
Sat Sep 7 1946,Southport,3-1,Hull City
Mon Sep 9 1946,Crewe Alexandra,2-0,Hull City
Mon Sep 9 1946,Oldham Athletic,3-2,Rochdale
Mon Sep 9 1946,Bradford City,2-1,New Brighton
Mon Sep 9 1946,Stockport County,1-3,Doncaster Rovers
Tue Sep 10 1946,Southport,2-4,Chester
Wed Sep 11 1946,York City,2-4,Lincoln City
Wed Sep 11 1946,Darlington,2-1,Hartlepool United
Wed Sep 11 1946,Wrexham,1-1,Rotherham United
Thu Sep 12 1946,Barrow,3-0,Halifax Town
Sat Sep 14 1946,Hull City,0-2,Rotherham United
Sat Sep 14 1946,Tranmere Rovers,2-1,York City
Sat Sep 14 1946,Gateshead,2-2,Southport
Sat Sep 14 1946,Stockport County,2-0,Accrington Stanley
Sat Sep 14 1946,Wrexham,2-1,Carlisle United
Sat Sep 14 1946,Bradford City,1-0,Crewe Alexandra
Sat Sep 14 1946,Darlington,3-3,Chester
Sat Sep 14 1946,Hartlepool United,2-0,Lincoln City
Sat Sep 14 1946,Doncaster Rovers,2-0,Halifax Town
Sat Sep 14 1946,Oldham Athletic,0-1,Barrow
Sat Sep 14 1946,Rochdale,2-2,New Brighton
Mon Sep 16 1946,Hartlepool United,4-1,Darlington
Mon Sep 16 1946,Hull City,1-2,Gateshead
Mon Sep 16 1946,Halifax Town,3-2,Barrow
Mon Sep 16 1946,Doncaster Rovers,1-3,Stockport County
Tue Sep 17 1946,Rochdale,1-3,Oldham Athletic
Wed Sep 18 1946,Chester,2-0,Wrexham
Wed Sep 18 1946,Tranmere Rovers,3-2,Crewe Alexandra
Thu Sep 19 1946,Carlisle United,4-3,Bradford City
Sat Sep 21 1946,Rotherham United,4-0,Gateshead
Sat Sep 21 1946,Chester,5-1,Hull City
Sat Sep 21 1946,Accrington Stanley,0-1,Wrexham
Sat Sep 21 1946,Bradford City,1-0,Oldham Athletic
Sat Sep 21 1946,New Brighton,2-1,Tranmere Rovers
Sat Sep 21 1946,Halifax Town,3-0,Rochdale
Sat Sep 21 1946,York City,3-0,Darlington
Sat Sep 21 1946,Southport,3-3,Hartlepool United
Sat Sep 21 1946,Lincoln City,1-3,Crewe Alexandra
Sat Sep 21 1946,Carlisle United,2-3,Doncaster Rovers
Sat Sep 21 1946,Barrow,1-0,Stockport County
Tue Sep 24 1946,Accrington Stanley,4-3,Carlisle United
Wed Sep 25 1946,Chester,2-1,Southport
Wed Sep 25 1946,Wrexham,2-2,Rochdale
Sat Sep 28 1946,Crewe Alexandra,2-0,Southport
Sat Sep 28 1946,Wrexham,1-1,Barrow
Sat Sep 28 1946,New Brighton,1-1,Halifax Town
Sat Sep 28 1946,Doncaster Rovers,5-0,Accrington Stanley
Sat Sep 28 1946,Rochdale,6-0,Carlisle United
Sat Sep 28 1946,Darlington,1-2,Tranmere Rovers
Sat Sep 28 1946,Hartlepool United,2-1,Rotherham United
Sat Sep 28 1946,Stockport County,4-0,Bradford City
Sat Sep 28 1946,Gateshead,3-4,Chester
Sat Sep 28 1946,Oldham Athletic,3-1,Lincoln City
Sat Sep 28 1946,Hull City,2-2,York City
Sat Oct 5 1946,Bradford City,2-1,Wrexham
Sat Oct 5 1946,Rotherham United,5-1,Crewe Alexandra
Sat Oct 5 1946,Southport,1-3,Lincoln City
Sat Oct 5 1946,Halifax Town,0-2,Darlington
Sat Oct 5 1946,York City,3-1,Gateshead
Sat Oct 5 1946,Oldham Athletic,0-0,Stockport County
Sat Oct 5 1946,Accrington Stanley,2-3,Rochdale
Sat Oct 5 1946,Tranmere Rovers,1-3,Hull City
Sat Oct 5 1946,Chester,2-1,Hartlepool United
Sat Oct 5 1946,Barrow,0-1,Doncaster Rovers
Sat Oct 5 1946,Carlisle United,3-2,New Brighton
Sat Oct 12 1946,Gateshead,3-1,Tranmere Rovers
Sat Oct 12 1946,Doncaster Rovers,4-3,Bradford City
Sat Oct 12 1946,Lincoln City,4-0,Rotherham United
Sat Oct 12 1946,Hartlepool United,1-1,York City
Sat Oct 12 1946,Wrexham,2-1,Oldham Athletic
Sat Oct 12 1946,Halifax Town,0-1,Carlisle United
Sat Oct 12 1946,Rochdale,1-1,Barrow
Sat Oct 12 1946,New Brighton,4-0,Accrington Stanley
Sat Oct 12 1946,Stockport County,2-0,Southport
Sat Oct 12 1946,Hull City,2-1,Darlington
Sat Oct 12 1946,Crewe Alexandra,0-2,Chester
Sat Oct 19 1946,Gateshead,1-3,Carlisle United
Sat Oct 19 1946,Southport,2-4,Oldham Athletic
Sat Oct 19 1946,Lincoln City,0-1,Bradford City
Sat Oct 19 1946,Hartlepool United,0-2,Accrington Stanley
Sat Oct 19 1946,Darlington,4-0,New Brighton
Sat Oct 19 1946,Rotherham United,2-1,Stockport County
Sat Oct 19 1946,Tranmere Rovers,2-3,Rochdale
Sat Oct 19 1946,York City,1-4,Doncaster Rovers
Sat Oct 19 1946,Hull City,3-0,Halifax Town
Sat Oct 19 1946,Crewe Alexandra,0-1,Barrow
Sat Oct 26 1946,Oldham Athletic,0-1,Rotherham United
Sat Oct 26 1946,Rochdale,3-0,Darlington
Sat Oct 26 1946,Wrexham,3-1,York City
Sat Oct 26 1946,Bradford City,5-1,Southport
Sat Oct 26 1946,Stockport County,0-3,Chester
Sat Oct 26 1946,Accrington Stanley,2-3,Crewe Alexandra
Sat Oct 26 1946,Doncaster Rovers,2-0,Tranmere Rovers
Sat Oct 26 1946,Carlisle United,5-1,Hartlepool United
Sat Oct 26 1946,Halifax Town,2-1,Gateshead
Sat Oct 26 1946,New Brighton,1-5,Hull City
Sat Oct 26 1946,Barrow,1-3,Lincoln City
Sat Nov 2 1946,Southport,2-2,Barrow
Sat Nov 2 1946,Rotherham United,2-1,Bradford City
Sat Nov 2 1946,Hartlepool United,1-4,Halifax Town
Sat Nov 2 1946,Tranmere Rovers,0-0,Wrexham
Sat Nov 2 1946,Darlington,1-1,Doncaster Rovers
Sat Nov 2 1946,Hull City,0-1,Rochdale
Sat Nov 2 1946,Lincoln City,1-1,Accrington Stanley
Sat Nov 2 1946,Gateshead,3-0,New Brighton
Sat Nov 2 1946,York City,3-2,Stockport County
Sat Nov 2 1946,Crewe Alexandra,2-0,Carlisle United
Sat Nov 2 1946,Chester,2-0,Oldham Athletic
Sat Nov 9 1946,New Brighton,2-1,Hartlepool United
Sat Nov 9 1946,Barrow,2-3,Rotherham United
Sat Nov 9 1946,Bradford City,0-0,Chester
Sat Nov 9 1946,Rochdale,2-3,Gateshead
Sat Nov 9 1946,Doncaster Rovers,4-1,Hull City
Sat Nov 9 1946,Accrington Stanley,1-0,Southport
Sat Nov 9 1946,Wrexham,7-1,Darlington
Sat Nov 9 1946,Stockport County,4-0,Tranmere Rovers
Sat Nov 9 1946,Halifax Town,1-2,Crewe Alexandra
Sat Nov 9 1946,Oldham Athletic,2-2,York City
Sat Nov 9 1946,Carlisle United,1-0,Lincoln City
Sat Nov 16 1946,Crewe Alexandra,3-0,New Brighton
Sat Nov 16 1946,Chester,3-0,Barrow
Sat Nov 16 1946,Lincoln City,3-1,Halifax Town
Sat Nov 16 1946,Gateshead,1-3,Doncaster Rovers
