Round,Date,Team 1,FT,HT,Team 2
?,(Sat) 9 Aug 2014 (31),Dundee FC (1),1-1,1-1,Kilmarnock FC (1)
?,(Sat) 9 Aug 2014 (31),Hamilton Academical FC (1),0-2,0-2,Inverness Caledonian Thistle (1)
?,(Sat) 9 Aug 2014 (31),Motherwell FC (1),1-0,0-0,Saint Mirren FC (1)
?,(Sun) 10 Aug 2014 (31),Aberdeen FC (1),0-3,0-2,Dundee United (1)
?,(Sun) 10 Aug 2014 (31),Ross County (1),1-2,0-1,St Johnstone FC (1)
?,(Wed) 13 Aug 2014 (32),Dundee United (2),1-0,0-0,Motherwell FC (2)
?,(Wed) 13 Aug 2014 (32),Inverness Caledonian Thistle (2),0-0,0-0,Dundee FC (2)
?,(Wed) 13 Aug 2014 (32),Kilmarnock FC (2),0-2,0-1,Aberdeen FC (2)
?,(Wed) 13 Aug 2014 (32),Partick Thistle (1),4-0,1-0,Ross County (2)
?,(Wed) 13 Aug 2014 (32),St Johnstone FC (2),0-3,0-0,Celtic FC (1)
?,(Wed) 13 Aug 2014 (32),Saint Mirren FC (2),0-2,0-1,Hamilton Academical FC (2)
?,(Sat) 16 Aug 2014 (32),Celtic FC (2),6-1,3-0,Dundee United (3)
?,(Sat) 16 Aug 2014 (32),Dundee FC (3),1-1,0-1,Partick Thistle (2)
?,(Sat) 16 Aug 2014 (32),Hamilton Academical FC (3),1-0,1-0,St Johnstone FC (3)
?,(Sat) 16 Aug 2014 (32),Motherwell FC (3),0-2,0-1,Inverness Caledonian Thistle (3)
?,(Sat) 16 Aug 2014 (32),Ross County (3),1-2,0-1,Kilmarnock FC (3)
?,(Sat) 23 Aug 2014 (33),Dundee United (4),2-1,1-0,Ross County (4)
?,(Sat) 23 Aug 2014 (33),Inverness Caledonian Thistle (4),1-0,0-0,Celtic FC (3)
?,(Sat) 23 Aug 2014 (33),Kilmarnock FC (4),2-0,1-0,Motherwell FC (4)
?,(Sat) 23 Aug 2014 (33),Partick Thistle (3),1-2,0-0,Hamilton Academical FC (4)
?,(Sat) 23 Aug 2014 (33),St Johnstone FC (4),1-0,0-0,Aberdeen FC (3)
?,(Sat) 23 Aug 2014 (33),Saint Mirren FC (3),0-1,0-0,Dundee FC (4)
?,(Sat) 30 Aug 2014 (34),Aberdeen FC (4),2-0,0-0,Partick Thistle (4)
?,(Sat) 30 Aug 2014 (34),Hamilton Academical FC (5),4-0,0-0,Ross County (5)
?,(Sat) 30 Aug 2014 (34),Inverness Caledonian Thistle (5),2-0,0-0,Kilmarnock FC (5)
?,(Sat) 30 Aug 2014 (34),Motherwell FC (5),0-1,0-0,St Johnstone FC (5)
?,(Sat) 30 Aug 2014 (34),Saint Mirren FC (4),0-3,0-0,Dundee United (5)
?,(Sun) 31 Aug 2014 (34),Dundee FC (5),1-1,1-0,Celtic FC (4)
?,(Sat) 13 Sep 2014 (36),Celtic FC (5),2-1,1-0,Aberdeen FC (5)
?,(Sat) 13 Sep 2014 (36),Dundee United (6),2-2,2-2,Hamilton Academical FC (6)
?,(Sat) 13 Sep 2014 (36),Kilmarnock FC (6),2-1,0-0,Saint Mirren FC (5)
?,(Sat) 13 Sep 2014 (36),Partick Thistle (5),3-1,2-1,Inverness Caledonian Thistle (6)
?,(Sat) 13 Sep 2014 (36),Ross County (6),1-2,0-0,Motherwell FC (6)
?,(Sat) 13 Sep 2014 (36),St Johnstone FC (6),0-1,0-1,Dundee FC (6)
?,(Fri) 19 Sep 2014 (37),Partick Thistle (6),1-2,1-0,Saint Mirren FC (6)
?,(Sat) 20 Sep 2014 (37),Aberdeen FC (6),3-0,2-0,Ross County (7)
?,(Sat) 20 Sep 2014 (37),Hamilton Academical FC (7),0-0,0-0,Kilmarnock FC (7)
?,(Sat) 20 Sep 2014 (37),Inverness Caledonian Thistle (7),2-1,0-0,St Johnstone FC (7)
?,(Sun) 21 Sep 2014 (37),Celtic FC (6),1-1,0-1,Motherwell FC (7)
?,(Sun) 21 Sep 2014 (37),Dundee FC (7),1-4,0-1,Dundee United (7)
?,(Sat) 27 Sep 2014 (38),Aberdeen FC (7),3-2,2-1,Inverness Caledonian Thistle (8)
?,(Sat) 27 Sep 2014 (38),Dundee United (8),2-0,1-0,St Johnstone FC (8)
?,(Sat) 27 Sep 2014 (38),Kilmarnock FC (8),3-0,1-0,Partick Thistle (7)
?,(Sat) 27 Sep 2014 (38),Motherwell FC (8),0-4,0-2,Hamilton Academical FC (8)
?,(Sat) 27 Sep 2014 (38),Ross County (8),2-1,1-0,Dundee FC (8)
?,(Sat) 27 Sep 2014 (38),Saint Mirren FC (7),1-2,0-1,Celtic FC (7)
?,(Tue) 30 Sep 2014 (39),Aberdeen FC (8),2-2,1-0,Saint Mirren FC (8)
?,(Fri) 3 Oct 2014 (39),Kilmarnock FC (9),2-0,0-0,Dundee United (9)
?,(Sat) 4 Oct 2014 (39),Dundee FC (9),2-3,1-2,Aberdeen FC (9)
?,(Sat) 4 Oct 2014 (39),Partick Thistle (8),3-1,1-0,Motherwell FC (9)
?,(Sat) 4 Oct 2014 (39),St Johnstone FC (9),1-2,0-1,Saint Mirren FC (9)
?,(Sun) 5 Oct 2014 (39),Celtic FC (8),0-1,0-0,Hamilton Academical FC (9)
?,(Sun) 5 Oct 2014 (39),Inverness Caledonian Thistle (9),1-1,0-1,Ross County (9)
?,(Fri) 17 Oct 2014 (41),Hamilton Academical FC (10),3-0,1-0,Aberdeen FC (10)
?,(Sat) 18 Oct 2014 (41),Dundee United (10),1-0,0-0,Partick Thistle (9)
?,(Sat) 18 Oct 2014 (41),Motherwell FC (10),1-3,0-2,Dundee FC (10)
?,(Sat) 18 Oct 2014 (41),Ross County (10),0-5,0-4,Celtic FC (9)
?,(Sat) 18 Oct 2014 (41),St Johnstone FC (10),1-2,1-2,Kilmarnock FC (10)
?,(Sat) 18 Oct 2014 (41),Saint Mirren FC (10),0-1,0-1,Inverness Caledonian Thistle (10)
?,(Fri) 24 Oct 2014 (42),Aberdeen FC (11),1-0,1-0,Motherwell FC (11)
?,(Sat) 25 Oct 2014 (42),Dundee FC (11),2-0,0-0,Hamilton Academical FC (11)
?,(Sat) 25 Oct 2014 (42),Inverness Caledonian Thistle (11),1-0,1-0,Dundee United (11)
?,(Sat) 25 Oct 2014 (42),Partick Thistle (10),0-0,0-0,St Johnstone FC (11)
?,(Sat) 25 Oct 2014 (42),Saint Mirren FC (11),2-2,1-1,Ross County (11)
?,(Sun) 26 Oct 2014 (42),Celtic FC (10),2-0,1-0,Kilmarnock FC (11)
?,(Fri) 31 Oct 2014 (43),St Johnstone FC (12),2-1,1-1,Motherwell FC (12)
?,(Sat) 1 Nov 2014 (43),Celtic FC (11),1-0,0-0,Inverness Caledonian Thistle (12)
?,(Sat) 1 Nov 2014 (43),Dundee United (12),3-0,1-0,Saint Mirren FC (12)
?,(Sat) 1 Nov 2014 (43),Hamilton Academical FC (12),3-3,2-1,Partick Thistle (11)
?,(Sat) 1 Nov 2014 (43),Kilmarnock FC (12),1-3,0-1,Dundee FC (12)
?,(Mon) 3 Nov 2014 (44),Ross County (12),0-1,0-0,Aberdeen FC (12)
?,(Fri) 7 Nov 2014 (44),Motherwell FC (13),1-0,0-0,Dundee United (13)
?,(Sat) 8 Nov 2014 (44),Dundee FC (13),1-1,1-0,St Johnstone FC (13)
?,(Sat) 8 Nov 2014 (44),Inverness Caledonian Thistle (13),4-2,1-1,Hamilton Academical FC (13)
?,(Sat) 8 Nov 2014 (44),Kilmarnock FC (13),0-3,0-3,Ross County (13)
?,(Sat) 8 Nov 2014 (44),Saint Mirren FC (13),0-1,0-0,Partick Thistle (12)
?,(Sun) 9 Nov 2014 (44),Aberdeen FC (13),1-2,1-1,Celtic FC (12)
?,(Sat) 22 Nov 2014 (46),Celtic FC (13),2-1,1-0,Dundee FC (14)
?,(Sat) 22 Nov 2014 (46),Dundee United (14),3-1,2-1,Kilmarnock FC (14)
?,(Sat) 22 Nov 2014 (46),Hamilton Academical FC (14),3-0,1-0,Saint Mirren FC (14)
?,(Sat) 22 Nov 2014 (46),Inverness Caledonian Thistle (14),3-1,1-1,Motherwell FC (14)
