Round,Date,Team 1,FT,HT,Team 2
?,(Sat) 9 Aug 2014 (31),Cowdenbeath (1),2-2,1-0,Falkirk (1)
?,(Sat) 9 Aug 2014 (31),Hibernian FC (1),2-1,2-0,Livingston FC (1)
?,(Sat) 9 Aug 2014 (31),Queen of the South (1),2-0,2-0,Alloa Athletic (1)
?,(Sat) 9 Aug 2014 (31),Raith Rovers (1),3-1,0-0,Dumbarton (1)
?,(Sun) 10 Aug 2014 (31),Rangers FC (1),1-2,0-0,Heart of Midlothian FC (1)
?,(Fri) 15 Aug 2014 (32),Falkirk (2),0-2,0-0,Rangers FC (2)
?,(Sat) 16 Aug 2014 (32),Alloa Athletic (2),0-1,0-1,Raith Rovers (2)
?,(Sat) 16 Aug 2014 (32),Dumbarton (2),0-4,0-1,Queen of the South (2)
?,(Sat) 16 Aug 2014 (32),Livingston FC (2),2-1,0-0,Cowdenbeath (2)
?,(Sun) 17 Aug 2014 (32),Heart of Midlothian FC (2),2-1,0-0,Hibernian FC (2)
?,(Sat) 23 Aug 2014 (33),Cowdenbeath (3),0-3,0-1,Alloa Athletic (3)
?,(Sat) 23 Aug 2014 (33),Hibernian FC (3),0-1,0-1,Falkirk (3)
?,(Sat) 23 Aug 2014 (33),Queen of the South (3),1-1,1-0,Livingston FC (3)
?,(Sat) 23 Aug 2014 (33),Raith Rovers (3),0-4,0-2,Heart of Midlothian FC (3)
?,(Sat) 23 Aug 2014 (33),Rangers FC (3),4-1,2-0,Dumbarton (3)
?,(Sat) 30 Aug 2014 (34),Alloa Athletic (4),2-1,0-1,Hibernian FC (4)
?,(Sat) 30 Aug 2014 (34),Cowdenbeath (4),1-3,0-1,Raith Rovers (4)
?,(Sat) 30 Aug 2014 (34),Dumbarton (4),1-0,0-0,Livingston FC (4)
?,(Sat) 30 Aug 2014 (34),Heart of Midlothian FC (4),4-1,3-0,Falkirk (4)
?,(Sat) 30 Aug 2014 (34),Rangers FC (4),4-2,1-2,Queen of the South (4)
