Round,Date,Team 1,FT,HT,Team 2
?,(Sat) 10 Aug 1996 (W32),Aberdeen FC (1),2-2,0-1,Celtic FC (1)
?,(Sat) 10 Aug 1996 (W32),Dundee United (1),1-1,1-0,Motherwell FC (1)
?,(Sat) 10 Aug 1996 (W32),Hibernian FC (1),1-2,1-2,Kilmarnock FC (1)
?,(Sat) 10 Aug 1996 (W32),Rangers FC (1),1-0,1-0,Raith Rovers (1)
?,(Sat) 17 Aug 1996 (W33),Celtic FC (2),4-1,2-0,Raith Rovers (2)
?,(Sat) 17 Aug 1996 (W33),Dundee United (2),0-1,0-1,Hibernian FC (2)
?,(Sat) 17 Aug 1996 (W33),Dunfermline Athletic (1),2-5,0-1,Rangers FC (2)
?,(Sat) 17 Aug 1996 (W33),Heart of Midlothian FC (1),3-2,2-1,Kilmarnock FC (2)
?,(Sat) 17 Aug 1996 (W33),Motherwell FC (2),2-2,1-1,Aberdeen FC (2)
?,(Sat) 24 Aug 1996 (W34),Hibernian FC (3),0-0,0-0,Dunfermline Athletic (2)
?,(Sat) 24 Aug 1996 (W34),Kilmarnock FC (3),1-3,1-0,Celtic FC (3)
?,(Sat) 24 Aug 1996 (W34),Raith Rovers (3),0-3,0-2,Motherwell FC (3)
?,(Sat) 24 Aug 1996 (W34),Rangers FC (3),1-0,0-0,Dundee United (3)
?,(Sun) 25 Aug 1996 (W34),Aberdeen FC (3),4-0,1-0,Heart of Midlothian FC (2)
?,(Sat) 7 Sep 1996 (W36),Celtic FC (4),5-0,3-0,Hibernian FC (4)
?,(Sat) 7 Sep 1996 (W36),Heart of Midlothian FC (3),1-0,0-0,Dundee United (4)
?,(Sat) 7 Sep 1996 (W36),Kilmarnock FC (4),2-2,1-1,Dunfermline Athletic (3)
?,(Sat) 7 Sep 1996 (W36),Motherwell FC (4),0-1,0-1,Rangers FC (4)
?,(Sat) 7 Sep 1996 (W36),Raith Rovers (4),1-4,1-3,Aberdeen FC (4)
?,(Tue) 10 Sep 1996 (W37),Dunfermline Athletic (4),2-1,0-1,Heart of Midlothian FC (4)
?,(Sat) 14 Sep 1996 (W37),Aberdeen FC (5),3-0,0-0,Kilmarnock FC (5)
?,(Sat) 14 Sep 1996 (W37),Dundee United (5),1-2,0-1,Celtic FC (5)
?,(Sat) 14 Sep 1996 (W37),Dunfermline Athletic (5),1-1,1-0,Motherwell FC (5)
?,(Sat) 14 Sep 1996 (W37),Hibernian FC (5),1-0,0-0,Raith Rovers (5)
?,(Sat) 14 Sep 1996 (W37),Rangers FC (5),3-0,1-0,Heart of Midlothian FC (5)
?,(Sat) 21 Sep 1996 (W38),Aberdeen FC (6),0-2,0-1,Hibernian FC (6)
?,(Sat) 21 Sep 1996 (W38),Celtic FC (6),5-1,3-0,Dunfermline Athletic (6)
?,(Sat) 21 Sep 1996 (W38),Heart of Midlothian FC (6),1-1,0-0,Motherwell FC (6)
?,(Sat) 21 Sep 1996 (W38),Kilmarnock FC (6),1-4,1-0,Rangers FC (6)
?,(Sat) 21 Sep 1996 (W38),Raith Rovers (6),3-2,1-2,Dundee United (6)
?,(Sat) 28 Sep 1996 (W39),Dundee United (7),1-0,0-0,Aberdeen FC (7)
?,(Sat) 28 Sep 1996 (W39),Dunfermline Athletic (7),3-1,1-0,Raith Rovers (7)
?,(Sat) 28 Sep 1996 (W39),Hibernian FC (7),1-3,0-3,Heart of Midlothian FC (7)
?,(Sat) 28 Sep 1996 (W39),Motherwell FC (7),1-0,1-0,Kilmarnock FC (7)
?,(Sat) 28 Sep 1996 (W39),Rangers FC (7),2-0,0-0,Celtic FC (7)
?,(Sat) 12 Oct 1996 (W41),Aberdeen FC (8),3-0,1-0,Dunfermline Athletic (8)
?,(Sat) 12 Oct 1996 (W41),Celtic FC (8),1-0,0-0,Motherwell FC (8)
?,(Sat) 12 Oct 1996 (W41),Dundee United (8),0-0,0-0,Kilmarnock FC (8)
?,(Sat) 12 Oct 1996 (W41),Hibernian FC (8),2-1,0-1,Rangers FC (8)
?,(Sat) 12 Oct 1996 (W41),Raith Rovers (8),1-1,0-1,Heart of Midlothian FC (8)
?,(Sat) 19 Oct 1996 (W42),Dunfermline Athletic (9),1-1,0-0,Dundee United (9)
?,(Sat) 19 Oct 1996 (W42),Kilmarnock FC (9),2-1,1-1,Raith Rovers (9)
?,(Sat) 19 Oct 1996 (W42),Motherwell FC (9),1-1,0-1,Hibernian FC (9)
?,(Sat) 19 Oct 1996 (W42),Rangers FC (9),2-2,2-1,Aberdeen FC (9)
?,(Sun) 20 Oct 1996 (W42),Heart of Midlothian FC (9),2-2,0-1,Celtic FC (9)
?,(Sat) 26 Oct 1996 (W43),Aberdeen FC (10),1-0,0-0,Raith Rovers (10)
?,(Sat) 26 Oct 1996 (W43),Dundee United (10),1-0,0-0,Heart of Midlothian FC (10)
?,(Sat) 26 Oct 1996 (W43),Dunfermline Athletic (10),2-1,1-1,Kilmarnock FC (10)
?,(Sat) 26 Oct 1996 (W43),Hibernian FC (10),0-4,0-1,Celtic FC (10)
?,(Sat) 26 Oct 1996 (W43),Rangers FC (10),5-0,0-0,Motherwell FC (10)
?,(Fri) 1 Nov 1996 (W44),Kilmarnock FC (11),4-2,2-2,Hibernian FC (11)
?,(Sat) 2 Nov 1996 (W44),Celtic FC (11),1-0,0-0,Aberdeen FC (11)
?,(Sat) 2 Nov 1996 (W44),Heart of Midlothian FC (11),2-0,2-0,Dunfermline Athletic (11)
?,(Sat) 2 Nov 1996 (W44),Motherwell FC (11),1-3,0-0,Dundee United (11)
?,(Sat) 2 Nov 1996 (W44),Raith Rovers (11),2-2,1-0,Rangers FC (11)
?,(Mon) 11 Nov 1996 (W46),Motherwell FC (12),0-2,0-0,Heart of Midlothian FC (12)
?,(Thu) 14 Nov 1996 (W46),Celtic FC (12),0-1,0-1,Rangers FC (12)
?,(Sat) 16 Nov 1996 (W46),Aberdeen FC (12),3-3,1-1,Dundee United (12)
?,(Sat) 16 Nov 1996 (W46),Heart of Midlothian FC (13),0-0,0-0,Hibernian FC (12)
?,(Sat) 16 Nov 1996 (W46),Kilmarnock FC (12),2-4,0-1,Motherwell FC (13)
?,(Sat) 16 Nov 1996 (W46),Raith Rovers (12),1-2,0-2,Dunfermline Athletic (12)
?,(Sat) 23 Nov 1996 (W47),Dundee United (13),1-2,0-1,Raith Rovers (13)
?,(Sat) 23 Nov 1996 (W47),Hibernian FC (13),0-1,0-1,Aberdeen FC (13)
?,(Sat) 30 Nov 1996 (W48),Celtic FC (13),2-2,1-1,Heart of Midlothian FC (14)
?,(Sat) 30 Nov 1996 (W48),Dundee United (14),1-1,0-0,Dunfermline Athletic (13)
?,(Sat) 30 Nov 1996 (W48),Hibernian FC (14),2-0,1-0,Motherwell FC (14)
?,(Sat) 30 Nov 1996 (W48),Raith Rovers (14),1-0,0-0,Kilmarnock FC (13)
?,(Sun) 1 Dec 1996 (W48),Aberdeen FC (14),0-3,0-1,Rangers FC (13)
?,(Sat) 7 Dec 1996 (W49),Dunfermline Athletic (14),2-3,1-1,Aberdeen FC (15)
?,(Sat) 7 Dec 1996 (W49),Heart of Midlothian FC (15),0-0,0-0,Raith Rovers (15)
?,(Sat) 7 Dec 1996 (W49),Kilmarnock FC (14),0-2,0-1,Dundee United (15)
?,(Sat) 7 Dec 1996 (W49),Motherwell FC (15),2-1,1-0,Celtic FC (14)
?,(Sat) 7 Dec 1996 (W49),Rangers FC (14),4-3,1-2,Hibernian FC (15)
?,(Tue) 10 Dec 1996 (W50),Dundee United (16),1-0,0-0,Rangers FC (15)
?,(Wed) 11 Dec 1996 (W50),Dunfermline Athletic (15),2-1,0-0,Hibernian FC (16)
?,(Wed) 11 Dec 1996 (W50),Heart of Midlothian FC (16),1-2,1-0,Aberdeen FC (16)
?,(Wed) 11 Dec 1996 (W50),Motherwell FC (16),0-1,0-0,Raith Rovers (16)
?,(Sat) 14 Dec 1996 (W50),Aberdeen FC (17),0-0,0-0,Motherwell FC (17)
?,(Sat) 14 Dec 1996 (W50),Hibernian FC (17),1-1,1-1,Dundee United (17)
?,(Sat) 14 Dec 1996 (W50),Kilmarnock FC (15),2-0,0-0,Heart of Midlothian FC (17)
?,(Sat) 14 Dec 1996 (W50),Rangers FC (16),3-1,1-0,Dunfermline Athletic (16)
?,(Tue) 17 Dec 1996 (W51),Rangers FC (17),4-2,1-1,Kilmarnock FC (16)
?,(Sat) 21 Dec 1996 (W51),Celtic FC (15),1-0,1-0,Dundee United (18)
?,(Sat) 21 Dec 1996 (W51),Heart of Midlothian FC (18),1-4,0-1,Rangers FC (18)
?,(Sat) 21 Dec 1996 (W51),Kilmarnock FC (17),3-0,1-0,Aberdeen FC (18)
?,(Sat) 21 Dec 1996 (W51),Motherwell FC (18),2-3,2-1,Dunfermline Athletic (17)
?,(Sat) 21 Dec 1996 (W51),Raith Rovers (17),0-3,0-0,Hibernian FC (18)
?,(Thu) 26 Dec 1996 (W52),Aberdeen FC (19),1-2,1-1,Celtic FC (16)
?,(Thu) 26 Dec 1996 (W52),Dundee United (19),2-0,1-0,Motherwell FC (19)
?,(Thu) 26 Dec 1996 (W52),Dunfermline Athletic (18),2-3,1-0,Heart of Midlothian FC (19)
?,(Thu) 26 Dec 1996 (W52),Hibernian FC (19),0-1,?,Kilmarnock FC (18)
?,(Thu) 26 Dec 1996 (W52),Rangers FC (19),4-0,2-0,Raith Rovers (18)
?,(Sat) 28 Dec 1996 (W52),Aberdeen FC (20),1-1,0-1,Hibernian FC (20)
?,(Sat) 28 Dec 1996 (W52),Celtic FC (17),4-2,2-1,Dunfermline Athletic (19)
?,(Sat) 28 Dec 1996 (W52),Heart of Midlothian FC (20),4-1,1-1,Motherwell FC (20)
?,(Sat) 28 Dec 1996 (W52),Raith Rovers (19),0-1,0-1,Dundee United (20)
?,(Wed) 1 Jan 1997 (W1),Dundee United (21),4-0,1-0,Aberdeen FC (21)
?,(Wed) 1 Jan 1997 (W1),Dunfermline Athletic (20),2-0,0-0,Raith Rovers (20)
?,(Wed) 1 Jan 1997 (W1),Hibernian FC (21),0-4,0-1,Heart of Midlothian FC (21)
?,(Thu) 2 Jan 1997 (W1),Rangers FC (20),3-1,1-0,Celtic FC (18)
?,(Sat) 4 Jan 1997 (W1),Aberdeen FC (22),0-2,0-0,Dunfermline Athletic (21)
?,(Sat) 4 Jan 1997 (W1),Celtic FC (19),5-0,2-0,Motherwell FC (21)
?,(Sat) 4 Jan 1997 (W1),Dundee United (22),2-0,0-0,Kilmarnock FC (19)
?,(Sat) 4 Jan 1997 (W1),Hibernian FC (22),1-2,1-1,Rangers FC (21)
?,(Sat) 4 Jan 1997 (W1),Raith Rovers (21),1-2,1-1,Heart of Midlothian FC (22)
?,(Wed) 8 Jan 1997 (W2),Celtic FC (20),6-0,2-0,Kilmarnock FC (20)
?,(Sat) 11 Jan 1997 (W2),Dunfermline Athletic (22),1-3,0-0,Dundee United (23)
?,(Sat) 11 Jan 1997 (W2),Heart of Midlothian FC (23),1-2,1-1,Celtic FC (21)
?,(Sat) 11 Jan 1997 (W2),Kilmarnock FC (21),0-1,0-1,Raith Rovers (22)
?,(Sat) 11 Jan 1997 (W2),Motherwell FC (22),2-1,2-0,Hibernian FC (23)
?,(Sun) 12 Jan 1997 (W2),Rangers FC (22),4-0,2-0,Aberdeen FC (23)
?,(Tue) 14 Jan 1997 (W3),Raith Rovers (23),1-2,1-0,Celtic FC (22)
?,(Wed) 15 Jan 1997 (W3),Kilmarnock FC (22),1-1,0-0,Rangers FC (23)
?,(Sat) 18 Jan 1997 (W3),Celtic FC (23),4-1,2-0,Hibernian FC (24)
?,(Sat) 18 Jan 1997 (W3),Heart of Midlothian FC (24),1-2,1-1,Dundee United (24)
?,(Sat) 18 Jan 1997 (W3),Kilmarnock FC (23),2-1,0-0,Dunfermline Athletic (23)
?,(Sat) 18 Jan 1997 (W3),Motherwell FC (23),1-3,0-1,Rangers FC (24)
?,(Sat) 18 Jan 1997 (W3),Raith Rovers (24),2-2,1-1,Aberdeen FC (24)
?,(Tue) 21 Jan 1997 (W4),Motherwell FC (24),2-0,2-0,Kilmarnock FC (24)
?,(Wed) 29 Jan 1997 (W5),Dunfermline Athletic (24),0-2,0-2,Celtic FC (24)
?,(Sat) 1 Feb 1997 (W5),Aberdeen FC (25),2-1,2-0,Kilmarnock FC (25)
?,(Sat) 1 Feb 1997 (W5),Dundee United (25),1-0,0-0,Celtic FC (25)
?,(Sat) 1 Feb 1997 (W5),Dunfermline Athletic (25),3-1,2-1,Motherwell FC (25)
?,(Sat) 1 Feb 1997 (W5),Hibernian FC (25),1-1,1-0,Raith Rovers (25)
?,(Sat) 1 Feb 1997 (W5),Rangers FC (25),0-0,0-0,Heart of Midlothian FC (25)
?,(Thu) 6 Feb 1997 (W6),Celtic FC (26),2-0,0-0,Raith Rovers (26)
?,(Sat) 8 Feb 1997 (W6),Dundee United (26),0-0,0-0,Hibernian FC (26)
?,(Sat) 8 Feb 1997 (W6),Dunfermline Athletic (26),0-3,0-1,Rangers FC (26)
?,(Sat) 8 Feb 1997 (W6),Heart of Midlothian FC (26),2-0,1-0,Kilmarnock FC (26)
?,(Sat) 8 Feb 1997 (W6),Motherwell FC (26),2-2,0-2,Aberdeen FC (26)
?,(Mon) 10 Feb 1997 (W7),Aberdeen FC (27),0-0,0-0,Heart of Midlothian FC (27)
?,(Tue) 18 Feb 1997 (W8),Raith Rovers (27),1-5,0-2,Motherwell FC (27)
?,(Sat) 22 Feb 1997 (W8),Dunfermline Athletic (27),3-0,2-0,Aberdeen FC (28)
?,(Sat) 22 Feb 1997 (W8),Heart of Midlothian FC (28),3-2,3-2,Raith Rovers (28)
?,(Sat) 22 Feb 1997 (W8),Kilmarnock FC (27),2-3,1-1,Dundee United (27)
?,(Sat) 22 Feb 1997 (W8),Motherwell FC (28),0-1,0-1,Celtic FC (27)
?,(Sun) 23 Feb 1997 (W8),Rangers FC (27),3-1,1-0,Hibernian FC (27)
?,(Sat) 1 Mar 1997 (W9),Aberdeen FC (29),2-2,1-1,Rangers FC (28)
?,(Sat) 1 Mar 1997 (W9),Celtic FC (28),2-0,1-0,Heart of Midlothian FC (29)
?,(Sat) 1 Mar 1997 (W9),Dundee United (28),2-1,1-0,Dunfermline Athletic (28)
?,(Sat) 1 Mar 1997 (W9),Hibernian FC (28),1-1,0-0,Motherwell FC (29)
?,(Wed) 5 Mar 1997 (W10),Raith Rovers (29),2-1,1-0,Kilmarnock FC (28)
?,(Sat) 8 Mar 1997 (W10),Hibernian FC (29),1-0,1-0,Dunfermline Athletic (29)
?,(Tue) 11 Mar 1997 (W11),Kilmarnock FC (29),2-0,1-0,Celtic FC (29)
?,(Wed) 12 Mar 1997 (W11),Rangers FC (29),0-2,0-1,Dundee United (29)
?,(Sat) 15 Mar 1997 (W11),Aberdeen FC (30),1-1,1-0,Dundee United (30)
