Date,Team 1,FT,Team 2
Sat Aug 31 1935,Bristol Rovers,0-0,Notts County
Sat Aug 31 1935,Brighton & Hove Albion,3-2,Torquay United
Sat Aug 31 1935,Watford,0-2,Bristol City
Sat Aug 31 1935,Leyton Orient,3-0,Luton Town
Sat Aug 31 1935,Crystal Palace,3-2,Cardiff City
Sat Aug 31 1935,Newport County,2-2,Swindon Town
Sat Aug 31 1935,Exeter City,5-1,Aldershot
Sat Aug 31 1935,Reading,2-1,Coventry City
Sat Aug 31 1935,Queens Park Rangers,2-3,Millwall
Sat Aug 31 1935,Southend United,3-3,AFC Bournemouth
Sat Aug 31 1935,Northampton Town,0-0,Gillingham
Mon Sep 2 1935,Cardiff City,0-0,Bristol Rovers
Mon Sep 2 1935,Aldershot,2-0,Northampton Town
Mon Sep 2 1935,Millwall,2-2,Coventry City
Wed Sep 4 1935,AFC Bournemouth,2-1,Luton Town
Wed Sep 4 1935,Southend United,7-1,Crystal Palace
Wed Sep 4 1935,Exeter City,1-3,Watford
Wed Sep 4 1935,Swindon Town,4-1,Torquay United
Wed Sep 4 1935,Brighton & Hove Albion,1-1,Queens Park Rangers
Wed Sep 4 1935,Notts County,3-3,Gillingham
Wed Sep 4 1935,Bristol City,1-2,Newport County
Thu Sep 5 1935,Leyton Orient,1-0,Reading
Sat Sep 7 1935,Gillingham,0-2,Crystal Palace
Sat Sep 7 1935,Notts County,2-0,Leyton Orient
Sat Sep 7 1935,Swindon Town,1-1,Exeter City
Sat Sep 7 1935,Torquay United,4-2,Queens Park Rangers
Sat Sep 7 1935,Coventry City,7-1,Newport County
Sat Sep 7 1935,Aldershot,1-0,Brighton & Hove Albion
Sat Sep 7 1935,Millwall,0-0,Watford
Sat Sep 7 1935,Bristol City,0-2,Bristol Rovers
Sat Sep 7 1935,AFC Bournemouth,4-0,Northampton Town
Sat Sep 7 1935,Luton Town,1-2,Southend United
Sat Sep 7 1935,Cardiff City,2-3,Reading
Mon Sep 9 1935,Newport County,2-0,Bristol City
Mon Sep 9 1935,Luton Town,0-0,AFC Bournemouth
Mon Sep 9 1935,Northampton Town,3-0,Aldershot
Mon Sep 9 1935,Coventry City,5-0,Millwall
Wed Sep 11 1935,Gillingham,0-0,Notts County
Wed Sep 11 1935,Reading,4-1,Leyton Orient
Wed Sep 11 1935,Torquay United,2-1,Swindon Town
Wed Sep 11 1935,Watford,1-0,Exeter City
Wed Sep 11 1935,Bristol Rovers,1-1,Cardiff City
Wed Sep 11 1935,Crystal Palace,3-0,Southend United
Thu Sep 12 1935,Queens Park Rangers,3-2,Brighton & Hove Albion
Sat Sep 14 1935,Leyton Orient,2-0,Bristol Rovers
Sat Sep 14 1935,Crystal Palace,2-0,AFC Bournemouth
Sat Sep 14 1935,Southend United,0-0,Notts County
Sat Sep 14 1935,Exeter City,1-3,Coventry City
Sat Sep 14 1935,Reading,1-0,Gillingham
Sat Sep 14 1935,Brighton & Hove Albion,0-2,Swindon Town
Sat Sep 14 1935,Bristol City,4-1,Millwall
Sat Sep 14 1935,Newport County,0-0,Cardiff City
Sat Sep 14 1935,Queens Park Rangers,5-0,Aldershot
Sat Sep 14 1935,Northampton Town,0-0,Luton Town
Sat Sep 14 1935,Watford,2-2,Torquay United
Mon Sep 16 1935,Luton Town,2-0,Queens Park Rangers
Mon Sep 16 1935,Northampton Town,3-1,Crystal Palace
Mon Sep 16 1935,Millwall,2-2,Newport County
Mon Sep 16 1935,Cardiff City,4-1,Leyton Orient
Wed Sep 18 1935,Bristol Rovers,4-3,Gillingham
Wed Sep 18 1935,Notts County,1-3,AFC Bournemouth
Wed Sep 18 1935,Aldershot,1-3,Swindon Town
Wed Sep 18 1935,Brighton & Hove Albion,2-1,Watford
Wed Sep 18 1935,Torquay United,3-3,Coventry City
Wed Sep 18 1935,Exeter City,0-1,Bristol City
Wed Sep 18 1935,Southend United,1-2,Reading
Sat Sep 21 1935,Aldershot,1-1,Watford
Sat Sep 21 1935,Torquay United,2-0,Bristol City
Sat Sep 21 1935,Coventry City,5-0,Brighton & Hove Albion
Sat Sep 21 1935,Millwall,1-0,Leyton Orient
Sat Sep 21 1935,AFC Bournemouth,4-1,Reading
Sat Sep 21 1935,Notts County,3-0,Northampton Town
Sat Sep 21 1935,Luton Town,6-0,Crystal Palace
Sat Sep 21 1935,Bristol Rovers,3-2,Southend United
Sat Sep 21 1935,Newport County,2-1,Exeter City
Sat Sep 21 1935,Gillingham,3-0,Cardiff City
Sat Sep 21 1935,Swindon Town,2-2,Queens Park Rangers
Mon Sep 23 1935,Crystal Palace,6-1,Northampton Town
Wed Sep 25 1935,Torquay United,2-1,Exeter City
Sat Sep 28 1935,Watford,2-1,Swindon Town
Sat Sep 28 1935,Crystal Palace,0-0,Notts County
Sat Sep 28 1935,Cardiff City,1-1,AFC Bournemouth
Sat Sep 28 1935,Southend United,2-1,Leyton Orient
Sat Sep 28 1935,Queens Park Rangers,0-0,Coventry City
Sat Sep 28 1935,Bristol City,1-0,Aldershot
Sat Sep 28 1935,Northampton Town,3-3,Bristol Rovers
Sat Sep 28 1935,Millwall,1-1,Torquay United
Sat Sep 28 1935,Exeter City,2-5,Gillingham
Sat Sep 28 1935,Reading,2-1,Luton Town
Sat Sep 28 1935,Brighton & Hove Albion,7-1,Newport County
Sat Oct 5 1935,Exeter City,3-3,Brighton & Hove Albion
Sat Oct 5 1935,Bristol Rovers,2-4,Crystal Palace
Sat Oct 5 1935,AFC Bournemouth,1-2,Gillingham
Sat Oct 5 1935,Luton Town,2-2,Cardiff City
Sat Oct 5 1935,Leyton Orient,4-0,Northampton Town
Sat Oct 5 1935,Newport County,3-4,Queens Park Rangers
Sat Oct 5 1935,Aldershot,1-1,Millwall
Sat Oct 5 1935,Swindon Town,1-1,Bristol City
Sat Oct 5 1935,Torquay United,1-1,Southend United
Sat Oct 5 1935,Coventry City,2-0,Watford
Sat Oct 5 1935,Notts County,1-3,Reading
Sat Oct 12 1935,Brighton & Hove Albion,0-1,AFC Bournemouth
Sat Oct 12 1935,Reading,3-2,Bristol Rovers
Sat Oct 12 1935,Watford,2-5,Newport County
Sat Oct 12 1935,Millwall,1-0,Swindon Town
Sat Oct 12 1935,Torquay United,3-1,Aldershot
Sat Oct 12 1935,Bristol City,0-0,Coventry City
Sat Oct 12 1935,Queens Park Rangers,3-1,Exeter City
Sat Oct 12 1935,Cardiff City,3-2,Notts County
Sat Oct 12 1935,Crystal Palace,2-2,Leyton Orient
Sat Oct 12 1935,Northampton Town,2-0,Southend United
Sat Oct 12 1935,Gillingham,0-1,Luton Town
Sat Oct 19 1935,Luton Town,2-1,Brighton & Hove Albion
Sat Oct 19 1935,Southend United,6-0,Millwall
Sat Oct 19 1935,Gillingham,3-0,Newport County
Sat Oct 19 1935,Leyton Orient,2-0,Bristol City
Sat Oct 19 1935,Cardiff City,1-0,Coventry City
Sat Oct 19 1935,Crystal Palace,2-1,Aldershot
Sat Oct 19 1935,Reading,2-0,Swindon Town
Sat Oct 19 1935,AFC Bournemouth,1-1,Exeter City
Sat Oct 19 1935,Bristol Rovers,0-1,Watford
Sat Oct 19 1935,Notts County,3-0,Queens Park Rangers
Sat Oct 19 1935,Northampton Town,2-1,Torquay United
Sat Oct 26 1935,Aldershot,1-0,Reading
Sat Oct 26 1935,Swindon Town,2-1,Cardiff City
Sat Oct 26 1935,Newport County,0-0,AFC Bournemouth
Sat Oct 26 1935,Exeter City,1-2,Luton Town
Sat Oct 26 1935,Torquay United,3-2,Crystal Palace
Sat Oct 26 1935,Bristol City,2-1,Southend United
Sat Oct 26 1935,Millwall,2-1,Northampton Town
Sat Oct 26 1935,Watford,1-1,Leyton Orient
Sat Oct 26 1935,Brighton & Hove Albion,5-1,Notts County
Sat Oct 26 1935,Queens Park Rangers,4-0,Bristol Rovers
Sat Oct 26 1935,Coventry City,4-0,Gillingham
Sat Nov 2 1935,Northampton Town,0-2,Bristol City
Sat Nov 2 1935,Bristol Rovers,5-2,Brighton & Hove Albion
Sat Nov 2 1935,Crystal Palace,5-0,Millwall
Sat Nov 2 1935,Gillingham,3-1,Swindon Town
Sat Nov 2 1935,AFC Bournemouth,1-1,Coventry City
Sat Nov 2 1935,Reading,2-0,Torquay United
Sat Nov 2 1935,Leyton Orient,1-0,Queens Park Rangers
Sat Nov 2 1935,Cardiff City,0-1,Aldershot
Sat Nov 2 1935,Notts County,3-1,Exeter City
Sat Nov 2 1935,Luton Town,7-0,Newport County
Sat Nov 2 1935,Southend United,1-1,Watford
Sat Nov 9 1935,Bristol City,1-1,Notts County
Sat Nov 9 1935,Swindon Town,3-1,Northampton Town
Sat Nov 9 1935,Watford,1-3,Luton Town
Sat Nov 9 1935,Aldershot,1-1,Southend United
Sat Nov 9 1935,Newport County,1-5,Reading
Sat Nov 9 1935,Queens Park Rangers,2-0,AFC Bournemouth
Sat Nov 9 1935,Exeter City,2-0,Cardiff City
Sat Nov 9 1935,Millwall,2-1,Bristol Rovers
Sat Nov 9 1935,Brighton & Hove Albion,1-1,Gillingham
Sat Nov 9 1935,Torquay United,1-0,Leyton Orient
Sat Nov 9 1935,Coventry City,8-1,Crystal Palace
Sat Nov 16 1935,Southend United,0-0,Brighton & Hove Albion
Sat Nov 16 1935,Northampton Town,1-4,Queens Park Rangers
Sat Nov 16 1935,Crystal Palace,1-2,Watford
Sat Nov 16 1935,Cardiff City,3-1,Millwall
Sat Nov 16 1935,Reading,5-2,Bristol City
Sat Nov 16 1935,Luton Town,2-1,Swindon Town
Sat Nov 16 1935,Notts County,2-1,Coventry City
Sat Nov 16 1935,Leyton Orient,1-2,Exeter City
Sat Nov 16 1935,Gillingham,1-0,Torquay United
Sat Nov 16 1935,Bristol Rovers,3-0,Newport County
Sat Nov 16 1935,AFC Bournemouth,0-0,Aldershot
Sat Nov 23 1935,Newport County,2-3,Leyton Orient
Sat Nov 23 1935,Aldershot,0-1,Luton Town
Sat Nov 23 1935,Coventry City,3-1,Bristol Rovers
Sat Nov 23 1935,Millwall,4-1,Gillingham
Sat Nov 23 1935,Exeter City,1-0,Southend United
Sat Nov 23 1935,Watford,4-2,Reading
Sat Nov 23 1935,Queens Park Rangers,3-0,Crystal Palace
Sat Nov 23 1935,Bristol City,0-2,Cardiff City
Sat Nov 23 1935,Brighton & Hove Albion,5-1,Northampton Town
Sat Nov 23 1935,Swindon Town,2-1,Notts County
Sat Nov 23 1935,Torquay United,0-2,AFC Bournemouth
Sat Dec 7 1935,Exeter City,1-0,Crystal Palace
Sat Dec 7 1935,Aldershot,6-1,Bristol Rovers
Sat Dec 7 1935,Bristol City,1-0,AFC Bournemouth
Sat Dec 7 1935,Coventry City,3-0,Southend United
Sat Dec 7 1935,Brighton & Hove Albion,4-2,Reading
Sat Dec 7 1935,Watford,1-2,Gillingham
Sat Dec 7 1935,Queens Park Rangers,5-1,Cardiff City
Sat Dec 7 1935,Swindon Town,2-2,Leyton Orient
Sat Dec 7 1935,Torquay United,0-1,Notts County
Sat Dec 7 1935,Newport County,5-1,Northampton Town
Sat Dec 7 1935,Millwall,0-0,Luton Town
Sat Dec 14 1935,Luton Town,1-0,Bristol City
Sat Dec 14 1935,Northampton Town,2-4,Coventry City
Wed Dec 18 1935,Crystal Palace,6-0,Newport County
Wed Dec 18 1935,Notts County,0-0,Millwall
