Date,Team 1,FT,Team 2
Sat Aug 31 1935,Rotherham United,1-2,Wrexham
Sat Aug 31 1935,York City,0-4,Stockport County
Sat Aug 31 1935,Walsall,2-0,Gateshead
Sat Aug 31 1935,Chester,5-1,Southport
Sat Aug 31 1935,Rochdale,2-1,Crewe Alexandra
Sat Aug 31 1935,Carlisle United,3-0,Darlington
Sat Aug 31 1935,New Brighton,0-0,Tranmere Rovers
Sat Aug 31 1935,Barrow,1-1,Chesterfield
Sat Aug 31 1935,Mansfield Town,1-0,Oldham Athletic
Sat Aug 31 1935,Hartlepool United,1-0,Halifax Town
Sat Aug 31 1935,Lincoln City,6-0,Accrington Stanley
Mon Sep 2 1935,Chesterfield,2-2,York City
Mon Sep 2 1935,Barrow,3-0,New Brighton
Mon Sep 2 1935,Tranmere Rovers,2-0,Gateshead
Mon Sep 2 1935,Stockport County,4-0,Rochdale
Mon Sep 2 1935,Accrington Stanley,0-3,Chester
Mon Sep 2 1935,Halifax Town,1-0,Carlisle United
Mon Sep 2 1935,Crewe Alexandra,2-1,Lincoln City
Tue Sep 3 1935,Southport,2-1,Rotherham United
Wed Sep 4 1935,Darlington,1-1,Walsall
Wed Sep 4 1935,Hartlepool United,0-1,Oldham Athletic
Wed Sep 4 1935,Wrexham,5-1,Mansfield Town
Sat Sep 7 1935,Darlington,4-2,Hartlepool United
Sat Sep 7 1935,Oldham Athletic,4-1,Rotherham United
Sat Sep 7 1935,Stockport County,2-1,Barrow
Sat Sep 7 1935,Gateshead,1-1,Carlisle United
Sat Sep 7 1935,Chesterfield,3-1,New Brighton
Sat Sep 7 1935,Accrington Stanley,2-4,Rochdale
Sat Sep 7 1935,Halifax Town,1-0,Mansfield Town
Sat Sep 7 1935,Wrexham,1-0,Chester
Sat Sep 7 1935,Crewe Alexandra,2-1,York City
Sat Sep 7 1935,Tranmere Rovers,3-1,Walsall
Sat Sep 7 1935,Southport,0-3,Lincoln City
Mon Sep 9 1935,Walsall,4-1,Darlington
Mon Sep 9 1935,Oldham Athletic,2-2,Hartlepool United
Mon Sep 9 1935,Lincoln City,6-2,Crewe Alexandra
Mon Sep 9 1935,Rotherham United,5-0,Southport
Tue Sep 10 1935,Rochdale,1-1,Stockport County
Wed Sep 11 1935,Mansfield Town,3-2,Wrexham
Wed Sep 11 1935,Carlisle United,0-0,Halifax Town
Wed Sep 11 1935,Chester,4-0,Accrington Stanley
Wed Sep 11 1935,New Brighton,2-3,Barrow
Wed Sep 11 1935,Gateshead,1-1,Tranmere Rovers
Wed Sep 11 1935,York City,1-1,Chesterfield
Sat Sep 14 1935,New Brighton,2-0,Stockport County
Sat Sep 14 1935,Barrow,1-1,Crewe Alexandra
Sat Sep 14 1935,Lincoln City,1-1,Chester
Sat Sep 14 1935,Walsall,1-1,Chesterfield
Sat Sep 14 1935,Wrexham,0-1,Oldham Athletic
Sat Sep 14 1935,York City,1-1,Accrington Stanley
Sat Sep 14 1935,Carlisle United,0-1,Tranmere Rovers
Sat Sep 14 1935,Rotherham United,2-0,Halifax Town
Sat Sep 14 1935,Rochdale,2-1,Southport
Sat Sep 14 1935,Mansfield Town,4-2,Darlington
Sat Sep 14 1935,Hartlepool United,2-0,Gateshead
Mon Sep 16 1935,Tranmere Rovers,2-0,Darlington
Mon Sep 16 1935,Lincoln City,3-0,Stockport County
Mon Sep 16 1935,Halifax Town,1-1,Walsall
Mon Sep 16 1935,Rotherham United,2-1,Mansfield Town
Wed Sep 18 1935,Wrexham,1-0,Hartlepool United
Wed Sep 18 1935,York City,2-0,New Brighton
Wed Sep 18 1935,Gateshead,4-3,Barrow
Wed Sep 18 1935,Crewe Alexandra,1-1,Chester
Thu Sep 19 1935,Carlisle United,2-1,Oldham Athletic
Sat Sep 21 1935,Darlington,3-1,Rotherham United
Sat Sep 21 1935,Walsall,3-0,Carlisle United
Sat Sep 21 1935,Crewe Alexandra,5-1,New Brighton
Sat Sep 21 1935,Stockport County,2-2,Chesterfield
Sat Sep 21 1935,Tranmere Rovers,3-1,Hartlepool United
Sat Sep 21 1935,Gateshead,3-1,Mansfield Town
Sat Sep 21 1935,Oldham Athletic,2-3,Lincoln City
Sat Sep 21 1935,Chester,5-2,Rochdale
Sat Sep 21 1935,Southport,0-1,York City
Sat Sep 21 1935,Accrington Stanley,2-0,Barrow
Sat Sep 21 1935,Halifax Town,4-1,Wrexham
Mon Sep 23 1935,Stockport County,3-2,Wrexham
Tue Sep 24 1935,Accrington Stanley,1-0,Southport
Wed Sep 25 1935,Chester,1-1,Oldham Athletic
Sat Sep 28 1935,New Brighton,2-3,Accrington Stanley
Sat Sep 28 1935,Barrow,0-1,Southport
Sat Sep 28 1935,Rochdale,0-0,Lincoln City
Sat Sep 28 1935,Carlisle United,2-1,Stockport County
Sat Sep 28 1935,York City,1-2,Chester
Sat Sep 28 1935,Mansfield Town,2-3,Tranmere Rovers
Sat Sep 28 1935,Chesterfield,6-0,Crewe Alexandra
Sat Sep 28 1935,Wrexham,3-1,Darlington
Sat Sep 28 1935,Oldham Athletic,3-0,Halifax Town
Sat Sep 28 1935,Hartlepool United,5-0,Walsall
Sat Sep 28 1935,Rotherham United,3-0,Gateshead
Wed Oct 2 1935,Chester,0-1,Crewe Alexandra
Sat Oct 5 1935,Crewe Alexandra,0-1,Stockport County
Sat Oct 5 1935,Walsall,7-0,Mansfield Town
Sat Oct 5 1935,Darlington,5-0,Oldham Athletic
Sat Oct 5 1935,Accrington Stanley,0-1,Chesterfield
Sat Oct 5 1935,Lincoln City,3-2,York City
Sat Oct 5 1935,Halifax Town,2-0,Rochdale
Sat Oct 5 1935,Southport,2-1,New Brighton
Sat Oct 5 1935,Gateshead,2-0,Wrexham
Sat Oct 5 1935,Chester,1-2,Barrow
Sat Oct 5 1935,Tranmere Rovers,2-2,Rotherham United
Sat Oct 5 1935,Carlisle United,0-0,Hartlepool United
Sat Oct 12 1935,Rotherham United,2-0,Walsall
