Date,Team 1,FT,Team 2
Sat Aug 29 1931,Walsall,1-2,Barrow
Sat Aug 29 1931,Chester,4-0,Wigan Borough
Sat Aug 29 1931,York City,3-2,Tranmere Rovers
Sat Aug 29 1931,Hartlepool United,2-2,Carlisle United
Sat Aug 29 1931,New Brighton,1-3,Gateshead
Sat Aug 29 1931,Crewe Alexandra,3-0,Wrexham
Sat Aug 29 1931,Southport,3-2,Rotherham United
Sat Aug 29 1931,Rochdale,2-2,Accrington Stanley
Sat Aug 29 1931,Lincoln City,2-0,Darlington
Sat Aug 29 1931,Hull City,1-0,Halifax Town
Sat Aug 29 1931,Doncaster Rovers,1-1,Stockport County
Mon Aug 31 1931,Lincoln City,6-0,Hartlepool United
Mon Aug 31 1931,Walsall,1-2,Gateshead
Mon Aug 31 1931,Halifax Town,0-0,New Brighton
Mon Aug 31 1931,Tranmere Rovers,0-1,Doncaster Rovers
Mon Aug 31 1931,Stockport County,1-2,Crewe Alexandra
Mon Aug 31 1931,Rotherham United,5-0,Rochdale
Wed Sep 2 1931,Wigan Borough,3-1,Hull City
Wed Sep 2 1931,Darlington,0-2,Barrow
Wed Sep 2 1931,Accrington Stanley,5-3,Carlisle United
Wed Sep 2 1931,Wrexham,1-1,Chester
Wed Sep 2 1931,York City,1-2,Southport
Sat Sep 5 1931,Wrexham,4-0,Rochdale
Sat Sep 5 1931,Wigan Borough,1-1,Hartlepool United
Sat Sep 5 1931,Walsall,1-4,Hull City
Sat Sep 5 1931,Stockport County,0-1,Southport
Sat Sep 5 1931,Darlington,4-1,Chester
Sat Sep 5 1931,Rotherham United,0-1,York City
Sat Sep 5 1931,Halifax Town,3-0,Lincoln City
Sat Sep 5 1931,Gateshead,4-0,Barrow
Sat Sep 5 1931,Accrington Stanley,3-2,Doncaster Rovers
Sat Sep 5 1931,Tranmere Rovers,5-1,New Brighton
Sat Sep 5 1931,Carlisle United,2-1,Crewe Alexandra
Mon Sep 7 1931,Crewe Alexandra,3-1,Accrington Stanley
Mon Sep 7 1931,Hull City,4-1,Darlington
Mon Sep 7 1931,Barrow,3-1,Halifax Town
Mon Sep 7 1931,Stockport County,3-1,Rochdale
Tue Sep 8 1931,Southport,1-0,Tranmere Rovers
Wed Sep 9 1931,Hartlepool United,2-2,Chester
Wed Sep 9 1931,Wigan Borough,0-3,Lincoln City
Wed Sep 9 1931,Gateshead,6-0,York City
Wed Sep 9 1931,New Brighton,0-1,Walsall
Thu Sep 10 1931,Carlisle United,2-2,Wrexham
Sat Sep 12 1931,Lincoln City,3-0,Walsall
Sat Sep 12 1931,Tranmere Rovers,6-1,Rotherham United
Sat Sep 12 1931,Crewe Alexandra,4-3,Wigan Borough
Sat Sep 12 1931,Rochdale,4-3,Carlisle United
Sat Sep 12 1931,Barrow,4-1,New Brighton
Sat Sep 12 1931,Doncaster Rovers,2-4,Wrexham
Sat Sep 12 1931,York City,1-0,Stockport County
Sat Sep 12 1931,Hull City,0-1,Gateshead
Sat Sep 12 1931,Hartlepool United,3-3,Darlington
Sat Sep 12 1931,Chester,3-1,Halifax Town
Sat Sep 12 1931,Southport,4-2,Accrington Stanley
Mon Sep 14 1931,Wrexham,1-0,Carlisle United
Mon Sep 14 1931,Walsall,3-0,New Brighton
Mon Sep 14 1931,Rotherham United,6-3,Doncaster Rovers
Mon Sep 14 1931,Tranmere Rovers,2-0,Southport
Mon Sep 14 1931,Halifax Town,1-0,Barrow
Mon Sep 14 1931,Lincoln City,3-0,Wigan Borough
Tue Sep 15 1931,Rochdale,1-0,Stockport County
Wed Sep 16 1931,York City,3-2,Gateshead
Wed Sep 16 1931,Darlington,2-1,Hull City
Wed Sep 16 1931,Chester,2-3,Hartlepool United
Sat Sep 19 1931,Stockport County,0-1,Tranmere Rovers
Sat Sep 19 1931,Rotherham United,0-2,Barrow
Sat Sep 19 1931,Wrexham,1-1,Southport
Sat Sep 19 1931,Walsall,1-1,Chester
Sat Sep 19 1931,Darlington,5-0,Wigan Borough
Sat Sep 19 1931,Carlisle United,5-1,Doncaster Rovers
Sat Sep 19 1931,Halifax Town,2-0,Hartlepool United
Sat Sep 19 1931,Accrington Stanley,2-1,York City
Sat Sep 19 1931,New Brighton,1-2,Hull City
Sat Sep 19 1931,Crewe Alexandra,1-0,Rochdale
Sat Sep 19 1931,Gateshead,2-3,Lincoln City
Mon Sep 21 1931,Doncaster Rovers,2-0,Rotherham United
Wed Sep 23 1931,Hartlepool United,2-1,Southport
Sat Sep 26 1931,Chester,1-1,Gateshead
Sat Sep 26 1931,Tranmere Rovers,8-1,Accrington Stanley
Sat Sep 26 1931,Hartlepool United,4-3,Walsall
Sat Sep 26 1931,Wigan Borough,0-1,Halifax Town
Sat Sep 26 1931,Rotherham United,1-1,Stockport County
Sat Sep 26 1931,Rochdale,1-1,Darlington
Sat Sep 26 1931,Hull City,3-0,Barrow
Sat Sep 26 1931,Southport,2-0,Carlisle United
Sat Sep 26 1931,Doncaster Rovers,2-1,Crewe Alexandra
Sat Sep 26 1931,York City,3-2,Wrexham
Sat Sep 26 1931,Lincoln City,3-0,New Brighton
Tue Sep 29 1931,Accrington Stanley,2-0,Crewe Alexandra
Wed Sep 30 1931,Chester,2-5,Wrexham
Sat Oct 3 1931,Wrexham,2-1,Tranmere Rovers
Sat Oct 3 1931,Accrington Stanley,5-2,Rotherham United
Sat Oct 3 1931,Stockport County,2-0,Hull City
Sat Oct 3 1931,New Brighton,0-1,Chester
Sat Oct 3 1931,Gateshead,3-1,Hartlepool United
Sat Oct 3 1931,Crewe Alexandra,1-1,Southport
Sat Oct 3 1931,Rochdale,3-1,Doncaster Rovers
Sat Oct 3 1931,Halifax Town,0-3,Darlington
Sat Oct 3 1931,Walsall,3-0,Wigan Borough
Sat Oct 3 1931,Carlisle United,1-1,York City
Sat Oct 3 1931,Barrow,0-2,Lincoln City
Sat Oct 10 1931,Doncaster Rovers,3-1,Halifax Town
Sat Oct 10 1931,Hartlepool United,1-0,New Brighton
Sat Oct 10 1931,York City,3-3,Crewe Alexandra
Sat Oct 10 1931,Lincoln City,1-0,Hull City
Sat Oct 10 1931,Darlington,2-0,Walsall
Sat Oct 10 1931,Wigan Borough,2-1,Gateshead
Sat Oct 10 1931,Tranmere Rovers,3-0,Carlisle United
Sat Oct 10 1931,Chester,4-2,Barrow
Sat Oct 10 1931,Stockport County,3-0,Accrington Stanley
Sat Oct 10 1931,Rotherham United,0-0,Wrexham
Sat Oct 10 1931,Southport,3-1,Rochdale
Sat Oct 17 1931,Gateshead,2-0,Southport
Sat Oct 17 1931,Chester,1-0,Accrington Stanley
Sat Oct 17 1931,New Brighton,0-2,York City
Sat Oct 17 1931,Barrow,3-1,Tranmere Rovers
Sat Oct 17 1931,Walsall,2-0,Doncaster Rovers
Sat Oct 17 1931,Wigan Borough,3-2,Carlisle United
Sat Oct 17 1931,Darlington,1-0,Crewe Alexandra
Sat Oct 17 1931,Lincoln City,1-2,Stockport County
Sat Oct 17 1931,Hartlepool United,0-1,Wrexham
Sat Oct 17 1931,Halifax Town,3-2,Rochdale
Sat Oct 17 1931,Hull City,0-1,Rotherham United
Sat Oct 24 1931,Stockport County,0-0,Chester
Sat Oct 24 1931,Tranmere Rovers,2-2,Hull City
Sat Oct 24 1931,York City,1-0,Barrow
Sat Oct 24 1931,Wrexham,5-0,Wigan Borough
Sat Oct 24 1931,Rotherham United,0-1,Lincoln City
Sat Oct 24 1931,Rochdale,0-1,Walsall
Sat Oct 24 1931,Doncaster Rovers,1-2,Gateshead
Sat Oct 24 1931,Accrington Stanley,5-0,Hartlepool United
Sat Oct 24 1931,Southport,1-0,New Brighton
Sat Oct 24 1931,Crewe Alexandra,4-3,Halifax Town
Sat Oct 24 1931,Carlisle United,0-2,Darlington
Sat Oct 31 1931,Hull City,2-3,York City
Sat Oct 31 1931,Barrow,1-1,Southport
Sat Oct 31 1931,Darlington,1-1,Wrexham
Sat Oct 31 1931,Gateshead,3-1,Rochdale
Sat Oct 31 1931,Walsall,2-1,Crewe Alexandra
Sat Oct 31 1931,Lincoln City,4-2,Tranmere Rovers
Sat Oct 31 1931,Chester,2-1,Rotherham United
Sat Oct 31 1931,Hartlepool United,2-2,Stockport County
Sat Oct 31 1931,New Brighton,1-0,Doncaster Rovers
Sat Oct 31 1931,Halifax Town,1-1,Carlisle United
Sat Nov 7 1931,Carlisle United,4-0,Walsall
Sat Nov 7 1931,Rotherham United,1-2,Hartlepool United
Sat Nov 7 1931,Rochdale,3-2,New Brighton
Sat Nov 7 1931,Tranmere Rovers,2-2,Chester
Sat Nov 7 1931,Accrington Stanley,4-0,Darlington
Sat Nov 7 1931,York City,1-1,Lincoln City
Sat Nov 7 1931,Southport,1-0,Hull City
Sat Nov 7 1931,Doncaster Rovers,0-1,Barrow
Sat Nov 7 1931,Crewe Alexandra,3-5,Gateshead
Sat Nov 7 1931,Wrexham,2-3,Halifax Town
Sat Nov 14 1931,Walsall,2-0,Wrexham
Sat Nov 14 1931,Hartlepool United,0-5,Tranmere Rovers
Sat Nov 14 1931,Gateshead,4-0,Carlisle United
Sat Nov 14 1931,Halifax Town,1-0,Accrington Stanley
Sat Nov 14 1931,Chester,3-0,York City
Sat Nov 14 1931,Hull City,4-1,Doncaster Rovers
Sat Nov 14 1931,Barrow,4-1,Rochdale
Sat Nov 14 1931,Lincoln City,7-0,Southport
Sat Nov 14 1931,New Brighton,0-1,Crewe Alexandra
Sat Nov 14 1931,Darlington,2-0,Stockport County
Sat Nov 21 1931,York City,3-1,Hartlepool United
Sat Nov 21 1931,Doncaster Rovers,0-3,Lincoln City
Sat Nov 21 1931,Crewe Alexandra,3-2,Barrow
Sat Nov 21 1931,Stockport County,2-1,Halifax Town
Sat Nov 21 1931,Wrexham,2-1,Gateshead
Sat Nov 21 1931,Southport,1-1,Chester
Sat Nov 21 1931,Carlisle United,0-0,New Brighton
Sat Nov 21 1931,Rotherham United,2-4,Darlington
Sat Nov 21 1931,Rochdale,3-6,Hull City
Sat Nov 21 1931,Accrington Stanley,1-0,Walsall
Sat Dec 5 1931,Tranmere Rovers,5-2,Halifax Town
Sat Dec 5 1931,Crewe Alexandra,8-1,Lincoln City
Sat Dec 5 1931,Rotherham United,3-0,Walsall
Sat Dec 5 1931,Stockport County,1-1,Gateshead
Sat Dec 5 1931,York City,3-0,Darlington
Sat Dec 5 1931,Accrington Stanley,4-1,New Brighton
Sat Dec 5 1931,Carlisle United,0-1,Hull City
Sat Dec 5 1931,Doncaster Rovers,1-3,Hartlepool United
Sat Dec 5 1931,Wrexham,0-1,Barrow
Sat Dec 5 1931,Rochdale,0-3,Chester
Sat Dec 12 1931,Hartlepool United,3-0,Rochdale
Sat Dec 12 1931,Walsall,2-2,York City
Sat Dec 12 1931,Crewe Alexandra,2-2,Stockport County
Wed Dec 16 1931,Gateshead,4-1,Rotherham United
Sat Dec 19 1931,York City,2-0,Walsall
Sat Dec 19 1931,Rotherham United,2-2,New Brighton
Sat Dec 19 1931,Crewe Alexandra,6-0,Hartlepool United
Sat Dec 19 1931,Southport,2-2,Halifax Town
Sat Dec 19 1931,Accrington Stanley,1-1,Hull City
Sat Dec 19 1931,Doncaster Rovers,3-2,Darlington
Sat Dec 19 1931,Carlisle United,4-3,Chester
Sat Dec 19 1931,Wrexham,1-3,Lincoln City
Sat Dec 19 1931,Stockport County,2-0,Barrow
Sat Dec 19 1931,Tranmere Rovers,4-3,Gateshead
Fri Dec 25 1931,Stockport County,0-0,Carlisle United
Fri Dec 25 1931,Tranmere Rovers,9-1,Rochdale
Fri Dec 25 1931,Hull City,3-1,Hartlepool United
Fri Dec 25 1931,Chester,2-1,Lincoln City
Fri Dec 25 1931,Crewe Alexandra,5-0,Rotherham United
Fri Dec 25 1931,Doncaster Rovers,1-0,York City
Fri Dec 25 1931,Accrington Stanley,5-0,Wrexham
Fri Dec 25 1931,Southport,5-1,Walsall
Fri Dec 25 1931,Barrow,3-4,Darlington
Fri Dec 25 1931,Halifax Town,1-2,Gateshead
Sat Dec 26 1931,Walsall,2-1,Southport
Sat Dec 26 1931,Wrexham,2-1,Accrington Stanley
Sat Dec 26 1931,Rotherham United,0-2,Crewe Alexandra
Sat Dec 26 1931,Gateshead,1-1,Halifax Town
Sat Dec 26 1931,New Brighton,0-0,Darlington
Sat Dec 26 1931,Hartlepool United,2-3,Hull City
Sat Dec 26 1931,York City,1-2,Doncaster Rovers
Sat Dec 26 1931,Rochdale,3-6,Tranmere Rovers
Sat Dec 26 1931,Lincoln City,4-0,Chester
Sat Dec 26 1931,Carlisle United,1-1,Stockport County
