Date,Team 1,FT,Team 2
Sat Aug 20 1949,Crewe Alexandra,2-0,Tranmere Rovers
Sat Aug 20 1949,Halifax Town,1-2,Hartlepool United
Sat Aug 20 1949,Barrow,3-2,York City
Sat Aug 20 1949,Carlisle United,2-1,Accrington Stanley
Sat Aug 20 1949,New Brighton,1-0,Darlington
Sat Aug 20 1949,Rotherham United,2-2,Wrexham
Sat Aug 20 1949,Chester,0-4,Stockport County
Sat Aug 20 1949,Lincoln City,1-2,Oldham Athletic
Sat Aug 20 1949,Bradford City,1-2,Doncaster Rovers
Sat Aug 20 1949,Rochdale,1-3,Gateshead
Sat Aug 20 1949,Southport,1-1,Mansfield Town
Mon Aug 22 1949,Southport,1-1,Chester
Mon Aug 22 1949,Gateshead,7-1,Halifax Town
Mon Aug 22 1949,Hartlepool United,2-0,New Brighton
Tue Aug 23 1949,Oldham Athletic,2-2,Rotherham United
Tue Aug 23 1949,Tranmere Rovers,2-1,Barrow
Wed Aug 24 1949,Wrexham,1-1,Carlisle United
Wed Aug 24 1949,Darlington,1-1,Crewe Alexandra
Wed Aug 24 1949,Lincoln City,1-0,York City
Wed Aug 24 1949,Accrington Stanley,2-2,Mansfield Town
Wed Aug 24 1949,Stockport County,1-0,Bradford City
Thu Aug 25 1949,Doncaster Rovers,0-0,Rochdale
Sat Aug 27 1949,Tranmere Rovers,2-1,New Brighton
Sat Aug 27 1949,York City,1-1,Crewe Alexandra
Sat Aug 27 1949,Wrexham,4-0,Lincoln City
Sat Aug 27 1949,Oldham Athletic,1-3,Barrow
Sat Aug 27 1949,Darlington,5-1,Halifax Town
Sat Aug 27 1949,Doncaster Rovers,2-0,Chester
Sat Aug 27 1949,Accrington Stanley,1-4,Rotherham United
Sat Aug 27 1949,Gateshead,4-2,Bradford City
Sat Aug 27 1949,Stockport County,3-2,Southport
Sat Aug 27 1949,Hartlepool United,1-2,Rochdale
Sat Aug 27 1949,Mansfield Town,4-1,Carlisle United
Mon Aug 29 1949,Mansfield Town,2-0,Accrington Stanley
Mon Aug 29 1949,Halifax Town,5-2,Gateshead
Mon Aug 29 1949,Rotherham United,0-1,Oldham Athletic
Mon Aug 29 1949,York City,1-2,Lincoln City
Tue Aug 30 1949,Rochdale,0-1,Doncaster Rovers
Tue Aug 30 1949,Barrow,1-2,Tranmere Rovers
Wed Aug 31 1949,Bradford City,0-1,Stockport County
Wed Aug 31 1949,Chester,4-1,Southport
Wed Aug 31 1949,Crewe Alexandra,2-0,Darlington
Wed Aug 31 1949,New Brighton,1-0,Hartlepool United
Thu Sep 1 1949,Carlisle United,1-0,Wrexham
Sat Sep 3 1949,Rochdale,2-0,Darlington
Sat Sep 3 1949,Chester,0-3,Gateshead
Sat Sep 3 1949,Crewe Alexandra,1-1,Oldham Athletic
Sat Sep 3 1949,Barrow,2-1,Wrexham
Sat Sep 3 1949,Rotherham United,2-2,Mansfield Town
Sat Sep 3 1949,Southport,3-3,Doncaster Rovers
Sat Sep 3 1949,Lincoln City,1-0,Accrington Stanley
Sat Sep 3 1949,Bradford City,1-3,Hartlepool United
Sat Sep 3 1949,Carlisle United,2-0,Stockport County
Sat Sep 3 1949,Halifax Town,3-0,New Brighton
Sat Sep 3 1949,Tranmere Rovers,1-0,York City
Mon Sep 5 1949,Crewe Alexandra,4-1,Rotherham United
Mon Sep 5 1949,Rochdale,0-1,Chester
Mon Sep 5 1949,Southport,1-1,Halifax Town
Mon Sep 5 1949,Hartlepool United,3-5,Gateshead
Mon Sep 5 1949,York City,3-3,Mansfield Town
Tue Sep 6 1949,Tranmere Rovers,0-0,Carlisle United
Tue Sep 6 1949,Oldham Athletic,0-1,Accrington Stanley
Tue Sep 6 1949,Barrow,0-0,Lincoln City
Wed Sep 7 1949,New Brighton,1-3,Stockport County
Wed Sep 7 1949,Wrexham,0-0,Bradford City
Thu Sep 8 1949,Doncaster Rovers,2-1,Darlington
Sat Sep 10 1949,Mansfield Town,2-1,Lincoln City
Sat Sep 10 1949,Darlington,4-3,Bradford City
Sat Sep 10 1949,Hartlepool United,5-1,Chester
Sat Sep 10 1949,Wrexham,1-2,Crewe Alexandra
Sat Sep 10 1949,York City,3-1,Halifax Town
Sat Sep 10 1949,New Brighton,0-4,Rochdale
Sat Sep 10 1949,Gateshead,3-2,Southport
Sat Sep 10 1949,Carlisle United,3-1,Rotherham United
Sat Sep 10 1949,Oldham Athletic,2-1,Tranmere Rovers
Sat Sep 10 1949,Stockport County,0-1,Doncaster Rovers
Sat Sep 10 1949,Accrington Stanley,1-0,Barrow
