Round,Date,Team 1,FT,HT,Team 2
?,(Sat) 26 Aug 1995 (W34),Falkirk (1),2-3,0-2,Aberdeen FC (1)
?,(Sat) 26 Aug 1995 (W34),Heart of Midlothian FC (1),1-1,0-0,Motherwell FC (1)
?,(Sat) 26 Aug 1995 (W34),Partick Thistle (1),1-1,0-0,Hibernian FC (1)
?,(Sat) 26 Aug 1995 (W34),Raith Rovers (1),0-1,0-0,Celtic FC (1)
?,(Sat) 26 Aug 1995 (W34),Rangers FC (1),1-0,0-0,Kilmarnock FC (1)
?,(Sat) 9 Sep 1995 (W36),Heart of Midlothian FC (2),4-1,2-1,Falkirk (2)
?,(Sat) 9 Sep 1995 (W36),Kilmarnock FC (2),0-3,0-3,Hibernian FC (2)
?,(Sat) 9 Sep 1995 (W36),Motherwell FC (2),1-1,0-0,Partick Thistle (2)
?,(Sat) 9 Sep 1995 (W36),Rangers FC (2),4-0,3-0,Raith Rovers (2)
?,(Sun) 10 Sep 1995 (W36),Aberdeen FC (2),2-3,2-3,Celtic FC (2)
?,(Sat) 16 Sep 1995 (W37),Celtic FC (3),1-1,1-0,Motherwell FC (3)
?,(Sat) 16 Sep 1995 (W37),Falkirk (3),0-2,0-1,Rangers FC (3)
?,(Sat) 16 Sep 1995 (W37),Hibernian FC (3),1-1,0-0,Aberdeen FC (3)
?,(Sat) 16 Sep 1995 (W37),Partick Thistle (3),2-0,1-0,Heart of Midlothian FC (3)
?,(Sat) 16 Sep 1995 (W37),Raith Rovers (3),2-0,0-0,Kilmarnock FC (3)
?,(Sat) 23 Sep 1995 (W38),Falkirk (4),0-0,0-0,Motherwell FC (4)
?,(Sat) 23 Sep 1995 (W38),Heart of Midlothian FC (4),0-4,0-2,Celtic FC (4)
?,(Sat) 23 Sep 1995 (W38),Kilmarnock FC (4),1-2,0-2,Aberdeen FC (4)
?,(Sat) 23 Sep 1995 (W38),Raith Rovers (4),3-1,2-0,Partick Thistle (4)
?,(Sat) 23 Sep 1995 (W38),Rangers FC (4),0-1,0-0,Hibernian FC (4)
?,(Sat) 30 Sep 1995 (W39),Aberdeen FC (5),3-0,2-0,Raith Rovers (5)
?,(Sat) 30 Sep 1995 (W39),Celtic FC (5),0-2,0-1,Rangers FC (5)
?,(Sat) 30 Sep 1995 (W39),Motherwell FC (5),3-0,1-0,Kilmarnock FC (5)
?,(Sat) 30 Sep 1995 (W39),Partick Thistle (5),1-1,0-0,Falkirk (5)
?,(Sun) 1 Oct 1995 (W39),Hibernian FC (5),2-2,0-1,Heart of Midlothian FC (5)
?,(Tue) 3 Oct 1995 (W40),Rangers FC (6),2-1,1-0,Motherwell FC (6)
