Round,Date,Team 1,FT,HT,Team 2
?,(Sun) 13 Aug 1995 (32),Airdrieonians (1),0-1,?,Dunfermline Athletic (1)
?,(Sun) 13 Aug 1995 (32),Clydebank FC (1),1-1,?,Saint Mirren FC (1)
?,(Sun) 13 Aug 1995 (32),Dumbarton (1),1-0,?,Hamilton Academical FC (1)
?,(Sun) 13 Aug 1995 (32),Dundee United (1),1-1,?,Greenock Morton (1)
?,(Sun) 13 Aug 1995 (32),St Johnstone FC (1),0-2,?,Dundee FC (1)
?,(Sat) 26 Aug 1995 (34),Dundee FC (2),1-1,?,Airdrieonians (2)
?,(Sat) 26 Aug 1995 (34),Dunfermline Athletic (2),3-0,?,Dundee United (2)
?,(Sat) 26 Aug 1995 (34),Greenock Morton (2),1-2,?,Dumbarton (2)
?,(Sat) 26 Aug 1995 (34),Saint Mirren FC (2),0-0,?,St Johnstone FC (2)
?,(Sun) 27 Aug 1995 (34),Hamilton Academical FC (2),0-2,?,Clydebank FC (2)
?,(Sat) 2 Sep 1995 (35),Airdrieonians (3),1-2,?,Saint Mirren FC (3)
?,(Sat) 2 Sep 1995 (35),Clydebank FC (3),1-1,?,Dundee FC (3)
?,(Sat) 2 Sep 1995 (35),Dumbarton (3),0-4,?,Dunfermline Athletic (3)
?,(Sat) 2 Sep 1995 (35),Dundee United (3),2-1,?,Hamilton Academical FC (3)
?,(Sat) 2 Sep 1995 (35),St Johnstone FC (3),0-2,?,Greenock Morton (3)
?,(Sat) 9 Sep 1995 (36),Dumbarton (4),1-2,?,Airdrieonians (4)
?,(Sat) 9 Sep 1995 (36),Dundee United (4),1-0,?,Saint Mirren FC (4)
?,(Sat) 9 Sep 1995 (36),Dunfermline Athletic (4),2-1,?,Clydebank FC (4)
?,(Sat) 9 Sep 1995 (36),Hamilton Academical FC (4),0-3,?,St Johnstone FC (4)
?,(Sat) 9 Sep 1995 (36),Greenock Morton (4),2-2,?,Dundee FC (4)
?,(Sat) 16 Sep 1995 (37),Airdrieonians (5),3-2,?,Greenock Morton (5)
