Date,Team 1,Team 2,FT,HT
2001-08-04,Airdrie,Raith Rvs,2-2,2-0
2001-08-04,Clyde,Inverness C,1-1,1-0
2001-08-04,Falkirk,Ayr,1-2,1-0
2001-08-04,Partick,St Mirren,3-3,2-2
2001-08-04,Ross County,Arbroath,0-2,0-2
2001-08-11,Arbroath,Airdrie,0-6,0-2
2001-08-11,Ayr,Ross County,2-0,1-0
2001-08-11,Inverness C,Falkirk,1-2,1-1
2001-08-11,Raith Rvs,Partick,1-2,0-1
2001-08-11,St Mirren,Clyde,4-1,2-1
2001-08-18,Airdrie,Ayr,2-1,1-1
2001-08-18,Clyde,Arbroath,1-0,0-0
2001-08-18,Falkirk,St Mirren,3-2,0-1
2001-08-18,Partick,Inverness C,1-0,1-0
2001-08-18,Ross County,Raith Rvs,1-0,1-0
2001-08-25,Arbroath,Partick,1-3,0-0
2001-08-25,Ayr,Raith Rvs,1-1,1-0
2001-08-25,Falkirk,Clyde,1-1,0-1
2001-08-25,Ross County,Airdrie,0-1,0-1
2001-08-25,St Mirren,Inverness C,1-1,0-0
2001-09-08,Airdrie,St Mirren,0-0,0-0
2001-09-08,Clyde,Ross County,3-0,2-0
2001-09-08,Inverness C,Arbroath,5-1,2-0
2001-09-08,Partick,Ayr,2-1,1-1
2001-09-08,Raith Rvs,Falkirk,5-2,3-1
2001-09-15,Airdrie,Falkirk,2-1,1-1
2001-09-15,Ayr,St Mirren,4-2,2-1
2001-09-15,Partick,Clyde,3-0,2-0
2001-09-15,Raith Rvs,Arbroath,3-1,0-1
2001-09-15,Ross County,Inverness C,2-1,0-0
2001-09-18,Arbroath,Ayr,3-2,2-2
2001-09-18,Clyde,Airdrie,0-3,0-3
2001-09-18,Falkirk,Partick,1-1,0-0
2001-09-18,St Mirren,Ross County,1-0,1-0
2001-09-19,Inverness C,Raith Rvs,5-2,3-0
2001-09-22,Airdrie,Inverness C,6-0,5-0
2001-09-22,Arbroath,Falkirk,1-0,0-0
2001-09-22,Raith Rvs,St Mirren,3-0,1-0
2001-09-22,Ross County,Partick,3-2,2-2
2001-09-23,Ayr,Clyde,2-1,2-0
2001-09-29,Clyde,Raith Rvs,3-2,2-0
2001-09-29,Falkirk,Ross County,4-2,0-2
2001-09-29,Inverness C,Ayr,3-1,0-0
2001-09-29,Partick,Airdrie,1-1,1-0
2001-09-29,St Mirren,Arbroath,1-0,1-0
2001-10-06,Raith Rvs,Airdrie,2-2,1-2
2001-10-13,Arbroath,Ross County,2-1,1-0
2001-10-13,Ayr,Falkirk,2-2,1-1
2001-10-13,Inverness C,Clyde,5-1,2-0
2001-10-13,St Mirren,Partick,1-0,0-0
2001-10-20,Airdrie,Arbroath,3-1,2-1
2001-10-20,Clyde,St Mirren,1-1,1-0
2001-10-20,Falkirk,Inverness C,1-2,1-0
2001-10-20,Partick,Raith Rvs,2-1,1-0
2001-10-20,Ross County,Ayr,3-2,1-0
2001-10-27,Arbroath,Inverness C,3-2,1-1
2001-10-27,Ayr,Partick,0-2,0-0
2001-10-27,Falkirk,Raith Rvs,1-0,1-0
2001-10-27,Ross County,Clyde,4-0,3-0
2001-10-27,St Mirren,Airdrie,0-0,0-0
2001-11-03,Airdrie,Ross County,1-1,0-1
2001-11-03,Clyde,Falkirk,1-1,1-0
2001-11-03,Inverness C,St Mirren,1-2,1-1
