Date,Team 1,Team 2,FT,HT
2001-07-28,Aberdeen,Rangers,0-3,0-0
2001-07-28,Celtic,St Johnstone,3-0,1-0
2001-07-28,Dundee United,Dundee,2-2,1-1
2001-07-28,Dunfermline,Motherwell,5-2,1-1
2001-07-28,Hibernian,Kilmarnock,2-2,1-2
2001-07-28,Livingston,Hearts,2-1,1-0
2001-08-04,Dundee,Hibernian,2-1,1-0
2001-08-04,Hearts,Aberdeen,1-0,1-0
2001-08-04,Kilmarnock,Celtic,0-1,0-0
2001-08-04,Motherwell,Dundee United,0-0,0-0
2001-08-04,Rangers,Livingston,0-0,0-0
2001-08-04,St Johnstone,Dunfermline,0-2,0-1
2001-08-11,Celtic,Hearts,2-0,1-0
2001-08-11,Dundee,Livingston,1-0,1-0
2001-08-11,Dunfermline,Rangers,1-4,0-2
2001-08-11,Hibernian,Aberdeen,2-0,2-0
2001-08-11,St Johnstone,Dundee United,0-1,0-1
2001-08-12,Motherwell,Kilmarnock,2-2,1-1
2001-08-18,Aberdeen,Motherwell,4-2,2-2
2001-08-18,Dundee United,Dunfermline,3-2,2-0
2001-08-18,Hearts,Dundee,3-1,3-0
2001-08-18,Kilmarnock,St Johnstone,2-1,2-0
2001-08-18,Livingston,Celtic,0-0,0-0
2001-08-18,Rangers,Hibernian,2-2,1-1
2001-08-25,Dunfermline,Hearts,0-1,0-0
2001-08-25,Hibernian,Celtic,1-4,0-4
2001-08-25,Motherwell,Livingston,0-0,0-0
2001-08-25,St Johnstone,Aberdeen,1-1,0-1
2001-08-26,Dundee United,Kilmarnock,0-2,0-1
2001-08-26,Rangers,Dundee,2-0,1-0
2001-09-08,Aberdeen,Kilmarnock,2-0,0-0
2001-09-08,Celtic,Dunfermline,3-1,2-0
2001-09-08,Dundee,St Johnstone,1-1,1-0
2001-09-08,Hearts,Rangers,2-2,1-1
2001-09-08,Livingston,Dundee United,2-0,0-0
2001-09-08,Motherwell,Hibernian,1-3,1-1
2001-09-15,Aberdeen,Dundee United,2-1,0-0
2001-09-15,Dundee,Celtic,0-4,0-1
2001-09-15,St Johnstone,Livingston,2-2,1-2
2001-09-16,Hibernian,Dunfermline,5-1,3-1
2001-09-16,Kilmarnock,Hearts,1-0,0-0
2001-09-16,Rangers,Motherwell,3-0,1-0
2001-09-22,Celtic,Aberdeen,2-0,0-0
2001-09-22,Dundee United,Rangers,1-6,1-1
2001-09-22,Dunfermline,Livingston,1-2,1-0
2001-09-22,Motherwell,Hearts,2-0,1-0
2001-09-23,Hibernian,St Johnstone,4-0,1-0
2001-09-23,Kilmarnock,Dundee,0-1,0-1
2001-09-29,Dundee,Aberdeen,1-4,1-1
2001-09-29,Hearts,Dundee United,1-2,0-0
2001-09-29,St Johnstone,Motherwell,2-3,1-1
2001-09-30,Dunfermline,Kilmarnock,0-2,0-1
2001-09-30,Livingston,Hibernian,1-0,0-0
2001-09-30,Rangers,Celtic,0-2,0-1
2001-10-13,Dundee United,Hibernian,3-1,0-1
2001-10-13,Dunfermline,Dundee,1-0,1-0
2001-10-13,Hearts,St Johnstone,3-0,2-0
2001-10-13,Livingston,Aberdeen,2-2,1-0
2001-10-13,Motherwell,Celtic,1-2,0-1
2001-10-13,Rangers,Kilmarnock,3-1,2-0
2001-10-20,Aberdeen,Dunfermline,3-2,3-0
2001-10-20,Celtic,Dundee United,5-1,2-0
2001-10-20,Kilmarnock,Livingston,1-5,1-2
2001-10-21,Hibernian,Hearts,2-1,2-0
2001-10-21,St Johnstone,Rangers,0-2,0-1
2001-10-27,Aberdeen,Hearts,3-2,2-1
2001-10-27,Celtic,Kilmarnock,1-0,0-0
2001-10-27,Dundee United,Motherwell,1-1,1-0
2001-10-27,Dunfermline,St Johnstone,2-1,0-1
2001-10-27,Hibernian,Dundee,1-2,1-1
2001-10-27,Livingston,Rangers,0-2,0-1
2001-10-30,Dundee,Motherwell,3-1,1-1
2001-11-03,Dundee,Dundee United,1-1,1-1
2001-11-03,Hearts,Livingston,1-3,0-2
2001-11-03,Kilmarnock,Hibernian,0-0,0-0
2001-11-03,Motherwell,Dunfermline,1-0,0-0
2001-11-03,St Johnstone,Celtic,1-2,1-1
2001-11-04,Rangers,Aberdeen,2-0,2-0
2001-11-10,Aberdeen,Motherwell,1-0,1-0
2001-11-10,Dundee United,Dunfermline,0-2,0-1
2001-11-10,Hearts,Dundee,2-0,0-0
2001-11-10,Kilmarnock,St Johnstone,0-1,0-1
2001-11-17,Aberdeen,Hibernian,2-0,0-0
2001-11-17,Dundee United,St Johnstone,2-1,0-0
2001-11-17,Hearts,Celtic,0-1,0-1
2001-11-17,Kilmarnock,Motherwell,2-0,1-0
2001-11-17,Livingston,Dundee,1-0,0-0
2001-11-17,Rangers,Dunfermline,4-0,1-0
