Date,Team 1,FT,Team 2
Sat Aug 28 1926,Hartlepool United,1-1,Barrow
Sat Aug 28 1926,Doncaster Rovers,2-2,Walsall
Sat Aug 28 1926,Stoke City,0-0,Bradford Park Avenue
Sat Aug 28 1926,Wrexham,3-1,Chesterfield
Sat Aug 28 1926,Wigan Borough,2-1,Nelson
Sat Aug 28 1926,Lincoln City,1-1,Southport
Sat Aug 28 1926,Rotherham United,2-1,Crewe Alexandra
Sat Aug 28 1926,Halifax Town,4-1,Stockport County
Sat Aug 28 1926,New Brighton,4-0,Ashington
Sat Aug 28 1926,Accrington Stanley,0-1,Rochdale
Sat Aug 28 1926,Durham City,0-3,Tranmere Rovers
Mon Aug 30 1926,Halifax Town,1-2,Durham City
Mon Aug 30 1926,Stoke City,2-0,Wigan Borough
Mon Aug 30 1926,Stockport County,1-0,Doncaster Rovers
Mon Aug 30 1926,Bradford Park Avenue,1-1,New Brighton
Mon Aug 30 1926,Rotherham United,2-0,Wrexham
Mon Aug 30 1926,Barrow,2-1,Tranmere Rovers
Mon Aug 30 1926,Chesterfield,1-1,Accrington Stanley
Tue Aug 31 1926,Southport,1-0,Hartlepool United
Tue Aug 31 1926,Rochdale,3-1,Crewe Alexandra
Sat Sep 4 1926,Rochdale,1-3,Durham City
Sat Sep 4 1926,Ashington,1-1,Wrexham
Sat Sep 4 1926,Bradford Park Avenue,2-2,Rotherham United
Sat Sep 4 1926,Hartlepool United,0-1,Halifax Town
Sat Sep 4 1926,Crewe Alexandra,5-0,Barrow
Sat Sep 4 1926,Walsall,0-1,Stoke City
Sat Sep 4 1926,Chesterfield,5-2,Wigan Borough
Sat Sep 4 1926,Southport,2-1,Accrington Stanley
Sat Sep 4 1926,Tranmere Rovers,4-1,New Brighton
Sat Sep 4 1926,Nelson,5-1,Doncaster Rovers
Sat Sep 4 1926,Stockport County,3-3,Lincoln City
Mon Sep 6 1926,Wigan Borough,0-3,Stoke City
Mon Sep 6 1926,Walsall,0-0,Ashington
Mon Sep 6 1926,Crewe Alexandra,4-0,Rochdale
Mon Sep 6 1926,Doncaster Rovers,1-2,Stockport County
Mon Sep 6 1926,Lincoln City,1-2,Tranmere Rovers
Wed Sep 8 1926,Wrexham,3-0,Rotherham United
Wed Sep 8 1926,Durham City,0-1,Halifax Town
Wed Sep 8 1926,New Brighton,3-1,Bradford Park Avenue
Sat Sep 11 1926,Halifax Town,3-1,Crewe Alexandra
Sat Sep 11 1926,Wrexham,2-2,New Brighton
Sat Sep 11 1926,Tranmere Rovers,0-1,Rochdale
Sat Sep 11 1926,Rotherham United,4-1,Walsall
Sat Sep 11 1926,Doncaster Rovers,0-3,Chesterfield
Sat Sep 11 1926,Barrow,0-3,Bradford Park Avenue
Sat Sep 11 1926,Stoke City,4-1,Nelson
Sat Sep 11 1926,Lincoln City,1-2,Hartlepool United
Sat Sep 11 1926,Durham City,4-2,Southport
Sat Sep 11 1926,Wigan Borough,1-4,Ashington
Sat Sep 11 1926,Accrington Stanley,2-4,Stockport County
Mon Sep 13 1926,Stoke City,3-1,Hartlepool United
Mon Sep 13 1926,Chesterfield,5-1,Southport
Mon Sep 13 1926,Lincoln City,4-0,Accrington Stanley
Mon Sep 13 1926,Nelson,4-0,Ashington
Mon Sep 13 1926,Barrow,2-3,Rochdale
Wed Sep 15 1926,Wrexham,1-2,Walsall
Wed Sep 15 1926,Nelson,2-0,New Brighton
Sat Sep 18 1926,Stockport County,4-0,Durham City
Sat Sep 18 1926,Rochdale,3-1,Wrexham
Sat Sep 18 1926,Ashington,1-1,Doncaster Rovers
Sat Sep 18 1926,New Brighton,3-1,Wigan Borough
Sat Sep 18 1926,Chesterfield,1-1,Stoke City
Sat Sep 18 1926,Walsall,1-0,Bradford Park Avenue
Sat Sep 18 1926,Nelson,5-3,Rotherham United
Sat Sep 18 1926,Southport,1-3,Tranmere Rovers
Sat Sep 18 1926,Barrow,1-1,Halifax Town
Sat Sep 18 1926,Crewe Alexandra,3-3,Lincoln City
Sat Sep 18 1926,Hartlepool United,3-1,Accrington Stanley
Mon Sep 20 1926,Wigan Borough,1-2,Bradford Park Avenue
Mon Sep 20 1926,Accrington Stanley,3-0,Durham City
Mon Sep 20 1926,Tranmere Rovers,1-1,Lincoln City
Wed Sep 22 1926,Hartlepool United,1-3,Stoke City
Sat Sep 25 1926,Tranmere Rovers,0-0,Stockport County
Sat Sep 25 1926,Bradford Park Avenue,2-2,Nelson
Sat Sep 25 1926,Rotherham United,0-4,Chesterfield
Sat Sep 25 1926,Doncaster Rovers,2-2,New Brighton
Sat Sep 25 1926,Halifax Town,1-1,Walsall
Sat Sep 25 1926,Stoke City,7-0,Ashington
Sat Sep 25 1926,Accrington Stanley,3-1,Crewe Alexandra
Sat Sep 25 1926,Rochdale,1-0,Southport
Sat Sep 25 1926,Durham City,2-1,Hartlepool United
Sat Sep 25 1926,Lincoln City,3-1,Barrow
Sat Sep 25 1926,Wigan Borough,1-1,Wrexham
Mon Sep 27 1926,Walsall,0-1,Wrexham
Mon Sep 27 1926,Chesterfield,4-1,Ashington
Tue Sep 28 1926,Accrington Stanley,1-1,Lincoln City
Tue Sep 28 1926,Southport,2-2,Crewe Alexandra
Sat Oct 2 1926,Wrexham,0-1,Doncaster Rovers
Sat Oct 2 1926,Nelson,3-2,Walsall
Sat Oct 2 1926,Crewe Alexandra,2-1,Durham City
Sat Oct 2 1926,Stockport County,3-0,Rochdale
Sat Oct 2 1926,New Brighton,5-0,Stoke City
Sat Oct 2 1926,Southport,2-2,Wigan Borough
Sat Oct 2 1926,Barrow,1-1,Accrington Stanley
Sat Oct 2 1926,Hartlepool United,2-1,Tranmere Rovers
Sat Oct 2 1926,Ashington,4-4,Rotherham United
Sat Oct 2 1926,Halifax Town,2-1,Lincoln City
Sat Oct 2 1926,Chesterfield,3-2,Bradford Park Avenue
Sat Oct 9 1926,Southport,2-2,Stockport County
Sat Oct 9 1926,Bradford Park Avenue,2-0,Ashington
Sat Oct 9 1926,Tranmere Rovers,1-0,Crewe Alexandra
Sat Oct 9 1926,Doncaster Rovers,4-1,Wigan Borough
Sat Oct 9 1926,Rochdale,3-0,Hartlepool United
Sat Oct 9 1926,Lincoln City,1-4,Nelson
Sat Oct 9 1926,Accrington Stanley,4-2,Halifax Town
Sat Oct 9 1926,Durham City,1-1,Barrow
Sat Oct 9 1926,Rotherham United,0-0,New Brighton
Sat Oct 9 1926,Walsall,0-1,Chesterfield
Sat Oct 9 1926,Stoke City,2-0,Wrexham
Sat Oct 16 1926,Wrexham,2-1,Stockport County
Sat Oct 16 1926,Stoke City,4-0,Barrow
Sat Oct 16 1926,Wigan Borough,3-0,Hartlepool United
Sat Oct 16 1926,Ashington,2-2,Rochdale
Sat Oct 16 1926,Bradford Park Avenue,3-1,Lincoln City
Sat Oct 16 1926,Walsall,5-1,Accrington Stanley
Sat Oct 16 1926,Chesterfield,3-1,Tranmere Rovers
Sat Oct 16 1926,Nelson,1-1,Durham City
Sat Oct 16 1926,New Brighton,4-1,Southport
Sat Oct 16 1926,Rotherham United,2-4,Halifax Town
Sat Oct 16 1926,Doncaster Rovers,0-2,Crewe Alexandra
Sat Oct 23 1926,Accrington Stanley,0-5,Nelson
Sat Oct 23 1926,Crewe Alexandra,0-2,Stoke City
Sat Oct 23 1926,Lincoln City,3-3,Walsall
Sat Oct 23 1926,Ashington,4-3,Tranmere Rovers
Sat Oct 23 1926,Southport,6-0,Wrexham
Sat Oct 23 1926,Hartlepool United,3-0,Doncaster Rovers
Sat Oct 23 1926,Rochdale,1-1,New Brighton
Sat Oct 23 1926,Halifax Town,2-0,Bradford Park Avenue
Sat Oct 23 1926,Durham City,2-1,Chesterfield
Sat Oct 23 1926,Stockport County,4-1,Wigan Borough
Sat Oct 23 1926,Barrow,2-2,Rotherham United
Sat Oct 30 1926,Bradford Park Avenue,2-0,Crewe Alexandra
Sat Oct 30 1926,Ashington,2-1,Accrington Stanley
Sat Oct 30 1926,Walsall,1-0,Barrow
Sat Oct 30 1926,Wigan Borough,0-3,Rochdale
Sat Oct 30 1926,Chesterfield,4-2,Lincoln City
Sat Oct 30 1926,Wrexham,0-1,Tranmere Rovers
Sat Oct 30 1926,New Brighton,3-1,Durham City
Sat Oct 30 1926,Stoke City,0-1,Stockport County
Sat Oct 30 1926,Rotherham United,5-3,Hartlepool United
Sat Oct 30 1926,Doncaster Rovers,3-1,Southport
Sat Oct 30 1926,Nelson,0-0,Halifax Town
Mon Nov 1 1926,Rotherham United,2-0,Wigan Borough
Sat Nov 6 1926,Hartlepool United,2-4,Bradford Park Avenue
Sat Nov 6 1926,Southport,0-3,Stoke City
Sat Nov 6 1926,Durham City,1-0,Wrexham
Sat Nov 6 1926,Crewe Alexandra,1-1,Walsall
Sat Nov 6 1926,Rochdale,7-2,Doncaster Rovers
Sat Nov 6 1926,Stockport County,3-1,Rotherham United
Sat Nov 6 1926,Halifax Town,3-1,Chesterfield
Sat Nov 6 1926,Lincoln City,4-0,Ashington
Sat Nov 6 1926,Accrington Stanley,2-3,New Brighton
Sat Nov 6 1926,Tranmere Rovers,3-1,Wigan Borough
Sat Nov 6 1926,Barrow,0-1,Nelson
Sat Nov 13 1926,Nelson,7-1,Crewe Alexandra
Sat Nov 13 1926,Ashington,3-0,Halifax Town
Sat Nov 13 1926,Chesterfield,8-1,Barrow
Sat Nov 13 1926,Wigan Borough,3-0,Durham City
Sat Nov 13 1926,Stoke City,3-1,Rochdale
Sat Nov 13 1926,Doncaster Rovers,4-1,Tranmere Rovers
Sat Nov 13 1926,Walsall,2-2,Hartlepool United
Sat Nov 13 1926,New Brighton,1-1,Lincoln City
Sat Nov 13 1926,Rotherham United,1-2,Southport
Sat Nov 13 1926,Wrexham,5-0,Accrington Stanley
Sat Nov 13 1926,Bradford Park Avenue,3-1,Stockport County
Sat Nov 20 1926,Tranmere Rovers,1-1,Stoke City
Sat Nov 20 1926,Barrow,2-2,Ashington
Sat Nov 20 1926,Rochdale,2-1,Rotherham United
Sat Nov 20 1926,Crewe Alexandra,0-0,Chesterfield
Sat Nov 20 1926,Lincoln City,2-2,Wrexham
Sat Nov 20 1926,Halifax Town,2-2,New Brighton
Sat Nov 20 1926,Accrington Stanley,3-1,Wigan Borough
Sat Nov 20 1926,Hartlepool United,3-2,Nelson
Sat Nov 20 1926,Stockport County,0-2,Walsall
Sat Nov 20 1926,Durham City,2-2,Doncaster Rovers
Sat Nov 20 1926,Southport,2-1,Bradford Park Avenue
Sat Dec 4 1926,Rochdale,4-4,Walsall
Sat Dec 4 1926,Barrow,0-5,Wrexham
Sat Dec 4 1926,Southport,3-4,Nelson
Sat Dec 4 1926,Halifax Town,0-0,Wigan Borough
Sat Dec 4 1926,Accrington Stanley,0-1,Stoke City
Sat Dec 4 1926,Tranmere Rovers,1-2,Bradford Park Avenue
Sat Dec 4 1926,Crewe Alexandra,3-2,New Brighton
Sat Dec 4 1926,Lincoln City,0-0,Doncaster Rovers
Sat Dec 4 1926,Stockport County,4-0,Chesterfield
Sat Dec 4 1926,Durham City,0-1,Rotherham United
Sat Dec 4 1926,Hartlepool United,0-1,Ashington
Sat Dec 11 1926,Bradford Park Avenue,3-0,Durham City
Sat Dec 11 1926,New Brighton,2-1,Hartlepool United
Sat Dec 11 1926,Rotherham United,1-1,Rochdale
Mon Dec 13 1926,Wigan Borough,8-0,Barrow
Sat Dec 18 1926,Tranmere Rovers,2-3,Nelson
