Date,Team 1,Team 2,FT,HT
2009-08-15,Aberdeen,Celtic,1-3,0-3
2009-08-15,Hibernian,St Mirren,2-1,1-1
2009-08-15,Kilmarnock,Hamilton,3-0,1-0
2009-08-15,Rangers,Falkirk,4-1,2-1
2009-08-15,St Johnstone,Motherwell,2-2,1-0
2009-08-17,Dundee United,Hearts,2-0,1-0
2009-08-22,Celtic,St Johnstone,5-2,2-1
2009-08-22,Falkirk,Hibernian,1-3,1-1
2009-08-22,Hamilton,Aberdeen,0-3,0-2
2009-08-22,Motherwell,Kilmarnock,3-1,2-0
2009-08-22,St Mirren,Dundee United,0-0,0-0
2009-08-23,Hearts,Rangers,1-2,1-0
2009-08-29,Aberdeen,Motherwell,0-0,0-0
2009-08-29,Dundee United,Falkirk,2-1,0-0
2009-08-29,Kilmarnock,St Mirren,1-2,1-0
2009-08-29,Rangers,Hamilton,4-1,2-0
2009-08-30,Hibernian,Celtic,0-1,0-1
2009-08-30,St Johnstone,Hearts,2-2,1-0
2009-09-12,Celtic,Dundee United,1-1,1-1
2009-09-12,Motherwell,Rangers,0-0,0-0
2009-09-12,St Mirren,St Johnstone,1-1,1-1
2009-09-13,Hamilton,Hibernian,2-0,2-0
2009-09-14,Falkirk,Aberdeen,0-0,0-0
2009-09-15,Hearts,Kilmarnock,1-0,1-0
2009-09-19,Aberdeen,St Mirren,1-0,0-0
2009-09-19,Dundee United,Motherwell,0-1,0-0
2009-09-19,Hamilton,Falkirk,0-0,0-0
2009-09-19,Hibernian,St Johnstone,3-0,2-0
2009-09-19,Kilmarnock,Rangers,0-0,0-0
2009-09-20,Celtic,Hearts,2-1,0-1
2009-09-26,Falkirk,Kilmarnock,0-0,0-0
2009-09-26,Hearts,Hamilton,2-1,0-0
2009-09-26,Motherwell,Hibernian,1-3,1-1
2009-09-26,Rangers,Aberdeen,0-0,0-0
2009-09-26,St Johnstone,Dundee United,2-3,1-1
2009-09-26,St Mirren,Celtic,0-2,0-1
2009-10-03,Hamilton,St Johnstone,0-2,0-1
2009-10-03,Hibernian,Dundee United,1-1,1-0
2009-10-03,Kilmarnock,Aberdeen,1-1,0-0
2009-10-03,Motherwell,Falkirk,1-0,1-0
2009-10-03,St Mirren,Hearts,2-1,1-1
2009-10-04,Rangers,Celtic,2-1,2-1
2009-10-17,Aberdeen,Hearts,1-1,1-0
2009-10-17,Celtic,Motherwell,0-0,0-0
2009-10-17,Dundee United,Hamilton,1-1,0-0
2009-10-17,Falkirk,St Mirren,1-3,0-0
2009-10-17,Hibernian,Kilmarnock,1-0,0-0
2009-10-17,St Johnstone,Rangers,1-2,1-1
2009-10-24,Aberdeen,Dundee United,0-2,0-2
2009-10-24,Hearts,Falkirk,0-0,0-0
2009-10-24,Kilmarnock,St Johnstone,2-1,0-0
2009-10-24,Rangers,Hibernian,1-1,1-0
2009-10-24,St Mirren,Motherwell,3-3,1-0
2009-10-25,Hamilton,Celtic,1-2,0-2
2009-10-31,Celtic,Kilmarnock,3-0,2-0
2009-10-31,Hibernian,Aberdeen,2-0,0-0
2009-10-31,Motherwell,Hearts,1-0,0-0
2009-10-31,St Johnstone,Falkirk,3-1,1-0
2009-10-31,St Mirren,Hamilton,0-2,0-2
2009-11-07,Aberdeen,St Johnstone,2-1,1-0
2009-11-07,Hamilton,Motherwell,2-2,0-0
2009-11-07,Hearts,Hibernian,0-0,0-0
2009-11-07,Kilmarnock,Dundee United,0-2,0-1
2009-11-07,Rangers,St Mirren,2-1,1-0
2009-11-08,Falkirk,Celtic,3-3,0-0
2009-11-21,Falkirk,Hamilton,2-0,0-0
2009-11-21,Hearts,St Johnstone,1-2,1-0
2009-11-21,Motherwell,Aberdeen,1-1,1-0
2009-11-21,Rangers,Kilmarnock,3-0,3-0
2009-11-21,St Mirren,Hibernian,1-1,1-1
2009-11-22,Dundee United,Celtic,2-1,0-0
2009-11-28,Aberdeen,Rangers,1-0,1-0
2009-11-28,Celtic,St Mirren,3-1,2-1
2009-11-28,Hibernian,Falkirk,2-0,1-0
2009-11-28,Kilmarnock,Hearts,1-2,0-0
2009-11-28,Motherwell,Dundee United,2-2,2-1
2009-11-28,St Johnstone,Hamilton,1-1,1-1
2009-12-05,Celtic,Aberdeen,3-0,1-0
2009-12-05,Dundee United,St Mirren,3-2,2-0
2009-12-05,Falkirk,Rangers,1-3,1-2
2009-12-05,Hibernian,Motherwell,2-0,1-0
2009-12-05,St Johnstone,Kilmarnock,0-1,0-1
2009-12-06,Hamilton,Hearts,2-1,2-1
2009-12-12,Aberdeen,Hamilton,1-2,0-1
2009-12-12,Hearts,Dundee United,0-0,0-0
2009-12-12,Kilmarnock,Hibernian,1-1,0-0
2009-12-12,Motherwell,Celtic,2-3,2-1
2009-12-12,Rangers,St Johnstone,3-0,2-0
2009-12-12,St Mirren,Falkirk,1-1,0-0
2009-12-15,Dundee United,Rangers,0-3,0-1
2009-12-19,Aberdeen,Hibernian,0-2,0-1
2009-12-19,Kilmarnock,Falkirk,1-2,1-1
2009-12-19,Rangers,Motherwell,6-1,1-0
2009-12-19,St Johnstone,St Mirren,1-0,1-0
2009-12-20,Hearts,Celtic,2-1,1-1
2009-12-26,Celtic,Hamilton,2-0,1-0
2009-12-26,Dundee United,Kilmarnock,0-0,0-0
2009-12-26,Falkirk,Hearts,0-1,0-1
2009-12-26,Motherwell,St Johnstone,1-3,1-0
2009-12-27,Hibernian,Rangers,1-4,1-2
2009-12-30,Hearts,Motherwell,1-0,1-0
2009-12-30,Rangers,Dundee United,7-1,3-0
2010-01-02,Dundee United,Aberdeen,0-1,0-1
2010-01-02,St Mirren,Kilmarnock,1-0,0-0
2010-01-03,Celtic,Rangers,1-1,0-0
2010-01-03,Hibernian,Hearts,1-1,0-1
2010-01-12,St Mirren,Aberdeen,1-0,0-0
2010-01-13,Hamilton,Dundee United,0-1,0-0
2010-01-16,Celtic,Falkirk,1-1,1-1
2010-01-16,Dundee United,Hibernian,1-0,1-0
2010-01-16,Hamilton,Rangers,0-1,0-0
2010-01-16,Hearts,St Mirren,1-0,1-0
2010-01-16,Kilmarnock,Motherwell,0-3,0-0
2010-01-23,Aberdeen,Kilmarnock,1-0,0-0
2010-01-23,Hibernian,Hamilton,5-1,3-0
2010-01-23,Motherwell,St Mirren,2-0,0-0
2010-01-23,Rangers,Hearts,1-1,0-0
2010-01-24,Falkirk,Dundee United,1-4,0-2
2010-01-24,St Johnstone,Celtic,1-4,1-0
2010-01-26,Hamilton,Kilmarnock,0-0,0-0
2010-01-27,Celtic,Hibernian,1-2,1-1
2010-01-27,Dundee United,St Johnstone,3-3,0-2
2010-01-27,Falkirk,Motherwell,0-0,0-0
2010-01-27,Hearts,Aberdeen,0-3,0-1
2010-01-27,St Mirren,Rangers,0-2,0-1
2010-01-30,Aberdeen,Motherwell,0-3,0-1
2010-01-30,Hamilton,Celtic,0-1,0-0
2010-01-30,Hibernian,St Mirren,2-1,1-1
2010-01-30,Kilmarnock,Dundee United,4-4,2-3
2010-01-30,Rangers,Falkirk,3-0,1-0
2010-01-30,St Johnstone,Hearts,1-0,0-0
2010-02-02,Aberdeen,Falkirk,0-1,0-1
2010-02-02,Kilmarnock,Celtic,1-0,0-0
2010-02-06,Motherwell,Hamilton,1-0,0-0
2010-02-10,Celtic,Hearts,2-0,0-0
2010-02-10,Dundee United,Hamilton,0-2,0-2
2010-02-10,Falkirk,Kilmarnock,0-1,0-0
2010-02-10,Hibernian,Aberdeen,2-2,0-2
2010-02-10,Motherwell,Rangers,1-1,1-0
2010-02-10,St Mirren,St Johnstone,1-1,0-1
2010-02-13,Aberdeen,Celtic,4-4,2-2
2010-02-13,Hamilton,Motherwell,0-0,0-0
2010-02-13,Hearts,Falkirk,3-2,1-1
2010-02-13,Kilmarnock,St Johnstone,3-2,1-1
2010-02-13,St Mirren,Dundee United,1-2,0-0
2010-02-14,Rangers,Hibernian,3-0,0-0
2010-02-17,St Johnstone,Hibernian,5-1,2-0
2010-02-20,Celtic,Dundee United,1-0,1-0
2010-02-20,Falkirk,Aberdeen,3-1,2-1
2010-02-20,Kilmarnock,St Mirren,1-1,1-0
2010-02-20,Motherwell,Hibernian,1-0,0-0
2010-02-21,Hearts,Hamilton,2-0,0-0
2010-02-27,Aberdeen,Hearts,0-1,0-0
2010-02-27,Dundee United,Falkirk,3-0,2-0
2010-02-27,Hibernian,St Johnstone,1-1,1-0
2010-02-27,Motherwell,Kilmarnock,1-0,0-0
2010-02-27,St Mirren,Hamilton,0-0,0-0
2010-02-28,Rangers,Celtic,1-0,0-0
2010-03-06,Hamilton,Aberdeen,1-1,0-0
2010-03-06,Hibernian,Kilmarnock,1-0,0-0
2010-03-06,Rangers,St Mirren,3-1,1-1
2010-03-06,St Johnstone,Motherwell,1-2,1-1
2010-03-07,Dundee United,Hearts,1-0,0-0
2010-03-07,Falkirk,Celtic,0-2,0-1
2010-03-09,Kilmarnock,Rangers,0-2,0-0
2010-03-09,St Mirren,Motherwell,0-0,0-0
2010-03-13,Falkirk,St Johnstone,1-2,1-1
2010-03-13,Hamilton,St Mirren,1-0,0-0
2010-03-13,Motherwell,Hearts,3-1,2-0
2010-03-16,St Johnstone,Aberdeen,1-0,1-0
2010-03-20,Aberdeen,Dundee United,2-2,2-2
2010-03-20,Celtic,St Johnstone,3-0,1-0
2010-03-20,Hamilton,Falkirk,2-2,0-1
2010-03-20,Hearts,Hibernian,2-1,2-0
2010-03-23,St Johnstone,Falkirk,1-1,1-1
2010-03-24,Kilmarnock,Hamilton,1-2,0-2
2010-03-24,St Mirren,Celtic,4-0,1-0
2010-03-27,Aberdeen,St Mirren,2-1,1-0
2010-03-27,Celtic,Kilmarnock,3-1,1-0
2010-03-27,Dundee United,Motherwell,3-0,2-0
2010-03-27,Falkirk,Hibernian,1-3,1-3
2010-03-27,Hamilton,St Johnstone,1-0,1-0
2010-03-27,Hearts,Rangers,1-4,1-2
2010-03-30,St Johnstone,Rangers,4-1,3-1
2010-03-31,Hibernian,Dundee United,2-4,1-2
2010-04-03,Motherwell,Falkirk,0-1,0-1
2010-04-03,Rangers,Hamilton,1-0,1-0
2010-04-03,St Mirren,Hearts,1-1,1-0
2010-04-04,Hibernian,Celtic,0-1,0-0
2010-04-04,Kilmarnock,Aberdeen,2-0,1-0
2010-04-05,St Johnstone,Dundee United,0-1,0-0
2010-04-07,Rangers,Aberdeen,3-1,1-0
2010-04-10,Falkirk,St Mirren,2-1,1-0
2010-04-10,Hamilton,Hibernian,4-1,1-1
2010-04-10,Hearts,Kilmarnock,1-0,1-0
2010-04-11,Aberdeen,St Johnstone,1-3,1-2
2010-04-13,Celtic,Motherwell,2-1,0-0
2010-04-14,Dundee United,Rangers,0-0,0-0
2010-04-17,Aberdeen,Falkirk,1-0,1-0
2010-04-17,Celtic,Hibernian,3-2,1-1
2010-04-17,Hamilton,Kilmarnock,3-0,0-0
2010-04-17,St Johnstone,St Mirren,2-2,0-1
2010-04-18,Motherwell,Dundee United,2-3,1-2
2010-04-18,Rangers,Hearts,2-0,0-0
2010-04-24,Falkirk,Hamilton,0-1,0-1
2010-04-24,Hearts,Motherwell,0-2,0-2
2010-04-24,St Johnstone,Aberdeen,1-1,0-1
2010-04-24,St Mirren,Kilmarnock,1-0,0-0
2010-04-25,Dundee United,Celtic,0-2,0-1
2010-04-25,Hibernian,Rangers,0-1,0-1
2010-05-01,Aberdeen,Hamilton,1-3,0-1
2010-05-01,Celtic,Motherwell,4-0,0-0
2010-05-01,Dundee United,Rangers,1-2,0-2
2010-05-01,Falkirk,St Mirren,1-1,1-0
2010-05-01,Hibernian,Hearts,1-2,0-0
2010-05-01,Kilmarnock,St Johnstone,1-2,1-1
2010-05-04,Celtic,Rangers,2-1,2-1
2010-05-05,Aberdeen,Kilmarnock,1-2,1-0
2010-05-05,Falkirk,St Johnstone,0-0,0-0
2010-05-05,Hamilton,St Mirren,0-0,0-0
2010-05-05,Hearts,Dundee United,0-0,0-0
2010-05-05,Motherwell,Hibernian,6-6,2-4
2010-05-08,Kilmarnock,Falkirk,0-0,0-0
2010-05-08,St Johnstone,Hamilton,2-3,0-2
2010-05-08,St Mirren,Aberdeen,0-1,0-1
2010-05-09,Dundee United,Hibernian,0-2,0-1
2010-05-09,Hearts,Celtic,1-2,1-1
2010-05-09,Rangers,Motherwell,3-3,2-0
