Date,Team 1,FT,Team 2
Sat Aug 20 1966,Walsall,1-2,Mansfield Town
Sat Aug 20 1966,Scunthorpe United,1-2,Gillingham
Sat Aug 20 1966,Bristol Rovers,3-3,Swansea City
Sat Aug 20 1966,Oldham Athletic,3-1,Leyton Orient
Sat Aug 20 1966,Darlington,1-0,Watford
Sat Aug 20 1966,Peterborough United,3-3,Doncaster Rovers
Sat Aug 20 1966,Workington,2-1,Grimsby Town
Sat Aug 20 1966,Queens Park Rangers,2-2,Shrewsbury Town
Sat Aug 20 1966,Colchester United,2-3,Middlesbrough
Sat Aug 20 1966,Oxford United,1-1,AFC Bournemouth
Sat Aug 20 1966,Torquay United,3-0,Reading
Sat Aug 20 1966,Brighton & Hove Albion,2-2,Swindon Town
Sat Aug 27 1966,Shrewsbury Town,2-1,Colchester United
Sat Aug 27 1966,Watford,1-0,Queens Park Rangers
Sat Aug 27 1966,AFC Bournemouth,2-1,Oldham Athletic
Sat Aug 27 1966,Swansea City,0-1,Oxford United
Sat Aug 27 1966,Reading,1-1,Brighton & Hove Albion
Sat Aug 27 1966,Grimsby Town,3-1,Walsall
Sat Aug 27 1966,Gillingham,1-1,Workington
Sat Aug 27 1966,Middlesbrough,1-2,Bristol Rovers
Sat Aug 27 1966,Doncaster Rovers,2-1,Torquay United
Sat Aug 27 1966,Swindon Town,4-0,Darlington
Sat Aug 27 1966,Leyton Orient,3-1,Scunthorpe United
Sat Aug 27 1966,Mansfield Town,0-0,Peterborough United
Mon Aug 29 1966,Swansea City,3-0,Oldham Athletic
Fri Sep 2 1966,Workington,3-1,Leyton Orient
Sat Sep 3 1966,Colchester United,2-1,Watford
Sat Sep 3 1966,Brighton & Hove Albion,0-0,Doncaster Rovers
Sat Sep 3 1966,Oxford United,1-1,Middlesbrough
Sat Sep 3 1966,Torquay United,1-2,Mansfield Town
Sat Sep 3 1966,Scunthorpe United,0-1,AFC Bournemouth
Sat Sep 3 1966,Peterborough United,2-1,Grimsby Town
Sat Sep 3 1966,Queens Park Rangers,3-1,Swindon Town
Sat Sep 3 1966,Bristol Rovers,1-0,Shrewsbury Town
Sat Sep 3 1966,Oldham Athletic,4-1,Swansea City
Sat Sep 3 1966,Gillingham,0-0,Walsall
Sat Sep 3 1966,Darlington,0-1,Reading
Mon Sep 5 1966,Leyton Orient,0-0,Torquay United
Mon Sep 5 1966,Darlington,1-0,Swansea City
Mon Sep 5 1966,Mansfield Town,2-4,Oldham Athletic
Mon Sep 5 1966,Peterborough United,2-0,Gillingham
Tue Sep 6 1966,Queens Park Rangers,4-0,Middlesbrough
Tue Sep 6 1966,Walsall,2-0,Workington
Tue Sep 6 1966,Swindon Town,1-1,Colchester United
Tue Sep 6 1966,Doncaster Rovers,2-1,Oxford United
Tue Sep 6 1966,Watford,1-0,Shrewsbury Town
Wed Sep 7 1966,Grimsby Town,7-1,Scunthorpe United
Wed Sep 7 1966,Reading,1-2,Bristol Rovers
Wed Sep 7 1966,Brighton & Hove Albion,0-3,AFC Bournemouth
Fri Sep 9 1966,Doncaster Rovers,0-4,Darlington
Fri Sep 9 1966,Leyton Orient,0-1,Gillingham
Sat Sep 10 1966,Mansfield Town,2-1,Brighton & Hove Albion
Sat Sep 10 1966,Grimsby Town,1-0,Torquay United
Sat Sep 10 1966,Colchester United,3-1,Bristol Rovers
Sat Sep 10 1966,AFC Bournemouth,0-2,Workington
Sat Sep 10 1966,Reading,2-2,Queens Park Rangers
Sat Sep 10 1966,Swindon Town,1-2,Watford
Sat Sep 10 1966,Shrewsbury Town,1-0,Oxford United
Sat Sep 10 1966,Walsall,1-1,Peterborough United
Sat Sep 10 1966,Swansea City,0-1,Scunthorpe United
Sat Sep 10 1966,Middlesbrough,0-2,Oldham Athletic
Fri Sep 16 1966,Workington,6-3,Swansea City
Sat Sep 17 1966,Scunthorpe United,3-2,Middlesbrough
Sat Sep 17 1966,Bristol Rovers,3-0,Swindon Town
Sat Sep 17 1966,Leyton Orient,1-1,Peterborough United
Sat Sep 17 1966,Queens Park Rangers,6-0,Doncaster Rovers
Sat Sep 17 1966,Torquay United,5-2,Walsall
Sat Sep 17 1966,Gillingham,0-0,AFC Bournemouth
Sat Sep 17 1966,Watford,1-0,Reading
Sat Sep 17 1966,Brighton & Hove Albion,0-2,Grimsby Town
Sat Sep 17 1966,Darlington,1-1,Mansfield Town
Sat Sep 17 1966,Oldham Athletic,4-1,Shrewsbury Town
Sat Sep 17 1966,Oxford United,1-1,Colchester United
Wed Sep 21 1966,Reading,1-0,Darlington
Wed Sep 21 1966,Shrewsbury Town,3-2,Torquay United
Fri Sep 23 1966,Doncaster Rovers,0-0,Watford
Sat Sep 24 1966,Walsall,2-1,Brighton & Hove Albion
Sat Sep 24 1966,AFC Bournemouth,1-0,Leyton Orient
Sat Sep 24 1966,Grimsby Town,4-1,Darlington
Sat Sep 24 1966,Reading,2-1,Swindon Town
Sat Sep 24 1966,Swansea City,1-1,Gillingham
Sat Sep 24 1966,Middlesbrough,3-2,Workington
Sat Sep 24 1966,Colchester United,3-2,Oldham Athletic
Sat Sep 24 1966,Mansfield Town,1-7,Queens Park Rangers
Sat Sep 24 1966,Bristol Rovers,2-1,Oxford United
Sat Sep 24 1966,Peterborough United,0-1,Torquay United
Sat Sep 24 1966,Shrewsbury Town,4-3,Scunthorpe United
Mon Sep 26 1966,Colchester United,2-1,Swindon Town
Mon Sep 26 1966,Middlesbrough,2-2,Queens Park Rangers
Mon Sep 26 1966,Shrewsbury Town,1-1,Watford
Tue Sep 27 1966,Bristol Rovers,2-1,Reading
Tue Sep 27 1966,Oldham Athletic,0-0,Mansfield Town
Tue Sep 27 1966,Swansea City,1-1,Darlington
Tue Sep 27 1966,Scunthorpe United,0-0,Grimsby Town
Wed Sep 28 1966,Torquay United,1-1,Leyton Orient
Wed Sep 28 1966,Oxford United,6-1,Doncaster Rovers
Wed Sep 28 1966,Workington,4-0,Walsall
Wed Sep 28 1966,AFC Bournemouth,2-1,Brighton & Hove Albion
Fri Sep 30 1966,Scunthorpe United,3-1,Colchester United
Sat Oct 1 1966,Swindon Town,0-1,Doncaster Rovers
Sat Oct 1 1966,Oxford United,1-3,Reading
Sat Oct 1 1966,Leyton Orient,1-0,Swansea City
Sat Oct 1 1966,Brighton & Hove Albion,5-2,Peterborough United
Sat Oct 1 1966,Darlington,0-1,Walsall
Sat Oct 1 1966,Gillingham,5-1,Middlesbrough
Sat Oct 1 1966,AFC Bournemouth,1-0,Torquay United
Sat Oct 1 1966,Queens Park Rangers,5-1,Grimsby Town
Sat Oct 1 1966,Watford,0-1,Mansfield Town
Sat Oct 1 1966,Oldham Athletic,3-0,Bristol Rovers
Tue Oct 4 1966,Bristol Rovers,3-0,Darlington
Wed Oct 5 1966,Gillingham,2-2,Peterborough United
Fri Oct 7 1966,Doncaster Rovers,3-2,Bristol Rovers
Sat Oct 8 1966,Watford,2-0,Middlesbrough
Sat Oct 8 1966,Torquay United,4-1,Gillingham
Sat Oct 8 1966,Darlington,1-2,AFC Bournemouth
Sat Oct 8 1966,Swindon Town,2-2,Shrewsbury Town
Sat Oct 8 1966,Mansfield Town,1-1,Oxford United
Sat Oct 8 1966,Reading,2-3,Colchester United
Sat Oct 8 1966,Peterborough United,3-0,Workington
Sat Oct 8 1966,Walsall,2-0,Scunthorpe United
Sat Oct 8 1966,Queens Park Rangers,4-2,Swansea City
Sat Oct 8 1966,Grimsby Town,1-0,Oldham Athletic
Sat Oct 8 1966,Brighton & Hove Albion,1-0,Leyton Orient
Tue Oct 11 1966,Walsall,3-0,Gillingham
Fri Oct 14 1966,Workington,1-2,Torquay United
Fri Oct 14 1966,Scunthorpe United,1-0,Peterborough United
Sat Oct 15 1966,Swansea City,2-2,Watford
Sat Oct 15 1966,Colchester United,5-0,Doncaster Rovers
Sat Oct 15 1966,Gillingham,2-0,Brighton & Hove Albion
Sat Oct 15 1966,Leyton Orient,1-2,Darlington
Sat Oct 15 1966,Middlesbrough,4-0,Swindon Town
Sat Oct 15 1966,Oxford United,3-1,Grimsby Town
Sat Oct 15 1966,Shrewsbury Town,1-0,Reading
Sat Oct 15 1966,Bristol Rovers,4-4,Mansfield Town
Sat Oct 15 1966,AFC Bournemouth,1-3,Queens Park Rangers
Sat Oct 15 1966,Oldham Athletic,6-2,Walsall
Mon Oct 17 1966,Middlesbrough,4-1,Swansea City
Mon Oct 17 1966,Mansfield Town,3-1,Doncaster Rovers
Mon Oct 17 1966,Colchester United,2-2,Leyton Orient
Mon Oct 17 1966,Peterborough United,2-2,Watford
Tue Oct 18 1966,Walsall,1-1,Swindon Town
Tue Oct 18 1966,Oldham Athletic,2-0,Scunthorpe United
Tue Oct 18 1966,Bristol Rovers,4-1,Gillingham
Wed Oct 19 1966,Torquay United,1-1,Queens Park Rangers
Wed Oct 19 1966,Oxford United,3-0,Workington
Wed Oct 19 1966,Shrewsbury Town,4-1,AFC Bournemouth
Wed Oct 19 1966,Grimsby Town,2-0,Reading
Wed Oct 19 1966,Brighton & Hove Albion,5-0,Darlington
Fri Oct 21 1966,Doncaster Rovers,2-1,Shrewsbury Town
Sat Oct 22 1966,Queens Park Rangers,4-1,Leyton Orient
Sat Oct 22 1966,Brighton & Hove Albion,0-0,Workington
Sat Oct 22 1966,Mansfield Town,2-0,Colchester United
Sat Oct 22 1966,Reading,0-0,Middlesbrough
Sat Oct 22 1966,Swindon Town,4-0,Swansea City
Sat Oct 22 1966,Watford,3-0,AFC Bournemouth
Sat Oct 22 1966,Grimsby Town,0-0,Bristol Rovers
Sat Oct 22 1966,Walsall,2-0,Oxford United
Sat Oct 22 1966,Torquay United,1-1,Scunthorpe United
Sat Oct 22 1966,Peterborough United,3-1,Oldham Athletic
Sat Oct 22 1966,Darlington,1-1,Gillingham
Mon Oct 24 1966,Bristol Rovers,1-1,Scunthorpe United
Fri Oct 28 1966,Scunthorpe United,0-1,Brighton & Hove Albion
Fri Oct 28 1966,Workington,1-2,Darlington
Sat Oct 29 1966,Middlesbrough,2-0,Doncaster Rovers
Sat Oct 29 1966,Gillingham,2-2,Queens Park Rangers
Sat Oct 29 1966,Shrewsbury Town,1-0,Mansfield Town
Sat Oct 29 1966,Leyton Orient,1-1,Watford
Sat Oct 29 1966,Oldham Athletic,5-0,Torquay United
Sat Oct 29 1966,AFC Bournemouth,1-4,Swindon Town
Sat Oct 29 1966,Oxford United,0-3,Peterborough United
Sat Oct 29 1966,Bristol Rovers,4-2,Walsall
Sat Oct 29 1966,Swansea City,5-2,Reading
Sat Oct 29 1966,Colchester United,4-0,Grimsby Town
Mon Oct 31 1966,Mansfield Town,4-2,Torquay United
Wed Nov 2 1966,Shrewsbury Town,3-4,Bristol Rovers
Fri Nov 4 1966,Walsall,1-0,Colchester United
Sat Nov 5 1966,Swindon Town,5-1,Leyton Orient
Sat Nov 5 1966,Grimsby Town,1-1,Shrewsbury Town
Sat Nov 5 1966,Brighton & Hove Albion,2-0,Oldham Athletic
Sat Nov 5 1966,Doncaster Rovers,4-1,Swansea City
Sat Nov 5 1966,Reading,0-0,AFC Bournemouth
Sat Nov 5 1966,Queens Park Rangers,4-1,Workington
Sat Nov 5 1966,Watford,1-1,Gillingham
Sat Nov 5 1966,Torquay United,1-0,Oxford United
Sat Nov 5 1966,Peterborough United,1-1,Bristol Rovers
Sat Nov 5 1966,Darlington,2-1,Scunthorpe United
Sat Nov 5 1966,Mansfield Town,4-5,Middlesbrough
Fri Nov 11 1966,Leyton Orient,3-2,Reading
Sat Nov 12 1966,Colchester United,1-4,Peterborough United
Sat Nov 12 1966,Oldham Athletic,4-0,Darlington
Sat Nov 12 1966,Gillingham,1-0,Swindon Town
Sat Nov 12 1966,Bristol Rovers,1-0,Torquay United
Sat Nov 12 1966,Shrewsbury Town,1-2,Walsall
Sat Nov 12 1966,Oxford United,1-2,Brighton & Hove Albion
Sat Nov 12 1966,AFC Bournemouth,4-1,Doncaster Rovers
Sat Nov 12 1966,Swansea City,0-1,Mansfield Town
Sat Nov 12 1966,Scunthorpe United,0-2,Queens Park Rangers
Sat Nov 12 1966,Middlesbrough,0-1,Grimsby Town
Sat Nov 12 1966,Workington,1-2,Watford
Mon Nov 14 1966,Darlington,3-1,Brighton & Hove Albion
Mon Nov 14 1966,Leyton Orient,3-3,Colchester United
Tue Nov 15 1966,Scunthorpe United,1-1,Oldham Athletic
Tue Nov 15 1966,Doncaster Rovers,4-6,Mansfield Town
Tue Nov 15 1966,Queens Park Rangers,2-1,Torquay United
Tue Nov 15 1966,Watford,3-1,Peterborough United
Tue Nov 15 1966,Swansea City,4-4,Middlesbrough
Wed Nov 16 1966,Workington,0-0,Oxford United
Wed Nov 16 1966,AFC Bournemouth,0-3,Shrewsbury Town
Wed Nov 16 1966,Reading,6-0,Grimsby Town
Wed Nov 16 1966,Gillingham,1-0,Bristol Rovers
Fri Nov 18 1966,Doncaster Rovers,2-2,Leyton Orient
Sat Nov 19 1966,Grimsby Town,2-1,Swansea City
