Date,Team 1,FT,Team 2
Sat Aug 25 1923,Swansea City,1-0,Luton Town
Sat Aug 25 1923,Queens Park Rangers,1-0,Brentford
Sat Aug 25 1923,Plymouth Argyle,1-2,Portsmouth
Sat Aug 25 1923,Watford,2-1,Reading
Sat Aug 25 1923,Newport County,2-0,Exeter City
Sat Aug 25 1923,Charlton Athletic,3-1,Aberdare Athletic
Sat Aug 25 1923,Merthyr Town,3-2,Southend United
Sat Aug 25 1923,Norwich City,1-1,Millwall
Sat Aug 25 1923,Gillingham,1-0,Bristol Rovers
Sat Aug 25 1923,Swindon Town,3-1,AFC Bournemouth
Sat Aug 25 1923,Northampton Town,3-0,Brighton & Hove Albion
Mon Aug 27 1923,Brentford,1-1,Plymouth Argyle
Mon Aug 27 1923,Aberdare Athletic,0-0,Norwich City
Mon Aug 27 1923,Luton Town,1-1,Northampton Town
Mon Aug 27 1923,Millwall,1-0,Swindon Town
Mon Aug 27 1923,Southend United,2-2,Charlton Athletic
Mon Aug 27 1923,Bristol Rovers,2-1,Queens Park Rangers
Wed Aug 29 1923,Exeter City,1-0,Merthyr Town
Wed Aug 29 1923,Brighton & Hove Albion,2-2,Gillingham
Wed Aug 29 1923,Portsmouth,5-0,Newport County
Wed Aug 29 1923,Reading,3-4,Swansea City
Sat Sep 1 1923,Brentford,0-1,Queens Park Rangers
Sat Sep 1 1923,Southend United,3-1,Merthyr Town
Sat Sep 1 1923,Brighton & Hove Albion,2-0,Northampton Town
Sat Sep 1 1923,AFC Bournemouth,0-0,Swindon Town
Sat Sep 1 1923,Exeter City,5-0,Newport County
Sat Sep 1 1923,Millwall,2-1,Norwich City
Sat Sep 1 1923,Reading,1-1,Watford
Sat Sep 1 1923,Luton Town,1-2,Swansea City
Sat Sep 1 1923,Bristol Rovers,2-0,Gillingham
Sat Sep 1 1923,Aberdare Athletic,4-1,Charlton Athletic
Sat Sep 1 1923,Portsmouth,2-1,Plymouth Argyle
Mon Sep 3 1923,Norwich City,5-0,Aberdare Athletic
Mon Sep 3 1923,Northampton Town,2-0,Luton Town
Mon Sep 3 1923,Charlton Athletic,4-1,Southend United
Mon Sep 3 1923,Swindon Town,1-0,Millwall
Mon Sep 3 1923,Plymouth Argyle,4-1,Brentford
Mon Sep 3 1923,Swansea City,5-1,Reading
Wed Sep 5 1923,Queens Park Rangers,1-2,Bristol Rovers
Wed Sep 5 1923,Gillingham,1-1,Brighton & Hove Albion
Wed Sep 5 1923,Watford,0-0,AFC Bournemouth
