Date,Team 1,FT,Team 2
Sat Aug 25 1923,Rotherham County,0-2,Walsall
Sat Aug 25 1923,Wrexham,4-0,Ashington
Sat Aug 25 1923,Darlington,2-1,Accrington Stanley
Sat Aug 25 1923,Rochdale,2-0,Durham City
Sat Aug 25 1923,Southport,1-0,Crewe Alexandra
Sat Aug 25 1923,Bradford Park Avenue,1-1,New Brighton
Sat Aug 25 1923,Doncaster Rovers,0-0,Wigan Borough
Sat Aug 25 1923,Barrow,1-2,Hartlepool United
Sat Aug 25 1923,Tranmere Rovers,2-1,Grimsby Town
Sat Aug 25 1923,Lincoln City,1-1,Halifax Town
Sat Aug 25 1923,Chesterfield,0-0,Wolverhampton Wanderers
Mon Aug 27 1923,Wolverhampton Wanderers,3-0,Rotherham County
Mon Aug 27 1923,Ashington,3-1,Doncaster Rovers
Mon Aug 27 1923,Walsall,1-2,Wrexham
Mon Aug 27 1923,Grimsby Town,2-0,Bradford Park Avenue
Mon Aug 27 1923,Halifax Town,0-0,Tranmere Rovers
Mon Aug 27 1923,Wigan Borough,3-0,Rochdale
Wed Aug 29 1923,Durham City,0-1,Southport
Wed Aug 29 1923,Crewe Alexandra,2-1,Darlington
Wed Aug 29 1923,New Brighton,0-0,Chesterfield
Sat Sep 1 1923,Grimsby Town,0-0,Tranmere Rovers
Sat Sep 1 1923,Wigan Borough,1-0,Doncaster Rovers
Sat Sep 1 1923,Ashington,0-2,Wrexham
Sat Sep 1 1923,Hartlepool United,1-0,Barrow
Sat Sep 1 1923,Durham City,0-0,Rochdale
Sat Sep 1 1923,Wolverhampton Wanderers,2-1,Chesterfield
Sat Sep 1 1923,Crewe Alexandra,1-1,Southport
Sat Sep 1 1923,New Brighton,1-0,Bradford Park Avenue
Sat Sep 1 1923,Halifax Town,1-0,Lincoln City
Sat Sep 1 1923,Accrington Stanley,2-0,Darlington
Sat Sep 1 1923,Walsall,1-1,Rotherham County
Mon Sep 3 1923,Doncaster Rovers,2-1,Ashington
Mon Sep 3 1923,Chesterfield,1-0,New Brighton
Mon Sep 3 1923,Barrow,0-0,Accrington Stanley
Mon Sep 3 1923,Bradford Park Avenue,2-1,Grimsby Town
Mon Sep 3 1923,Rochdale,1-0,Wigan Borough
Mon Sep 3 1923,Rotherham County,1-1,Wolverhampton Wanderers
Tue Sep 4 1923,Southport,1-0,Durham City
Wed Sep 5 1923,Lincoln City,1-1,Hartlepool United
Wed Sep 5 1923,Darlington,1-1,Crewe Alexandra
Wed Sep 5 1923,Wrexham,0-0,Walsall
Thu Sep 6 1923,Tranmere Rovers,3-0,Halifax Town
Sat Sep 8 1923,Accrington Stanley,0-0,New Brighton
Sat Sep 8 1923,Lincoln City,4-1,Barrow
Sat Sep 8 1923,Darlington,5-0,Hartlepool United
Sat Sep 8 1923,Wigan Borough,1-1,Ashington
Sat Sep 8 1923,Rotherham County,2-1,Wrexham
Sat Sep 8 1923,Tranmere Rovers,1-1,Southport
Sat Sep 8 1923,Halifax Town,1-3,Grimsby Town
Sat Sep 8 1923,Durham City,1-0,Walsall
Sat Sep 8 1923,Crewe Alexandra,0-0,Wolverhampton Wanderers
Sat Sep 8 1923,Bradford Park Avenue,4-2,Rochdale
Sat Sep 8 1923,Chesterfield,2-1,Doncaster Rovers
Wed Sep 12 1923,New Brighton,2-0,Durham City
Sat Sep 15 1923,Barrow,2-1,Lincoln City
Sat Sep 15 1923,Wolverhampton Wanderers,1-0,Crewe Alexandra
Sat Sep 15 1923,Walsall,1-1,Durham City
Sat Sep 15 1923,Rochdale,3-0,Bradford Park Avenue
Sat Sep 15 1923,Ashington,3-0,Wigan Borough
Sat Sep 15 1923,Southport,1-1,Tranmere Rovers
