Date,Team 1,FT,Team 2
Sat Aug 22 1964,Wrexham,4-0,Notts County
Sat Aug 22 1964,Darlington,0-1,Newport County
Sat Aug 22 1964,Oxford United,4-2,Crewe Alexandra
Sat Aug 22 1964,Southport,1-0,Chesterfield
Sat Aug 22 1964,Aldershot,3-1,Chester
Sat Aug 22 1964,Stockport County,1-4,Millwall
Sat Aug 22 1964,Brighton & Hove Albion,3-1,Barrow
Sat Aug 22 1964,Torquay United,2-2,Bradford City
Sat Aug 22 1964,Bradford Park Avenue,5-2,Doncaster Rovers
Sat Aug 22 1964,Lincoln City,4-2,Hartlepool United
Sat Aug 22 1964,Tranmere Rovers,5-2,Halifax Town
Sat Aug 22 1964,York City,2-1,Rochdale
Mon Aug 24 1964,Barrow,2-2,Lincoln City
Mon Aug 24 1964,Millwall,2-2,Torquay United
Mon Aug 24 1964,Chesterfield,0-0,Wrexham
Mon Aug 24 1964,Hartlepool United,2-2,York City
Tue Aug 25 1964,Bradford City,1-3,Chester
Tue Aug 25 1964,Doncaster Rovers,1-2,Southport
Tue Aug 25 1964,Brighton & Hove Albion,0-0,Oxford United
Tue Aug 25 1964,Halifax Town,4-0,Darlington
Wed Aug 26 1964,Crewe Alexandra,1-1,Newport County
Wed Aug 26 1964,Aldershot,1-1,Bradford Park Avenue
Wed Aug 26 1964,Rochdale,4-0,Stockport County
Thu Aug 27 1964,Notts County,2-4,Tranmere Rovers
Sat Aug 29 1964,Rochdale,2-0,Lincoln City
Sat Aug 29 1964,Newport County,1-1,Tranmere Rovers
Sat Aug 29 1964,Crewe Alexandra,1-2,Darlington
Sat Aug 29 1964,Halifax Town,2-1,Wrexham
Sat Aug 29 1964,Chester,0-1,Torquay United
Sat Aug 29 1964,Notts County,0-0,Southport
Sat Aug 29 1964,Doncaster Rovers,1-0,Aldershot
Sat Aug 29 1964,Barrow,1-1,Oxford United
Sat Aug 29 1964,Chesterfield,2-4,Bradford Park Avenue
Sat Aug 29 1964,Hartlepool United,1-1,Brighton & Hove Albion
Sat Aug 29 1964,Millwall,1-1,York City
Sat Aug 29 1964,Bradford City,1-1,Stockport County
Mon Aug 31 1964,York City,0-0,Hartlepool United
Mon Aug 31 1964,Newport County,2-2,Crewe Alexandra
Mon Aug 31 1964,Southport,3-5,Doncaster Rovers
Mon Aug 31 1964,Bradford Park Avenue,3-1,Aldershot
Mon Aug 31 1964,Tranmere Rovers,4-0,Notts County
Mon Aug 31 1964,Darlington,5-1,Halifax Town
Fri Sep 4 1964,Tranmere Rovers,1-0,Crewe Alexandra
Fri Sep 4 1964,Stockport County,4-5,Chester
