Date,Team 1,FT,Team 2
Sat Aug 24 1957,Swindon Town,4-0,Newport County
Sat Aug 24 1957,AFC Bournemouth,2-1,Watford
Sat Aug 24 1957,Colchester United,3-0,Torquay United
Sat Aug 24 1957,Exeter City,0-5,Southend United
Sat Aug 24 1957,Gillingham,0-1,Brighton & Hove Albion
Sat Aug 24 1957,Aldershot,0-1,Port Vale
Sat Aug 24 1957,Millwall,1-2,Southampton
Sat Aug 24 1957,Queens Park Rangers,1-0,Brentford
Sat Aug 24 1957,Shrewsbury Town,2-0,Plymouth Argyle
Sat Aug 24 1957,Coventry City,1-0,Reading
Sat Aug 24 1957,Walsall,2-1,Northampton Town
Sat Aug 24 1957,Norwich City,3-2,Crystal Palace
Mon Aug 26 1957,Shrewsbury Town,1-0,Port Vale
Mon Aug 26 1957,Queens Park Rangers,1-0,Colchester United
Mon Aug 26 1957,Plymouth Argyle,1-0,Reading
Tue Aug 27 1957,Brentford,1-0,Exeter City
Tue Aug 27 1957,Watford,0-0,Swindon Town
Wed Aug 28 1957,Torquay United,3-2,Gillingham
Wed Aug 28 1957,Crystal Palace,0-1,Millwall
Wed Aug 28 1957,Brighton & Hove Albion,2-1,AFC Bournemouth
Wed Aug 28 1957,Southampton,4-1,Walsall
Wed Aug 28 1957,Southend United,5-2,Norwich City
Thu Aug 29 1957,Northampton Town,0-0,Aldershot
Thu Aug 29 1957,Newport County,2-2,Coventry City
Sat Aug 31 1957,Watford,1-1,Walsall
Sat Aug 31 1957,Newport County,1-2,Millwall
Sat Aug 31 1957,Reading,2-2,Shrewsbury Town
Sat Aug 31 1957,Port Vale,3-1,Swindon Town
Sat Aug 31 1957,Crystal Palace,3-0,AFC Bournemouth
Sat Aug 31 1957,Brentford,3-3,Colchester United
Sat Aug 31 1957,Northampton Town,4-0,Coventry City
Sat Aug 31 1957,Southend United,6-0,Queens Park Rangers
Sat Aug 31 1957,Torquay United,1-1,Norwich City
Sat Aug 31 1957,Southampton,5-1,Gillingham
Sat Aug 31 1957,Plymouth Argyle,4-2,Aldershot
Sat Aug 31 1957,Brighton & Hove Albion,2-2,Exeter City
Mon Sep 2 1957,Millwall,3-0,Crystal Palace
Mon Sep 2 1957,Port Vale,0-0,Shrewsbury Town
Mon Sep 2 1957,Colchester United,2-1,Queens Park Rangers
Mon Sep 2 1957,Coventry City,1-2,Newport County
Wed Sep 4 1957,Swindon Town,0-0,Watford
Wed Sep 4 1957,Norwich City,0-2,Southend United
Wed Sep 4 1957,AFC Bournemouth,1-3,Brighton & Hove Albion
Wed Sep 4 1957,Aldershot,0-0,Northampton Town
Wed Sep 4 1957,Gillingham,1-0,Torquay United
Wed Sep 4 1957,Exeter City,3-5,Brentford
Wed Sep 4 1957,Reading,1-3,Plymouth Argyle
Thu Sep 5 1957,Walsall,1-1,Southampton
Sat Sep 7 1957,Exeter City,2-2,Southampton
Sat Sep 7 1957,Walsall,2-1,Crystal Palace
Sat Sep 7 1957,Norwich City,3-2,Brentford
Sat Sep 7 1957,Shrewsbury Town,3-1,Northampton Town
Sat Sep 7 1957,Coventry City,2-2,Watford
Sat Sep 7 1957,Southend United,2-3,Colchester United
Sat Sep 7 1957,AFC Bournemouth,2-0,Torquay United
Sat Sep 7 1957,Queens Park Rangers,0-1,Brighton & Hove Albion
Sat Sep 7 1957,Gillingham,0-1,Newport County
Sat Sep 7 1957,Millwall,2-1,Port Vale
Sat Sep 7 1957,Swindon Town,1-0,Plymouth Argyle
Sat Sep 7 1957,Reading,3-0,Aldershot
Mon Sep 9 1957,Shrewsbury Town,0-0,Norwich City
Mon Sep 9 1957,Coventry City,0-3,AFC Bournemouth
Mon Sep 9 1957,Colchester United,1-3,Reading
Tue Sep 10 1957,Brentford,7-1,Northampton Town
Wed Sep 11 1957,Torquay United,1-0,Watford
Wed Sep 11 1957,Crystal Palace,3-0,Gillingham
Wed Sep 11 1957,Swindon Town,1-1,Queens Park Rangers
Wed Sep 11 1957,Brighton & Hove Albion,3-2,Plymouth Argyle
Wed Sep 11 1957,Southend United,1-2,Aldershot
