Date,Team 1,Team 2,FT,HT
2013-08-10,Alloa,Livingston,1-0,1-0
2013-08-10,Dumbarton,Falkirk,1-1,0-0
2013-08-10,Morton,Cowdenbeath,2-0,1-0
2013-08-10,Queen of Sth,Dundee,4-3,1-1
2013-08-10,Raith Rvs,Hamilton,0-1,0-0
2013-08-17,Cowdenbeath,Raith Rvs,3-4,2-2
2013-08-17,Dundee,Alloa,1-0,0-0
2013-08-17,Falkirk,Morton,3-1,2-0
2013-08-17,Hamilton,Dumbarton,4-1,2-0
2013-08-17,Livingston,Queen of Sth,3-3,1-2
2013-08-24,Alloa,Cowdenbeath,3-1,0-0
2013-08-24,Dumbarton,Morton,3-1,2-1
2013-08-24,Hamilton,Queen of Sth,2-0,1-0
2013-08-24,Livingston,Falkirk,0-3,0-2
2013-08-24,Raith Rvs,Dundee,0-0,0-0
2013-08-30,Dundee,Livingston,3-0,1-0
2013-08-31,Cowdenbeath,Dumbarton,3-2,1-0
2013-08-31,Falkirk,Hamilton,1-2,0-0
2013-08-31,Morton,Raith Rvs,1-1,1-0
2013-08-31,Queen of Sth,Alloa,0-0,0-0
2013-09-14,Alloa,Dumbarton,1-2,0-1
2013-09-14,Cowdenbeath,Falkirk,1-0,0-0
2013-09-14,Dundee,Hamilton,0-0,0-0
2013-09-14,Livingston,Morton,2-2,2-2
2013-09-14,Queen of Sth,Raith Rvs,0-1,0-1
2013-09-21,Dumbarton,Livingston,1-2,1-0
2013-09-21,Falkirk,Dundee,3-1,1-0
2013-09-21,Hamilton,Cowdenbeath,1-0,0-0
2013-09-21,Morton,Queen of Sth,0-2,0-1
2013-09-21,Raith Rvs,Alloa,4-2,1-1
2013-09-28,Alloa,Hamilton,1-0,1-0
2013-09-28,Dundee,Morton,3-1,0-1
2013-09-28,Livingston,Cowdenbeath,5-1,1-1
2013-09-28,Queen of Sth,Dumbarton,1-2,1-1
2013-09-28,Raith Rvs,Falkirk,1-1,1-0
2013-10-05,Cowdenbeath,Dundee,0-2,0-1
2013-10-05,Dumbarton,Raith Rvs,2-4,0-1
2013-10-05,Falkirk,Queen of Sth,2-1,1-0
2013-10-05,Hamilton,Livingston,2-0,1-0
2013-10-05,Morton,Alloa,0-2,0-1
2013-10-12,Alloa,Falkirk,0-0,0-0
2013-10-12,Dumbarton,Dundee,1-4,0-0
2013-10-12,Morton,Hamilton,1-1,0-1
2013-10-12,Queen of Sth,Cowdenbeath,1-1,0-1
2013-10-19,Cowdenbeath,Morton,5-1,3-1
2013-10-19,Dundee,Queen of Sth,2-1,0-0
2013-10-19,Falkirk,Dumbarton,1-2,1-2
2013-10-19,Hamilton,Raith Rvs,1-1,1-0
2013-10-19,Livingston,Alloa,3-2,1-1
2013-10-26,Alloa,Queen of Sth,0-3,0-1
2013-10-26,Dumbarton,Cowdenbeath,0-0,0-0
2013-10-26,Hamilton,Falkirk,2-0,1-0
2013-10-26,Livingston,Dundee,2-1,0-0
2013-10-26,Raith Rvs,Morton,2-1,1-0
2013-10-29,Raith Rvs,Livingston,1-0,1-0
2013-11-09,Cowdenbeath,Alloa,0-2,0-2
2013-11-09,Dundee,Raith Rvs,2-0,1-0
2013-11-09,Falkirk,Livingston,4-1,1-0
2013-11-09,Morton,Dumbarton,2-0,0-0
2013-11-09,Queen of Sth,Hamilton,0-1,0-1
2013-11-16,Alloa,Raith Rvs,1-0,0-0
2013-11-16,Cowdenbeath,Hamilton,2-4,2-0
2013-11-16,Dundee,Falkirk,1-1,1-0
2013-11-16,Livingston,Dumbarton,1-3,1-1
2013-11-16,Queen of Sth,Morton,2-0,2-0
2013-11-23,Falkirk,Cowdenbeath,4-0,0-0
2013-11-23,Hamilton,Dundee,0-3,0-1
2013-11-23,Morton,Livingston,1-5,1-3
2013-11-23,Raith Rvs,Queen of Sth,2-1,0-0
2013-12-04,Dumbarton,Alloa,1-1,0-1
2013-12-07,Cowdenbeath,Livingston,2-3,0-0
2013-12-07,Dumbarton,Queen of Sth,0-1,0-1
2013-12-07,Falkirk,Raith Rvs,3-1,2-0
2013-12-07,Hamilton,Alloa,0-1,0-0
2013-12-07,Morton,Dundee,1-2,0-2
2013-12-14,Alloa,Morton,2-0,1-0
2013-12-14,Dundee,Cowdenbeath,1-2,0-0
2013-12-14,Livingston,Hamilton,0-0,0-0
2013-12-14,Raith Rvs,Dumbarton,2-1,0-0
2013-12-21,Alloa,Dundee,0-1,0-0
2013-12-21,Dumbarton,Hamilton,2-1,1-1
2013-12-21,Morton,Falkirk,0-2,0-0
2013-12-21,Queen of Sth,Livingston,2-2,2-1
2013-12-21,Raith Rvs,Cowdenbeath,3-3,1-1
2013-12-28,Cowdenbeath,Queen of Sth,0-2,0-1
2013-12-28,Dundee,Dumbarton,3-0,0-0
2013-12-28,Falkirk,Alloa,0-0,0-0
2013-12-28,Hamilton,Morton,1-0,1-0
2013-12-28,Livingston,Raith Rvs,3-0,2-0
2014-01-02,Alloa,Cowdenbeath,0-1,0-0
2014-01-02,Raith Rvs,Dundee,0-2,0-0
2014-01-04,Dumbarton,Morton,2-0,1-0
2014-01-04,Hamilton,Queen of Sth,3-1,2-1
2014-01-04,Livingston,Falkirk,0-1,0-1
2014-01-11,Cowdenbeath,Dumbarton,2-4,2-2
2014-01-11,Dundee,Livingston,0-1,0-1
2014-01-11,Falkirk,Hamilton,0-0,0-0
2014-01-11,Morton,Raith Rvs,0-0,0-0
2014-01-11,Queen of Sth,Alloa,3-1,2-0
2014-01-18,Alloa,Dumbarton,1-5,0-3
2014-01-18,Cowdenbeath,Falkirk,0-2,0-0
2014-01-18,Livingston,Morton,0-1,0-1
2014-01-18,Queen of Sth,Raith Rvs,1-0,1-0
2014-01-25,Falkirk,Dundee,2-0,1-0
2014-01-25,Hamilton,Cowdenbeath,3-4,0-3
2014-01-25,Morton,Queen of Sth,1-1,1-0
2014-02-01,Cowdenbeath,Raith Rvs,1-0,0-0
2014-02-01,Dundee,Alloa,1-1,0-0
2014-02-01,Falkirk,Morton,1-1,0-1
2014-02-01,Hamilton,Dumbarton,3-3,1-1
2014-02-01,Livingston,Queen of Sth,1-2,1-0
2014-02-05,Dumbarton,Livingston,2-2,0-0
2014-02-08,Dundee,Hamilton,1-0,1-0
2014-02-08,Queen of Sth,Falkirk,2-0,0-0
2014-02-15,Alloa,Livingston,0-3,0-1
2014-02-15,Dumbarton,Falkirk,2-1,0-1
2014-02-15,Morton,Cowdenbeath,1-1,0-1
2014-02-15,Queen of Sth,Dundee,0-1,0-1
2014-02-15,Raith Rvs,Hamilton,2-4,0-4
2014-02-21,Hamilton,Livingston,2-0,1-0
2014-02-22,Cowdenbeath,Dundee,2-0,1-0
2014-02-22,Dumbarton,Raith Rvs,3-3,2-1
2014-02-22,Falkirk,Queen of Sth,1-0,0-0
2014-02-22,Morton,Alloa,0-1,0-1
2014-02-25,Raith Rvs,Alloa,1-1,0-1
2014-03-01,Alloa,Hamilton,0-3,0-3
2014-03-01,Dundee,Morton,2-0,1-0
2014-03-01,Livingston,Cowdenbeath,1-0,0-0
2014-03-01,Queen of Sth,Dumbarton,3-1,2-0
2014-03-01,Raith Rvs,Falkirk,2-4,2-1
2014-03-08,Cowdenbeath,Alloa,2-2,1-1
2014-03-08,Falkirk,Livingston,1-1,0-1
2014-03-08,Queen of Sth,Hamilton,1-1,0-0
2014-03-15,Alloa,Queen of Sth,0-1,0-1
2014-03-15,Dumbarton,Cowdenbeath,5-1,1-0
2014-03-15,Hamilton,Falkirk,3-1,1-0
2014-03-15,Livingston,Dundee,0-2,0-1
2014-03-15,Raith Rvs,Morton,2-1,0-1
2014-03-18,Dundee,Raith Rvs,0-0,0-0
