Round,Date,Team 1,FT,HT,Team 2
?,(Sat) 10 Aug 2013 (W32),Arbroath (1),0-3,0-2,Ayr United (1)
?,(Sat) 10 Aug 2013 (W32),East Fife (1),0-1,0-1,Dunfermline Athletic (1)
?,(Sat) 10 Aug 2013 (W32),Forfar Athletic (1),3-3,1-1,Airdrieonians (1)
?,(Sat) 10 Aug 2013 (W32),Rangers FC (1),4-1,2-0,Brechin City (1)
?,(Sat) 10 Aug 2013 (W32),Stenhousemuir (1),1-0,1-0,Stranraer (1)
?,(Sat) 17 Aug 2013 (W33),Airdrieonians (2),0-1,0-0,Stenhousemuir (2)
?,(Sat) 17 Aug 2013 (W33),Ayr United (2),2-0,1-0,Forfar Athletic (2)
?,(Sat) 17 Aug 2013 (W33),Brechin City (2),2-0,0-0,East Fife (2)
?,(Sat) 17 Aug 2013 (W33),Dunfermline Athletic (2),2-3,2-3,Arbroath (2)
?,(Sat) 17 Aug 2013 (W33),Stranraer (2),0-3,0-3,Rangers FC (2)
?,(Fri) 23 Aug 2013 (W34),Airdrieonians (3),0-6,0-2,Rangers FC (3)
?,(Sat) 24 Aug 2013 (W34),Brechin City (3),2-1,1-0,Forfar Athletic (3)
?,(Sat) 24 Aug 2013 (W34),East Fife (3),2-1,2-1,Arbroath (3)
?,(Sat) 24 Aug 2013 (W34),Stenhousemuir (3),4-5,2-0,Dunfermline Athletic (3)
?,(Sat) 24 Aug 2013 (W34),Stranraer (3),1-1,1-1,Ayr United (3)
?,(Sat) 31 Aug 2013 (W35),Arbroath (4),2-1,2-0,Brechin City (4)
?,(Sat) 31 Aug 2013 (W35),Ayr United (4),2-2,2-2,Airdrieonians (4)
?,(Sat) 31 Aug 2013 (W35),Dunfermline Athletic (4),3-1,1-1,Stranraer (4)
?,(Sat) 31 Aug 2013 (W35),Forfar Athletic (4),1-2,0-2,Stenhousemuir (4)
?,(Sat) 31 Aug 2013 (W35),Rangers FC (4),5-0,3-0,East Fife (4)
?,(Sat) 14 Sep 2013 (W37),Airdrieonians (5),3-2,1-1,Stranraer (5)
?,(Sat) 14 Sep 2013 (W37),Brechin City (5),1-1,0-1,Dunfermline Athletic (5)
?,(Sat) 14 Sep 2013 (W37),East Fife (5),1-3,1-1,Forfar Athletic (5)
?,(Sat) 14 Sep 2013 (W37),Rangers FC (5),5-1,0-0,Arbroath (5)
?,(Sat) 14 Sep 2013 (W37),Stenhousemuir (5),1-1,0-1,Ayr United (5)
?,(Sat) 21 Sep 2013 (W38),Arbroath (6),3-4,1-1,Stenhousemuir (6)
