Date,Team 1,Team 2,FT,HT
2006-08-05,Airdrie Utd,Ross County,0-2,0-1
2006-08-05,Dundee,Partick,0-1,0-1
2006-08-05,Gretna,Hamilton,6-0,3-0
2006-08-05,Livingston,Queen of Sth,2-0,0-0
2006-08-05,St Johnstone,Clyde,0-0,0-0
2006-08-12,Hamilton,Dundee,1-0,0-0
2006-08-12,Partick,Airdrie Utd,4-2,2-0
2006-08-12,Queen of Sth,St Johnstone,0-1,0-1
2006-08-12,Ross County,Livingston,0-3,0-2
2006-08-13,Clyde,Gretna,1-2,1-1
2006-08-19,Airdrie Utd,Queen of Sth,2-2,0-0
2006-08-19,Gretna,Ross County,2-1,2-0
2006-08-19,Livingston,Partick,2-2,0-1
2006-08-19,St Johnstone,Hamilton,0-0,0-0
2006-08-20,Dundee,Clyde,3-0,2-0
2006-08-26,Airdrie Utd,Hamilton,1-2,0-0
2006-08-26,Clyde,Partick,0-0,0-0
2006-08-26,Dundee,Livingston,0-1,0-0
2006-08-26,St Johnstone,Ross County,3-1,2-0
2006-08-27,Queen of Sth,Gretna,0-3,0-2
2006-09-09,Gretna,Dundee,0-4,0-4
2006-09-09,Livingston,Airdrie Utd,3-0,2-0
2006-09-09,Partick,St Johnstone,1-5,0-3
2006-09-09,Ross County,Queen of Sth,1-0,0-0
2006-09-16,Clyde,Ross County,3-0,0-0
2006-09-16,Dundee,Queen of Sth,2-1,1-1
2006-09-16,Gretna,Livingston,1-1,1-1
2006-09-16,Hamilton,Partick,1-2,0-1
2006-09-16,St Johnstone,Airdrie Utd,1-0,1-0
2006-09-23,Airdrie Utd,Dundee,0-1,0-1
2006-09-23,Livingston,St Johnstone,1-1,1-1
2006-09-23,Partick,Gretna,0-6,0-1
2006-09-23,Queen of Sth,Clyde,0-2,0-1
2006-09-23,Ross County,Hamilton,0-1,0-1
2006-09-30,Clyde,Livingston,1-1,0-0
2006-09-30,Dundee,St Johnstone,1-1,0-1
2006-09-30,Gretna,Airdrie Utd,0-2,0-1
2006-09-30,Hamilton,Queen of Sth,1-1,1-1
2006-09-30,Partick,Ross County,3-2,1-1
2006-10-13,Livingston,Hamilton,0-1,0-1
2006-10-14,Airdrie Utd,Clyde,2-1,0-0
2006-10-14,Queen of Sth,Partick,0-2,0-0
2006-10-14,Ross County,Dundee,1-0,1-0
2006-10-14,St Johnstone,Gretna,3-3,0-0
2006-10-17,Hamilton,Clyde,3-1,3-1
2006-10-21,Airdrie Utd,Partick,1-2,1-1
2006-10-21,Dundee,Hamilton,1-1,0-1
2006-10-21,Gretna,Clyde,3-3,1-1
2006-10-21,Livingston,Ross County,0-0,0-0
2006-10-21,St Johnstone,Queen of Sth,5-0,2-0
2006-10-28,Clyde,St Johnstone,1-0,0-0
2006-10-28,Hamilton,Gretna,3-1,2-0
2006-10-28,Partick,Dundee,3-1,2-1
2006-10-28,Queen of Sth,Livingston,2-0,0-0
2006-10-28,Ross County,Airdrie Utd,2-1,2-0
2006-11-04,Airdrie Utd,Livingston,0-1,0-0
