Round,Date,Team 1,FT,HT,Team 2
?,(Sat) 31 Jul 1999 (30),Dundee United (1),2-1,1-0,Dundee FC (1)
?,(Sat) 31 Jul 1999 (30),Hibernian FC (1),2-2,1-0,Motherwell FC (1)
?,(Sat) 31 Jul 1999 (30),Rangers FC (1),2-1,1-0,Kilmarnock FC (1)
?,(Sat) 31 Jul 1999 (30),St Johnstone FC (1),1-4,0-1,Heart of Midlothian FC (1)
?,(Sun) 1 Aug 1999 (30),Aberdeen FC (1),0-5,0-3,Celtic FC (1)
?,(Sat) 7 Aug 1999 (31),Celtic FC (2),3-0,2-0,St Johnstone FC (2)
?,(Sat) 7 Aug 1999 (31),Heart of Midlothian FC (2),0-4,0-2,Rangers FC (2)
?,(Sat) 7 Aug 1999 (31),Kilmarnock FC (2),2-0,1-0,Aberdeen FC (2)
?,(Sat) 7 Aug 1999 (31),Motherwell FC (2),2-2,2-0,Dundee United (2)
?,(Sun) 8 Aug 1999 (31),Dundee FC (2),3-4,0-1,Hibernian FC (2)
?,(Sat) 14 Aug 1999 (32),Aberdeen FC (3),0-2,0-2,Dundee FC (3)
?,(Sat) 14 Aug 1999 (32),Hibernian FC (3),1-1,1-0,Heart of Midlothian FC (3)
?,(Sun) 15 Aug 1999 (32),Dundee United (3),2-1,2-0,Celtic FC (3)
?,(Sun) 15 Aug 1999 (32),Rangers FC (3),4-1,2-0,Motherwell FC (3)
?,(Sun) 15 Aug 1999 (32),St Johnstone FC (3),2-0,0-0,Kilmarnock FC (3)
?,(Sat) 21 Aug 1999 (33),Dundee FC (4),1-2,0-0,Celtic FC (4)
?,(Sat) 21 Aug 1999 (33),Kilmarnock FC (4),0-1,0-1,Motherwell FC (4)
?,(Sat) 21 Aug 1999 (33),Rangers FC (4),4-1,1-0,Dundee United (4)
?,(Sat) 21 Aug 1999 (33),St Johnstone FC (4),1-1,1-0,Hibernian FC (4)
?,(Sun) 22 Aug 1999 (33),Heart of Midlothian FC (4),3-0,1-0,Aberdeen FC (4)
?,(Sat) 28 Aug 1999 (34),Hibernian FC (5),0-1,0-0,Rangers FC (5)
?,(Sat) 28 Aug 1999 (34),Motherwell FC (5),0-2,0-1,Dundee FC (5)
?,(Sun) 29 Aug 1999 (34),Aberdeen FC (5),0-3,0-1,St Johnstone FC (5)
?,(Sun) 29 Aug 1999 (34),Celtic FC (5),4-0,2-0,Heart of Midlothian FC (5)
?,(Sun) 29 Aug 1999 (34),Dundee United (5),0-0,0-0,Kilmarnock FC (5)
?,(Sat) 11 Sep 1999 (36),Dundee United (6),3-1,1-0,Hibernian FC (6)
?,(Sat) 11 Sep 1999 (36),Heart of Midlothian FC (6),4-0,1-0,Dundee FC (6)
?,(Sat) 11 Sep 1999 (36),Rangers FC (6),3-0,1-0,Aberdeen FC (6)
?,(Sat) 11 Sep 1999 (36),St Johnstone FC (6),1-1,1-0,Motherwell FC (6)
?,(Sun) 12 Sep 1999 (36),Kilmarnock FC (6),0-1,0-0,Celtic FC (6)
?,(Sat) 18 Sep 1999 (37),Aberdeen FC (7),1-2,0-1,Dundee United (7)
?,(Sun) 19 Sep 1999 (37),Dundee FC (7),1-2,1-0,St Johnstone FC (7)
?,(Sun) 19 Sep 1999 (37),Hibernian FC (7),0-3,0-1,Kilmarnock FC (7)
?,(Sat) 25 Sep 1999 (38),Dundee United (8),0-2,0-1,Heart of Midlothian FC (7)
?,(Sat) 25 Sep 1999 (38),Hibernian FC (8),0-2,0-0,Celtic FC (7)
?,(Sat) 25 Sep 1999 (38),Kilmarnock FC (8),0-2,0-1,Dundee FC (8)
?,(Sat) 25 Sep 1999 (38),Rangers FC (7),3-1,1-0,St Johnstone FC (8)
?,(Sat) 2 Oct 1999 (39),Aberdeen FC (8),2-2,0-0,Hibernian FC (9)
?,(Sat) 2 Oct 1999 (39),Dundee FC (9),2-3,0-1,Rangers FC (8)
?,(Sat) 16 Oct 1999 (41),Celtic FC (8),7-0,3-0,Aberdeen FC (9)
?,(Sat) 16 Oct 1999 (41),Heart of Midlothian FC (8),1-1,1-0,St Johnstone FC (9)
?,(Sat) 16 Oct 1999 (41),Kilmarnock FC (9),1-1,0-1,Rangers FC (9)
?,(Sat) 16 Oct 1999 (41),Motherwell FC (7),2-2,1-1,Hibernian FC (10)
?,(Sun) 17 Oct 1999 (41),Dundee FC (10),0-2,0-1,Dundee United (9)
?,(Wed) 20 Oct 1999 (42),Motherwell FC (8),5-6,2-4,Aberdeen FC (10)
?,(Sat) 23 Oct 1999 (42),Aberdeen FC (11),2-2,1-0,Kilmarnock FC (10)
?,(Sat) 23 Oct 1999 (42),Dundee United (10),0-2,0-1,Motherwell FC (9)
?,(Sat) 23 Oct 1999 (42),Hibernian FC (11),5-2,2-1,Dundee FC (11)
?,(Sun) 24 Oct 1999 (42),St Johnstone FC (10),1-2,1-0,Celtic FC (9)
?,(Wed) 27 Oct 1999 (43),Celtic FC (10),0-1,0-1,Motherwell FC (10)
?,(Wed) 27 Oct 1999 (43),Heart of Midlothian FC (9),2-2,0-0,Kilmarnock FC (11)
?,(Wed) 27 Oct 1999 (43),St Johnstone FC (11),0-1,0-0,Dundee United (11)
?,(Sat) 30 Oct 1999 (43),Aberdeen FC (12),1-5,1-1,Rangers FC (10)
?,(Sat) 30 Oct 1999 (43),Celtic FC (11),5-1,0-1,Kilmarnock FC (12)
?,(Sat) 30 Oct 1999 (43),Dundee FC (12),1-0,1-0,Heart of Midlothian FC (10)
?,(Sat) 30 Oct 1999 (43),Motherwell FC (11),1-0,1-0,St Johnstone FC (12)
?,(Sun) 31 Oct 1999 (43),Hibernian FC (12),3-2,1-2,Dundee United (12)
?,(Sat) 6 Nov 1999 (44),Dundee United (13),3-1,0-0,Aberdeen FC (13)
?,(Sat) 6 Nov 1999 (44),Heart of Midlothian FC (11),1-1,1-0,Motherwell FC (12)
?,(Sat) 6 Nov 1999 (44),Kilmarnock FC (13),0-2,0-0,Hibernian FC (13)
?,(Sat) 6 Nov 1999 (44),St Johnstone FC (13),0-1,0-1,Dundee FC (13)
?,(Sun) 7 Nov 1999 (44),Rangers FC (11),4-2,2-2,Celtic FC (12)
?,(Sat) 20 Nov 1999 (46),Dundee FC (14),0-1,0-1,Motherwell FC (13)
?,(Sat) 20 Nov 1999 (46),Heart of Midlothian FC (12),1-2,1-0,Celtic FC (13)
?,(Sat) 20 Nov 1999 (46),Kilmarnock FC (14),1-1,0-0,Dundee United (14)
?,(Sat) 20 Nov 1999 (46),Rangers FC (12),2-0,1-0,Hibernian FC (14)
?,(Sun) 21 Nov 1999 (46),St Johnstone FC (14),1-1,0-0,Aberdeen FC (14)
?,(Tue) 23 Nov 1999 (47),Motherwell FC (14),2-1,1-0,Heart of Midlothian FC (13)
?,(Wed) 24 Nov 1999 (47),Hibernian FC (15),0-1,0-1,St Johnstone FC (15)
?,(Sat) 27 Nov 1999 (47),Dundee United (15),1-0,1-0,St Johnstone FC (16)
?,(Sat) 27 Nov 1999 (47),Hibernian FC (16),2-0,2-0,Aberdeen FC (15)
?,(Sat) 27 Nov 1999 (47),Kilmarnock FC (15),2-2,0-2,Heart of Midlothian FC (14)
?,(Sun) 28 Nov 1999 (47),Motherwell FC (15),3-2,2-2,Celtic FC (14)
?,(Sun) 28 Nov 1999 (47),Rangers FC (13),1-2,0-1,Dundee FC (15)
?,(Sat) 4 Dec 1999 (48),Celtic FC (15),4-0,2-0,Hibernian FC (17)
?,(Sun) 5 Dec 1999 (48),Heart of Midlothian FC (15),3-0,1-0,Dundee United (16)
?,(Wed) 8 Dec 1999 (49),Aberdeen FC (16),3-1,1-1,Heart of Midlothian FC (16)
?,(Sat) 11 Dec 1999 (49),Aberdeen FC (17),0-6,0-2,Celtic FC (16)
?,(Sat) 11 Dec 1999 (49),Hibernian FC (18),2-2,0-0,Motherwell FC (16)
?,(Sat) 11 Dec 1999 (49),Rangers FC (14),1-0,0-0,Kilmarnock FC (16)
?,(Sun) 12 Dec 1999 (49),Dundee United (17),1-0,0-0,Dundee FC (16)
