Round,Date,Team 1,FT,HT,Team 2
?,(Sat) 5 Aug 2017 (W31),Celtic FC (1),4-1,1-0,Heart of Midlothian FC (1)
?,(Sat) 5 Aug 2017 (W31),Dundee FC (1),1-2,0-1,Ross County (1)
?,(Sat) 5 Aug 2017 (W31),Hibernian FC (1),3-1,2-1,Partick Thistle (1)
?,(Sat) 5 Aug 2017 (W31),Kilmarnock FC (1),1-2,0-1,St Johnstone FC (1)
?,(Sun) 6 Aug 2017 (W31),Aberdeen FC (1),2-0,1-0,Hamilton Academical FC (1)
?,(Sun) 6 Aug 2017 (W31),Motherwell FC (1),1-2,1-1,Rangers FC (1)
?,(Fri) 11 Aug 2017 (W32),Partick Thistle (2),0-1,0-1,Celtic FC (2)
?,(Sat) 12 Aug 2017 (W32),Hamilton Academical FC (2),3-0,2-0,Dundee FC (2)
?,(Sat) 12 Aug 2017 (W32),Kilmarnock FC (2),0-1,0-1,Heart of Midlothian FC (2)
?,(Sat) 12 Aug 2017 (W32),Rangers FC (2),2-3,1-2,Hibernian FC (2)
?,(Sat) 12 Aug 2017 (W32),Ross County (2),1-2,1-1,Aberdeen FC (2)
?,(Sat) 12 Aug 2017 (W32),St Johnstone FC (2),4-1,2-1,Motherwell FC (2)
?,(Sat) 19 Aug 2017 (W33),Aberdeen FC (3),2-1,1-0,Dundee FC (3)
?,(Sat) 19 Aug 2017 (W33),Hibernian FC (3),1-3,0-0,Hamilton Academical FC (3)
?,(Sat) 19 Aug 2017 (W33),Kilmarnock FC (3),0-2,0-1,Celtic FC (3)
?,(Sat) 19 Aug 2017 (W33),Motherwell FC (3),2-0,0-0,Ross County (3)
?,(Sat) 19 Aug 2017 (W33),Rangers FC (3),0-0,0-0,Heart of Midlothian FC (3)
?,(Sat) 19 Aug 2017 (W33),St Johnstone FC (3),1-0,1-0,Partick Thistle (3)
?,(Sat) 26 Aug 2017 (W34),Celtic FC (4),1-1,0-1,St Johnstone FC (4)
?,(Sat) 26 Aug 2017 (W34),Kilmarnock FC (4),2-2,1-0,Hamilton Academical FC (4)
?,(Sat) 26 Aug 2017 (W34),Motherwell FC (4),2-1,2-1,Heart of Midlothian FC (4)
?,(Sat) 26 Aug 2017 (W34),Partick Thistle (4),3-4,2-2,Aberdeen FC (4)
?,(Sun) 27 Aug 2017 (W34),Dundee FC (4),1-1,1-1,Hibernian FC (4)
?,(Sun) 27 Aug 2017 (W34),Ross County (4),1-3,0-2,Rangers FC (4)
?,(Fri) 8 Sep 2017 (W36),Hamilton Academical FC (5),1-4,0-3,Celtic FC (5)
?,(Sat) 9 Sep 2017 (W36),Heart of Midlothian FC (5),0-0,0-0,Aberdeen FC (5)
?,(Sat) 9 Sep 2017 (W36),Motherwell FC (5),2-0,0-0,Kilmarnock FC (5)
?,(Sat) 9 Sep 2017 (W36),Rangers FC (5),4-1,1-0,Dundee FC (5)
?,(Sat) 9 Sep 2017 (W36),Ross County (5),1-1,0-1,Partick Thistle (5)
?,(Sat) 9 Sep 2017 (W36),St Johnstone FC (5),1-1,0-0,Hibernian FC (5)
?,(Fri) 15 Sep 2017 (W37),Partick Thistle (6),2-2,0-1,Rangers FC (6)
?,(Sat) 16 Sep 2017 (W37),Aberdeen FC (6),1-1,1-0,Kilmarnock FC (6)
?,(Sat) 16 Sep 2017 (W37),Celtic FC (6),4-0,2-0,Ross County (6)
?,(Sat) 16 Sep 2017 (W37),Dundee FC (6),3-2,1-0,St Johnstone FC (6)
?,(Sat) 16 Sep 2017 (W37),Hamilton Academical FC (6),1-2,1-2,Heart of Midlothian FC (6)
?,(Sat) 16 Sep 2017 (W37),Hibernian FC (6),2-2,1-0,Motherwell FC (6)
?,(Sat) 23 Sep 2017 (W38),Kilmarnock FC (7),1-1,0-1,Dundee FC (7)
?,(Sat) 23 Sep 2017 (W38),Partick Thistle (7),1-1,1-0,Heart of Midlothian FC (7)
?,(Sat) 23 Sep 2017 (W38),Rangers FC (7),0-2,0-0,Celtic FC (7)
?,(Sat) 23 Sep 2017 (W38),Ross County (7),0-1,0-1,Hibernian FC (7)
?,(Sat) 23 Sep 2017 (W38),St Johnstone FC (7),2-1,0-1,Hamilton Academical FC (7)
