Date,Team 1,FT,Team 2
Sat Aug 30 1930,Fulham,3-2,Watford
Sat Aug 30 1930,Gillingham,0-0,Brighton & Hove Albion
Sat Aug 30 1930,Walsall,4-2,Leyton Orient
Sat Aug 30 1930,Swindon Town,4-1,AFC Bournemouth
Sat Aug 30 1930,Coventry City,1-2,Notts County
Sat Aug 30 1930,Newport County,2-1,Torquay United
Sat Aug 30 1930,Southend United,2-4,Crystal Palace
Sat Aug 30 1930,Exeter City,1-0,Norwich City
Sat Aug 30 1930,Queens Park Rangers,3-0,Thames
Sat Aug 30 1930,Luton Town,1-1,Brentford
Sat Aug 30 1930,Bristol Rovers,1-4,Northampton Town
Mon Sep 1 1930,Fulham,0-0,Coventry City
Wed Sep 3 1930,Swindon Town,4-3,Walsall
Wed Sep 3 1930,Gillingham,1-1,Bristol Rovers
Wed Sep 3 1930,AFC Bournemouth,2-0,Queens Park Rangers
Wed Sep 3 1930,Notts County,4-0,Thames
Wed Sep 3 1930,Brighton & Hove Albion,1-2,Southend United
Wed Sep 3 1930,Watford,2-2,Norwich City
Wed Sep 3 1930,Torquay United,3-1,Crystal Palace
Wed Sep 3 1930,Brentford,0-4,Northampton Town
Wed Sep 3 1930,Leyton Orient,3-1,Newport County
Wed Sep 3 1930,Exeter City,1-1,Luton Town
Sat Sep 6 1930,Northampton Town,1-0,Newport County
Sat Sep 6 1930,Brentford,4-0,Bristol Rovers
Sat Sep 6 1930,Notts County,6-1,Fulham
Sat Sep 6 1930,Crystal Palace,5-1,Luton Town
Sat Sep 6 1930,Brighton & Hove Albion,3-2,Exeter City
Sat Sep 6 1930,Torquay United,3-0,Gillingham
Sat Sep 6 1930,Thames,4-1,Walsall
Sat Sep 6 1930,AFC Bournemouth,0-0,Southend United
Sat Sep 6 1930,Watford,3-0,Swindon Town
Sat Sep 6 1930,Leyton Orient,3-3,Coventry City
Sat Sep 6 1930,Norwich City,1-1,Queens Park Rangers
Mon Sep 8 1930,Fulham,1-1,Brentford
Mon Sep 8 1930,Northampton Town,0-0,Crystal Palace
Mon Sep 8 1930,Southend United,6-3,Torquay United
Mon Sep 8 1930,Norwich City,2-2,Notts County
Mon Sep 8 1930,Luton Town,2-2,Brighton & Hove Albion
Mon Sep 8 1930,Walsall,3-3,AFC Bournemouth
Mon Sep 8 1930,Coventry City,4-0,Swindon Town
Mon Sep 8 1930,Bristol Rovers,1-1,Exeter City
Wed Sep 10 1930,Gillingham,4-1,Newport County
Thu Sep 11 1930,Queens Park Rangers,2-3,Watford
Thu Sep 11 1930,Thames,3-0,Leyton Orient
Sat Sep 13 1930,Bristol Rovers,2-1,Crystal Palace
Sat Sep 13 1930,Fulham,2-0,Leyton Orient
Sat Sep 13 1930,Gillingham,0-2,Northampton Town
Sat Sep 13 1930,Exeter City,2-2,Torquay United
Sat Sep 13 1930,AFC Bournemouth,1-1,Watford
Sat Sep 13 1930,Swindon Town,1-2,Notts County
Sat Sep 13 1930,Luton Town,2-1,Southend United
Sat Sep 13 1930,Queens Park Rangers,4-1,Brighton & Hove Albion
Sat Sep 13 1930,Walsall,7-0,Norwich City
Sat Sep 13 1930,Newport County,0-2,Brentford
Sat Sep 13 1930,Coventry City,7-1,Thames
Mon Sep 15 1930,Newport County,1-3,Gillingham
Wed Sep 17 1930,Brighton & Hove Albion,2-0,Luton Town
Wed Sep 17 1930,Torquay United,3-1,Southend United
Wed Sep 17 1930,Swindon Town,4-0,Coventry City
Wed Sep 17 1930,Crystal Palace,0-0,Northampton Town
Wed Sep 17 1930,Watford,0-4,Queens Park Rangers
Wed Sep 17 1930,Exeter City,0-3,Bristol Rovers
Wed Sep 17 1930,AFC Bournemouth,0-2,Walsall
Wed Sep 17 1930,Brentford,4-1,Fulham
Thu Sep 18 1930,Leyton Orient,2-1,Thames
Sat Sep 20 1930,Torquay United,3-1,Brighton & Hove Albion
Sat Sep 20 1930,Southend United,4-0,Bristol Rovers
Sat Sep 20 1930,Thames,0-0,Fulham
Sat Sep 20 1930,Norwich City,2-2,Coventry City
Sat Sep 20 1930,Notts County,2-0,AFC Bournemouth
Sat Sep 20 1930,Northampton Town,1-0,Exeter City
Sat Sep 20 1930,Watford,1-0,Luton Town
Sat Sep 20 1930,Leyton Orient,2-3,Swindon Town
Sat Sep 20 1930,Crystal Palace,7-1,Newport County
Sat Sep 20 1930,Queens Park Rangers,3-0,Walsall
Sat Sep 20 1930,Brentford,1-1,Gillingham
Wed Sep 24 1930,Brentford,2-2,Notts County
Wed Sep 24 1930,Torquay United,3-3,Bristol Rovers
Sat Sep 27 1930,Coventry City,2-0,Queens Park Rangers
Sat Sep 27 1930,Swindon Town,3-0,Thames
Sat Sep 27 1930,AFC Bournemouth,1-1,Leyton Orient
Sat Sep 27 1930,Walsall,0-4,Torquay United
Sat Sep 27 1930,Bristol Rovers,5-1,Luton Town
Sat Sep 27 1930,Gillingham,6-2,Crystal Palace
Sat Sep 27 1930,Newport County,3-1,Southend United
Sat Sep 27 1930,Exeter City,4-0,Brentford
Sat Sep 27 1930,Fulham,1-0,Norwich City
Sat Sep 27 1930,Watford,0-1,Notts County
Sat Sep 27 1930,Brighton & Hove Albion,1-1,Northampton Town
Mon Sep 29 1930,Luton Town,3-1,Exeter City
Thu Oct 2 1930,Notts County,4-0,Norwich City
Sat Oct 4 1930,Crystal Palace,7-2,Exeter City
Sat Oct 4 1930,Queens Park Rangers,0-2,Fulham
Sat Oct 4 1930,Northampton Town,0-3,Torquay United
Sat Oct 4 1930,Norwich City,2-0,Swindon Town
Sat Oct 4 1930,Leyton Orient,4-0,Watford
Sat Oct 4 1930,Southend United,3-2,Gillingham
Sat Oct 4 1930,Luton Town,3-1,Newport County
Sat Oct 4 1930,Walsall,1-2,Coventry City
Sat Oct 4 1930,Notts County,3-0,Bristol Rovers
Sat Oct 4 1930,Thames,1-4,AFC Bournemouth
Sat Oct 4 1930,Brentford,3-2,Brighton & Hove Albion
Wed Oct 8 1930,Brighton & Hove Albion,1-0,Swindon Town
Sat Oct 11 1930,Fulham,5-2,Walsall
Sat Oct 11 1930,Newport County,1-1,Bristol Rovers
Sat Oct 11 1930,Brighton & Hove Albion,1-1,Crystal Palace
Sat Oct 11 1930,Gillingham,4-0,Luton Town
Sat Oct 11 1930,Watford,1-0,Thames
Sat Oct 11 1930,Exeter City,1-1,Southend United
Sat Oct 11 1930,AFC Bournemouth,4-1,Norwich City
Sat Oct 11 1930,Coventry City,0-1,Northampton Town
Sat Oct 11 1930,Torquay United,0-3,Brentford
Sat Oct 11 1930,Notts County,5-0,Leyton Orient
Sat Oct 11 1930,Swindon Town,4-1,Queens Park Rangers
Sat Oct 18 1930,Southend United,5-3,Swindon Town
Sat Oct 18 1930,Luton Town,2-3,AFC Bournemouth
Sat Oct 18 1930,Gillingham,0-0,Leyton Orient
Sat Oct 18 1930,Brentford,1-2,Coventry City
Sat Oct 18 1930,Crystal Palace,5-2,Fulham
Sat Oct 18 1930,Brighton & Hove Albion,1-0,Norwich City
Sat Oct 18 1930,Bristol Rovers,1-5,Watford
Sat Oct 18 1930,Exeter City,4-3,Thames
Sat Oct 18 1930,Newport County,2-3,Notts County
Sat Oct 18 1930,Torquay United,6-2,Queens Park Rangers
Sat Oct 18 1930,Northampton Town,3-0,Walsall
Sat Oct 25 1930,Notts County,2-1,Gillingham
Sat Oct 25 1930,Norwich City,3-0,Torquay United
Sat Oct 25 1930,Thames,0-0,Brighton & Hove Albion
Sat Oct 25 1930,Coventry City,3-5,Crystal Palace
Sat Oct 25 1930,Leyton Orient,2-3,Exeter City
Sat Oct 25 1930,Watford,6-2,Newport County
Sat Oct 25 1930,Walsall,1-4,Brentford
Sat Oct 25 1930,AFC Bournemouth,4-0,Bristol Rovers
