Date,Team 1,FT,Team 2
Mon Sep 2 1912,Wolverhampton Wanderers,2-0,Lincoln City
Mon Sep 2 1912,Preston North End,1-1,Stockport County
Tue Sep 3 1912,Huddersfield Town,4-0,Bury
Tue Sep 3 1912,Grimsby Town,1-1,Blackpool
Wed Sep 4 1912,Bristol City,0-0,Bradford Park Avenue
Sat Sep 7 1912,Barnsley,2-0,Huddersfield Town
Sat Sep 7 1912,Bradford Park Avenue,0-0,Birmingham City
Sat Sep 7 1912,Stockport County,2-4,Lincoln City
Sat Sep 7 1912,Bury,4-2,Grimsby Town
Sat Sep 7 1912,Preston North End,0-1,Leyton Orient
Sat Sep 7 1912,Hull City,4-1,Blackpool
Sat Sep 7 1912,Fulham,4-0,Leeds City
Sat Sep 7 1912,Leicester City,3-1,Nottingham Forest
Sat Sep 7 1912,Wolverhampton Wanderers,1-1,Bristol City
Sat Sep 7 1912,Burnley,2-1,Glossop North End
Mon Sep 9 1912,Burnley,0-0,Hull City
Mon Sep 9 1912,Lincoln City,3-0,Leicester City
Mon Sep 9 1912,Birmingham City,2-1,Fulham
Mon Sep 9 1912,Blackpool,2-1,Grimsby Town
Sat Sep 14 1912,Leyton Orient,2-0,Burnley
Sat Sep 14 1912,Grimsby Town,2-1,Fulham
Sat Sep 14 1912,Nottingham Forest,2-1,Stockport County
Sat Sep 14 1912,Lincoln City,0-0,Preston North End
Sat Sep 14 1912,Birmingham City,0-0,Wolverhampton Wanderers
Sat Sep 14 1912,Glossop North End,0-3,Hull City
Sat Sep 14 1912,Bristol City,1-0,Leicester City
Sat Sep 14 1912,Blackpool,2-1,Bury
Sat Sep 14 1912,Huddersfield Town,2-0,Bradford Park Avenue
Sat Sep 14 1912,Leeds City,2-0,Barnsley
Mon Sep 16 1912,Burnley,2-2,Preston North End
Mon Sep 16 1912,Fulham,2-0,Huddersfield Town
Mon Sep 16 1912,Wolverhampton Wanderers,2-3,Nottingham Forest
Mon Sep 16 1912,Leyton Orient,4-1,Stockport County
Sat Sep 21 1912,Bradford Park Avenue,0-1,Leeds City
Sat Sep 21 1912,Hull City,2-1,Leyton Orient
Sat Sep 21 1912,Stockport County,0-1,Bristol City
Sat Sep 21 1912,Fulham,3-1,Bury
Sat Sep 21 1912,Wolverhampton Wanderers,2-0,Huddersfield Town
Sat Sep 21 1912,Preston North End,1-1,Nottingham Forest
Sat Sep 21 1912,Burnley,3-1,Lincoln City
Sat Sep 21 1912,Glossop North End,2-0,Blackpool
Sat Sep 21 1912,Leicester City,1-2,Birmingham City
Sat Sep 21 1912,Barnsley,3-0,Grimsby Town
Thu Sep 26 1912,Hull City,0-0,Burnley
Sat Sep 28 1912,Leeds City,2-2,Wolverhampton Wanderers
Sat Sep 28 1912,Grimsby Town,3-0,Bradford Park Avenue
Sat Sep 28 1912,Lincoln City,1-1,Hull City
Sat Sep 28 1912,Nottingham Forest,2-1,Burnley
Sat Sep 28 1912,Blackpool,2-0,Fulham
Sat Sep 28 1912,Huddersfield Town,3-0,Leicester City
Sat Sep 28 1912,Birmingham City,1-1,Stockport County
Sat Sep 28 1912,Leyton Orient,1-0,Glossop North End
Sat Sep 28 1912,Bury,2-0,Barnsley
