Date,Team 1,FT,Team 2
Sat Aug 26 1922,Halifax Town,3-1,Lincoln City
Sat Aug 26 1922,Wigan Borough,6-1,Ashington
Sat Aug 26 1922,Crewe Alexandra,0-1,Rochdale
Sat Aug 26 1922,Tranmere Rovers,1-1,Stalybridge Celtic
Sat Aug 26 1922,Walsall,2-2,Hartlepool United
Sat Aug 26 1922,Accrington Stanley,2-1,Darlington
Sat Aug 26 1922,Chesterfield,2-1,Barrow
Sat Aug 26 1922,Grimsby Town,4-0,Wrexham
Sat Aug 26 1922,Bradford Park Avenue,6-2,Nelson
Sat Aug 26 1922,Durham City,1-1,Southport
Sat Sep 2 1922,Ashington,2-1,Wigan Borough
Sat Sep 2 1922,Stalybridge Celtic,4-1,Tranmere Rovers
Sat Sep 2 1922,Lincoln City,0-0,Halifax Town
Sat Sep 2 1922,Wrexham,1-1,Grimsby Town
Sat Sep 2 1922,Rochdale,1-1,Crewe Alexandra
Sat Sep 2 1922,Hartlepool United,2-2,Walsall
Sat Sep 2 1922,Southport,1-0,Durham City
Sat Sep 2 1922,Barrow,3-1,Chesterfield
Sat Sep 2 1922,Nelson,1-0,Bradford Park Avenue
Sat Sep 2 1922,Darlington,4-0,Accrington Stanley
Sat Sep 9 1922,Lincoln City,0-1,Rochdale
Sat Sep 9 1922,Darlington,1-1,Ashington
Sat Sep 9 1922,Bradford Park Avenue,2-2,Halifax Town
Sat Sep 9 1922,Wigan Borough,1-1,Crewe Alexandra
Sat Sep 9 1922,Tranmere Rovers,4-1,Accrington Stanley
Sat Sep 9 1922,Durham City,0-3,Grimsby Town
Sat Sep 9 1922,Hartlepool United,1-1,Southport
Sat Sep 9 1922,Nelson,1-0,Stalybridge Celtic
Sat Sep 9 1922,Barrow,1-0,Wrexham
Sat Sep 9 1922,Walsall,0-1,Chesterfield
Tue Sep 12 1922,Nelson,2-0,Halifax Town
Sat Sep 16 1922,Halifax Town,3-0,Bradford Park Avenue
Sat Sep 16 1922,Crewe Alexandra,0-1,Wigan Borough
Sat Sep 16 1922,Accrington Stanley,4-1,Tranmere Rovers
Sat Sep 16 1922,Ashington,3-1,Darlington
Sat Sep 16 1922,Stalybridge Celtic,2-0,Nelson
Sat Sep 16 1922,Wrexham,0-0,Barrow
Sat Sep 16 1922,Chesterfield,6-0,Walsall
Sat Sep 16 1922,Grimsby Town,1-0,Durham City
Sat Sep 16 1922,Southport,1-0,Hartlepool United
Sat Sep 16 1922,Rochdale,1-1,Lincoln City
Sat Sep 23 1922,Hartlepool United,3-1,Ashington
Sat Sep 23 1922,Bradford Park Avenue,2-2,Walsall
Sat Sep 23 1922,Nelson,2-0,Southport
Sat Sep 23 1922,Halifax Town,3-1,Tranmere Rovers
Sat Sep 23 1922,Grimsby Town,0-0,Wigan Borough
Sat Sep 23 1922,Rochdale,5-0,Wrexham
Sat Sep 23 1922,Chesterfield,2-1,Crewe Alexandra
Sat Sep 23 1922,Darlington,3-2,Barrow
Sat Sep 23 1922,Durham City,4-1,Accrington Stanley
Sat Sep 23 1922,Lincoln City,1-1,Stalybridge Celtic
Sat Sep 30 1922,Walsall,1-0,Bradford Park Avenue
Sat Sep 30 1922,Accrington Stanley,3-1,Durham City
Sat Sep 30 1922,Barrow,0-1,Darlington
Sat Sep 30 1922,Southport,0-1,Nelson
Sat Sep 30 1922,Tranmere Rovers,2-1,Halifax Town
Sat Sep 30 1922,Ashington,4-2,Hartlepool United
Sat Sep 30 1922,Crewe Alexandra,2-0,Chesterfield
Sat Sep 30 1922,Wrexham,3-1,Rochdale
Sat Sep 30 1922,Stalybridge Celtic,0-1,Lincoln City
Sat Sep 30 1922,Wigan Borough,1-0,Grimsby Town
Sat Oct 7 1922,Tranmere Rovers,0-0,Bradford Park Avenue
Sat Oct 7 1922,Rochdale,2-2,Darlington
Sat Oct 7 1922,Nelson,1-3,Ashington
Sat Oct 7 1922,Grimsby Town,3-1,Chesterfield
Sat Oct 7 1922,Southport,0-0,Stalybridge Celtic
Sat Oct 7 1922,Wrexham,0-2,Lincoln City
Sat Oct 7 1922,Hartlepool United,2-0,Barrow
Sat Oct 7 1922,Walsall,1-1,Crewe Alexandra
Sat Oct 7 1922,Halifax Town,1-3,Durham City
Sat Oct 7 1922,Accrington Stanley,0-0,Wigan Borough
Sat Oct 14 1922,Durham City,2-2,Halifax Town
Sat Oct 14 1922,Bradford Park Avenue,3-0,Tranmere Rovers
Sat Oct 14 1922,Walsall,0-0,Rochdale
Sat Oct 14 1922,Barrow,0-0,Hartlepool United
Sat Oct 14 1922,Chesterfield,3-2,Grimsby Town
Sat Oct 14 1922,Ashington,0-2,Nelson
Sat Oct 14 1922,Wigan Borough,2-0,Accrington Stanley
Sat Oct 14 1922,Lincoln City,2-0,Wrexham
Sat Oct 14 1922,Crewe Alexandra,3-0,Darlington
Sat Oct 14 1922,Stalybridge Celtic,1-0,Southport
Sat Oct 21 1922,Chesterfield,2-2,Ashington
Sat Oct 21 1922,Accrington Stanley,1-0,Wrexham
Sat Oct 21 1922,Halifax Town,3-0,Hartlepool United
Sat Oct 21 1922,Bradford Park Avenue,4-1,Lincoln City
Sat Oct 21 1922,Crewe Alexandra,1-0,Barrow
Sat Oct 21 1922,Tranmere Rovers,0-2,Nelson
Sat Oct 21 1922,Darlington,2-0,Walsall
Sat Oct 21 1922,Durham City,0-0,Stalybridge Celtic
Sat Oct 21 1922,Southport,1-0,Wigan Borough
Sat Oct 21 1922,Grimsby Town,1-1,Rochdale
Sat Oct 28 1922,Rochdale,0-1,Grimsby Town
Sat Oct 28 1922,Lincoln City,0-0,Bradford Park Avenue
Sat Oct 28 1922,Barrow,2-0,Crewe Alexandra
Sat Oct 28 1922,Walsall,2-2,Darlington
Sat Oct 28 1922,Hartlepool United,3-2,Halifax Town
Sat Oct 28 1922,Nelson,1-0,Tranmere Rovers
Sat Oct 28 1922,Ashington,2-0,Chesterfield
Sat Oct 28 1922,Wigan Borough,1-0,Southport
Sat Oct 28 1922,Wrexham,2-0,Accrington Stanley
Sat Nov 4 1922,Stalybridge Celtic,2-1,Ashington
Sat Nov 4 1922,Tranmere Rovers,2-3,Walsall
Sat Nov 4 1922,Barrow,1-0,Nelson
Sat Nov 4 1922,Wrexham,0-0,Darlington
Sat Nov 4 1922,Wigan Borough,0-1,Halifax Town
Sat Nov 4 1922,Lincoln City,2-0,Southport
Sat Nov 4 1922,Accrington Stanley,0-4,Chesterfield
Sat Nov 4 1922,Hartlepool United,0-2,Rochdale
Sat Nov 4 1922,Grimsby Town,2-3,Crewe Alexandra
Sat Nov 4 1922,Bradford Park Avenue,4-1,Durham City
Sat Nov 11 1922,Walsall,2-1,Tranmere Rovers
Sat Nov 11 1922,Durham City,0-0,Bradford Park Avenue
Sat Nov 11 1922,Nelson,2-1,Barrow
Sat Nov 11 1922,Halifax Town,0-1,Wigan Borough
Sat Nov 11 1922,Darlington,4-1,Wrexham
Sat Nov 11 1922,Southport,3-0,Lincoln City
Sat Nov 11 1922,Ashington,0-3,Stalybridge Celtic
Sat Nov 11 1922,Crewe Alexandra,3-0,Grimsby Town
Sat Nov 11 1922,Rochdale,4-0,Hartlepool United
Sat Nov 11 1922,Chesterfield,3-1,Accrington Stanley
Sat Nov 18 1922,Bradford Park Avenue,1-0,Stalybridge Celtic
Sat Nov 18 1922,Grimsby Town,1-2,Walsall
Sat Nov 18 1922,Southport,1-0,Ashington
Sat Nov 18 1922,Hartlepool United,1-1,Wrexham
Sat Nov 25 1922,Lincoln City,1-1,Darlington
Sat Nov 25 1922,Wrexham,2-0,Hartlepool United
Sat Nov 25 1922,Crewe Alexandra,1-1,Accrington Stanley
Sat Nov 25 1922,Halifax Town,2-0,Chesterfield
Sat Nov 25 1922,Durham City,1-0,Tranmere Rovers
Sat Nov 25 1922,Nelson,1-2,Rochdale
Sat Nov 25 1922,Ashington,1-1,Southport
Sat Nov 25 1922,Wigan Borough,3-2,Bradford Park Avenue
Sat Nov 25 1922,Stalybridge Celtic,2-0,Barrow
Sat Nov 25 1922,Walsall,1-0,Grimsby Town
Mon Dec 4 1922,Rochdale,0-0,Tranmere Rovers
Sat Dec 9 1922,Hartlepool United,0-0,Accrington Stanley
Sat Dec 9 1922,Chesterfield,2-2,Bradford Park Avenue
Sat Dec 9 1922,Ashington,0-2,Lincoln City
Sat Dec 9 1922,Halifax Town,1-0,Crewe Alexandra
Sat Dec 9 1922,Wigan Borough,0-0,Tranmere Rovers
Sat Dec 9 1922,Wrexham,2-1,Stalybridge Celtic
Sat Dec 9 1922,Darlington,2-3,Nelson
Sat Dec 9 1922,Durham City,0-2,Walsall
Sat Dec 9 1922,Barrow,2-0,Southport
Sat Dec 16 1922,Crewe Alexandra,0-1,Bradford Park Avenue
Sat Dec 23 1922,Lincoln City,2-1,Hartlepool United
Sat Dec 23 1922,Nelson,3-0,Darlington
Sat Dec 23 1922,Grimsby Town,0-1,Halifax Town
Sat Dec 23 1922,Tranmere Rovers,2-3,Chesterfield
Sat Dec 23 1922,Accrington Stanley,2-1,Walsall
Sat Dec 23 1922,Durham City,2-2,Wigan Borough
Sat Dec 23 1922,Stalybridge Celtic,3-2,Wrexham
Sat Dec 23 1922,Bradford Park Avenue,3-0,Crewe Alexandra
Sat Dec 23 1922,Rochdale,3-2,Southport
Sat Dec 23 1922,Ashington,2-6,Barrow
Mon Dec 25 1922,Grimsby Town,7-1,Accrington Stanley
Mon Dec 25 1922,Southport,0-1,Rochdale
Mon Dec 25 1922,Darlington,4-0,Hartlepool United
Mon Dec 25 1922,Lincoln City,0-2,Walsall
Mon Dec 25 1922,Halifax Town,2-2,Nelson
Mon Dec 25 1922,Wigan Borough,0-2,Durham City
Mon Dec 25 1922,Tranmere Rovers,1-0,Ashington
Mon Dec 25 1922,Bradford Park Avenue,1-0,Chesterfield
Mon Dec 25 1922,Crewe Alexandra,0-0,Wrexham
Tue Dec 26 1922,Accrington Stanley,4-1,Ashington
Tue Dec 26 1922,Southport,0-0,Tranmere Rovers
Tue Dec 26 1922,Wrexham,2-1,Crewe Alexandra
Tue Dec 26 1922,Chesterfield,4-0,Rochdale
Tue Dec 26 1922,Walsall,2-0,Lincoln City
Tue Dec 26 1922,Wigan Borough,2-1,Barrow
Tue Dec 26 1922,Hartlepool United,2-1,Durham City
Tue Dec 26 1922,Stalybridge Celtic,1-0,Bradford Park Avenue
Sat Dec 30 1922,Nelson,4-1,Hartlepool United
Sat Dec 30 1922,Wrexham,1-1,Southport
Sat Dec 30 1922,Grimsby Town,0-1,Bradford Park Avenue
Sat Dec 30 1922,Rochdale,2-0,Ashington
Sat Dec 30 1922,Stalybridge Celtic,4-2,Darlington
Sat Dec 30 1922,Wigan Borough,1-0,Walsall
Sat Dec 30 1922,Lincoln City,1-1,Barrow
Sat Dec 30 1922,Crewe Alexandra,2-0,Tranmere Rovers
Sat Dec 30 1922,Accrington Stanley,4-1,Halifax Town
Sat Dec 30 1922,Chesterfield,3-1,Durham City
Mon Jan 1 1923,Ashington,0-0,Durham City
Mon Jan 1 1923,Southport,2-0,Crewe Alexandra
Mon Jan 1 1923,Hartlepool United,1-0,Darlington
Mon Jan 1 1923,Chesterfield,5-0,Tranmere Rovers
Mon Jan 1 1923,Accrington Stanley,4-0,Grimsby Town
Mon Jan 1 1923,Barrow,2-3,Wigan Borough
Tue Jan 2 1923,Darlington,1-1,Rochdale
Tue Jan 2 1923,Hartlepool United,2-0,Lincoln City
Tue Jan 2 1923,Barrow,0-1,Stalybridge Celtic
Sat Jan 6 1923,Bradford Park Avenue,2-1,Grimsby Town
Sat Jan 6 1923,Barrow,1-3,Lincoln City
Sat Jan 6 1923,Tranmere Rovers,1-2,Crewe Alexandra
Sat Jan 6 1923,Durham City,1-1,Chesterfield
Sat Jan 6 1923,Ashington,2-0,Rochdale
Sat Jan 6 1923,Walsall,3-1,Wigan Borough
Sat Jan 6 1923,Darlington,1-0,Stalybridge Celtic
Sat Jan 6 1923,Halifax Town,0-0,Accrington Stanley
Sat Jan 6 1923,Hartlepool United,5-1,Nelson
Sat Jan 6 1923,Southport,1-0,Wrexham
Sat Jan 13 1923,Rochdale,0-3,Nelson
Sat Jan 13 1923,Accrington Stanley,0-0,Crewe Alexandra
Sat Jan 13 1923,Barrow,3-0,Ashington
Sat Jan 13 1923,Tranmere Rovers,5-1,Durham City
Sat Jan 13 1923,Darlington,0-0,Lincoln City
Sat Jan 20 1923,Lincoln City,1-0,Nelson
Sat Jan 20 1923,Southport,2-1,Darlington
Sat Jan 20 1923,Stalybridge Celtic,1-1,Hartlepool United
Sat Jan 20 1923,Rochdale,3-1,Barrow
Sat Jan 20 1923,Halifax Town,1-2,Walsall
Sat Jan 20 1923,Grimsby Town,0-0,Tranmere Rovers
Sat Jan 20 1923,Crewe Alexandra,4-0,Durham City
Sat Jan 20 1923,Ashington,1-1,Wrexham
Sat Jan 20 1923,Chesterfield,3-1,Wigan Borough
Sat Jan 20 1923,Accrington Stanley,4-3,Bradford Park Avenue
Mon Jan 22 1923,Halifax Town,1-0,Grimsby Town
Sat Jan 27 1923,Walsall,2-1,Halifax Town
Sat Jan 27 1923,Tranmere Rovers,3-2,Grimsby Town
Sat Jan 27 1923,Barrow,4-1,Rochdale
Sat Jan 27 1923,Bradford Park Avenue,5-1,Accrington Stanley
Sat Jan 27 1923,Wigan Borough,1-0,Chesterfield
Sat Jan 27 1923,Nelson,2-1,Lincoln City
Sat Jan 27 1923,Durham City,2-0,Crewe Alexandra
Sat Jan 27 1923,Wrexham,0-0,Ashington
Sat Jan 27 1923,Hartlepool United,4-0,Stalybridge Celtic
Sat Jan 27 1923,Darlington,2-1,Southport
