Date,Team 1,FT,Team 2
Sat Aug 28 1937,Newport County,2-2,Exeter City
Sat Aug 28 1937,Leyton Orient,1-1,Cardiff City
Sat Aug 28 1937,Watford,4-0,Bristol Rovers
Sat Aug 28 1937,Torquay United,1-0,Walsall
Sat Aug 28 1937,Southend United,1-0,AFC Bournemouth
Sat Aug 28 1937,Reading,1-0,Millwall
Sat Aug 28 1937,Crystal Palace,1-1,Aldershot
Sat Aug 28 1937,Queens Park Rangers,2-1,Brighton & Hove Albion
Sat Aug 28 1937,Notts County,3-0,Swindon Town
Sat Aug 28 1937,Mansfield Town,4-1,Northampton Town
Sat Aug 28 1937,Bristol City,3-1,Gillingham
Mon Aug 30 1937,Cardiff City,5-2,Torquay United
Mon Aug 30 1937,Millwall,1-4,Queens Park Rangers
Tue Aug 31 1937,Bristol Rovers,0-0,Northampton Town
Wed Sep 1 1937,Aldershot,0-0,Reading
Wed Sep 1 1937,Brighton & Hove Albion,3-1,Southend United
Wed Sep 1 1937,Exeter City,0-3,Notts County
Wed Sep 1 1937,Watford,3-1,Bristol City
Wed Sep 1 1937,Gillingham,1-0,Newport County
Wed Sep 1 1937,Swindon Town,4-0,Crystal Palace
Wed Sep 1 1937,AFC Bournemouth,2-1,Leyton Orient
Sat Sep 4 1937,Bristol Rovers,0-0,Mansfield Town
Sat Sep 4 1937,Swindon Town,3-2,Newport County
Sat Sep 4 1937,Northampton Town,0-3,Torquay United
Sat Sep 4 1937,Exeter City,3-2,Bristol City
Sat Sep 4 1937,Millwall,2-2,Crystal Palace
Sat Sep 4 1937,Walsall,2-0,Leyton Orient
Sat Sep 4 1937,Gillingham,0-0,Watford
Sat Sep 4 1937,AFC Bournemouth,1-1,Queens Park Rangers
Sat Sep 4 1937,Cardiff City,5-0,Southend United
Sat Sep 4 1937,Aldershot,0-1,Notts County
Sat Sep 4 1937,Brighton & Hove Albion,1-1,Reading
Mon Sep 6 1937,Northampton Town,2-0,Bristol Rovers
Wed Sep 8 1937,Notts County,0-0,Exeter City
Wed Sep 8 1937,Mansfield Town,3-1,Walsall
Wed Sep 8 1937,Crystal Palace,0-1,Swindon Town
Wed Sep 8 1937,Bristol City,3-1,Watford
Wed Sep 8 1937,Reading,3-2,Aldershot
Wed Sep 8 1937,Southend United,2-1,Brighton & Hove Albion
Wed Sep 8 1937,Torquay United,0-1,Cardiff City
Thu Sep 9 1937,Leyton Orient,3-0,AFC Bournemouth
Thu Sep 9 1937,Queens Park Rangers,0-2,Millwall
Thu Sep 9 1937,Newport County,2-0,Gillingham
Sat Sep 11 1937,Mansfield Town,3-1,Gillingham
Sat Sep 11 1937,Queens Park Rangers,2-1,Cardiff City
Sat Sep 11 1937,Watford,0-0,Exeter City
Sat Sep 11 1937,Notts County,1-1,Millwall
Sat Sep 11 1937,Crystal Palace,3-1,Reading
Sat Sep 11 1937,Bristol City,1-1,Swindon Town
Sat Sep 11 1937,Southend United,1-0,Walsall
Sat Sep 11 1937,Torquay United,4-1,Bristol Rovers
Sat Sep 11 1937,Brighton & Hove Albion,3-1,AFC Bournemouth
Sat Sep 11 1937,Newport County,4-0,Aldershot
Sat Sep 11 1937,Leyton Orient,1-0,Northampton Town
Mon Sep 13 1937,Walsall,3-1,Newport County
Mon Sep 13 1937,Millwall,2-1,Exeter City
Mon Sep 13 1937,Cardiff City,4-1,Northampton Town
Tue Sep 14 1937,Bristol Rovers,2-1,AFC Bournemouth
Wed Sep 15 1937,Brighton & Hove Albion,2-0,Mansfield Town
Wed Sep 15 1937,Crystal Palace,4-1,Watford
Wed Sep 15 1937,Swindon Town,2-0,Aldershot
Wed Sep 15 1937,Gillingham,1-2,Reading
Wed Sep 15 1937,Torquay United,0-2,Queens Park Rangers
Wed Sep 15 1937,Southend United,1-2,Leyton Orient
Sat Sep 18 1937,Northampton Town,0-2,Southend United
Sat Sep 18 1937,Bristol Rovers,3-2,Leyton Orient
Sat Sep 18 1937,Reading,0-2,Notts County
Sat Sep 18 1937,Mansfield Town,1-1,Torquay United
Sat Sep 18 1937,AFC Bournemouth,1-0,Crystal Palace
Sat Sep 18 1937,Walsall,0-3,Queens Park Rangers
Sat Sep 18 1937,Aldershot,1-1,Bristol City
Sat Sep 18 1937,Cardiff City,4-1,Brighton & Hove Albion
Sat Sep 18 1937,Exeter City,3-5,Gillingham
