Date,Team 1,Team 2,FT,HT
1998-08-04,Alloa,Forfar,1-2,
1998-08-04,Arbroath,East Fife,0-2,
1998-08-04,Clyde,Queen of Sth,2-0,
1998-08-04,Livingston,Stirling,1-1,
1998-08-04,Partick,Inverness C,0-1,
1998-08-15,East Fife,Alloa,2-2,
1998-08-15,Forfar,Partick,0-1,
1998-08-15,Inverness C,Livingston,2-1,
1998-08-15,Queen of Sth,Arbroath,0-0,
1998-08-15,Stirling,Clyde,1-2,
1998-08-22,Alloa,Inverness C,1-1,
1998-08-22,Arbroath,Stirling,0-3,
1998-08-22,Clyde,East Fife,0-0,
1998-08-22,Livingston,Forfar,1-1,
1998-08-22,Partick,Queen of Sth,2-2,
1998-08-29,Alloa,Stirling,7-0,
1998-08-29,Arbroath,Forfar,2-1,
1998-08-29,Clyde,Partick,1-2,
1998-08-29,East Fife,Inverness C,1-5,
1998-08-29,Queen of Sth,Livingston,0-1,
1998-09-05,Forfar,Clyde,2-2,
1998-09-05,Inverness C,Arbroath,2-1,
1998-09-05,Livingston,East Fife,3-1,
1998-09-05,Partick,Alloa,1-0,
1998-09-05,Stirling,Queen of Sth,1-0,
1998-09-12,Alloa,Clyde,3-0,
1998-09-12,Forfar,East Fife,1-2,
1998-09-12,Inverness C,Queen of Sth,3-2,
1998-09-12,Livingston,Arbroath,2-1,
1998-09-12,Partick,Stirling,1-0,
1998-09-19,Arbroath,Alloa,0-2,
1998-09-19,Clyde,Livingston,1-1,
1998-09-19,East Fife,Partick,1-3,
1998-09-19,Queen of Sth,Forfar,3-0,
1998-09-19,Stirling,Inverness C,0-1,
1998-09-26,Alloa,Livingston,3-4,
1998-09-26,Clyde,Inverness C,4-1,
1998-09-26,Forfar,Stirling,1-2,
1998-09-26,Partick,Arbroath,2-0,
1998-09-27,East Fife,Queen of Sth,2-0,
1998-10-03,Arbroath,Clyde,0-0,
1998-10-03,Inverness C,Forfar,2-2,
1998-10-03,Livingston,Partick,1-0,
1998-10-03,Queen of Sth,Alloa,2-1,
1998-10-03,Stirling,East Fife,3-2,
1998-10-10,Alloa,East Fife,5-1,
1998-10-10,Arbroath,Queen of Sth,2-1,
1998-10-10,Clyde,Stirling,2-1,
1998-10-10,Livingston,Inverness C,2-1,
1998-10-11,Partick,Forfar,2-0,
1998-10-17,East Fife,Arbroath,0-3,
1998-10-17,Forfar,Alloa,1-2,
1998-10-17,Inverness C,Partick,3-2,
1998-10-17,Queen of Sth,Clyde,2-1,
1998-10-17,Stirling,Livingston,1-3,
