Round,Date,Team 1,FT,HT,Team 2
?,(Sat) 6 Aug 2005 (31),Alloa Athletic (1),4-1,3-0,Peterhead (1)
?,(Sat) 6 Aug 2005 (31),Ayr United (1),2-0,1-0,Dumbarton (1)
?,(Sat) 6 Aug 2005 (31),Gretna FC (1),5-1,3-1,Forfar Athletic (1)
?,(Sat) 6 Aug 2005 (31),Greenock Morton (1),2-0,1-0,Raith Rovers (1)
?,(Sat) 6 Aug 2005 (31),Partick Thistle (1),0-0,0-0,Stirling Albion (1)
?,(Sat) 13 Aug 2005 (32),Dumbarton (2),1-1,0-0,Alloa Athletic (2)
?,(Sat) 13 Aug 2005 (32),Forfar Athletic (2),1-2,1-1,Ayr United (2)
?,(Sat) 13 Aug 2005 (32),Peterhead (2),1-1,0-1,Partick Thistle (2)
?,(Sat) 13 Aug 2005 (32),Raith Rovers (2),1-3,0-2,Gretna FC (2)
?,(Sat) 13 Aug 2005 (32),Stirling Albion (2),0-2,0-1,Greenock Morton (2)
?,(Sat) 20 Aug 2005 (33),Alloa Athletic (3),1-2,1-2,Raith Rovers (3)
?,(Sat) 20 Aug 2005 (33),Ayr United (3),1-1,0-1,Peterhead (3)
?,(Sat) 20 Aug 2005 (33),Gretna FC (3),1-0,1-0,Stirling Albion (3)
?,(Sat) 20 Aug 2005 (33),Greenock Morton (3),1-0,0-0,Forfar Athletic (3)
?,(Sat) 20 Aug 2005 (33),Partick Thistle (3),3-2,1-2,Dumbarton (3)
?,(Sat) 27 Aug 2005 (34),Dumbarton (4),1-1,0-0,Greenock Morton (4)
?,(Sat) 27 Aug 2005 (34),Forfar Athletic (4),3-2,3-1,Peterhead (4)
?,(Sat) 27 Aug 2005 (34),Gretna FC (4),2-2,0-2,Ayr United (4)
?,(Sat) 27 Aug 2005 (34),Partick Thistle (4),1-3,1-1,Raith Rovers (4)
?,(Sat) 27 Aug 2005 (34),Stirling Albion (4),1-2,0-1,Alloa Athletic (4)
?,(Sat) 10 Sep 2005 (36),Alloa Athletic (5),1-1,0-1,Forfar Athletic (5)
?,(Sat) 10 Sep 2005 (36),Ayr United (5),2-2,2-1,Partick Thistle (5)
?,(Sat) 10 Sep 2005 (36),Greenock Morton (5),0-2,0-1,Gretna FC (5)
?,(Sat) 10 Sep 2005 (36),Peterhead (5),1-0,0-0,Dumbarton (5)
?,(Sat) 10 Sep 2005 (36),Raith Rovers (5),5-2,1-1,Stirling Albion (5)
?,(Sat) 17 Sep 2005 (37),Forfar Athletic (6),2-0,1-0,Dumbarton (6)
?,(Sat) 17 Sep 2005 (37),Gretna FC (6),2-2,1-0,Partick Thistle (6)
?,(Sat) 17 Sep 2005 (37),Greenock Morton (6),5-2,2-0,Alloa Athletic (6)
?,(Sat) 17 Sep 2005 (37),Raith Rovers (6),3-3,0-2,Ayr United (6)
?,(Sat) 17 Sep 2005 (37),Stirling Albion (6),1-3,1-1,Peterhead (6)
?,(Sat) 24 Sep 2005 (38),Alloa Athletic (7),0-3,0-1,Gretna FC (7)
?,(Sat) 24 Sep 2005 (38),Ayr United (7),0-1,0-0,Greenock Morton (7)
?,(Sat) 24 Sep 2005 (38),Dumbarton (7),2-0,1-0,Stirling Albion (7)
?,(Sat) 24 Sep 2005 (38),Partick Thistle (7),1-0,0-0,Forfar Athletic (7)
?,(Sat) 24 Sep 2005 (38),Peterhead (7),0-1,0-1,Raith Rovers (7)
?,(Sat) 1 Oct 2005 (39),Alloa Athletic (8),1-6,0-2,Partick Thistle (8)
?,(Sat) 1 Oct 2005 (39),Gretna FC (8),1-0,1-0,Dumbarton (8)
?,(Sat) 1 Oct 2005 (39),Greenock Morton (8),2-1,1-1,Peterhead (8)
?,(Sat) 1 Oct 2005 (39),Raith Rovers (8),0-2,0-1,Forfar Athletic (8)
?,(Sat) 1 Oct 2005 (39),Stirling Albion (8),3-3,2-2,Ayr United (8)
?,(Fri) 7 Oct 2005 (40),Stirling Albion (9),0-0,0-0,Alloa Athletic (9)
?,(Sat) 8 Oct 2005 (40),Peterhead (9),3-3,1-0,Ayr United (9)
?,(Sat) 15 Oct 2005 (41),Ayr United (10),1-1,0-1,Alloa Athletic (10)
?,(Sat) 15 Oct 2005 (41),Dumbarton (9),1-2,0-1,Raith Rovers (9)
?,(Sat) 15 Oct 2005 (41),Forfar Athletic (9),3-0,2-0,Stirling Albion (10)
?,(Sat) 15 Oct 2005 (41),Partick Thistle (9),2-0,2-0,Greenock Morton (9)
?,(Sat) 15 Oct 2005 (41),Peterhead (10),0-2,0-1,Gretna FC (9)
?,(Sat) 22 Oct 2005 (42),Dumbarton (10),6-0,2-0,Ayr United (11)
?,(Sat) 22 Oct 2005 (42),Forfar Athletic (10),1-3,0-1,Gretna FC (10)
?,(Sat) 22 Oct 2005 (42),Peterhead (11),3-1,0-1,Alloa Athletic (11)
?,(Sat) 22 Oct 2005 (42),Raith Rovers (10),1-2,0-1,Greenock Morton (10)
?,(Sat) 22 Oct 2005 (42),Stirling Albion (11),1-2,0-0,Partick Thistle (10)
?,(Tue) 25 Oct 2005 (43),Alloa Athletic (12),1-4,0-2,Dumbarton (11)
?,(Tue) 25 Oct 2005 (43),Gretna FC (11),5-1,3-1,Raith Rovers (11)
?,(Tue) 25 Oct 2005 (43),Greenock Morton (11),1-2,0-1,Stirling Albion (12)
?,(Tue) 25 Oct 2005 (43),Partick Thistle (11),1-3,0-2,Peterhead (12)
?,(Sat) 29 Oct 2005 (43),Dumbarton (12),1-0,0-0,Peterhead (13)
?,(Sat) 29 Oct 2005 (43),Forfar Athletic (11),3-1,2-1,Alloa Athletic (13)
?,(Sat) 29 Oct 2005 (43),Gretna FC (12),3-1,0-0,Greenock Morton (12)
?,(Sat) 29 Oct 2005 (43),Partick Thistle (12),1-0,1-0,Ayr United (12)
?,(Sat) 29 Oct 2005 (43),Stirling Albion (13),1-0,1-0,Raith Rovers (12)
?,(Sat) 5 Nov 2005 (44),Alloa Athletic (14),2-4,0-3,Stirling Albion (14)
?,(Sat) 5 Nov 2005 (44),Ayr United (13),1-3,0-2,Gretna FC (13)
?,(Sat) 5 Nov 2005 (44),Greenock Morton (13),4-0,2-0,Dumbarton (13)
?,(Sat) 5 Nov 2005 (44),Peterhead (14),4-2,3-1,Forfar Athletic (12)
?,(Sat) 5 Nov 2005 (44),Raith Rovers (13),1-1,0-1,Partick Thistle (13)
?,(Sat) 12 Nov 2005 (45),Alloa Athletic (15),0-3,0-2,Greenock Morton (14)
?,(Sat) 12 Nov 2005 (45),Dumbarton (14),2-0,2-0,Forfar Athletic (13)
?,(Sat) 12 Nov 2005 (45),Partick Thistle (14),3-3,0-1,Gretna FC (14)
?,(Sat) 12 Nov 2005 (45),Peterhead (15),1-3,0-3,Stirling Albion (15)
?,(Tue) 22 Nov 2005 (47),Ayr United (14),2-1,1-1,Raith Rovers (14)
?,(Sat) 26 Nov 2005 (47),Forfar Athletic (14),2-3,0-3,Partick Thistle (15)
?,(Sat) 26 Nov 2005 (47),Gretna FC (15),4-0,2-0,Alloa Athletic (16)
?,(Sat) 26 Nov 2005 (47),Raith Rovers (15),0-2,0-1,Peterhead (16)
?,(Sat) 3 Dec 2005 (48),Alloa Athletic (17),0-4,0-1,Ayr United (15)
?,(Sat) 3 Dec 2005 (48),Gretna FC (16),3-0,2-0,Peterhead (17)
?,(Sat) 3 Dec 2005 (48),Greenock Morton (15),2-1,1-1,Partick Thistle (16)
?,(Sat) 3 Dec 2005 (48),Raith Rovers (16),3-2,2-2,Dumbarton (15)
?,(Sat) 3 Dec 2005 (48),Stirling Albion (16),4-2,1-2,Forfar Athletic (15)
?,(Tue) 6 Dec 2005 (49),Greenock Morton (16),2-1,1-0,Ayr United (16)
?,(Wed) 7 Dec 2005 (49),Stirling Albion (17),0-0,0-0,Dumbarton (16)
?,(Tue) 13 Dec 2005 (50),Ayr United (17),2-1,0-0,Forfar Athletic (16)
?,(Sat) 17 Dec 2005 (50),Ayr United (18),2-5,1-3,Stirling Albion (18)
?,(Sat) 17 Dec 2005 (50),Dumbarton (17),0-1,0-1,Gretna FC (17)
?,(Sat) 17 Dec 2005 (50),Partick Thistle (17),4-3,1-2,Alloa Athletic (18)
?,(Sat) 17 Dec 2005 (50),Peterhead (18),1-0,0-0,Greenock Morton (17)
?,(Sat) 24 Dec 2005 (51),Alloa Athletic (19),0-2,0-0,Peterhead (19)
?,(Sat) 24 Dec 2005 (51),Gretna FC (18),1-2,1-1,Forfar Athletic (17)
?,(Mon) 26 Dec 2005 (52),Ayr United (19),2-0,2-0,Dumbarton (18)
?,(Mon) 26 Dec 2005 (52),Greenock Morton (18),2-0,0-0,Raith Rovers (17)
?,(Mon) 26 Dec 2005 (52),Partick Thistle (18),0-3,0-1,Stirling Albion (19)
?,(Sat) 31 Dec 2005 (52),Dumbarton (19),1-2,1-2,Partick Thistle (19)
?,(Sat) 31 Dec 2005 (52),Forfar Athletic (18),0-1,0-0,Greenock Morton (19)
?,(Sat) 31 Dec 2005 (52),Raith Rovers (18),4-2,2-2,Alloa Athletic (20)
?,(Mon) 2 Jan 2006 (1),Dumbarton (20),0-2,0-1,Greenock Morton (20)
?,(Mon) 2 Jan 2006 (1),Forfar Athletic (19),0-1,0-1,Peterhead (20)
?,(Mon) 2 Jan 2006 (1),Gretna FC (19),3-0,1-0,Ayr United (20)
?,(Mon) 2 Jan 2006 (1),Partick Thistle (20),1-0,1-0,Raith Rovers (19)
?,(Sat) 14 Jan 2006 (2),Alloa Athletic (21),0-1,0-0,Forfar Athletic (20)
?,(Sat) 14 Jan 2006 (2),Ayr United (21),1-2,1-0,Partick Thistle (21)
?,(Sat) 14 Jan 2006 (2),Greenock Morton (21),2-2,1-2,Gretna FC (20)
?,(Sat) 14 Jan 2006 (2),Peterhead (21),3-1,1-0,Dumbarton (21)
?,(Sat) 14 Jan 2006 (2),Raith Rovers (20),2-3,1-1,Stirling Albion (20)
?,(Sat) 21 Jan 2006 (3),Forfar Athletic (21),2-3,1-0,Dumbarton (22)
?,(Sat) 21 Jan 2006 (3),Gretna FC (21),6-1,2-0,Partick Thistle (22)
?,(Sat) 21 Jan 2006 (3),Greenock Morton (22),4-1,2-0,Alloa Athletic (22)
?,(Sat) 21 Jan 2006 (3),Raith Rovers (21),1-1,1-0,Ayr United (22)
?,(Sat) 21 Jan 2006 (3),Stirling Albion (21),2-1,1-0,Peterhead (22)
?,(Sat) 28 Jan 2006 (4),Alloa Athletic (23),0-3,0-1,Gretna FC (22)
?,(Sat) 28 Jan 2006 (4),Ayr United (23),1-1,1-0,Greenock Morton (23)
?,(Sat) 28 Jan 2006 (4),Dumbarton (23),3-2,2-1,Stirling Albion (22)
?,(Sat) 28 Jan 2006 (4),Partick Thistle (23),1-0,0-0,Forfar Athletic (22)
?,(Sat) 28 Jan 2006 (4),Peterhead (23),0-0,0-0,Raith Rovers (22)
?,(Sat) 4 Feb 2006 (5),Greenock Morton (24),0-0,0-0,Peterhead (24)
?,(Sat) 4 Feb 2006 (5),Raith Rovers (23),1-0,0-0,Forfar Athletic (23)
?,(Sat) 4 Feb 2006 (5),Stirling Albion (23),1-0,0-0,Ayr United (24)
?,(Sat) 11 Feb 2006 (6),Ayr United (25),0-1,0-0,Alloa Athletic (24)
?,(Sat) 11 Feb 2006 (6),Dumbarton (24),0-1,0-0,Raith Rovers (24)
?,(Sat) 11 Feb 2006 (6),Partick Thistle (24),1-1,1-0,Greenock Morton (25)
?,(Sat) 11 Feb 2006 (6),Peterhead (25),1-3,1-1,Gretna FC (23)
?,(Sat) 18 Feb 2006 (7),Forfar Athletic (24),1-0,1-0,Ayr United (26)
?,(Sat) 18 Feb 2006 (7),Peterhead (26),2-1,1-0,Partick Thistle (25)
?,(Sat) 18 Feb 2006 (7),Raith Rovers (25),0-1,0-1,Gretna FC (24)
?,(Sat) 18 Feb 2006 (7),Stirling Albion (24),3-1,1-1,Greenock Morton (26)
?,(Sat) 25 Feb 2006 (8),Alloa Athletic (25),1-1,0-1,Raith Rovers (26)
?,(Sat) 25 Feb 2006 (8),Ayr United (27),1-2,1-1,Peterhead (27)
?,(Sat) 25 Feb 2006 (8),Greenock Morton (27),3-0,1-0,Forfar Athletic (25)
?,(Tue) 28 Feb 2006 (9),Alloa Athletic (26),2-1,2-1,Partick Thistle (26)
?,(Tue) 28 Feb 2006 (9),Stirling Albion (25),0-5,0-1,Gretna FC (25)
?,(Tue) 7 Mar 2006 (10),Gretna FC (26),3-0,1-0,Dumbarton (25)
?,(Sat) 11 Mar 2006 (10),Dumbarton (26),2-3,2-1,Peterhead (28)
?,(Sat) 11 Mar 2006 (10),Forfar Athletic (26),3-0,2-0,Alloa Athletic (27)
?,(Sat) 11 Mar 2006 (10),Gretna FC (27),1-2,0-0,Greenock Morton (28)
?,(Sat) 11 Mar 2006 (10),Partick Thistle (27),2-2,1-0,Ayr United (28)
?,(Sat) 11 Mar 2006 (10),Stirling Albion (26),2-2,2-1,Raith Rovers (27)
?,(Tue) 14 Mar 2006 (11),Partick Thistle (28),2-1,1-0,Dumbarton (27)
?,(Sat) 18 Mar 2006 (11),Alloa Athletic (28),0-0,0-0,Greenock Morton (29)
?,(Sat) 18 Mar 2006 (11),Ayr United (29),0-0,0-0,Raith Rovers (28)
?,(Sat) 18 Mar 2006 (11),Dumbarton (28),0-0,0-0,Forfar Athletic (27)
?,(Sat) 18 Mar 2006 (11),Partick Thistle (29),0-2,0-1,Gretna FC (28)
?,(Sat) 18 Mar 2006 (11),Peterhead (29),2-0,1-0,Stirling Albion (27)
?,(Tue) 21 Mar 2006 (12),Ayr United (30),2-4,1-2,Gretna FC (29)
?,(Tue) 21 Mar 2006 (12),Dumbarton (29),0-1,0-0,Alloa Athletic (29)
?,(Tue) 21 Mar 2006 (12),Peterhead (30),1-1,0-1,Forfar Athletic (28)
?,(Tue) 21 Mar 2006 (12),Raith Rovers (29),1-2,0-0,Partick Thistle (30)
?,(Sat) 25 Mar 2006 (12),Forfar Athletic (29),0-0,0-0,Partick Thistle (31)
?,(Sat) 25 Mar 2006 (12),Gretna FC (30),2-1,1-1,Alloa Athletic (30)
?,(Sat) 25 Mar 2006 (12),Greenock Morton (30),0-4,0-1,Ayr United (31)
?,(Sat) 25 Mar 2006 (12),Raith Rovers (30),1-0,1-0,Peterhead (31)
?,(Sat) 25 Mar 2006 (12),Stirling Albion (28),3-1,0-0,Dumbarton (30)
?,(Tue) 28 Mar 2006 (13),Alloa Athletic (31),0-0,0-0,Stirling Albion (29)
?,(Tue) 28 Mar 2006 (13),Forfar Athletic (30),5-2,4-1,Raith Rovers (31)
?,(Tue) 28 Mar 2006 (13),Greenock Morton (31),4-0,1-0,Dumbarton (31)
?,(Sat) 1 Apr 2006 (13),Ayr United (32),3-0,2-0,Stirling Albion (30)
?,(Sat) 1 Apr 2006 (13),Forfar Athletic (31),0-2,0-1,Raith Rovers (32)
?,(Sat) 1 Apr 2006 (13),Partick Thistle (32),2-3,1-1,Alloa Athletic (32)
?,(Sat) 1 Apr 2006 (13),Peterhead (32),2-1,0-1,Greenock Morton (32)
?,(Tue) 4 Apr 2006 (14),Forfar Athletic (32),1-2,1-1,Stirling Albion (31)
?,(Sat) 8 Apr 2006 (14),Alloa Athletic (33),1-1,1-1,Ayr United (33)
?,(Sat) 8 Apr 2006 (14),Gretna FC (31),3-1,1-1,Peterhead (33)
?,(Sat) 8 Apr 2006 (14),Greenock Morton (33),1-0,0-0,Partick Thistle (33)
?,(Sat) 8 Apr 2006 (14),Raith Rovers (33),0-0,0-0,Dumbarton (32)
?,(Sat) 8 Apr 2006 (14),Stirling Albion (32),3-1,2-0,Forfar Athletic (33)
?,(Tue) 11 Apr 2006 (15),Gretna FC (32),6-0,4-0,Stirling Albion (33)
?,(Sat) 15 Apr 2006 (15),Dumbarton (33),4-5,0-3,Ayr United (34)
?,(Sat) 15 Apr 2006 (15),Forfar Athletic (34),2-1,2-0,Gretna FC (33)
?,(Sat) 15 Apr 2006 (15),Peterhead (34),3-0,1-0,Alloa Athletic (34)
?,(Sat) 15 Apr 2006 (15),Raith Rovers (34),1-1,1-0,Greenock Morton (34)
?,(Sat) 15 Apr 2006 (15),Stirling Albion (34),1-2,1-0,Partick Thistle (34)
?,(Tue) 18 Apr 2006 (16),Dumbarton (34),0-2,0-2,Gretna FC (34)
?,(Sat) 22 Apr 2006 (16),Alloa Athletic (35),1-0,0-0,Dumbarton (35)
?,(Sat) 22 Apr 2006 (16),Ayr United (35),0-1,0-0,Forfar Athletic (35)
?,(Sat) 22 Apr 2006 (16),Gretna FC (35),2-1,1-0,Raith Rovers (35)
?,(Sat) 22 Apr 2006 (16),Greenock Morton (35),1-0,0-0,Stirling Albion (35)
?,(Sat) 22 Apr 2006 (16),Partick Thistle (35),0-1,0-0,Peterhead (35)
?,(Sat) 29 Apr 2006 (17),Dumbarton (36),2-3,2-0,Partick Thistle (36)
?,(Sat) 29 Apr 2006 (17),Forfar Athletic (36),0-2,0-0,Greenock Morton (36)
?,(Sat) 29 Apr 2006 (17),Peterhead (36),1-2,0-0,Ayr United (36)
?,(Sat) 29 Apr 2006 (17),Raith Rovers (36),0-1,0-0,Alloa Athletic (36)
?,(Sat) 29 Apr 2006 (17),Stirling Albion (36),2-1,2-0,Gretna FC (36)
