Round,Date,Team 1,FT,HT,Team 2
?,(Sat) 30 Jul 2005 (30),Dundee United (1),1-1,1-0,Aberdeen FC (1)
?,(Sat) 30 Jul 2005 (30),Falkirk (1),0-2,0-0,Inverness Caledonian Thistle (1)
?,(Sat) 30 Jul 2005 (30),Hibernian FC (1),1-1,0-1,Dunfermline Athletic (1)
?,(Sat) 30 Jul 2005 (30),Kilmarnock FC (1),2-4,1-1,Heart of Midlothian FC (1)
?,(Sat) 30 Jul 2005 (30),Motherwell FC (1),4-4,1-3,Celtic FC (1)
?,(Sun) 31 Jul 2005 (30),Rangers FC (1),3-0,1-0,Livingston FC (1)
?,(Sat) 6 Aug 2005 (31),Aberdeen FC (2),1-2,1-1,Kilmarnock FC (2)
?,(Sat) 6 Aug 2005 (31),Celtic FC (2),2-0,1-0,Dundee United (2)
?,(Sat) 6 Aug 2005 (31),Inverness Caledonian Thistle (2),0-1,0-0,Rangers FC (2)
?,(Sat) 6 Aug 2005 (31),Livingston FC (2),0-2,0-1,Falkirk (2)
?,(Sat) 6 Aug 2005 (31),Motherwell FC (2),1-0,0-0,Dunfermline Athletic (2)
?,(Sun) 7 Aug 2005 (31),Heart of Midlothian FC (2),4-0,1-0,Hibernian FC (2)
?,(Sat) 13 Aug 2005 (32),Celtic FC (3),3-1,0-1,Falkirk (3)
?,(Sat) 13 Aug 2005 (32),Dunfermline Athletic (3),0-1,0-1,Inverness Caledonian Thistle (3)
?,(Sat) 13 Aug 2005 (32),Hibernian FC (3),3-0,2-0,Livingston FC (3)
?,(Sat) 13 Aug 2005 (32),Kilmarnock FC (3),4-1,2-1,Motherwell FC (3)
?,(Sun) 14 Aug 2005 (32),Aberdeen FC (3),3-2,2-1,Rangers FC (3)
?,(Sun) 14 Aug 2005 (32),Dundee United (3),0-3,0-2,Heart of Midlothian FC (3)
?,(Sat) 20 Aug 2005 (33),Falkirk (4),0-2,0-1,Hibernian FC (4)
?,(Sat) 20 Aug 2005 (33),Heart of Midlothian FC (4),2-0,1-0,Aberdeen FC (4)
?,(Sat) 20 Aug 2005 (33),Inverness Caledonian Thistle (4),2-2,1-0,Kilmarnock FC (4)
?,(Sat) 20 Aug 2005 (33),Livingston FC (4),1-1,0-1,Dunfermline Athletic (4)
?,(Sat) 20 Aug 2005 (33),Motherwell FC (4),4-5,2-1,Dundee United (4)
?,(Sat) 20 Aug 2005 (33),Rangers FC (4),3-1,1-0,Celtic FC (4)
?,(Sat) 27 Aug 2005 (34),Aberdeen FC (5),3-0,3-0,Falkirk (5)
?,(Sat) 27 Aug 2005 (34),Heart of Midlothian FC (5),2-1,1-0,Motherwell FC (5)
?,(Sat) 27 Aug 2005 (34),Kilmarnock FC (5),3-0,3-0,Livingston FC (5)
?,(Sat) 27 Aug 2005 (34),Rangers FC (5),0-3,0-0,Hibernian FC (5)
?,(Sun) 28 Aug 2005 (34),Dundee United (5),1-1,0-0,Inverness Caledonian Thistle (5)
