Date,Team 1,Team 2,FT,HT
2005-08-06,Albion Rvs,Arbroath,2-2,1-0
2005-08-06,East Fife,Berwick,0-4,0-3
2005-08-06,East Stirling,Cowdenbeath,0-1,0-0
2005-08-06,Elgin,Montrose,0-0,0-0
2005-08-06,Queens Park,Stenhousemuir,1-2,1-1
2005-08-13,Arbroath,East Fife,1-0,0-0
2005-08-13,Berwick,East Stirling,3-2,2-1
2005-08-13,Cowdenbeath,Queens Park,0-2,0-1
2005-08-13,Montrose,Albion Rvs,0-2,0-0
2005-08-13,Stenhousemuir,Elgin,3-1,2-0
2005-08-20,Albion Rvs,Stenhousemuir,0-2,0-2
2005-08-20,East Fife,Montrose,3-2,0-0
2005-08-20,East Stirling,Arbroath,3-1,0-0
2005-08-20,Elgin,Cowdenbeath,0-3,0-1
2005-08-20,Queens Park,Berwick,1-3,0-2
2005-08-27,Berwick,Elgin,3-1,1-1
2005-08-27,East Fife,Cowdenbeath,1-0,1-0
2005-08-27,Montrose,Arbroath,1-0,1-0
2005-08-27,Queens Park,Albion Rvs,3-1,0-1
2005-08-27,Stenhousemuir,East Stirling,6-1,2-1
2005-09-10,Albion Rvs,East Fife,2-4,1-1
2005-09-10,Arbroath,Stenhousemuir,1-1,0-0
2005-09-10,Cowdenbeath,Berwick,0-1,0-1
2005-09-10,East Stirling,Montrose,1-1,0-0
2005-09-10,Elgin,Queens Park,2-2,2-0
2005-09-17,Berwick,Arbroath,3-0,1-0
2005-09-17,Cowdenbeath,Montrose,2-0,0-0
2005-09-17,Elgin,Albion Rvs,2-2,0-0
2005-09-17,Queens Park,East Stirling,3-0,2-0
2005-09-17,Stenhousemuir,East Fife,2-1,1-0
2005-09-24,Albion Rvs,Berwick,0-2,0-1
2005-09-24,Arbroath,Cowdenbeath,0-3,0-2
2005-09-24,East Fife,Queens Park,1-0,1-0
2005-09-24,East Stirling,Elgin,0-2,0-1
2005-09-24,Montrose,Stenhousemuir,0-3,0-1
2005-10-01,Berwick,Montrose,1-1,0-0
2005-10-01,Cowdenbeath,Stenhousemuir,4-1,3-0
2005-10-01,East Stirling,Albion Rvs,3-1,2-0
2005-10-01,Elgin,East Fife,1-2,0-1
2005-10-01,Queens Park,Arbroath,2-2,0-0
2005-10-07,East Fife,Arbroath,1-1,1-0
2005-10-08,Berwick,Elgin,1-1,1-0
2005-10-15,Albion Rvs,Cowdenbeath,0-3,0-1
2005-10-15,Arbroath,Elgin,2-0,1-0
2005-10-15,East Fife,East Stirling,3-1,1-0
2005-10-15,Montrose,Queens Park,0-1,0-0
2005-10-15,Stenhousemuir,Berwick,0-1,0-1
2005-10-22,Arbroath,Albion Rvs,1-2,1-1
2005-10-22,Berwick,East Fife,3-0,1-0
2005-10-22,Cowdenbeath,East Stirling,5-1,4-1
2005-10-22,Montrose,Elgin,2-0,1-0
2005-10-22,Stenhousemuir,Queens Park,1-0,0-0
2005-10-25,Albion Rvs,Montrose,1-1,1-1
2005-10-25,East Stirling,Berwick,1-2,1-0
2005-10-25,Elgin,Stenhousemuir,1-2,0-0
2005-10-25,Queens Park,Cowdenbeath,0-2,0-1
2005-10-29,Berwick,Cowdenbeath,1-0,0-0
2005-10-29,East Fife,Albion Rvs,1-1,0-1
2005-10-29,Montrose,East Stirling,3-0,2-0
2005-10-29,Queens Park,Elgin,3-0,2-0
2005-10-29,Stenhousemuir,Arbroath,2-0,1-0
2005-11-05,Albion Rvs,Queens Park,1-1,0-1
2005-11-05,Arbroath,Montrose,2-1,0-1
2005-11-05,Cowdenbeath,East Fife,3-1,0-1
2005-11-05,East Stirling,Stenhousemuir,0-0,0-0
2005-11-05,Elgin,Berwick,2-2,0-0
2005-11-12,Albion Rvs,Elgin,0-2,0-0
2005-11-12,Arbroath,Berwick,4-0,2-0
2005-11-12,East Fife,Stenhousemuir,2-3,1-0
2005-11-12,Montrose,Cowdenbeath,0-1,0-1
2005-11-26,Arbroath,East Stirling,7-2,3-1
2005-11-26,Queens Park,East Fife,2-0,0-0
2005-11-26,Stenhousemuir,Montrose,6-2,3-1
2005-12-03,Berwick,Stenhousemuir,0-2,0-1
2005-12-03,Cowdenbeath,Albion Rvs,2-1,1-0
2005-12-03,East Stirling,East Fife,1-2,1-1
2005-12-03,Elgin,Arbroath,2-0,1-0
2005-12-03,Queens Park,Montrose,0-3,0-0
2005-12-06,Cowdenbeath,Arbroath,3-2,1-1
2005-12-10,Berwick,Albion Rvs,0-1,0-0
2005-12-10,Elgin,East Stirling,1-1,1-1
2005-12-13,East Stirling,Queens Park,0-4,0-2
2005-12-17,Stenhousemuir,Cowdenbeath,2-0,2-0
2005-12-26,East Fife,Berwick,1-0,0-0
2005-12-26,Elgin,Montrose,1-0,0-0
2005-12-26,Queens Park,Stenhousemuir,2-0,1-0
2005-12-31,Montrose,East Fife,3-1,0-0
2006-01-02,East Fife,Cowdenbeath,2-1,2-0
2006-01-02,Montrose,Arbroath,0-1,0-0
2006-01-02,Queens Park,Albion Rvs,1-1,0-1
2006-01-02,Stenhousemuir,East Stirling,5-0,1-0
2006-01-07,Albion Rvs,East Stirling,4-2,2-1
2006-01-07,East Fife,Elgin,1-2,0-0
2006-01-07,Montrose,Berwick,0-0,0-0
2006-01-14,Albion Rvs,East Fife,3-1,2-0
2006-01-14,Arbroath,Stenhousemuir,3-2,2-2
2006-01-14,Cowdenbeath,Berwick,1-1,0-1
2006-01-14,East Stirling,Montrose,1-0,1-0
2006-01-14,Elgin,Queens Park,1-2,1-0
2006-01-21,Berwick,Arbroath,2-1,2-0
2006-01-21,Cowdenbeath,Montrose,2-0,1-0
2006-01-21,Elgin,Albion Rvs,2-1,0-1
2006-01-21,Queens Park,East Stirling,3-1,1-0
2006-01-21,Stenhousemuir,East Fife,4-2,1-1
2006-01-28,Albion Rvs,Berwick,0-1,0-1
2006-01-28,Arbroath,Cowdenbeath,4-1,1-0
2006-01-28,East Fife,Queens Park,0-1,0-0
2006-01-28,East Stirling,Elgin,0-2,0-0
2006-01-28,Montrose,Stenhousemuir,0-2,0-1
2006-02-04,Berwick,Montrose,1-1,0-0
2006-02-04,Cowdenbeath,Stenhousemuir,1-1,1-1
2006-02-04,East Stirling,Albion Rvs,1-0,1-0
2006-02-04,Elgin,East Fife,5-3,2-2
2006-02-04,Queens Park,Arbroath,0-0,0-0
2006-02-11,Albion Rvs,Cowdenbeath,1-3,1-0
2006-02-11,Arbroath,Elgin,0-1,0-0
2006-02-11,East Fife,East Stirling,1-2,0-0
2006-02-11,Montrose,Queens Park,0-0,0-0
2006-02-11,Stenhousemuir,Berwick,1-0,1-0
2006-02-18,Arbroath,East Fife,2-1,1-1
2006-02-18,Berwick,East Stirling,1-0,1-0
2006-02-18,Cowdenbeath,Queens Park,6-0,2-0
2006-02-18,Montrose,Albion Rvs,2-2,1-2
2006-02-18,Stenhousemuir,Elgin,1-2,1-1
2006-02-25,Albion Rvs,Stenhousemuir,1-2,0-1
2006-02-25,East Fife,Montrose,4-0,1-0
2006-02-25,East Stirling,Arbroath,0-4,0-1
2006-02-25,Elgin,Cowdenbeath,0-4,0-1
2006-02-25,Queens Park,Berwick,0-1,0-1
2006-02-28,Stenhousemuir,Albion Rvs,1-0,1-0
2006-03-07,Albion Rvs,Arbroath,0-2,0-1
2006-03-07,Berwick,Queens Park,1-2,0-0
2006-03-11,Berwick,Cowdenbeath,1-0,1-0
2006-03-11,East Fife,Albion Rvs,1-0,1-0
2006-03-11,Montrose,East Stirling,2-0,2-0
2006-03-11,Queens Park,Elgin,3-3,1-1
2006-03-11,Stenhousemuir,Arbroath,0-0,0-0
2006-03-14,Arbroath,Queens Park,1-1,1-0
2006-03-14,Elgin,Berwick,1-3,1-2
2006-03-18,Albion Rvs,Elgin,1-2,1-1
2006-03-18,Arbroath,Berwick,0-2,0-2
2006-03-18,East Fife,Stenhousemuir,2-1,0-0
2006-03-18,East Stirling,Queens Park,0-0,0-0
2006-03-18,Montrose,Cowdenbeath,0-3,0-2
2006-03-21,Albion Rvs,Queens Park,1-0,0-0
2006-03-21,Arbroath,Montrose,3-0,3-0
2006-03-21,Cowdenbeath,East Fife,4-1,3-1
2006-03-21,East Stirling,Stenhousemuir,0-7,0-3
2006-03-25,Berwick,Albion Rvs,2-1,1-0
2006-03-25,Cowdenbeath,Arbroath,4-2,1-1
2006-03-25,Elgin,East Stirling,3-0,3-0
2006-03-25,Queens Park,East Fife,1-1,0-0
2006-03-25,Stenhousemuir,Montrose,5-1,1-1
2006-03-28,Cowdenbeath,Elgin,5-2,3-2
2006-04-01,Albion Rvs,East Stirling,2-0,2-0
2006-04-01,Arbroath,Queens Park,1-0,0-0
2006-04-01,East Fife,Elgin,0-2,0-1
2006-04-01,Montrose,Berwick,1-2,0-1
2006-04-01,Stenhousemuir,Cowdenbeath,1-2,1-1
2006-04-04,East Stirling,Cowdenbeath,1-1,1-0
2006-04-08,Berwick,Stenhousemuir,3-0,1-0
2006-04-08,Cowdenbeath,Albion Rvs,2-1,0-1
2006-04-08,East Stirling,East Fife,2-1,1-1
2006-04-08,Elgin,Arbroath,4-1,3-1
2006-04-08,Queens Park,Montrose,2-2,1-0
2006-04-15,Arbroath,Albion Rvs,1-0,1-0
2006-04-15,Berwick,East Fife,1-1,0-1
2006-04-15,Cowdenbeath,East Stirling,5-0,1-0
2006-04-15,Montrose,Elgin,1-3,1-1
2006-04-15,Stenhousemuir,Queens Park,1-2,0-0
2006-04-22,Albion Rvs,Montrose,1-1,1-1
2006-04-22,East Fife,Arbroath,0-3,0-1
2006-04-22,East Stirling,Berwick,0-1,0-0
2006-04-22,Elgin,Stenhousemuir,0-2,0-0
2006-04-22,Queens Park,Cowdenbeath,2-2,2-1
2006-04-29,Arbroath,East Stirling,2-1,2-0
2006-04-29,Berwick,Queens Park,1-0,0-0
2006-04-29,Cowdenbeath,Elgin,2-1,1-0
2006-04-29,Montrose,East Fife,0-2,0-1
2006-04-29,Stenhousemuir,Albion Rvs,4-2,2-1
