Date,Team 1,FT,Team 2
Sat Aug 25 1928,Nottingham Forest,1-5,Stoke City
Sat Aug 25 1928,Barnsley,1-2,Bradford Park Avenue
Sat Aug 25 1928,West Bromwich Albion,3-1,Leyton Orient
Sat Aug 25 1928,Preston North End,3-1,Blackpool
Sat Aug 25 1928,Millwall,0-1,Notts County
Sat Aug 25 1928,Bristol City,2-2,Grimsby Town
Sat Aug 25 1928,Chelsea,4-0,Swansea City
Sat Aug 25 1928,Reading,2-3,Middlesbrough
Sat Aug 25 1928,Hull City,2-2,Southampton
Sat Aug 25 1928,Tottenham Hotspur,4-1,Oldham Athletic
Sat Aug 25 1928,Port Vale,1-4,Wolverhampton Wanderers
Mon Aug 27 1928,Wolverhampton Wanderers,0-1,Millwall
Mon Aug 27 1928,Hull City,1-0,Oldham Athletic
Mon Aug 27 1928,Tottenham Hotspur,2-5,Middlesbrough
Mon Aug 27 1928,Southampton,1-2,Port Vale
Mon Aug 27 1928,Stoke City,2-0,Bristol City
Mon Aug 27 1928,Bradford Park Avenue,1-2,Chelsea
Mon Aug 27 1928,Preston North End,7-0,Reading
Mon Aug 27 1928,Grimsby Town,2-1,Barnsley
Mon Aug 27 1928,Leyton Orient,1-4,Nottingham Forest
Mon Aug 27 1928,Swansea City,5-5,Blackpool
Mon Aug 27 1928,Notts County,3-1,West Bromwich Albion
Sat Sep 1 1928,Blackpool,0-1,Chelsea
Sat Sep 1 1928,Oldham Athletic,2-1,Reading
Sat Sep 1 1928,Bradford Park Avenue,3-2,Bristol City
Sat Sep 1 1928,Middlesbrough,2-3,Preston North End
Sat Sep 1 1928,Swansea City,2-1,Barnsley
Sat Sep 1 1928,Southampton,1-1,Tottenham Hotspur
Sat Sep 1 1928,Grimsby Town,2-2,Nottingham Forest
Sat Sep 1 1928,Leyton Orient,1-1,Millwall
Sat Sep 1 1928,Stoke City,4-1,West Bromwich Albion
Sat Sep 1 1928,Wolverhampton Wanderers,2-4,Hull City
Sat Sep 1 1928,Notts County,3-0,Port Vale
Mon Sep 3 1928,Oldham Athletic,0-1,Hull City
Mon Sep 3 1928,Millwall,0-5,Wolverhampton Wanderers
Mon Sep 3 1928,West Bromwich Albion,1-3,Notts County
Mon Sep 3 1928,Blackpool,2-2,Swansea City
Wed Sep 5 1928,Chelsea,3-1,Bradford Park Avenue
Wed Sep 5 1928,Bristol City,1-1,Stoke City
Wed Sep 5 1928,Nottingham Forest,0-0,Leyton Orient
