Date,Team 1,FT,Team 2
Sat Aug 25 1934,Manchester United,2-0,Bradford City
Sat Aug 25 1934,Oldham Athletic,1-4,Bolton Wanderers
Sat Aug 25 1934,Fulham,3-0,Plymouth Argyle
Sat Aug 25 1934,Bury,1-5,Blackpool
Sat Aug 25 1934,Swansea City,2-1,Notts County
Sat Aug 25 1934,Nottingham Forest,5-1,Newcastle United
Sat Aug 25 1934,Bradford Park Avenue,3-2,Barnsley
Sat Aug 25 1934,Brentford,2-1,Norwich City
Sat Aug 25 1934,Port Vale,2-0,Sheffield United
Sat Aug 25 1934,Burnley,3-0,Southampton
Mon Aug 27 1934,Fulham,2-2,Brentford
Mon Aug 27 1934,West Ham United,1-2,Burnley
Mon Aug 27 1934,Swansea City,5-1,Oldham Athletic
Mon Aug 27 1934,Barnsley,1-1,Notts County
Mon Aug 27 1934,Norwich City,4-1,Bury
Mon Aug 27 1934,Blackpool,4-1,Newcastle United
Mon Aug 27 1934,Southampton,0-0,Port Vale
Mon Aug 27 1934,Bradford City,2-5,Sheffield United
Wed Aug 29 1934,Plymouth Argyle,6-4,Hull City
Sat Sep 1 1934,Southampton,2-2,Oldham Athletic
Sat Sep 1 1934,Barnsley,2-0,Port Vale
Sat Sep 1 1934,Norwich City,0-0,Fulham
Sat Sep 1 1934,Notts County,1-0,Burnley
Sat Sep 1 1934,Blackpool,2-1,Hull City
Sat Sep 1 1934,West Ham United,3-1,Nottingham Forest
Sat Sep 1 1934,Sheffield United,3-2,Manchester United
Sat Sep 1 1934,Plymouth Argyle,2-2,Bradford Park Avenue
Sat Sep 1 1934,Bolton Wanderers,2-0,Bury
Sat Sep 1 1934,Newcastle United,2-5,Brentford
Sat Sep 1 1934,Bradford City,2-0,Swansea City
Mon Sep 3 1934,Port Vale,4-1,Southampton
Mon Sep 3 1934,Oldham Athletic,2-2,Swansea City
Mon Sep 3 1934,Bradford Park Avenue,1-1,Nottingham Forest
Mon Sep 3 1934,Burnley,5-2,West Ham United
Mon Sep 3 1934,Notts County,1-4,Barnsley
Mon Sep 3 1934,Bolton Wanderers,3-1,Manchester United
Wed Sep 5 1934,Brentford,1-0,Fulham
Sat Sep 8 1934,Burnley,2-0,Bradford City
Sat Sep 8 1934,Bradford Park Avenue,1-1,Norwich City
Sat Sep 8 1934,Manchester United,4-1,Barnsley
Sat Sep 8 1934,Port Vale,2-2,Plymouth Argyle
Sat Sep 8 1934,Swansea City,0-0,Sheffield United
Sat Sep 8 1934,Nottingham Forest,0-0,Blackpool
Sat Sep 8 1934,Brentford,4-1,West Ham United
Sat Sep 8 1934,Bolton Wanderers,4-0,Southampton
Sat Sep 8 1934,Oldham Athletic,1-0,Notts County
Sat Sep 8 1934,Fulham,3-2,Newcastle United
Sat Sep 8 1934,Hull City,0-1,Bury
Mon Sep 10 1934,Sheffield United,1-2,Bradford City
Mon Sep 10 1934,Hull City,1-1,Plymouth Argyle
Wed Sep 12 1934,Newcastle United,4-1,Blackpool
Wed Sep 12 1934,Manchester United,0-3,Bolton Wanderers
Sat Sep 15 1934,Southampton,3-0,Hull City
Sat Sep 15 1934,Bury,1-0,Nottingham Forest
Sat Sep 15 1934,Sheffield United,0-0,Burnley
Sat Sep 15 1934,Bradford City,2-0,Oldham Athletic
Sat Sep 15 1934,Barnsley,1-0,Swansea City
Sat Sep 15 1934,Notts County,0-2,Bolton Wanderers
Sat Sep 15 1934,Newcastle United,0-1,Bradford Park Avenue
Sat Sep 15 1934,Blackpool,2-2,Brentford
Sat Sep 15 1934,West Ham United,2-1,Fulham
Sat Sep 15 1934,Norwich City,3-0,Plymouth Argyle
Sat Sep 15 1934,Port Vale,3-2,Manchester United
Mon Sep 17 1934,Bury,1-0,Norwich City
Mon Sep 17 1934,Hull City,4-0,West Ham United
Sat Sep 22 1934,Plymouth Argyle,1-3,Newcastle United
Sat Sep 22 1934,Southampton,1-1,Notts County
Sat Sep 22 1934,Burnley,4-1,Barnsley
Sat Sep 22 1934,Swansea City,1-1,Port Vale
Sat Sep 22 1934,Fulham,4-1,Blackpool
Sat Sep 22 1934,Bradford Park Avenue,1-3,West Ham United
Sat Sep 22 1934,Oldham Athletic,3-2,Sheffield United
Sat Sep 22 1934,Nottingham Forest,2-1,Hull City
Sat Sep 22 1934,Bolton Wanderers,3-0,Bradford City
Sat Sep 22 1934,Manchester United,5-0,Norwich City
Sat Sep 22 1934,Brentford,2-1,Bury
Sat Sep 29 1934,Newcastle United,2-0,Norwich City
Sat Sep 29 1934,West Ham United,2-1,Plymouth Argyle
Sat Sep 29 1934,Bury,2-0,Fulham
Sat Sep 29 1934,Sheffield United,6-2,Bolton Wanderers
Sat Sep 29 1934,Blackpool,1-0,Bradford Park Avenue
Sat Sep 29 1934,Bradford City,1-1,Southampton
Sat Sep 29 1934,Manchester United,3-1,Swansea City
Sat Sep 29 1934,Barnsley,4-0,Oldham Athletic
Sat Sep 29 1934,Port Vale,3-1,Burnley
Sat Sep 29 1934,Hull City,2-1,Brentford
Sat Sep 29 1934,Notts County,3-5,Nottingham Forest
Thu Oct 4 1934,Nottingham Forest,2-2,Bradford Park Avenue
Sat Oct 6 1934,Burnley,1-2,Manchester United
Sat Oct 6 1934,Oldham Athletic,2-0,Port Vale
Sat Oct 6 1934,Bradford Park Avenue,2-1,Bury
Sat Oct 6 1934,Swansea City,3-4,Newcastle United
Sat Oct 6 1934,Plymouth Argyle,1-2,Blackpool
Sat Oct 6 1934,Bolton Wanderers,8-0,Barnsley
Sat Oct 6 1934,Fulham,4-0,Hull City
Sat Oct 6 1934,Norwich City,1-2,West Ham United
Sat Oct 6 1934,Notts County,2-3,Bradford City
Sat Oct 6 1934,Brentford,1-1,Nottingham Forest
Sat Oct 6 1934,Southampton,1-1,Sheffield United
Sat Oct 13 1934,Manchester United,4-0,Oldham Athletic
Sat Oct 13 1934,Swansea City,2-0,Burnley
Sat Oct 13 1934,Hull City,2-0,Bradford Park Avenue
Sat Oct 13 1934,Blackpool,2-1,Norwich City
Sat Oct 13 1934,West Ham United,3-2,Newcastle United
Sat Oct 13 1934,Bury,2-1,Plymouth Argyle
Sat Oct 13 1934,Nottingham Forest,1-1,Fulham
Sat Oct 13 1934,Port Vale,1-3,Bolton Wanderers
Sat Oct 13 1934,Barnsley,1-1,Southampton
Sat Oct 13 1934,Bradford City,3-0,Brentford
Sat Oct 13 1934,Sheffield United,3-0,Notts County
Sat Oct 20 1934,West Ham United,2-0,Swansea City
Sat Oct 20 1934,Fulham,3-1,Bradford City
Sat Oct 20 1934,Hull City,0-2,Bolton Wanderers
Sat Oct 20 1934,Nottingham Forest,3-1,Southampton
Sat Oct 20 1934,Plymouth Argyle,3-1,Barnsley
Sat Oct 20 1934,Bradford Park Avenue,1-3,Sheffield United
Sat Oct 20 1934,Newcastle United,0-1,Manchester United
Sat Oct 20 1934,Bury,2-0,Oldham Athletic
Sat Oct 20 1934,Brentford,4-1,Notts County
Sat Oct 20 1934,Blackpool,1-0,Burnley
Sat Oct 20 1934,Norwich City,0-0,Port Vale
Sat Oct 27 1934,Swansea City,2-1,Blackpool
Sat Oct 27 1934,Southampton,1-0,Brentford
Sat Oct 27 1934,Sheffield United,1-2,Plymouth Argyle
Sat Oct 27 1934,Bolton Wanderers,2-3,Nottingham Forest
Sat Oct 27 1934,Port Vale,1-3,Newcastle United
Sat Oct 27 1934,Notts County,1-1,Fulham
Sat Oct 27 1934,Manchester United,3-1,West Ham United
Sat Oct 27 1934,Bradford City,3-1,Bradford Park Avenue
Sat Oct 27 1934,Barnsley,2-1,Norwich City
Sat Oct 27 1934,Burnley,3-3,Bury
Sat Oct 27 1934,Oldham Athletic,5-0,Hull City
Sat Nov 3 1934,Norwich City,3-1,Sheffield United
Sat Nov 3 1934,Bradford Park Avenue,0-0,Notts County
Sat Nov 3 1934,Plymouth Argyle,3-1,Bradford City
Sat Nov 3 1934,Hull City,1-3,Burnley
Sat Nov 3 1934,Brentford,1-0,Bolton Wanderers
Sat Nov 3 1934,Bury,2-1,Swansea City
Sat Nov 3 1934,Fulham,3-3,Southampton
Sat Nov 3 1934,West Ham United,3-1,Port Vale
Sat Nov 3 1934,Newcastle United,4-1,Barnsley
Sat Nov 3 1934,Blackpool,1-2,Manchester United
Sat Nov 3 1934,Nottingham Forest,4-0,Oldham Athletic
Sat Nov 10 1934,Oldham Athletic,1-3,Brentford
Sat Nov 10 1934,Notts County,1-3,Plymouth Argyle
Sat Nov 10 1934,Port Vale,2-2,Blackpool
Sat Nov 10 1934,Burnley,2-1,Nottingham Forest
Sat Nov 10 1934,Bolton Wanderers,4-0,Fulham
Sat Nov 10 1934,Barnsley,1-1,West Ham United
Sat Nov 10 1934,Manchester United,1-0,Bury
Sat Nov 10 1934,Swansea City,2-1,Hull City
Sat Nov 10 1934,Southampton,4-1,Bradford Park Avenue
Sat Nov 10 1934,Bradford City,1-1,Norwich City
Sat Nov 10 1934,Sheffield United,5-1,Newcastle United
Sat Nov 17 1934,Norwich City,7-2,Notts County
Sat Nov 17 1934,Bradford Park Avenue,4-0,Bolton Wanderers
Sat Nov 17 1934,Hull City,3-2,Manchester United
Sat Nov 17 1934,Newcastle United,4-2,Bradford City
Sat Nov 17 1934,Nottingham Forest,1-0,Swansea City
Sat Nov 17 1934,Fulham,3-1,Oldham Athletic
Sat Nov 17 1934,Plymouth Argyle,4-0,Southampton
Sat Nov 17 1934,West Ham United,2-0,Sheffield United
Sat Nov 17 1934,Blackpool,3-0,Barnsley
Sat Nov 17 1934,Bury,3-1,Port Vale
Sat Nov 17 1934,Brentford,6-1,Burnley
Sat Nov 24 1934,Notts County,0-1,Newcastle United
Sat Nov 24 1934,Swansea City,2-4,Brentford
Sat Nov 24 1934,Oldham Athletic,1-1,Bradford Park Avenue
Sat Nov 24 1934,Sheffield United,1-1,Blackpool
Sat Nov 24 1934,Barnsley,3-0,Bury
Sat Nov 24 1934,Manchester United,3-2,Nottingham Forest
Sat Nov 24 1934,Port Vale,1-2,Hull City
Sat Nov 24 1934,Bradford City,0-2,West Ham United
Sat Nov 24 1934,Burnley,3-1,Fulham
Sat Nov 24 1934,Southampton,1-4,Norwich City
Sat Nov 24 1934,Bolton Wanderers,3-2,Plymouth Argyle
Sat Dec 1 1934,Newcastle United,1-0,Southampton
Sat Dec 1 1934,Bury,3-1,Sheffield United
Sat Dec 1 1934,West Ham United,4-0,Notts County
Sat Dec 1 1934,Plymouth Argyle,2-0,Oldham Athletic
Sat Dec 1 1934,Brentford,3-1,Manchester United
Sat Dec 1 1934,Norwich City,2-3,Bolton Wanderers
Sat Dec 1 1934,Blackpool,2-1,Bradford City
Sat Dec 1 1934,Hull City,1-1,Barnsley
Sat Dec 1 1934,Nottingham Forest,2-0,Port Vale
Sat Dec 1 1934,Bradford Park Avenue,1-1,Burnley
Sat Dec 1 1934,Fulham,4-1,Swansea City
Sat Dec 8 1934,Oldham Athletic,4-2,Norwich City
Sat Dec 8 1934,Notts County,3-2,Blackpool
Sat Dec 8 1934,Burnley,1-2,Plymouth Argyle
Sat Dec 8 1934,Sheffield United,3-4,Hull City
Sat Dec 8 1934,Bolton Wanderers,1-0,Newcastle United
Sat Dec 8 1934,Southampton,2-2,West Ham United
Sat Dec 8 1934,Barnsley,1-2,Nottingham Forest
Sat Dec 8 1934,Bradford City,0-0,Bury
Sat Dec 8 1934,Port Vale,2-2,Brentford
Sat Dec 8 1934,Manchester United,1-0,Fulham
Sat Dec 8 1934,Swansea City,0-0,Bradford Park Avenue
Sat Dec 15 1934,Hull City,1-0,Bradford City
Sat Dec 15 1934,Bury,1-0,Notts County
Sat Dec 15 1934,Blackpool,4-1,Southampton
Sat Dec 15 1934,Nottingham Forest,2-1,Sheffield United
Sat Dec 15 1934,West Ham United,4-1,Bolton Wanderers
Sat Dec 15 1934,Norwich City,2-3,Burnley
Sat Dec 15 1934,Fulham,2-0,Port Vale
Sat Dec 15 1934,Newcastle United,4-2,Oldham Athletic
Sat Dec 15 1934,Plymouth Argyle,3-2,Swansea City
Sat Dec 15 1934,Brentford,8-1,Barnsley
Sat Dec 15 1934,Bradford Park Avenue,1-2,Manchester United
Sat Dec 22 1934,Sheffield United,1-2,Brentford
