Date,Team 1,FT,Team 2
Sat Aug 25 1934,Walsall,1-2,Hartlepool United
Sat Aug 25 1934,Wrexham,1-1,Barrow
Sat Aug 25 1934,Tranmere Rovers,3-1,Carlisle United
Sat Aug 25 1934,Halifax Town,2-1,Mansfield Town
Sat Aug 25 1934,Gateshead,2-4,Chester
Sat Aug 25 1934,Rotherham United,2-2,Chesterfield
Sat Aug 25 1934,Crewe Alexandra,1-1,Doncaster Rovers
Sat Aug 25 1934,Stockport County,6-1,Southport
Sat Aug 25 1934,Lincoln City,3-0,Rochdale
Sat Aug 25 1934,Accrington Stanley,1-3,New Brighton
Sat Aug 25 1934,Darlington,2-0,York City
Mon Aug 27 1934,Chesterfield,0-2,Tranmere Rovers
Mon Aug 27 1934,Rotherham United,2-2,Halifax Town
Tue Aug 28 1934,Rochdale,0-1,Barrow
Tue Aug 28 1934,Southport,1-2,Doncaster Rovers
Wed Aug 29 1934,York City,3-1,Stockport County
Wed Aug 29 1934,Mansfield Town,3-4,Lincoln City
Wed Aug 29 1934,Hartlepool United,0-2,Chester
Wed Aug 29 1934,Wrexham,4-2,Walsall
Wed Aug 29 1934,New Brighton,1-1,Crewe Alexandra
Wed Aug 29 1934,Gateshead,3-0,Darlington
Thu Aug 30 1934,Carlisle United,2-0,Accrington Stanley
Sat Sep 1 1934,Southport,1-1,Gateshead
Sat Sep 1 1934,Carlisle United,0-2,Wrexham
Sat Sep 1 1934,York City,1-2,Lincoln City
Sat Sep 1 1934,New Brighton,0-1,Darlington
Sat Sep 1 1934,Chester,4-0,Accrington Stanley
Sat Sep 1 1934,Mansfield Town,2-1,Rotherham United
Sat Sep 1 1934,Hartlepool United,4-2,Crewe Alexandra
Sat Sep 1 1934,Barrow,2-0,Halifax Town
Sat Sep 1 1934,Rochdale,1-1,Tranmere Rovers
Sat Sep 1 1934,Chesterfield,2-0,Walsall
Sat Sep 1 1934,Doncaster Rovers,3-4,Stockport County
Mon Sep 3 1934,Barrow,1-1,Rochdale
Mon Sep 3 1934,Doncaster Rovers,2-0,Southport
Mon Sep 3 1934,Halifax Town,2-1,Rotherham United
Mon Sep 3 1934,Tranmere Rovers,2-1,Chesterfield
Mon Sep 3 1934,Walsall,0-0,Wrexham
Mon Sep 3 1934,Crewe Alexandra,2-3,New Brighton
Mon Sep 3 1934,Lincoln City,4-0,Mansfield Town
Mon Sep 3 1934,Stockport County,0-0,York City
Wed Sep 5 1934,Chester,4-1,Hartlepool United
Wed Sep 5 1934,Darlington,2-1,Gateshead
Sat Sep 8 1934,Rotherham United,0-0,Barrow
Sat Sep 8 1934,Walsall,2-2,Mansfield Town
Sat Sep 8 1934,Wrexham,2-0,Rochdale
Sat Sep 8 1934,Stockport County,3-2,Hartlepool United
Sat Sep 8 1934,Darlington,1-0,Chester
Sat Sep 8 1934,Accrington Stanley,1-1,Southport
Sat Sep 8 1934,Crewe Alexandra,1-0,Chesterfield
Sat Sep 8 1934,Halifax Town,4-0,Carlisle United
Sat Sep 8 1934,Gateshead,0-0,Doncaster Rovers
Sat Sep 8 1934,York City,1-0,New Brighton
Sat Sep 8 1934,Tranmere Rovers,2-1,Lincoln City
Sat Sep 15 1934,Lincoln City,1-3,Wrexham
Sat Sep 15 1934,Rochdale,2-4,Halifax Town
Sat Sep 15 1934,Carlisle United,2-1,Rotherham United
Sat Sep 15 1934,Chester,5-1,York City
Sat Sep 15 1934,Hartlepool United,1-2,Gateshead
Sat Sep 15 1934,Crewe Alexandra,2-3,Stockport County
Sat Sep 15 1934,Barrow,3-1,Walsall
Sat Sep 15 1934,Doncaster Rovers,2-1,Accrington Stanley
Sat Sep 15 1934,Southport,1-4,Darlington
Sat Sep 15 1934,New Brighton,0-1,Tranmere Rovers
Sat Sep 15 1934,Mansfield Town,1-0,Chesterfield
Mon Sep 17 1934,Halifax Town,1-1,Walsall
Wed Sep 19 1934,Accrington Stanley,2-0,Mansfield Town
Sat Sep 22 1934,Chesterfield,3-0,Barrow
Sat Sep 22 1934,New Brighton,0-2,Chester
