Date,Team 1,Team 2,FT,HT
2011-07-23,Aberdeen,St Johnstone,0-0,0-0
2011-07-23,Motherwell,Inverness C,3-0,2-0
2011-07-23,Rangers,Hearts,1-1,0-1
2011-07-24,Dundee United,Kilmarnock,1-1,0-0
2011-07-24,Hibernian,Celtic,0-2,0-1
2011-07-25,Dunfermline,St Mirren,0-0,0-0
2011-07-30,Inverness C,Hibernian,0-1,0-0
2011-07-30,Kilmarnock,Motherwell,0-0,0-0
2011-07-30,St Johnstone,Rangers,0-2,0-1
2011-07-30,St Mirren,Aberdeen,1-0,0-0
2011-07-31,Hearts,Dundee United,0-1,0-1
2011-08-06,Dundee United,St Mirren,1-1,0-1
2011-08-06,Dunfermline,Inverness C,3-3,1-0
2011-08-07,Aberdeen,Celtic,0-1,0-0
2011-08-07,Motherwell,Hearts,1-0,0-0
2011-08-13,Celtic,Dundee United,5-1,2-1
2011-08-13,Hearts,Aberdeen,3-0,2-0
2011-08-13,Inverness C,Rangers,0-2,0-0
2011-08-13,St Johnstone,Dunfermline,0-1,0-1
2011-08-13,St Mirren,Motherwell,0-1,0-0
2011-08-14,Kilmarnock,Hibernian,4-1,2-1
2011-08-20,Aberdeen,Inverness C,2-1,2-0
2011-08-20,Dundee United,Dunfermline,0-1,0-0
2011-08-20,Hibernian,St Mirren,1-2,1-2
2011-08-21,Celtic,St Johnstone,0-1,0-0
2011-08-21,Kilmarnock,Hearts,0-0,0-0
2011-08-21,Motherwell,Rangers,0-3,0-2
2011-08-27,Dunfermline,Motherwell,2-4,0-2
2011-08-27,Inverness C,Kilmarnock,2-1,1-1
2011-08-27,St Johnstone,Dundee United,3-3,3-1
2011-08-28,Hearts,Hibernian,2-0,1-0
2011-08-28,Rangers,Aberdeen,2-0,1-0
2011-08-28,St Mirren,Celtic,0-2,0-2
2011-09-10,Celtic,Motherwell,4-0,2-0
2011-09-10,Dundee United,Rangers,0-1,0-0
2011-09-10,Inverness C,Hearts,1-1,0-0
2011-09-10,Kilmarnock,Dunfermline,3-2,2-1
2011-09-10,St Mirren,St Johnstone,0-0,0-0
2011-09-11,Hibernian,Aberdeen,0-0,0-0
2011-09-17,Aberdeen,Kilmarnock,2-2,1-2
2011-09-17,Dundee United,Inverness C,3-1,2-1
2011-09-17,Dunfermline,Hibernian,2-2,0-1
2011-09-17,Hearts,St Mirren,2-0,1-0
2011-09-17,Motherwell,St Johnstone,0-3,0-1
2011-09-18,Rangers,Celtic,4-2,1-2
2011-09-24,Celtic,Inverness C,2-0,2-0
2011-09-24,Dunfermline,Rangers,0-4,0-2
2011-09-24,Hibernian,Dundee United,3-3,1-2
2011-09-24,Motherwell,Aberdeen,1-0,0-0
2011-09-24,St Mirren,Kilmarnock,3-0,2-0
2011-09-25,St Johnstone,Hearts,2-0,1-0
2011-09-27,Rangers,Kilmarnock,2-0,0-0
2011-09-28,Hibernian,St Johnstone,3-2,2-1
2011-09-30,Aberdeen,Dunfermline,4-0,3-0
2011-10-01,Dundee United,Motherwell,1-3,0-2
2011-10-01,Inverness C,St Mirren,2-1,1-1
2011-10-01,Kilmarnock,St Johnstone,1-2,1-1
2011-10-01,Rangers,Hibernian,1-0,0-0
2011-10-02,Hearts,Celtic,2-0,0-0
